year,gros_ADJ arbres_NOUN,gros_ADJ marbres_NOUN
1800,7.13725341938698e-07,2.2009151834367913e-08
1801,4.286128785224719e-07,0.0
1802,3.849085032925359e-07,0.0
1803,5.480453069139912e-07,1.950339223455444e-09
1804,6.080753109927173e-07,0.0
1805,6.311188371910248e-07,0.0
1806,3.2562860496909707e-07,5.76333825108577e-09
1807,3.6156330907033407e-07,0.0
1808,5.09866652009805e-07,4.5321479902327155e-09
1809,6.189743544382509e-07,9.036122072814123e-09
1810,2.620942041176022e-07,0.0
1811,2.63243066456198e-07,2.5070767684098882e-09
1812,6.854725143057294e-07,1.8670457180292033e-08
1813,3.968523571984406e-07,0.0
1814,1.4474714760126517e-07,0.0
1815,2.265667831125029e-07,5.394447111228828e-09
1816,6.558818768098718e-07,0.0
1817,2.9113533628333244e-07,1.0898113522728181e-08
1818,2.455762455610966e-07,3.5763532135746345e-09
1819,2.898293871567148e-07,9.315945348475907e-09
1820,3.73794165398067e-07,5.933240565525466e-09
1821,2.613294327602489e-07,0.0
1822,3.278376539128658e-07,1.0025615893027862e-09
1823,2.9055098593744333e-07,1.9765373782121287e-09
1824,1.4652735558229324e-07,8.421112696055388e-10
1825,3.5309827239871083e-07,1.7610886082763955e-09
1826,3.91955296663582e-07,6.1655889282974385e-09
1827,2.967962018374237e-07,0.0
1828,2.3756260247864702e-07,2.7516904310687096e-09
1829,2.769135960534186e-07,8.573175946935407e-09
1830,3.381534838808875e-07,2.0873671680021744e-09
1831,2.4945930476860667e-07,3.1182412207897414e-09
1832,2.9360032272052194e-07,1.3529969367098715e-09
1833,4.6218679017329123e-07,0.0
1834,2.99638429623883e-07,9.334530925997342e-10
1835,4.1521352045492677e-07,7.563087933704082e-10
1836,3.4544655136414804e-07,3.36037508930076e-09
1837,2.817945699007396e-07,0.0
1838,2.625859281124576e-07,1.2624323808552163e-09
1839,2.3631186252259795e-07,0.0
1840,2.2357606610512448e-07,0.0
1841,2.670948333616252e-07,1.2841097074556274e-09
1842,2.5290160010627005e-07,1.341653010911159e-09
1843,2.1501156766134955e-07,1.7720733769266417e-09
1844,2.0911419085223315e-07,0.0
1845,1.858215910033323e-07,0.0
1846,2.540853643040464e-07,1.7563503984519002e-09
1847,1.5856078050546785e-07,0.0
1848,1.7055870671356388e-07,0.0
1849,2.1870272348678554e-07,0.0
1850,2.1249557846658718e-07,1.3577992064028876e-09
1851,1.9154833807988325e-07,0.0
1852,1.6406573877247865e-07,0.0
1853,2.705285169213312e-07,1.1943863675867306e-09
1854,1.891221899086304e-07,0.0
1855,1.862734961832757e-07,5.306937111981824e-10
1856,1.3408920551682968e-07,5.177189232874468e-10
1857,2.1771531066860916e-07,0.0
1858,1.507252278543092e-07,0.0
1859,2.500257210158452e-07,0.0
1860,2.073464315799356e-07,2.288591982591015e-09
1861,1.7449065126129426e-07,2.357981809808507e-09
1862,1.7710506483581412e-07,4.517986262886353e-10
1863,1.9329182521232724e-07,0.0
1864,1.8891228137363214e-07,0.0
1865,2.51345483093246e-07,4.706844358715045e-10
1866,2.2673755495361547e-07,0.0
1867,1.9993584032818035e-07,0.0
1868,2.1093262603244511e-07,9.87974813071446e-10
1869,2.0559615165893774e-07,9.767038289254515e-10
1870,2.3509599600401998e-07,0.0
1871,2.729642574195168e-07,0.0
1872,2.431030452498817e-07,1.2094678591978436e-09
1873,2.256723661275828e-07,0.0
1874,2.3300975726670003e-07,0.0
1875,2.139851176252705e-07,0.0
1876,2.4244519636340556e-07,0.0
1877,2.214164140923458e-07,3.0924081073635534e-09
1878,2.1740719091667415e-07,5.435179861734696e-09
1879,2.8958200459783257e-07,0.0
1880,1.7328184753750975e-07,6.417846254436199e-10
1881,2.517075188279705e-07,0.0
1882,2.3560063766581152e-07,0.0
1883,2.3381554115076142e-07,0.0
1884,2.2049667336432321e-07,0.0
1885,2.384885249284707e-07,0.0
1886,2.174817268496554e-07,6.453463874400711e-10
1887,2.494049340384663e-07,0.0
1888,1.9148656349443627e-07,0.0
1889,2.574971063040721e-07,6.891650361495749e-09
1890,2.47755821192186e-07,0.0
1891,2.4158293854270596e-07,6.374220040683554e-10
1892,2.2315903436265216e-07,6.268512375839919e-10
1893,1.9460595979126083e-07,0.0
1894,2.7978833827546623e-07,1.2603078580752936e-08
1895,2.4074458337963733e-07,0.0
1896,2.818779876179178e-07,0.0
1897,2.2840717406324984e-07,0.0
1898,2.3142671068399068e-07,0.0
1899,2.3768586743244668e-07,2.7637891975018647e-09
1900,2.2425349754939816e-07,5.191053142894475e-10
1901,2.1460758148350578e-07,0.0
1902,1.7185993783641607e-07,0.0
1903,2.2086901196871622e-07,0.0
1904,2.0692307600711501e-07,0.0
1905,2.3378238722671085e-07,0.0
1906,2.2017110268279794e-07,0.0
1907,2.437707848912396e-07,0.0
1908,2.553922229253658e-07,0.0
1909,2.2884091777086724e-07,5.500983557560346e-10
1910,1.8544203328474396e-07,0.0
1911,2.692109433155565e-07,0.0
1912,1.7451560552217416e-07,0.0
1913,1.887864300442743e-07,0.0
1914,1.4732836461917032e-07,0.0
1915,1.7906758387198352e-07,0.0
1916,2.2524297094150825e-07,0.0
1917,1.1734073979141613e-07,0.0
1918,1.343906035344844e-07,0.0
1919,3.2411625738859584e-07,0.0
1920,2.082363721456204e-07,0.0
1921,1.3858127090315975e-07,0.0
1922,1.8666176515580446e-07,0.0
1923,1.6985516992917837e-07,0.0
1924,2.2689259537855833e-07,0.0
1925,1.6057339280450833e-07,0.0
1926,3.265818691033928e-07,2.229227691330493e-09
1927,2.5866202690849605e-07,0.0
1928,2.7765278787228453e-07,0.0
1929,2.038694333350577e-07,2.2280812750352652e-09
1930,2.1217279311258608e-07,0.0
1931,2.999608739173709e-07,0.0
1932,2.0823119939450407e-07,0.0
1933,1.6173633810012689e-07,0.0
1934,1.7612923386423063e-07,0.0
1935,2.034608286294315e-07,0.0
1936,2.0854508875345346e-07,0.0
1937,1.4353874178141268e-07,0.0
1938,1.6336170460817812e-07,0.0
1939,2.5235183898075775e-07,0.0
1940,2.4343515292457596e-07,0.0
1941,1.6233263977483148e-07,0.0
1942,2.0025797198286455e-07,0.0
1943,2.3516204805673624e-07,0.0
1944,2.4420214117526484e-07,0.0
1945,1.612093001313042e-07,0.0
1946,2.0742444917232206e-07,0.0
1947,1.9907854209577636e-07,0.0
1948,1.9895554714821628e-07,0.0
1949,2.189192827017905e-07,0.0
1950,1.903729724972436e-07,0.0
1951,2.0469892092478403e-07,0.0
1952,2.3304016849579057e-07,0.0
1953,1.8315506622457178e-07,0.0
1954,1.9251896787864098e-07,0.0
1955,1.8583503447189287e-07,0.0
1956,1.70062264714943e-07,0.0
1957,1.7139973351731896e-07,4.417518795207798e-09
1958,2.2169612634570512e-07,8.272243445794913e-10
1959,1.4726420261013118e-07,0.0
1960,1.4395332925687399e-07,0.0
1961,1.6050248063947947e-07,0.0
1962,1.2557073603147728e-07,0.0
1963,1.9786122607001744e-07,0.0
1964,1.0707784525720854e-07,0.0
1965,1.439147467863222e-07,0.0
1966,1.1853619952262306e-07,0.0
1967,1.3213299610015383e-07,0.0
1968,1.0644655645819512e-07,0.0
1969,1.276233945191052e-07,4.5417578031781147e-10
1970,1.4531971714859537e-07,0.0
1971,1.0893402446754408e-07,5.138397485282553e-10
1972,1.195324159652955e-07,0.0
1973,1.312142501319613e-07,0.0
1974,1.2320002440446842e-07,0.0
1975,1.005220511274274e-07,0.0
1976,1.1427053436818824e-07,0.0
1977,1.3575366608620243e-07,0.0
1978,8.732668987931902e-08,0.0
1979,1.0182433385352851e-07,0.0
1980,1.0801786487490972e-07,0.0
1981,1.619340679326342e-07,0.0
1982,1.185632925171376e-07,0.0
1983,1.3451622749016678e-07,0.0
1984,1.3163749201794417e-07,5.799008495621649e-10
1985,1.13694049730384e-07,0.0
1986,1.1929026300094847e-07,0.0
1987,1.1793876808496861e-07,0.0
1988,1.2532797200037749e-07,0.0
1989,8.890757641211167e-08,0.0
1990,1.1660112875233608e-07,5.44865097484859e-10
1991,1.0902325442430083e-07,0.0
1992,9.917899745914838e-08,0.0
1993,1.3681842858659365e-07,0.0
1994,9.600366723816478e-08,0.0
1995,9.651962784573698e-08,0.0
1996,1.6494705334935134e-07,0.0
1997,1.1076205908011616e-07,0.0
1998,1.0108433912137116e-07,0.0
