year,bons_ADJ arbres_NOUN,bons_ADJ marbres_NOUN
1856,1.65670055451983e-08,0.0
1857,1.5620829074691756e-08,0.0
1858,2.397901255335455e-08,0.0
1859,1.9859475841599306e-08,0.0
1860,1.7393299245327398e-08,0.0
1861,3.961409689168249e-08,0.0
1862,1.400575744270327e-08,0.0
1863,1.748117206545885e-08,0.0
1864,3.0206784629172034e-08,0.0
1865,3.388927893865912e-08,0.0
1866,3.308616669528419e-08,0.0
1867,3.105799351033056e-08,0.0
1868,2.4699369660652337e-08,0.0
1869,2.3929244363785074e-08,0.0
1870,2.465641024684828e-08,0.0
1871,2.0180236148803488e-08,0.0
1872,1.6327815544059376e-08,0.0
1873,5.207823861042016e-08,0.0
1874,1.6131444624534197e-08,0.0
1875,2.2886109007913547e-08,0.0
1876,2.2370254981751714e-08,0.0
1877,2.968711676487601e-08,0.0
1878,3.804625947623208e-08,0.0
1879,9.774920428640144e-09,0.0
1880,2.3746030919369332e-08,0.0
1881,1.045876096839038e-08,0.0
1882,1.1314154946262533e-08,0.0
1883,1.516641390253426e-08,0.0
1884,1.7164412113856997e-08,0.0
1885,1.4180398189012067e-08,0.0
1886,5.808117542471791e-09,6.453463874400711e-10
1887,1.0446279397058333e-08,0.0
1888,1.3949351895803375e-08,0.0
1889,1.3156786771162388e-08,1.2530273485467092e-09
1890,1.2453334363726754e-08,0.0
1891,1.7210394887001712e-08,0.0
1892,8.775916882086676e-09,0.0
1893,8.621783287310336e-09,0.0
1894,1.764431090123253e-08,0.0
1895,1.023164486468886e-08,0.0
1896,1.1794058174530164e-08,0.0
1897,2.9716238358901137e-08,0.0
1898,8.487532454637403e-09,0.0
1899,2.3768587098516036e-08,0.0
1900,1.7130474816440255e-08,0.0
1901,1.1736351446245408e-08,0.0
1902,1.1293653123800595e-08,0.0
1903,1.7280704867062013e-08,0.0
1904,2.203596238814498e-08,0.0
1905,1.186974607492175e-08,5.160759042333041e-10
1906,1.8519063615940468e-08,0.0
1907,2.9314207949937554e-08,0.0
1908,3.045061092166179e-08,0.0
1909,1.4302557360679202e-08,0.0
1910,1.7635697346918278e-08,0.0
1911,2.4473720827700163e-08,0.0
1912,1.1981668990301841e-08,1.0418842455450772e-09
1913,1.113627856597077e-08,5.30298971401777e-10
1914,1.875088173619588e-08,0.0
1915,4.712304768617059e-09,0.0
1916,2.197492321442951e-08,0.0
1917,9.869782324756216e-09,0.0
1918,2.412139110674616e-08,0.0
1919,2.025726608678724e-08,0.0
1920,1.4387239843927091e-08,0.0
1921,9.087297137000405e-09,0.0
1922,2.4347187377316004e-08,0.0
1923,3.3971033985835675e-08,0.0
1924,9.02413699321869e-09,0.0
1925,1.3197813508725176e-08,0.0
1926,1.114613823460786e-08,0.0
1927,1.7838759802657478e-08,0.0
1928,1.5996457491951332e-08,2.2852082448565625e-09
1929,1.5596569369336066e-08,0.0
1930,8.402882833991043e-09,0.0
1931,3.079446386777818e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,8.02946331646126e-09,0.0
1934,1.3179738189705859e-08,0.0
1935,1.3165112555668657e-08,0.0
1936,1.6974599503782883e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,1.1668692678767911e-08,0.0
1939,1.988226472349197e-08,0.0
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,3.3376331032286544e-08,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.8097434661967782e-08,0.0
1947,3.337843779149807e-08,0.0
1948,1.4133454406817236e-08,0.0
1949,1.9634017078828947e-08,0.0
1950,1.2762433776458693e-08,0.0
1951,1.2793682557799002e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.508335856215126e-08,0.0
1954,6.840775057526116e-09,0.0
1955,1.8771215692936494e-09,0.0
1956,3.488456634670456e-09,8.72114158667614e-10
1957,2.6505113659425206e-09,0.0
1958,6.617794756635931e-09,0.0
1959,1.007597205671118e-08,0.0
1960,1.038124963770315e-08,0.0
1961,1.737039845295385e-08,0.0
1962,3.170978146727066e-09,0.0
1963,7.759263453976928e-09,0.0
1964,9.125952438182594e-09,0.0
1965,1.0396882466068291e-08,0.0
1966,5.539074976468328e-09,0.0
1967,1.035370456037299e-08,0.0
1968,6.287982134978165e-09,0.0
1969,1.3625273354023193e-08,0.0
1970,1.0117195081704722e-08,0.0
1971,8.221435976452085e-09,0.0
1972,9.747279428040656e-09,0.0
1973,9.37244681864513e-09,0.0
1974,4.500457340128605e-09,0.0
1975,6.8537762132336866e-09,0.0
1976,9.712995741040231e-09,0.0
1977,8.22749424145286e-09,0.0
1978,1.485147826940647e-08,0.0
1979,8.777959692451986e-09,0.0
1980,6.822181042309694e-09,0.0
1981,1.138598904049104e-08,0.0
1982,1.3035754697909852e-08,0.0
1983,1.2630632539867293e-08,0.0
1984,1.1598016769198694e-08,0.0
1985,7.820225356169885e-09,0.0
1986,1.2588419195935785e-08,0.0
1987,7.944062296871834e-09,0.0
1988,1.3192418713003917e-08,0.0
1989,1.1525056464734007e-08,0.0
1990,9.80757164370516e-09,0.0
1991,8.20605094986604e-09,0.0
1992,8.815910668147353e-09,0.0
1993,7.200969598386564e-09,0.0
1994,3.6924485691258724e-09,0.0
1995,5.964695848348356e-09,0.0
1996,6.4057106285986265e-09,0.0
1997,6.233362714880286e-09,0.0
1998,6.198567881199324e-09,0.0
1999,2.7878227726318983e-08,0.0
2000,1.2812291672048559e-08,0.0
2001,6.571817756650944e-09,0.0
2002,1.3143664823189738e-08,0.0
2003,8.750538071922165e-09,0.0
2004,1.2773894830786503e-08,0.0
2005,7.205999352777326e-09,0.0
2006,9.059357708451898e-09,0.0
2007,1.1583990655594789e-08,0.0
2008,6.811903485726134e-09,0.0
2009,4.76819250749827e-09,0.0
2010,8.502827775203059e-09,0.0
2011,8.030340836739924e-09,0.0
2012,7.829781267787439e-09,0.0
2013,1.1435412616833673e-08,0.0
2014,1.1693403578760808e-08,0.0
2015,1.1526192444932803e-08,0.0
2016,1.532791671365885e-08,0.0
2017,4.754505411597165e-08,0.0
2018,1.4198066722315161e-08,0.0
2019,1.1479444950168727e-08,0.0
