year,véritables_ADJ airs_NOUN,véritables_ADJ mers_NOUN
1872,7.256807155187062e-09,1.6327815544059376e-08
1873,0.0,2.573981916498269e-08
1874,2.9873046258899194e-09,2.9873046258899194e-08
1875,0.0,6.293679799540541e-09
1876,4.232210137899983e-09,8.464420275799966e-09
1877,1.2369631985365004e-09,2.783167118991514e-08
1878,0.0,1.5701630218245555e-08
1879,0.0,1.710611030603104e-08
1880,0.0,1.4761046607247863e-08
1881,6.972507571312292e-10,1.8825771164188154e-08
1882,6.655385131892899e-09,2.7952617998039386e-08
1883,0.0,2.0853818227806187e-08
1884,6.601696966868076e-10,1.8484751507230612e-08
1885,2.5782542767416317e-09,2.127059772760731e-08
1886,4.5174246565693466e-09,2.19417763958063e-08
1887,5.876032105334161e-09,1.0446279397058333e-08
1888,0.0,1.1413106904001324e-08
1889,5.6386229019267375e-09,1.2530273707511697e-08
1890,4.5880703680722945e-09,1.4419650362640368e-08
1891,1.2748440081367107e-09,1.1473596295275001e-08
1892,0.0,1.56712811616444e-08
1893,3.079208221734575e-09,1.4780200174868696e-08
1894,3.150769645188234e-09,2.142523314319078e-08
1895,6.018614495673091e-10,1.1435367319734269e-08
1896,0.0,1.9460195233023114e-08
1897,1.1653427112179315e-09,7.574727511894253e-09
1898,1.6975064687230201e-09,1.640922953072277e-08
1899,6.080336234504102e-09,1.2713430308508578e-08
1900,0.0,1.6092265298084385e-08
1901,5.029864968975062e-09,1.8442838367604963e-08
1902,0.0,9.329538919189417e-09
1903,3.2401321625741275e-09,9.720396931811592e-09
1904,4.837162670412454e-09,6.449550227216605e-09
1905,5.160759042333041e-10,8.773290538499623e-09
1906,2.572092316910357e-09,1.2860461140462576e-08
1907,2.5714217422034835e-09,1.337139288182243e-08
1908,2.9468334439286537e-09,7.858222517143076e-09
1909,1.6502950117569526e-09,1.0451868703853506e-08
1910,1.068830135508847e-09,2.404867771588215e-08
1911,3.1922244847493175e-09,9.576673676292558e-09
1912,7.293189607793238e-09,9.897900277167082e-09
1913,4.242391771214216e-09,1.0075680734189518e-08
1914,2.0090231700464756e-09,1.808120764223986e-08
1915,0.0,8.246533234057551e-09
1916,0.0,4.394984820521586e-09
1917,0.0,1.973956464951243e-08
1918,0.0,1.6080926812378493e-08
1919,1.8415696745321952e-09,1.012863304339362e-08
1920,3.028892692213958e-09,3.028892692213958e-09
1921,1.2873671018098776e-08,9.844571380313027e-09
1922,0.0,3.6889677978990676e-09
1923,3.1847844361720945e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,6.445812328337297e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,2.229227691330493e-09,1.114613823460786e-08
1927,0.0,4.4596899506643695e-09
1928,0.0,6.8556245125250825e-09
1929,0.0,1.2254447234738564e-08
1930,5.2518016602221e-09,1.05036033204442e-08
1931,0.0,5.7026783295555106e-09
1932,0.0,1.0959536389520963e-08
1933,0.0,8.02946331646126e-09
1934,0.0,1.4377896206951846e-08
1935,4.787313656606784e-09,1.6755597798123745e-08
1936,0.0,4.849885826274658e-09
1937,0.0,8.813782592653752e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,3.058810094103137e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,1.1806010391524069e-08,1.1806010391524069e-08
1942,0.0,2.4273694165799498e-08
1943,0.0,2.322588166236983e-08
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,1.1920870957027319e-09,5.960435700558264e-09
1948,0.0,1.4133454406817236e-08
1949,0.0,6.8719057111366055e-09
1950,0.0,1.0635361480382244e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,0.0,3.232148326759443e-09
1954,1.9545072227344917e-09,6.840775057526116e-09
1955,0.0,3.754243138587299e-09
1956,0.0,2.616342476002842e-09
1957,0.0,2.6505113659425206e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,3.100299128533379e-09
1960,3.460416619915918e-09,6.2287499602575735e-09
1961,2.779263708063695e-09,6.25334317660986e-09
1962,0.0,4.43936931660005e-09
1963,3.2330267352165265e-09,4.526237162849611e-09
1964,1.8251904432275978e-09,1.8251904432275978e-09
1965,2.188817349590977e-09,8.20806533852192e-09
1966,1.6617224263271169e-09,4.431259803538978e-09
1967,9.860671168482327e-10,8.381570104631919e-09
1968,4.940557296606585e-09,5.838840522187638e-09
1969,0.0,4.995933444718048e-09
1970,9.197450023812337e-10,3.219107425067591e-09
1971,4.1107179882260425e-09,3.083038491169532e-09
1972,2.565073486948677e-09,6.156176013405457e-09
1973,1.102640756478479e-09,4.410563025913916e-09
1974,5.625571675160757e-10,3.3753431161187564e-09
1975,0.0,2.2845920710778955e-09
1976,0.0,3.9994687561772935e-09
1977,5.876781838942691e-10,1.1753563677885381e-09
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,0.0,3.5111840102075575e-09
1980,4.548120546843393e-09,1.1370301367108482e-09
1981,1.8976649140967083e-09,8.223214109648325e-09
1982,0.0,0.0
1983,1.2630632095778083e-09,1.89459470334441e-09
1984,3.479405208395292e-09,1.739702604197646e-09
1985,0.0,6.015557829641693e-09
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,2.99827696004229e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,2.7440609784434855e-09
1990,2.179460389939436e-09,1.089730194969718e-09
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.1019888335184191e-09,2.2039776670368383e-09
1993,2.2156829704300662e-09,2.2156829704300662e-09
1994,5.274926606624319e-10,4.2199412852994556e-09
1995,3.253470381991974e-09,2.7112254663563817e-09
1996,1.067618438099771e-09,1.6014276571496566e-09
1997,9.58978896292706e-10,1.438468344439059e-09
1998,4.768129224785866e-10,2.3840645013706308e-09
1999,2.285100553223174e-09,9.140402323914998e-10
2000,8.836062992401139e-10,1.7672125984802278e-09
2001,2.190605918883648e-09,1.7524847129024579e-09
2002,4.38122149670761e-10,2.1906108038649563e-09
2003,2.083461403401543e-09,3.333538334260311e-09
2004,8.809582507929292e-10,1.3214374039449694e-09
2005,4.5037495954858286e-10,2.251874686720612e-09
2006,2.8825228870488218e-09,8.235779835885637e-10
2007,7.988958938831558e-10,1.997239706952314e-09
2008,4.257439678578834e-10,2.1287198670449925e-09
2009,3.337734755248789e-09,2.860915504498962e-09
2010,9.447586046817946e-10,2.8342759250676863e-09
2011,1.1471915639660324e-09,3.059177577924288e-09
2012,3.404252713057332e-10,5.7872298064864935e-09
2013,8.367375126105969e-10,1.6734750252211938e-09
2014,8.661780737106994e-10,3.897801192920269e-09
2015,8.866301581811342e-10,1.329945265027277e-09
2016,2.0713399884186856e-09,4.556948152156792e-09
2017,1.509366853724714e-09,2.7671724911471074e-09
2018,2.5814667070633845e-10,3.872199894061623e-09
2019,1.53059265262101e-09,2.806086474294034e-09
