year,divers_DET êtres_NOUN,divers_DET mètres_NOUN
1978,9.504946163474415e-09,4.158414057542359e-09
1979,3.5111840102075575e-09,2.3407893401383717e-09
1980,3.97960553399912e-09,1.7055452605774235e-09
1981,3.795329828193417e-09,1.8976649140967083e-09
1982,8.069752865935698e-09,0.0
1983,4.4207211225000265e-09,2.5261264191556165e-09
1984,2.3196033982486597e-09,2.3196033982486597e-09
1985,2.4062232206745193e-09,1.8046674155058895e-09
1986,4.7955883708539204e-09,0.0
1987,9.777306964053878e-09,1.2221633705067347e-09
1988,8.994830658082265e-09,5.996553809062277e-10
1989,7.683371272548811e-09,0.0
1990,8.717841559757744e-09,0.0
1991,5.2753188484189195e-09,1.7584396161396398e-09
1992,9.366905473484621e-09,1.65298330578878e-09
1993,5.539207315052863e-09,1.661762283333701e-09
1994,5.274926717646622e-09,3.6924485691258724e-09
1995,4.337960657352369e-09,5.422450821690461e-10
1996,8.540947504798169e-09,3.736664311304594e-09
1997,6.7128524960935465e-09,4.794894259418925e-09
1998,9.536258005482523e-09,3.337690568372409e-09
1999,5.941261704833778e-09,1.8280804647829996e-09
2000,6.627047355323157e-09,8.836062992401139e-10
2001,9.638665865452367e-09,8.762423564512289e-10
2002,7.448076377869484e-09,1.3143663935011318e-09
2003,5.8336921959778465e-09,3.333538334260311e-09
2004,4.404791198453495e-09,1.3214374039449694e-09
2005,4.503749373441224e-09,2.251874686720612e-09
2006,1.2765458912156191e-08,1.2353669198716943e-09
2007,5.991719120856942e-09,1.1983438685803094e-09
2008,8.940623352771127e-09,2.1287198670449925e-09
2009,9.059565542202108e-09,2.384096253749135e-09
2010,1.0864724231396394e-08,0.0
2011,3.059177577924288e-09,0.0
2012,4.765953853791416e-09,1.0212758416727752e-09
2013,8.925200134513034e-09,5.578250084070646e-10
2014,5.197068553286499e-09,2.1654451842767486e-10
2015,4.876465897751814e-09,8.866301581811342e-10
2016,3.935546111222266e-09,1.0356699942093428e-09
2017,4.779661555431858e-09,5.031222660711876e-10
2018,5.937373259712331e-09,2.5814667070633845e-10
2019,3.826481798085979e-09,5.1019755087367e-10
