year,divers_DET êtres_NOUN,divers_DET mètres_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,8.645007376628655e-09
1807,2.8469550272802735e-08,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,3.7442028144596406e-08,0.0
1811,0.0,0.0
1812,0.0,1.600324850414836e-08
1813,0.0,0.0
1814,0.0,6.293354282149721e-09
1815,2.697223555614414e-09,3.236668177919455e-08
1816,4.6352077731626196e-09,0.0
1817,1.556873407970727e-09,0.0
1818,2.384235475716423e-09,0.0
1819,2.070210003424222e-09,3.1053151161586356e-09
1820,1.4239777357261119e-08,0.0
1821,9.86148829262845e-10,0.0
1822,9.023054303725075e-09,0.0
1823,0.0,8.894418535021487e-09
1824,1.6842225392110777e-09,6.736890156844311e-09
1825,1.7610886082763955e-09,0.0
1826,8.807984341885344e-10,0.0
1827,2.7651818612639545e-08,7.373818444733615e-09
1828,6.420610709767516e-09,0.0
1829,5.143905745796928e-09,6.001223074036943e-09
1830,7.305785310052215e-09,0.0
1831,0.0,0.0
1832,0.0,1.3529969367098715e-09
1833,6.950177322551099e-09,0.0
1834,6.534171426153534e-09,3.733812370398937e-09
1835,1.1344631900556124e-08,0.0
1836,2.2178475944656384e-08,4.704525213838906e-09
1837,6.262101948095733e-09,4.174734336004349e-09
1838,7.574594285131298e-09,3.1560809521380406e-09
1839,1.2584655095793096e-08,1.3982950353153e-09
1840,2.5478754661634184e-09,2.5478754661634184e-09
1841,1.733548060656176e-08,1.2841097074556274e-09
1842,1.475818312002275e-08,6.708265054555795e-10
1843,1.1813821920725331e-08,5.906911071384968e-10
1844,8.781698035420504e-09,3.2931368743049916e-09
1845,8.928364714222425e-09,0.0
1846,4.0981511517657054e-09,7.610851504580296e-09
1847,4.314578916364553e-09,5.393223645455691e-10
1848,7.24069959545659e-09,0.0
1849,8.379414495607307e-09,0.0
1850,5.431196825611551e-09,0.0
1851,3.2247193804124663e-09,0.0
1852,1.0416872697760482e-08,6.510545436100301e-10
1853,1.5527023222716707e-08,5.971931837933653e-10
1854,1.1430461910322265e-08,0.0
1855,1.1144567935161831e-08,3.714855978387277e-09
1856,2.0708757375587084e-08,5.177189232874468e-10
1857,2.0990489346672803e-08,0.0
1858,1.9574704079872163e-09,1.468102750479261e-09
1859,8.147477359443656e-09,4.582956236731661e-09
1860,6.865775947773045e-09,0.0
1861,9.431927239234028e-09,0.0
1862,1.1746764450037972e-08,0.0
1863,4.994620717013731e-09,5.494082966350788e-09
1864,1.4863656971897399e-08,9.589455896019672e-10
1865,4.23615986733239e-09,1.0825742080555756e-08
1866,1.2650593461671633e-08,9.731225825149181e-10
1867,1.3102591012170706e-08,0.0
1868,4.939874287401835e-09,0.0
1869,6.8369265804335555e-09,9.767038289254515e-10
1870,8.601073631098188e-09,0.0
1871,3.611200227737754e-08,0.0
1872,5.442605477412599e-09,0.0
1873,1.3767810003173508e-08,1.1972008939764578e-09
1874,4.779687312606029e-09,0.0
1875,5.721527251978387e-09,5.721527140956084e-10
1876,8.464420275799966e-09,0.0
1877,1.36065949618569e-08,6.184815992682502e-10
1878,1.1474268646338714e-08,6.039088673581716e-10
1879,1.588424503040642e-08,6.10932526790009e-10
1880,1.9895322722618403e-08,9.626769603698904e-09
1881,1.3945014920579979e-08,6.972507571312292e-10
1882,6.655385131892899e-09,0.0
1883,6.951272890631799e-09,4.423537092179686e-09
1884,1.1883054540362536e-08,6.601696966868076e-10
1885,1.4180398189012067e-08,0.0
1886,4.5174246565693466e-09,1.2906927748801422e-09
1887,3.9173548849191775e-09,0.0
1888,8.242799331981132e-09,0.0
1889,5.012109394186837e-09,6.891650361495749e-09
1890,6.554386478008212e-10,1.9663159989136147e-09
1891,4.461953917456185e-09,5.736798147637501e-09
1892,3.1342561879199593e-09,1.0656471260972467e-08
1893,1.0469308087124318e-08,1.847524977449666e-08
1894,5.671385139294216e-09,1.8904617871129403e-09
1895,1.3842813118003505e-08,9.027921521465032e-09
1896,8.845543852942228e-09,0.0
1897,4.661370844871726e-09,1.1653427112179315e-09
1898,3.960848538042683e-09,0.0
1899,5.527578395003729e-09,3.3165470370022376e-09
1900,7.26747462209687e-09,5.19105292084987e-09
1901,5.58873880507349e-09,0.0
1902,6.38336894454028e-09,9.820567692386817e-10
1903,4.320176216765503e-09,5.400220270956879e-10
1904,6.449550227216605e-09,5.374625189347171e-10
1905,5.676835002077496e-09,4.64468330463319e-09
1906,9.773950537805831e-09,5.144184522798412e-10
1907,3.599990305858114e-09,5.142843373384665e-10
1908,5.40252820258047e-09,0.0
1909,1.1001967337165297e-08,1.1001967115120692e-09
1910,9.619471441624228e-09,2.137660271017694e-09
1911,8.51259862599818e-09,1.0640748282497725e-09
1912,7.293189607793238e-09,5.209421227725386e-10
1913,6.893886794756554e-09,3.71209285532359e-09
1914,4.018046340092951e-09,0.0
1915,1.0602685840410686e-08,0.0
1916,1.0987461607214755e-08,0.0
1917,6.57985488317081e-09,0.0
1918,9.189101035644853e-09,9.189101035644853e-09
1919,1.3811772170413406e-08,4.603924352863942e-09
1920,3.786115865267448e-09,2.2716695191604686e-09
1921,3.0290989716519334e-09,3.0290989716519334e-09
1922,1.475587119159627e-08,1.4755870969551665e-09
1923,4.246379248229459e-09,0.0
1924,1.1602462102189293e-08,3.867487219366694e-09
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,1.3375366592072169e-08,0.0
1927,4.4596899506643695e-09,0.0
1928,4.570416489713125e-09,0.0
1929,4.4561625500705304e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,0.0
1931,6.843213995466613e-09,2.2810713318222042e-09
1932,7.6716757391182e-09,4.383814644626227e-09
1933,3.4411986593596566e-09,0.0
1934,1.0783422155213884e-08,1.1981580172459871e-09
1935,7.180970484910176e-09,0.0
1936,4.849885826274658e-09,6.0623572828433225e-09
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,7.779128452511941e-09,1.0372171566075394e-08
1939,9.176430282309411e-09,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,2.322588166236983e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,6.535512131478072e-09
1946,1.1136883415474585e-08,0.0
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,9.784699273041042e-09,2.174377566888097e-09
1949,1.1780409536754632e-08,9.817008317369869e-10
1950,1.3825969702452312e-08,8.508289184305795e-09
1951,9.595261474260042e-09,4.264560704569931e-09
1952,1.1599284199803606e-08,2.1089607837865287e-09
1953,3.232148326759443e-09,0.0
1954,1.172704333640695e-08,7.818028890937967e-09
1955,5.631364707880948e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,5.232684952005684e-09
1957,2.6505113659425206e-09,2.6505113659425206e-09
1958,8.272243445794913e-10,0.0
1959,2.325224457422337e-09,5.425523585955716e-09
1960,6.2287499602575735e-09,2.076250060767393e-09
1961,7.64297514166401e-09,3.47407969059077e-09
1962,1.2683912586908264e-08,4.43936931660005e-09
1963,5.1728425987107585e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,1.8251904432275978e-09
1965,1.094408652591028e-08,1.6416130677043839e-09
1966,6.6468897053084675e-09,6.6468897053084675e-09
1967,6.902469706915326e-09,4.930335584241163e-10
1968,7.186265360559219e-09,1.3474247273492779e-09
1969,3.1792304344691047e-09,2.2708788183223305e-09
1970,8.7375777724219e-09,9.197450023812337e-10
1971,7.193756701440179e-09,2.0553589941130213e-09
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,7.1671650836435674e-09,0.0
1974,7.875800456247362e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,1.7134440533084216e-09
1976,7.998937512354587e-09,2.285410749536254e-09
1977,5.876781838942691e-10,2.938390863960194e-09
