year,plus_ADV uni_VERB,plus_ADV muni_VERB
1949,2.945102384188658e-09,2.945102384188658e-09
1950,2.1270722960764488e-09,8.508289184305795e-09
1951,0.0,3.1984206394497505e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,2.1547654771580937e-09,8.619061908632375e-09
1954,9.772536113672459e-10,1.9545072227344917e-09
1955,9.385607846468247e-10,2.815682353940474e-09
1956,4.360570571293465e-09,3.488456634670456e-09
1957,2.6505113659425206e-09,7.068030161150318e-09
1958,0.0,4.9633461784992505e-09
1959,1.5501495642666896e-09,3.100299128533379e-09
1960,0.0,4.152500121534786e-09
1961,6.948159270159238e-10,6.94815938118154e-09
1962,0.0,5.7077609305622445e-09
1963,0.0,1.939815863494232e-09
1964,6.083968329129164e-10,1.2167936658258327e-09
1965,5.472043373977442e-10,2.188817349590977e-09
1966,5.539074754423723e-10,6.6468897053084675e-09
1967,1.4791006197611978e-09,3.944268467392931e-09
1968,2.245707841908029e-09,3.1439910674890825e-09
1969,4.5417578031781147e-10,2.2708788183223305e-09
1970,1.3796175313274261e-09,2.7592350626548523e-09
1971,5.138397485282553e-10,5.138397485282553e-10
1972,0.0,3.5911027485013847e-09
1973,2.205281512956958e-09,2.7566018356850464e-09
1974,1.6876715580593782e-09,2.2502286700643026e-09
1975,5.711480177694739e-10,3.4268881066168433e-09
1976,2.285410749536254e-09,7.998937512354587e-09
1977,2.3507127355770763e-09,5.876781838942691e-10
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,1.1703946700691858e-09,1.1703946700691858e-09
1980,1.7055452605774235e-09,5.685150683554241e-10
1981,1.2651099057237047e-09,3.1627747087981106e-09
1982,1.2415004579935385e-09,2.483000915987077e-09
1983,6.315316047889041e-10,3.157658134966823e-09
1984,3.479405208395292e-09,4.059305780401701e-09
1985,6.015558051686298e-10,6.617113967877231e-09
1986,2.997242676272549e-09,1.7983456945813714e-09
1987,1.2221633705067347e-09,6.110816741511371e-09
1988,3.597932174415064e-09,2.99827696004229e-09
1989,2.1952488715726304e-09,1.6464366536794728e-09
1990,0.0,2.179460389939436e-09
1991,0.0,5.861465202094962e-10
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,2.7696036575264316e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,0.0,3.736664311304594e-09
1997,4.79489448146353e-10,3.835915585170824e-09
1998,9.536258449571733e-10,4.768129224785866e-10
1999,9.140402323914998e-10,1.3710603763428253e-09
2000,4.4180314962005696e-10,4.4180314962005696e-10
2001,8.762423564512289e-10,3.066848330846028e-09
2002,8.76244299341522e-10,2.6287327870022636e-09
2003,4.1669229178253886e-10,1.2500769308587678e-09
2004,0.0,2.642874807889939e-09
2005,1.3511248786457486e-09,9.007499190971657e-10
2006,0.0,1.2353669198716943e-09
2007,0.0,1.5977917877663117e-09
2008,0.0,1.2772318758180745e-09
2009,1.907277002999308e-09,2.384096253749135e-09
2010,1.8895172093635892e-09,4.723793023408973e-10
2011,0.0,1.1471915639660324e-09
2012,1.0212758416727752e-09,1.3617010852229328e-09
2013,5.578250084070646e-10,2.789125042035323e-10
2014,2.1654451842767486e-10,4.330890368553497e-10
2015,0.0,1.994917786518613e-09
2016,2.0713400439298368e-10,1.4499380585064614e-09
2017,1.2578056374223934e-09,5.031222660711876e-10
2018,1.0325866828253538e-09,1.5488800242380307e-09
2019,1.02039510174734e-09,1.02039510174734e-09
