year,mêmes_ADJ êtres_NOUN,mêmes_ADJ mètres_NOUN
1800,5.65949598296811e-08,0.0
1801,6.667310969987739e-08,1.1905912700171939e-08
1802,5.370816325012129e-08,0.0
1803,6.046051481689574e-08,0.0
1804,3.707776485839531e-08,0.0
1805,1.2224374756897305e-07,0.0
1806,2.881669125542885e-08,0.0
1807,1.9928686256776018e-08,0.0
1808,4.5321478125970316e-08,1.3596443970698147e-08
1809,4.51806094758922e-08,2.259030518203531e-09
1810,3.510190182964834e-08,0.0
1811,4.262030373070047e-08,0.0
1812,9.068507722531649e-08,7.20146218213813e-08
1813,4.3136125782439194e-08,0.0
1814,6.293354282149721e-09,1.8880061958270744e-08
1815,1.0519171667056071e-07,5.394447111228828e-09
1816,1.0429217667251578e-07,0.0
1817,9.652615062805125e-08,0.0
1818,9.894576891156248e-08,0.0
1819,4.0369094733705424e-08,0.0
1820,8.187871713971617e-08,0.0
1821,5.5224333550540905e-08,1.2819934447350079e-08
1822,5.714601059025881e-08,0.0
1823,6.917881023582595e-08,0.0
1824,1.271587990459011e-07,3.3684450784221553e-09
1825,7.308517524506897e-08,0.0
1826,6.870227764466108e-08,0.0
1827,7.005127855563842e-08,0.0
1828,7.33784091266898e-08,0.0
1829,6.001223340490469e-08,0.0
1830,1.1271782796029584e-07,0.0
1831,7.951515357262906e-08,0.0
1832,1.1094574858816486e-07,0.0
1833,4.51761508202253e-08,0.0
1834,5.880754372356023e-08,9.334530925997342e-10
1835,9.605121675804185e-08,1.5126175867408165e-09
1836,6.25029770162655e-08,4.704525213838906e-09
1837,7.305785487687899e-08,8.349468672008697e-09
1838,4.670999942391063e-08,1.8936485712828244e-09
1839,8.94908822601792e-08,0.0
1840,1.0573683084658114e-07,0.0
1841,9.887644836226173e-08,0.0
1842,9.324488559059319e-08,0.0
1843,1.1872891292341592e-07,1.4767278067040479e-08
1844,6.147188713612195e-08,0.0
1845,5.30121653241622e-08,0.0
1846,8.430481557297753e-08,0.0
1847,6.957258591455684e-08,2.6966118227278457e-09
1848,8.286578179195203e-08,0.0
1849,4.022119171054328e-08,0.0
1850,4.277067588986938e-08,0.0
1851,5.93348374877678e-08,0.0
1852,6.315229228448516e-08,1.2370036550635177e-08
1853,5.852493245583901e-08,5.971931837933653e-10
1854,6.702406807335137e-08,6.754363734984281e-09
1855,7.111295730055645e-08,4.776243400783642e-09
1856,6.73034605824796e-08,0.0
1857,3.7099468386259105e-08,0.0
1858,4.7468656561022726e-08,0.0
1859,5.8050776630125256e-08,0.0
1860,4.897586691754441e-08,0.0
1861,5.32903889904901e-08,0.0
1862,3.7499287230957634e-08,0.0
1863,6.193329937786984e-08,0.0
1864,8.486668434670719e-08,4.794727948009836e-10
1865,3.294790928975999e-08,9.41368871743009e-10
1866,4.135770836910524e-08,0.0
1867,2.7661025470138156e-08,0.0
1868,5.433861360870651e-08,2.4699371437009177e-09
1869,4.395167252368992e-08,0.0
1870,4.12851512976431e-08,4.013834153937523e-09
1871,7.647247457498452e-08,5.3105884134652115e-09
1872,5.019291648977742e-08,3.0236697590169115e-09
1873,4.4895035244962855e-08,1.1972008939764578e-09
1874,3.4652732239237594e-08,1.7923826867161097e-09
1875,3.4901315615343265e-08,6.293679799540541e-09
1876,5.1995726835230016e-08,6.04601479992084e-10
1877,5.751878973114799e-08,0.0
1878,3.140326043649111e-08,0.0
1879,4.459807456669296e-08,0.0
1880,2.759673911612026e-08,4.492492600149944e-09
1881,4.113779539238749e-08,0.0
1882,2.7952617998039386e-08,0.0
1883,6.19295192905156e-08,0.0
1884,3.3668655419205606e-08,4.621187876807653e-09
1885,2.513797880965285e-08,0.0
1886,1.936039240035825e-08,3.872078213618124e-09
1887,2.9380160526670807e-08,1.3057849246322917e-09
1888,2.3460273723685532e-08,3.1703073499755874e-09
1889,3.5084767091575486e-08,3.759081934617825e-09
1890,3.211649257650606e-08,0.0
1891,3.1233678754460925e-08,6.3742202627281586e-09
1892,1.9432388143059143e-08,6.268512375839919e-10
1893,4.126139074855928e-08,1.2316833108982905e-09
1894,3.276800342177921e-08,3.150769645188234e-09
1895,2.166701307260155e-08,2.4074457982692365e-09
1896,1.4152869098893461e-08,5.89702897624278e-10
1897,4.078699333831537e-08,0.0
1898,2.3765091228256097e-08,0.0
1899,2.1557555740514545e-08,0.0
1900,3.3741844873702576e-08,0.0
1901,2.6267072072982955e-08,5.588738916095792e-10
1902,2.8479647085077886e-08,1.4730852093691738e-09
1903,3.0781254878320397e-08,1.6200660812870638e-09
1904,4.944655174199397e-08,2.6873125946735854e-09
1905,3.715746643706552e-08,0.0
1906,3.0865106026567446e-08,0.0
1907,2.0057088434555226e-08,5.142843373384665e-10
1908,1.964555629285769e-08,4.911389073214423e-09
1909,2.475442606453271e-08,1.1001967115120692e-09
1910,3.90122991689168e-08,5.344150677544235e-10
1911,3.351835786702395e-08,5.320374141248863e-10
1912,4.0112542620818203e-08,3.646594803896619e-09
1913,3.977242357677824e-08,5.30298971401777e-10
1914,3.3483718908655646e-08,1.3393487430235496e-09
1915,2.591767689352764e-08,7.068456930880984e-09
1916,6.592477230782379e-09,1.0987461607214755e-08
1917,1.864292187292449e-08,1.0966424435210342e-09
1918,2.8715941624568586e-08,6.89182577673364e-09
1919,2.301962176431971e-08,3.6831393490643904e-09
1920,2.7260034229925623e-08,2.2716695191604686e-09
1921,2.574734203619755e-08,2.2718242842501013e-09
1922,3.8365264742878935e-08,0.0
1923,3.8217415010421973e-08,2.1231896241147297e-09
1924,2.9650736976805092e-08,5.156649773851996e-09
1925,4.2892892793133797e-08,0.0
1926,5.5730691173039304e-08,0.0
1927,5.5746124161260013e-08,0.0
1928,4.34189573184085e-08,3.4278122562625413e-09
1929,4.67897081080082e-08,0.0
1930,2.6259009189288918e-08,2.100720708497761e-09
1931,3.763767608688795e-08,3.4216069977333063e-09
1932,2.849479585620429e-08,9.863582839386709e-09
1933,2.6382522833046096e-08,3.4411986593596566e-09
1934,2.995395220750652e-08,0.0
1935,2.992070946561398e-08,8.377798899061872e-09
1936,3.516167268458048e-08,3.6374143697059935e-09
1937,4.784624962894668e-08,0.0
1938,2.2040865133021725e-08,1.2965214457594243e-09
1939,2.9058696782158222e-08,4.588215141154706e-09
1940,2.028626333583361e-08,1.2678914806940611e-08
1941,3.836953510472085e-08,0.0
1942,2.730790527039062e-08,0.0
1943,3.4838823381733164e-08,2.9032352077962287e-09
1944,4.177142187700156e-08,1.2852744646352221e-08
1945,3.921307367704685e-08,0.0
1946,5.290019799986112e-08,4.1763312808029696e-09
1947,2.26496545963073e-08,8.344609447874518e-09
1948,5.218506160531433e-08,3.2615663503321457e-09
1949,2.7487622844546422e-08,1.2762110479513922e-08
1950,2.9779013033248702e-08,1.0635361480382244e-09
1951,2.1322803078760444e-08,1.3859822622919182e-08
1952,3.4797853487589236e-08,1.0544803918932644e-09
1953,2.2625037843226892e-08,8.619061908632375e-09
1954,6.449873524161376e-08,2.052232517257835e-08
1955,2.0648336374051723e-08,1.8771215692936494e-09
1956,3.8373023869553435e-08,0.0
1957,1.6786572132332367e-08,3.534015080575159e-09
1958,2.3162280982091943e-08,0.0
1959,4.4954337141689393e-08,1.5501495642666896e-09
1960,3.114374891310945e-08,3.460416619915918e-09
1961,3.196153386397782e-08,2.779263708063695e-09
1962,4.249110929777089e-08,1.9025869768540815e-09
1963,3.168366191630412e-08,1.0992290633282664e-08
1964,2.4335873760605864e-08,4.258777774879263e-09
1965,3.720989383282358e-08,1.094408652591028e-08
1966,2.8249282024717104e-08,2.769537488234164e-09
1967,3.747054933000982e-08,6.902469706915326e-09
1968,3.2787337289619245e-08,2.245707841908029e-09
1969,3.0429777808649305e-08,5.450109252791435e-09
1970,3.449043717296263e-08,4.1388523719376735e-09
1971,3.699646100585596e-08,3.5968783507200897e-09
1972,2.61637485010624e-08,2.0520587451500205e-09
1973,2.1501493918663073e-08,1.102640756478479e-09
1974,2.6440186928766707e-08,3.3753431161187564e-09
1975,1.8276736568623164e-08,1.7134440533084216e-09
1976,2.1140049710766107e-08,1.142705374768127e-09
1977,3.0559267116814226e-08,1.1753563677885381e-09
1978,2.1386128423728223e-08,2.970295565063452e-09
1979,3.6867433550469286e-08,3.5111840102075575e-09
1980,1.9329512213062117e-08,5.685150683554241e-10
1981,1.4548763971333756e-08,1.2651099057237047e-09
1982,2.296775925003658e-08,6.2075020679230875e-09
1983,1.894594880980094e-08,5.052252838311233e-09
1984,2.0296528902008504e-08,1.739702604197646e-09
1985,1.7445119127046382e-08,3.0077789148208467e-09
1986,3.956360572487938e-08,2.3977941854269602e-09
1987,2.5054349706010726e-08,3.6664902225425067e-09
1988,2.338656024392094e-08,4.797243047249822e-09
1989,2.030605195102453e-08,1.6464366536794728e-09
1990,2.669838927715773e-08,5.448650863826288e-09
1991,1.934283488935762e-08,4.10302547493302e-09
1992,2.2039776226279173e-08,6.060938417817852e-09
1993,1.772546376344053e-08,0.0
1994,2.2682185019107237e-08,5.274926606624319e-10
1995,2.331653803366862e-08,3.253470381991974e-09
1996,2.829188794351012e-08,1.067618438099771e-09
1997,2.013855748828064e-08,2.3974471297094624e-09
1998,2.4794271524797296e-08,4.291316191284977e-09
1999,1.6452723627935484e-08,2.285100553223174e-09
2000,2.1206551181762734e-08,1.7672125984802278e-09
2001,1.664860427297299e-08,1.3143635069212678e-09
2002,2.1467984723244626e-08,4.81934359086722e-09
2003,3.1251921939201566e-08,4.1669229178253886e-10
2004,2.7309706496225772e-08,3.9643119897903034e-09
2005,3.2426996199319547e-08,9.007499190971657e-10
2006,2.2648395159308166e-08,2.0589450144825605e-09
2007,2.157018919035636e-08,1.5977917877663117e-09
2008,1.830699147831183e-08,1.7029758714315335e-09
2009,2.384096298158056e-08,1.430457752249481e-09
2010,2.8342757474320024e-08,1.4171379625338432e-09
2011,2.1796640936599943e-08,1.529588788962144e-09
2012,2.7234021260369445e-08,1.3617010852229328e-09
2013,2.0639525644128298e-08,2.5102124823206395e-09
2014,2.7284610126798725e-08,2.3819897165822113e-09
2015,2.8150507702662253e-08,2.2165753954528356e-10
2016,3.41771091427745e-08,8.285360175719347e-10
2017,2.5156113636626287e-08,2.264050280587071e-09
2018,2.8396133444630323e-08,7.744400121190154e-10
2019,3.3673039467885246e-08,5.1019755087367e-10
