year,divers_DET auteurs_NOUN,divers_DET moteurs_NOUN
1800,6.88572001195098e-07,0.0
1801,1.0786757087544174e-06,0.0
1802,7.742926868559152e-07,0.0
1803,8.26943811205183e-07,0.0
1804,1.092558107984587e-06,0.0
1805,5.316181370673689e-07,0.0
1806,1.1324959672265322e-06,0.0
1807,9.08178705572027e-07,0.0
1808,1.0627887050418394e-06,0.0
1809,6.34787593156716e-07,0.0
1810,9.103093248086225e-07,1.1700633351097167e-08
1811,9.978165635970981e-07,0.0
1812,1.3842810986375298e-06,0.0
1813,1.495385653527137e-06,0.0
1814,8.37016102650523e-07,0.0
1815,9.089643668858116e-07,0.0
1816,1.2329652676612568e-06,0.0
1817,1.2128044062365007e-06,0.0
1818,9.799207987271075e-07,1.1921177378582115e-09
1819,9.792093251803635e-07,1.9666995143552413e-08
1820,7.072422576470672e-07,0.0
1821,8.017389845349499e-07,0.0
1822,1.0176000273531827e-06,2.0051231786055723e-09
1823,8.153216484174663e-07,1.680056804787e-08
1824,8.699009583779116e-07,1.0947446504872005e-08
1825,1.1508714550245713e-06,6.163809906922779e-09
1826,7.935994119634415e-07,7.927186018719112e-09
1827,8.839364582513554e-07,2.7651818612639545e-09
1828,9.796017934604606e-07,1.8344602503717056e-09
1829,8.718919843886397e-07,1.1145129263923081e-08
1830,9.382715688843746e-07,0.0
1831,9.760094918931372e-07,4.677361609140007e-09
1832,8.970369620442398e-07,1.3529969367098715e-09
1833,8.039038235096996e-07,8.108539617524002e-09
1834,9.25985482069791e-07,0.0
1835,6.988293321796846e-07,9.832014313815307e-09
1836,7.224806246597382e-07,0.0
1837,7.827627150902572e-07,2.0873671680021744e-09
1838,7.416790168690568e-07,1.2624323808552163e-09
1839,7.01944117054154e-07,7.690622361167243e-09
1840,7.025766812773782e-07,2.5478754661634184e-09
1841,1.117817554074918e-06,0.0
1842,7.399216137571329e-07,3.3541325272778977e-09
1843,8.482324318492829e-07,5.906911071384968e-10
1844,8.271261933145979e-07,5.488561272137815e-10
1845,6.796717855195311e-07,7.254296274794569e-09
1846,9.484292178285614e-07,2.9272506640865004e-09
1847,9.880385718474827e-07,5.3932236454556914e-09
1848,8.688839443493634e-07,2.815827571112095e-08
1849,7.533094148470809e-07,8.379414939696517e-10
1850,8.520190064587041e-07,0.0
1851,8.177888517479914e-07,1.096404567135778e-08
1852,7.838696944872936e-07,6.510545436100301e-10
1853,9.280382329279746e-07,5.3747386541402875e-09
1854,9.056043381860945e-07,7.27393034694046e-09
1855,8.119613639223644e-07,9.021793090369101e-09
1856,7.444798271194486e-07,7.248064815001953e-09
1857,7.888518709364689e-07,4.393358121745905e-09
1858,9.410538979182093e-07,3.4255731584664773e-09
1859,8.132200584043403e-07,4.073738679721828e-09
1860,9.044515216771742e-07,1.8308735638683515e-09
1861,9.361188020307054e-07,4.2443675241088386e-09
1862,8.154965271955916e-07,4.9697850279528666e-09
1863,9.58467722966816e-07,1.9978483312144135e-09
1864,7.805817077155552e-07,3.835782358407869e-09
1865,7.662742547154267e-07,4.706844358715045e-10
1866,9.86259742319362e-07,0.0
1867,8.817558239115897e-07,5.338092634588065e-09
1868,9.657453716727105e-07,4.939874287401835e-09
1869,8.331283467555295e-07,1.953407657850903e-09
1870,1.0476107377144217e-06,5.734048791339319e-10
1871,8.082715794444084e-07,1.1683295220166201e-08
1872,7.849446603813703e-07,0.0
1873,1.1241716748600084e-06,2.9930022904522957e-09
1874,1.1525020866542945e-06,5.974609140757536e-10
1875,8.662391906000266e-07,4.005069165202713e-09
1876,1.1027930710838518e-06,3.627608879952504e-09
1877,9.9018905785897e-07,0.0
1878,1.1287057120057398e-06,0.0
1879,1.1790997902494382e-06,1.0385852955430153e-08
1880,1.0897503059936753e-06,2.5671385017744797e-09
1881,9.573252839345514e-07,1.0458761412479589e-08
1882,9.949800912067985e-07,3.9932310791357395e-09
1883,9.403176335354146e-07,1.7062215196261832e-08
1884,1.2444198702610265e-06,4.621187876807653e-09
1885,1.3181325329014726e-06,6.445635691854079e-10
1886,1.1099958214799699e-06,1.0325541976996533e-08
1887,1.115140271679138e-06,5.876032105334161e-09
1888,1.2173980579177623e-06,5.07249175996094e-09
1889,1.164062432224e-06,6.891650361495749e-09
1890,1.2066625316720092e-06,1.9663159989136147e-09
1891,1.0186003578382952e-06,3.633305567518619e-08
1892,1.21044975287532e-06,1.6298132621272998e-08
1893,1.2489268925719443e-06,7.390100087434348e-09
1894,1.2161970772694985e-06,8.192000855444803e-09
1895,1.2085377960602273e-06,3.7315409429083957e-08
1896,1.2578362742488025e-06,9.435246750566506e-09
1897,1.1501932846158525e-06,1.981082675683865e-08
1898,1.2239021884852264e-06,1.4145887350380804e-08
1899,1.2514437486288443e-06,2.3768587098516036e-08
1900,1.260906827837971e-06,8.824790675987515e-09
1901,1.436305879565225e-06,2.0678333823020978e-08
1902,1.155389739437851e-06,1.5712908307818907e-08
1903,1.3565352929845176e-06,1.7280704867062013e-08
1904,1.4409369839540886e-06,2.794805009642687e-08
1905,1.309284542116984e-06,2.3739491816776592e-08
1906,1.3225698864971491e-06,1.9547900798055906e-08
1907,1.2265681448297983e-06,1.4399961223432456e-08
1908,1.3049560294575713e-06,1.5716445034286153e-08
1909,1.4055013082270307e-06,7.701377036095636e-09
1910,1.3013007276185817e-06,1.549803729794519e-08
1911,1.5024736796931393e-06,1.2236860191805476e-08
1912,1.2653683683083727e-06,1.719108944087111e-08
1913,1.5558971711016056e-06,1.0605979205990934e-08
1914,1.5435994811241471e-06,1.0045115850232378e-08
1915,1.2369799975431306e-06,8.246533234057551e-09
1916,1.3261866769198605e-06,3.2962386153911893e-09
1917,1.1328316134040506e-06,1.096642476827725e-08
1918,1.2830282258846637e-06,2.1824114071478107e-08
1919,1.3986721256742385e-06,1.381177283654722e-08
1920,1.3675450105665732e-06,1.4387240288016301e-08
1921,1.6001215783489897e-06,1.2873670240942658e-08
1922,1.7013519482134143e-06,9.591316185719734e-09
1923,1.4289066712080967e-06,1.6985516548828627e-08
1924,1.3123673170412076e-06,1.0313299325659386e-08
1925,1.5210479915594988e-06,1.5397448649423495e-08
1926,1.817935128656245e-06,1.2260752413340015e-08
1927,1.6043734518689234e-06,7.804457524684949e-09
1928,1.6979097665625886e-06,1.0283436990832229e-08
1929,1.6387538437356852e-06,2.8965057019547658e-08
1930,1.8959003966756427e-06,2.205756699513728e-08
1931,1.9001324460532487e-06,1.1405356659111021e-08
1932,1.840106222061877e-06,2.4110979990332737e-08
1933,2.0303072574279213e-06,2.1794258842078307e-08
1934,2.0021220166199782e-06,8.38710612072191e-09
1935,2.2703834758885932e-06,1.3165112555668657e-08
1936,3.1597006113770476e-06,1.576212937948185e-08
1937,2.2915835415915353e-06,1.510934177773038e-08
1938,2.5411821411580604e-06,1.2965214679638848e-08
1939,2.506694897874695e-06,7.647025235257843e-09
1940,2.3811001312878943e-06,1.0143131667916805e-08
1941,2.384814166589422e-06,8.854508237732261e-09
1942,2.7823721779896005e-06,6.068423541449874e-09
1943,3.524527642184694e-06,5.806470415592457e-09
1944,2.6123202871985995e-06,3.2131861615880553e-09
1945,1.6186285165531444e-06,4.357008087652048e-09
1946,1.8960544423407555e-06,1.3921104269343232e-09
1947,1.6903795199141314e-06,4.7683483828109274e-09
1948,2.298317099302949e-06,4.348755133776194e-09
1949,1.9074446981903748e-06,1.668891425055108e-08
1950,1.8143926467928395e-06,2.1270722960764488e-09
1951,1.8689436842578289e-06,6.396841056854896e-09
1952,2.3251292589065997e-06,4.2179215675730575e-09
1953,2.113824876914805e-06,5.386913581872932e-09
1954,2.362022087254445e-06,4.886268056836229e-09
1955,2.0657723212025303e-06,7.508486277174597e-09
1956,2.124470057651706e-06,4.36057079333807e-09
1957,2.136312104994431e-06,1.7670075402875796e-09
1958,2.0539980880585063e-06,3.3088973783179654e-09
1959,1.954738621634533e-06,4.650448914844674e-09
1960,1.8374812498223037e-06,9.689166580173492e-09
1961,1.8322296568840102e-06,5.558527305105088e-09
1962,1.8353622408540105e-06,3.8051738426858606e-09
1963,1.8693360459565156e-06,2.5864212993553792e-09
1964,1.6317203233029431e-06,3.041984220075733e-09
1965,1.5250585079229495e-06,4.377634810204256e-09
1966,1.6545216681151942e-06,4.985167390003653e-09
1967,1.3661959599176043e-06,4.437302081328198e-09
1968,1.473633588489065e-06,3.143991039733507e-09
1969,1.2171911407676816e-06,4.5417578031781147e-10
1970,1.2172825165635004e-06,3.219107563845469e-09
1971,1.3370110565347204e-06,5.138397374260251e-09
1972,1.2343133590775324e-06,6.15617617993891e-09
1973,1.1671452710970698e-06,7.718485406371656e-09
1974,1.1127380190600888e-06,6.1881286761433785e-09
1975,1.0137877382021543e-06,5.140332159925265e-09
1976,1.0861414381224677e-06,6.284879672247001e-09
1977,1.0760387283426098e-06,5.876781727920388e-09
1978,8.96435253139316e-07,3.5643548113029055e-09
1979,9.848871371787027e-07,5.851973350345929e-10
1980,1.0017235467785213e-06,2.2740602734216964e-09
1981,8.925350556410194e-07,7.590659656386833e-09
1982,8.51048568506485e-07,5.586752060970923e-09
1983,8.809865903458558e-07,6.315316047889041e-09
1984,8.953668952926819e-07,7.538710988796993e-09
1985,7.754054394126797e-07,4.210890636180409e-09
1986,7.900731873178302e-07,3.596691222629289e-09
1987,8.035723979560316e-07,1.8332451112712533e-09
1988,8.0113957778849e-07,0.0
1989,6.947962489789461e-07,4.390497743145261e-09
1990,6.745429885768317e-07,3.8140557934163155e-09
1991,6.928252105353749e-07,1.7584396161396398e-09
1992,7.289656096531871e-07,5.509944167592096e-10
1993,7.206508811918866e-07,1.661762283333701e-09
1994,6.329912096703083e-07,1.0549853213248639e-09
1995,6.501518328150269e-07,1.0844901643380922e-09
1996,5.332754255960026e-07,5.338092190498855e-10
1997,5.533308495841993e-07,1.438468344439059e-09
1998,4.81104237337604e-07,3.337690568372409e-09
1999,5.433969079149392e-07,3.656160929565999e-09
2000,4.842162439899766e-07,1.7672125984802278e-09
2001,5.112874035262394e-07,5.257454027685071e-09
2002,5.423952202932014e-07,3.504977197366088e-09
2003,5.283658310872852e-07,1.6667692226413067e-09
2004,4.6646739093603173e-07,7.047666006343434e-09
2005,4.7334408037613684e-07,1.8014998381943315e-09
2006,4.822049177732879e-07,2.4707340062768424e-09
2007,4.401916413598883e-07,4.793375391054511e-09
2008,3.4187241837457805e-07,3.83169571072095e-09
2009,3.5141579957098656e-07,2.860915504498962e-09
2010,3.103531938108972e-07,4.723792912386671e-09
2011,2.688252287441628e-07,3.823971805871906e-09
2012,1.974466599108382e-07,2.382976926895708e-09
2013,2.0918437826367153e-07,6.414987763214697e-09
2014,2.0506766063022042e-07,2.815078836704288e-09
2015,1.7843431976416468e-07,1.329945265027277e-09
2016,1.897347541301997e-07,2.899876117012923e-09
2017,1.7257093531952705e-07,1.2578056374223934e-09
2018,1.670208895632186e-07,2.8396134332808742e-09
2019,1.760181618237766e-07,1.7856913725466939e-09
