year,tes_DET airs_NOUN,tes_DET mères_NOUN
1800,6.288328968651058e-09,3.144164484325529e-09
1801,7.143547975374531e-09,0.0
1802,2.0140561218795483e-08,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,9.887403784603066e-09
1805,1.1371510622026904e-08,8.528632911009026e-09
1806,8.645007376628655e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739507074368e-08,9.064295980465431e-09
1809,6.7770917766551975e-09,0.0
1810,7.020380365929668e-08,1.8721014072298203e-08
1811,2.2563690471599784e-08,5.0141535368197765e-09
1812,1.0668832928217853e-08,0.0
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,6.293354282149721e-09,3.1466771410748606e-09
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.71256075987003e-08,3.113746815941454e-09
1818,1.5497530370112145e-08,1.1921177378582115e-09
1819,1.1386155129855524e-08,0.0
1820,1.3053129244156025e-08,2.3732962262101864e-09
1821,1.577838126820552e-08,1.97229765852569e-09
1822,6.015369535816717e-09,2.0051231786055723e-09
1823,2.569498536164616e-08,1.9765373782121287e-09
1824,2.86317822784099e-08,4.210556348027694e-09
1825,8.805443485471187e-09,1.3208164340028361e-08
1826,1.2331177745572575e-08,5.284790383086602e-09
1827,8.295545583791863e-09,9.217273055917019e-10
1828,2.0179061976932644e-08,0.0
1829,6.001223074036943e-09,4.286588028978855e-09
1830,1.2524203008013046e-08,3.1310507520032616e-09
1831,1.5591206103948707e-09,9.354723218280014e-09
1832,1.7588959622116818e-08,0.0
1833,1.737544208513242e-08,0.0
1834,8.401078055442213e-09,3.733812370398937e-09
1835,1.5126175867408165e-08,7.563087933704082e-10
1836,5.376600054063374e-09,6.720750067579218e-10
1837,1.0436836728189292e-08,2.0873671680021744e-09
1838,1.1361891871786156e-08,5.680945491803868e-09
1839,1.11863602825224e-08,3.4957374772659477e-09
1840,1.1465439264668476e-08,7.0066574764382494e-09
1841,1.4767262079828924e-08,3.2102742686390684e-09
1842,1.6770663080478698e-08,2.683306021822318e-09
1843,9.451057714215949e-09,4.134837805480629e-09
1844,1.2623690537338916e-08,2.195424508855126e-09
1845,1.0602432709561072e-08,1.1160455892778032e-09
1846,1.4636253320432502e-08,5.854501328173001e-10
1847,8.089835468183537e-09,1.0786447290911383e-09
1848,3.218088684420195e-09,6.43617736884039e-09
1849,1.759677159540729e-08,3.3517659758786067e-09
1850,1.9009189777818847e-08,4.752297222410107e-09
1851,1.2253933867611977e-08,1.1608989325395669e-08
1852,2.0833745395520964e-08,4.557382027314816e-09
1853,1.911018188138769e-08,2.388772735173461e-09
1854,5.195664343204953e-09,1.0391328908454511e-09
1855,1.8043586180738203e-08,3.1841622671890946e-09
1856,8.28350277259915e-09,2.070875637638636e-09
1857,1.2203773158692144e-08,2.4407544874094356e-09
1858,1.0276719919488642e-08,3.425573102955326e-09
1859,1.833182472488204e-08,4.073738679721828e-09
1860,3.066713105681629e-08,9.154367819341758e-10
1861,2.2165029811560544e-08,9.903524222920623e-09
1862,2.5300723294208183e-08,7.680577063240435e-09
1863,1.3984937929922836e-08,1.4983863039219614e-09
1864,1.9658385475018747e-08,5.274200631788517e-09
1865,1.1767110619231858e-08,1.882737743486018e-09
1866,8.75810357570117e-09,9.244664589402873e-09
1867,9.220341823379385e-09,2.91168689159349e-09
1868,1.0867722721741302e-08,1.4819622196071691e-09
1869,1.3673853160867111e-08,2.9301114867763545e-09
1870,1.9495765002375265e-08,1.4335121534259088e-08
1871,3.292564798584863e-08,1.0621177271019633e-09
1872,1.5118348239973045e-08,1.4513614310374123e-08
1873,1.616221290134945e-08,6.584604861359367e-09
1874,5.377148060148329e-09,2.9873046258899194e-09
1875,1.6020276105699338e-08,2.2886108563824337e-09
1876,6.04601479992084e-09,1.813804439976252e-09
1877,2.040989244278535e-08,6.184815992682502e-10
1878,1.5701630218245555e-08,6.039088673581716e-10
1879,7.331190210457805e-09,0.0
1880,1.5402831010646878e-08,5.134277003548959e-09
1881,1.1156012114099667e-08,6.972507571312292e-10
1882,1.7969540300200038e-08,1.9966155395678697e-09
1883,1.2006744321002571e-08,0.0
1884,1.9144920315739e-08,7.922036360241691e-09
1885,1.9336907408629145e-08,3.86738152613475e-09
1886,1.0325542199041138e-08,6.453463874400711e-10
1887,1.3057849523878673e-08,1.3057849246322917e-09
1888,1.268122939990235e-08,0.0
1889,2.5060547415023393e-08,1.2530273485467092e-09
1890,1.0487018642368895e-08,6.554386478008212e-10
1891,1.0198752065093686e-08,0.0
1892,8.775917548220491e-09,1.2537024751679837e-09
1893,1.0469308087124318e-08,1.2316833108982905e-09
1894,5.041231432301174e-09,2.520615716150587e-09
1895,1.3842813118003505e-08,3.0093072478365457e-09
1896,1.592197795829975e-08,4.1279202278587945e-09
1897,8.740070001067579e-09,5.826713556089658e-10
1898,1.1882545059016536e-08,1.6975064687230201e-09
1899,1.713549302451156e-08,5.527578395003729e-10
1900,2.0245107479333058e-08,0.0
1901,1.2854099118442264e-08,0.0
1902,1.276673788908056e-08,9.820567692386817e-10
1903,1.836074847716418e-08,5.940242076007962e-09
1904,1.4511488011237361e-08,2.1498500757388683e-09
1905,1.6514428768932277e-08,2.0643036169332163e-09
1906,1.8519063615940468e-08,0.0
1907,1.1314255643490867e-08,5.142843373384665e-10
1908,1.964555629285769e-08,5.893666887857307e-09
1909,8.801573692096554e-09,5.500983557560346e-10
1910,2.4048677604859847e-08,6.412980813053082e-09
1911,6.916486494645824e-09,2.6601871816467337e-09
1912,1.250261111307438e-08,3.646594803896619e-09
1913,1.5378670781274195e-08,1.590896969716482e-09
1914,2.142958016593255e-08,1.3393487430235496e-09
1915,5.890381071793627e-09,0.0
1916,1.8678685265172135e-08,1.0987462051303964e-09
1917,1.3159709100207806e-08,8.773139548168274e-09
1918,3.790504266021344e-08,5.743188147278033e-09
1919,2.4861190051073123e-08,0.0
1920,1.514446346106979e-08,8.329454459499175e-09
1921,2.1960968377143786e-08,7.572747429129834e-10
1922,2.360939327372691e-08,7.377935484775833e-10
1923,1.5923921736771263e-08,3.1847844361720945e-09
1924,7.734974660777993e-09,2.578324886925998e-09
1925,3.7393804941388e-08,0.0
1926,3.4553027994377317e-08,1.1146138456652466e-09
1927,4.2367055641534535e-08,1.1149224876660924e-09
1928,2.742249805010033e-08,1.1426041224282812e-09
1929,2.33948540540041e-08,5.570203187588163e-09
1930,1.2604324695075775e-08,0.0
1931,1.1405356659111021e-08,1.1405356659111021e-09
1932,1.753525868952721e-08,2.1919073223131136e-09
1933,1.7205992852709073e-08,0.0
1934,1.9170528275935794e-08,0.0
1935,2.5133396697185617e-08,3.590485242455088e-09
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,2.1404900962807005e-08,3.777335333410292e-09
1938,1.2965214124527336e-08,5.186085783037697e-09
1939,2.141167065872196e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,2.6563523380929155e-08,0.0
1942,6.068423519245414e-08,0.0
1943,2.9032351633873077e-08,1.7419411690866582e-08
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,4.1391576388605245e-08,6.535512131478072e-09
1946,3.480275978517966e-08,8.352662561605939e-09
1947,4.053096236411591e-08,1.0728784083369192e-08
1948,2.3918154123947488e-08,1.0871887834440486e-09
1949,2.0615717910565934e-08,9.817008317369869e-10
1950,2.9779013033248702e-08,1.0635361480382244e-08
1951,2.452122438434401e-08,4.264560704569931e-09
1952,3.0579932142060784e-08,6.326882129314981e-09
1953,3.5553629373907825e-08,2.1547654771580937e-09
1954,2.443134050622575e-08,1.9545072227344917e-09
1955,1.3139851429144755e-08,1.8771215692936494e-09
1956,2.3547082950159393e-08,2.616342476002842e-09
1957,2.3854601516326568e-08,1.7670075402875796e-09
1958,3.391619785020339e-08,3.3088973783179654e-09
1959,2.4802393583378546e-08,7.750747821333448e-10
1960,2.9759583741739704e-08,2.7683333403416555e-09
1961,2.0844478476611528e-08,3.47407969059077e-09
1962,2.1562651220108364e-08,1.9025869768540815e-09
1963,2.9097239950814924e-08,1.2932106496776896e-09
1964,2.2510682873289056e-08,3.6503810529886493e-09
1965,1.9699356812452606e-08,1.6416130677043839e-09
1966,2.4371929474575893e-08,2.769537488234164e-09
1967,2.120044340081506e-08,5.916402479044791e-09
1968,2.5601070541281246e-08,4.491415683816058e-09
1969,2.452549263676218e-08,2.2708788183223305e-09
1970,1.7475155905666284e-08,1.6555410375929114e-08
1971,1.8498230724972586e-08,1.747055189404989e-08
1972,2.000757282072385e-08,3.0780880067027283e-09
1973,1.2129048099218664e-08,0.0
1974,1.9689500752040345e-08,5.06301445213353e-09
1975,5.711480177694739e-09,1.6563292959403952e-08
1976,1.7711933197883667e-08,3.9994687561772935e-09
1977,1.5279632892273298e-08,4.7014254711541525e-09
1978,2.495048279094192e-08,5.940591241149207e-09
1979,1.872631405497316e-08,8.777960247563499e-09
1980,2.1035058139773355e-08,2.8425752862659692e-09
1981,1.3916208629893845e-08,3.1627747087981106e-09
1982,1.489800538490016e-08,1.2415004579935385e-09
1983,1.894594880980094e-08,1.8945948143667124e-09
1984,1.9136728035551442e-08,7.538710988796993e-09
1985,1.804667348892508e-08,7.218669662023558e-09
1986,1.798345583559069e-08,4.196139880008332e-09
1987,1.5277042575423394e-08,4.277571630240118e-09
1988,1.9188972133488136e-08,8.395175221664886e-09
1989,1.5915554207879268e-08,3.841685636274406e-09
1990,9.262707045820662e-09,5.44865097484859e-10
1991,2.1101273894874595e-08,8.20605094986604e-09
1992,1.3774860363469088e-08,3.30596661157756e-09
1993,1.8279383895425383e-08,6.093128224193833e-09
1994,1.318731612798274e-08,3.164956019485743e-09
1995,1.4640617329586547e-08,7.591431205877797e-09
1996,1.7615704006601618e-08,8.007137841659073e-09
1997,1.6302641236976e-08,3.3564262480467733e-09
1998,1.764207879784152e-08,4.768129335808169e-09
1999,1.8280805230697084e-08,6.855301576402795e-09
2000,2.474097726690161e-08,3.092622158362701e-09
2001,1.708672597855454e-08,4.381211837767296e-09
2002,1.0953053575235572e-08,1.0514931758631718e-08
2003,2.083461492219385e-08,1.6667691671301554e-09
2004,1.8059643919210444e-08,1.1892936774282603e-08
2005,1.6213498099659773e-08,6.305249655724765e-09
2006,2.388376207917986e-08,4.941467679486777e-09
2007,2.995859560428471e-08,5.192823504529542e-09
2008,3.916844448781376e-08,7.6633914214419e-09
2009,3.862235842255757e-08,3.337734755248789e-09
2010,3.967986084152386e-08,1.0392344429455136e-08
2011,4.091650127047153e-08,6.1183550448262736e-09
2012,5.991484919309897e-08,5.106379208363876e-09
2013,6.833356436253268e-08,4.741512515948898e-09
2014,8.055455813504864e-08,4.763979349897696e-09
2015,8.13483167494411e-08,5.98475341506699e-09
2016,7.808952240395683e-08,6.214020076278359e-09
2017,7.446209449035734e-08,1.3332740467220106e-08
2018,8.286508235144652e-08,8.518840077798018e-09
2019,8.520298888647915e-08,1.5050827695262115e-08
