year,vrais_ADJ arbres_NOUN,vrais_ADJ marbres_NOUN
1800,2.5153315874604232e-08,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,5.851017448321727e-09,1.950339223455444e-09
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,6.345007363961486e-08
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,3.236668177919455e-08,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,1.1921177378582115e-09,1.1921176934492905e-08
1819,1.1386155129855524e-08,3.1053151161586356e-09
1820,1.1866481131050932e-08,0.0
1821,0.0,4.141825016290568e-08
1822,0.0,3.0076847679083585e-09
1823,6.917880934764753e-09,0.0
1824,1.431589158329416e-08,0.0
1825,7.924898959288385e-09,5.283265824829186e-09
1826,0.0,0.0
1827,4.608636583469661e-09,1.013900075008678e-08
1828,5.503380862137419e-09,3.668920500743411e-09
1829,5.143905745796928e-09,1.5431716349212365e-08
1830,1.1480519646056564e-08,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,3.4750886612755494e-09
1834,0.0,0.0
1835,0.0,8.31939672707449e-09
1836,0.0,1.1425274948351216e-08
1837,0.0,4.174734336004349e-09
1838,0.0,1.5149188570262595e-08
1839,3.4957374772659477e-09,4.194885327990505e-09
1840,2.5478754661634184e-09,0.0
1841,2.5682194149112547e-09,1.926164561183441e-09
1842,0.0,0.0
1843,5.906911071384968e-10,0.0
1844,2.195424508855126e-09,6.037417232818143e-09
1845,5.022205318283568e-09,1.674068439427856e-09
1846,1.1709002656346001e-09,3.5127007969038004e-09
1847,5.393223645455691e-10,1.0786447290911383e-09
1848,4.82713291560799e-09,4.02261068899179e-09
1849,0.0,0.0
1850,2.0366988096043315e-09,2.0366988096043315e-09
1851,2.5152811389261842e-08,1.2898877521649865e-09
1852,2.2135854038651814e-08,6.510545436100301e-10
1853,1.4332636411040767e-08,4.180352064508952e-09
1854,3.63696517347023e-09,0.0
1855,1.0613874223963649e-08,6.8990182455763716e-09
1856,1.501384794266869e-08,1.5531567143511893e-09
1857,1.2203773103180993e-08,1.9526036343364694e-09
1858,1.565976326389773e-08,0.0
1859,1.2730433596175317e-08,0.0
1860,1.1442959468865865e-08,0.0
1861,1.0846716413936974e-08,0.0
1862,6.325180823552046e-09,0.0
1863,6.99246927027275e-09,1.4983863039219614e-09
1864,3.1165733105353866e-08,0.0
1865,9.88437331983505e-09,0.0
1866,1.3623716377253459e-08,9.731225825149181e-10
1867,7.76449837758264e-09,0.0
1868,9.385760613156435e-09,0.0
1869,1.8557372527538973e-08,0.0
1870,2.064257564882155e-08,0.0
1871,1.0621176826930423e-08,0.0
1872,6.047339518033823e-09,6.047339295989218e-10
1873,1.2570609442263958e-08,8.380406590902112e-09
1874,1.8521287614703397e-08,0.0
1875,2.6319025181464895e-08,0.0
1876,2.1765654167893445e-08,0.0
1877,3.401648740464225e-08,1.8554447978047506e-09
1878,2.2344627481629686e-08,3.6234530931267273e-09
1879,2.2604503158163425e-08,0.0
1880,1.4119262203848848e-08,0.0
1881,3.137628468152798e-08,0.0
1882,2.9283693692150337e-08,2.6621540527571597e-09
1883,3.854796659652493e-08,0.0
1884,2.706695667598069e-08,1.3203393933736152e-09
1885,1.8692343672910283e-08,6.445635691854079e-10
1886,2.710454793941608e-08,0.0
1887,1.3710741875172516e-08,1.9586774424595887e-09
1888,2.8532765483646472e-08,0.0
1889,3.5084767091575486e-08,6.265136742733546e-10
1890,2.5562107097698572e-08,0.0
1891,2.1672347472190268e-08,6.374220040683554e-10
1892,1.7551833764173352e-08,5.641661360300532e-09
1893,1.3548516086814288e-08,6.158416554491453e-10
1894,4.537108111435373e-08,1.3233232287745977e-08
1895,2.888934957923084e-08,1.8055843487019274e-09
1896,2.5946928161602045e-08,0.0
1897,2.2141511735185304e-08,5.826713556089658e-10
1898,2.7160103499568322e-08,0.0
1899,9.949641111006713e-09,0.0
1900,1.349673794948103e-08,5.710158568206225e-09
1901,1.2854099118442264e-08,4.470991132876634e-09
1902,1.4730851205513318e-08,4.910283846193408e-10
1903,1.83607493653426e-08,1.6200660812870638e-09
1904,3.493506284257819e-08,5.374625189347171e-10
1905,2.7352022868853965e-08,0.0
1906,2.623534101076075e-08,5.658602919567102e-09
1907,1.6457098794830927e-08,1.028568674676933e-09
1908,2.7503778810000767e-08,0.0
1909,2.475442606453271e-08,1.6502950117569526e-09
1910,2.2445432179551972e-08,2.67207544979442e-09
1911,1.5961122201701983e-08,5.320374141248863e-10
1912,1.5628263128064646e-08,0.0
1913,2.704524781904638e-08,5.30298971401777e-10
1914,1.6072185360371805e-08,2.0090231700464756e-09
1915,1.1780762143587253e-08,0.0
1916,2.307367097387214e-08,0.0
1917,1.315970976634162e-08,0.0
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,2.301962176431971e-08,1.8415696745321952e-09
1920,9.086678076641874e-09,0.0
1921,1.2873671018098776e-08,0.0
1922,1.696925089333945e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,3.0939897754933554e-08,0.0
1925,2.0896537833436923e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,3.7907366134959375e-08,0.0
1928,3.1992914983902665e-08,1.1426041224282812e-09
1929,1.3368487650211591e-08,0.0
1930,9.453243521306831e-09,0.0
1931,1.2545892325022123e-08,1.1405356659111021e-09
1932,1.753525857850491e-08,1.0959536611565568e-09
1933,2.867665571670841e-08,1.3764794637438627e-08
1934,2.3963160344919743e-08,1.1981580172459871e-09
1935,1.555876849579363e-08,4.787313656606784e-09
1936,2.182448710641438e-08,2.424942913137329e-09
1937,3.1477796369472344e-08,0.0
1938,1.9447821131279852e-08,0.0
1939,9.176430282309411e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,1.7419411690866582e-08,0.0
1944,1.927911696952833e-08,0.0
1945,3.485606470121638e-08,6.535512131478072e-09
1946,2.0881657292193267e-08,5.568441707737293e-09
1947,2.622591566137089e-08,3.5762612871081956e-09
1948,1.3046265401328583e-08,0.0
1949,1.47255123650325e-08,2.945102384188658e-09
1950,2.0207187034770868e-08,1.0635361480382244e-09
1951,2.1322803078760444e-08,1.0661401761424827e-09
1952,1.370824520563474e-08,0.0
1953,1.508335856215126e-08,0.0
1954,1.9545073115523337e-08,9.772536113672459e-10
1955,2.9095383879962355e-08,0.0
1956,3.314033847345854e-08,0.0
1957,7.951533653738352e-09,0.0
1958,1.7371711180658167e-08,1.6544486891589827e-09
1959,1.5501495198577686e-08,0.0
1960,2.07624992754063e-08,1.3841666701708277e-09
1961,1.945484662257968e-08,0.0
1962,2.219684702708946e-08,0.0
1963,1.8104948651398445e-08,0.0
1964,2.3727476872181796e-08,0.0
1965,2.407699106754535e-08,5.472043373977442e-10
1966,2.3818021332999706e-08,0.0
1967,1.7256175155466735e-08,1.4791006197611978e-09
1968,2.2906220920049236e-08,0.0
1969,1.3625273354023193e-08,0.0
1970,1.74751555448438e-08,0.0
1971,2.4664307929356255e-08,1.0276794970565106e-09
1972,1.846852804021637e-08,0.0
1973,1.9847533394568018e-08,0.0
1974,2.0814615808717463e-08,0.0
1975,1.7134439644905797e-08,1.1422960355389478e-09
1976,1.4855169538918744e-08,1.7140580066410394e-09
1977,1.4104276857551667e-08,0.0
1978,1.7227714366185864e-08,0.0
1979,1.345953837272873e-08,5.851973350345929e-10
1980,1.5349906234973787e-08,0.0
1981,1.644642821929665e-08,1.2651099057237047e-09
1982,1.4898005495922462e-08,6.207502289967692e-10
1983,2.0209011353244932e-08,1.89459470334441e-09
1984,1.275781880138993e-08,5.799008495621649e-10
1985,1.9249785765396155e-08,1.8046674155058895e-09
1986,2.3378493807513223e-08,0.0
1987,1.099947066762752e-08,6.110816852533674e-10
1988,1.6190695006912392e-08,5.996553809062277e-10
1989,1.4817929994137558e-08,0.0
1990,1.5256222951620657e-08,0.0
1991,9.37834432335194e-09,0.0
1992,1.2672871640972971e-08,1.1019888335184191e-09
1993,1.550978012687665e-08,1.1078414852150331e-09
1994,1.4242301560329906e-08,5.274926606624319e-10
1995,1.626735190995987e-08,0.0
1996,6.4057106285986265e-09,3.2028553142993132e-09
1997,9.110299181713799e-09,9.58978896292706e-10
1998,1.0013071261028017e-08,1.9072516899143466e-09
1999,1.1882523409667556e-08,1.3710603763428253e-09
2000,1.4579503826439577e-08,0.0
2001,9.638665865452367e-09,1.3143635069212678e-09
2002,7.448076377869484e-09,0.0
2003,1.750107614384433e-08,1.2500769308587678e-09
2004,1.5857247959161214e-08,0.0
2005,1.4411998705554652e-08,9.007499190971657e-10
2006,9.882935358973555e-09,0.0
2007,1.7975157362570826e-08,0.0
2008,9.366367237362283e-09,1.2772318758180745e-09
2009,1.4781396551200032e-08,0.0
2010,1.4643758206034363e-08,0.0
2011,1.3766299211681599e-08,3.82397197240536e-10
2012,2.655317032917992e-08,3.404252713057332e-10
2013,1.9523875849358774e-08,0.0
2014,2.5985341878254076e-08,4.330890368553497e-10
2015,2.6377247053233077e-08,0.0
2016,2.8791626860424913e-08,0.0
2017,1.5596789637584152e-08,0.0
2018,2.116802733098666e-08,7.744400121190154e-10
2019,2.0918099252753564e-08,2.55098775436835e-10
