year,leurs_DET êtres_NOUN,leurs_DET maîtres_NOUN
1863,5.9935452156878455e-09,3.979713710577926e-06
1864,4.315255264231155e-09,3.7700945085816784e-06
1865,1.1296426905005319e-08,3.78147865376377e-06
1866,5.352174259343201e-09,3.680349664136884e-06
1867,4.85281148598915e-10,3.1989734452508856e-06
1868,4.44588676984381e-09,2.9802260996802943e-06
1869,1.4650557433881772e-09,3.072710342166829e-06
1870,8.601073631098188e-09,3.2213886242971057e-06
1871,1.0621177271019633e-09,2.7222076823818497e-06
1872,1.269941218851045e-08,2.879138264688663e-06
1873,4.190203295451056e-09,2.6332434117648518e-06
1874,3.5847653734322193e-09,2.8038841719535412e-06
1875,1.1443054503956773e-08,2.9442978757288074e-06
1876,1.813804439976252e-09,2.7962819331150968e-06
1877,1.8554447978047506e-09,2.9501572953449795e-06
1878,3.0195443923020093e-09,3.0485318802675465e-06
1879,5.498392852132383e-09,3.417556627027807e-06
1880,1.0268554007097919e-08,3.0176713607943384e-06
1881,3.4862537301449947e-09,2.8266545086808037e-06
1882,8.652000893505374e-09,2.969632760141394e-06
1883,3.791603475633565e-09,2.9068958156130975e-06
1884,1.8484751507230612e-08,2.8189247132104356e-06
1885,2.5782542767416317e-09,2.801917844408308e-06
1886,8.38950331427668e-09,2.713036110435496e-06
1887,9.793386768208734e-09,2.6344209800299723e-06
1888,2.0924028509838877e-08,2.7784574285760755e-06
1889,1.3783300722991498e-08,2.6545385480858386e-06
1890,9.831579994568074e-09,2.71548242380959e-06
1891,1.466070642663908e-08,2.4190164822357474e-06
1892,1.6298132621272998e-08,2.50176321969775e-06
1893,1.0469308087124318e-08,2.5329568416054826e-06
1894,1.764431090123253e-08,2.4437370029772865e-06
1895,3.0694934372021976e-08,2.3966122171259485e-06
1896,1.9460195621601173e-08,2.4160128759831423e-06
1897,1.1653426668090106e-08,2.76477567240363e-06
1898,2.319925584970406e-08,2.330676352357841e-06
1899,2.1004797901014172e-08,2.7201213015359826e-06
1900,2.180242297811219e-08,2.6801408239407465e-06
1901,5.029864968975062e-09,2.4489854695275426e-06
1902,9.329539640834383e-09,2.000940639845794e-06
1903,1.8900771392438287e-08,2.1028458832006436e-06
1904,2.418581335206227e-08,2.167048933188198e-06
1905,2.6319871837543474e-08,2.2124174847704126e-06
1906,3.6009292214700395e-08,2.2649844595434843e-06
1907,1.902852053703441e-08,2.3070795123203425e-06
1908,1.1296195090437777e-08,2.093234115818632e-06
1909,1.870334465081669e-08,2.3071124815032817e-06
1910,3.366815093386322e-08,2.347150939385756e-06
1911,1.968538476671e-08,2.2920171431906056e-06
1912,2.7088990606216612e-08,2.2947499473957578e-06
1913,2.0151361468379037e-08,2.2723311303707305e-06
1914,1.7411533548283842e-08,2.2541239559359383e-06
1915,4.005459075528961e-08,2.199468326580245e-06
1916,5.0542325880087446e-08,2.2458373223344097e-06
1917,3.61891991929042e-08,2.3643610802537296e-06
1918,1.8378202071289707e-08,2.2375461412593722e-06
1919,1.6574126959767455e-08,2.3157738269219408e-06
1920,4.164727540612034e-08,2.082363835143042e-06
1921,2.196096815509918e-08,2.09310746868141e-06
1922,4.131644004701229e-08,2.1565706447290722e-06
1923,3.6094224498128824e-08,2.0318925635365304e-06
1924,4.898817351772777e-08,2.141298864444252e-06
1925,2.0896538499570738e-08,2.0071674953214824e-06
1926,1.3375366592072169e-08,2.1656946955772582e-06
1927,4.5711821883287485e-08,1.9644933217932703e-06
1928,2.6279895593006586e-08,1.8578742810859694e-06
1929,2.0052731031228177e-08,1.848193392106623e-06
1930,1.3654684494213143e-08,2.1185767309361836e-06
1931,1.596749932275543e-08,2.120255885529332e-06
1932,1.753525857850491e-08,1.9003836086994852e-06
1933,1.3764794637438627e-08,1.755011339810153e-06
1934,5.990790086229936e-09,1.7061770449799951e-06
1935,1.196828414151696e-08,2.105221255987999e-06
1936,1.576212937948185e-08,1.646536247790209e-06
1937,1.3850230295986421e-08,1.7199467947648373e-06
1938,2.852347158466273e-08,1.8436535356158856e-06
1939,2.9058696782158222e-08,1.720580712571973e-06
1940,5.0715658339584024e-09,1.91705180441204e-06
1941,1.1806010391524069e-08,1.8122226492778282e-06
1942,2.4273694831933312e-08,1.8205270180260413e-06
1943,5.2258233296242906e-08,1.9103288195765344e-06
1944,3.213186161588055e-08,2.184966660934151e-06
1945,3.267756198965799e-08,2.0412583126017125e-06
1946,3.6194869323935563e-08,2.0102074813621584e-06
1947,2.5033829231801974e-08,1.8012435702985385e-06
1948,1.7395020535104777e-08,2.064571390292258e-06
1949,1.570721330779179e-08,1.7866955204226542e-06
1950,1.4889506516624351e-08,1.870760115707526e-06
1951,3.0918066329377325e-08,1.6653109469189076e-06
1952,1.6871685715180718e-08,1.598592234586249e-06
1953,1.1851210013347213e-08,1.8552531173554598e-06
1954,3.127211556375187e-08,1.6241955336226965e-06
1955,1.8771215692936494e-08,1.6875322899068124e-06
1956,3.488456457034772e-08,1.5148623333516298e-06
1957,1.9437083054185678e-08,1.7245993149117567e-06
1958,1.4062814024384807e-08,1.4956216318751103e-06
1959,1.3176271296266862e-08,1.6919882455113111e-06
1960,2.0070416439921246e-08,1.6471583421662217e-06
1961,1.945484662257968e-08,1.6967404690149124e-06
1962,2.3465238307984748e-08,1.8613642396303476e-06
1963,1.939815952312074e-08,1.7393683720001718e-06
1964,2.007709548612624e-08,1.7083783632187988e-06
1965,2.0793764932136583e-08,1.7592619769857265e-06
1966,2.4925835617750636e-08,1.8517126818551333e-06
1967,1.1832804958089582e-08,1.7680183646007208e-06
1968,2.560107012494761e-08,2.307240265508881e-06
1969,3.2246479264586014e-08,1.812615550988994e-06
1970,2.9431840076199478e-08,1.720842874419759e-06
1971,3.134422532635739e-08,1.7968975498661166e-06
1972,2.1033601527165047e-08,1.8376185835222714e-06
1973,1.5988290802404492e-08,1.6037910199884209e-06
1974,1.2938814464291681e-08,1.8226852489533485e-06
1975,2.1132476213381324e-08,1.581508854542335e-06
1976,7.427584713948221e-09,1.4860883084111265e-06
1977,1.704266772151186e-08,1.5326646689572954e-06
1978,1.9603952239322098e-08,1.6633655377518153e-06
1979,1.6385525491990904e-08,1.8316676460017334e-06
1980,1.9329512213062117e-08,1.620836428628536e-06
1981,1.2651098835192442e-08,1.8717300918069668e-06
1982,1.3035754697909852e-08,1.7287893570028245e-06
1983,1.136756866415567e-08,1.3855803899787134e-06
1984,1.6237223121606803e-08,1.7437617998439237e-06
1985,2.285912048538563e-08,1.5790840279805707e-06
1986,1.8582904104391673e-08,1.4836351738267695e-06
1987,1.588812459374367e-08,1.646254077058984e-06
1988,1.6190695006912392e-08,1.3690132618648931e-06
1989,2.3050112929468014e-08,1.5163681155172526e-06
1990,3.160217648678909e-08,1.4373541716850013e-06
1991,1.4653663171770859e-08,1.4454373058470082e-06
1992,2.0386792698445788e-08,1.4535232821799582e-06
1993,2.1048988330107932e-08,1.6805955738163902e-06
1994,2.162719958676007e-08,1.4685396081404178e-06
1995,2.3858783393393423e-08,1.4922584341547918e-06
1996,1.92171327739743e-08,1.5128152881516144e-06
1997,2.7810388658622287e-08,1.4619632793255732e-06
1998,2.43174582692518e-08,1.7232018763024826e-06
1999,2.376504681933511e-08,1.6411592014264897e-06
2000,3.0042613841096966e-08,1.5949093494782574e-06
2001,2.497290782499384e-08,1.4475523357759812e-06
2002,4.205972459203622e-08,1.6429580682597589e-06
2003,3.041853657848037e-08,1.7301064190178295e-06
2004,4.845270390463341e-08,1.7385710862072301e-06
2005,2.4320248148690382e-08,1.6416166772614815e-06
2006,3.1707752423670854e-08,1.8765224467642838e-06
2007,3.23552832581786e-08,1.7847333992904169e-06
2008,3.661398295662366e-08,1.5841933418414555e-06
2009,4.529782904327817e-08,1.6049735904744011e-06
2010,5.385124124401841e-08,1.55979648752691e-06
2011,5.3153209778056265e-08,1.480641913076397e-06
2012,6.297867541360525e-08,1.5543818108199048e-06
2013,6.19185793193644e-08,1.5262091892509488e-06
2014,6.171518673880882e-08,1.6849329540491453e-06
2015,7.336864699114543e-08,1.7233874132216442e-06
2016,6.504007671326306e-08,1.8548849993749172e-06
2017,6.993399337407169e-08,1.3596878716271021e-06
2018,8.570469478552667e-08,1.3870220527678612e-06
2019,7.678473412653375e-08,1.4336551430460531e-06
