year,leurs_DET arbres_NOUN,leurs_DET marbres_NOUN
1800,1.3519906971737328e-07,6.60274537267469e-08
1801,4.0241986454248035e-07,1.4287095950749062e-08
1802,2.663029761151847e-07,4.0281122437590966e-08
1803,5.109888809862184e-07,3.315576702078715e-08
1804,3.856087342768433e-07,1.4831105232815389e-08
1805,4.633890777760996e-07,2.842877711017877e-09
1806,2.1900685620579452e-07,2.2188852710769424e-07
1807,2.903894369410409e-07,1.9928686256776018e-08
1808,2.7192888119031977e-07,5.211970233176544e-08
1809,7.048175474366758e-07,4.743964154840796e-08
1810,3.2995788190604003e-07,3.510190182964834e-08
1811,2.8329967349804974e-07,2.2563691359778204e-08
1812,1.8937179069311583e-07,2.6672083208723052e-08
1813,1.8117172828624462e-07,0.0
1814,2.0453401816666883e-07,3.1466771410748606e-09
1815,2.643279044534097e-07,7.012781111370714e-08
1816,3.5691100919166274e-07,4.1716869958463576e-08
1817,2.553272464567158e-07,2.1796227045456362e-08
1818,1.8716248817440828e-07,4.768470773797162e-08
1819,1.2317750130996785e-07,2.070209959015301e-08
1820,2.385162645168748e-07,1.3053129244156025e-08
1821,1.942713248048733e-07,4.2404398215012407e-08
1822,2.1354561852149345e-07,3.0076847679083585e-08
1823,1.6306433470170134e-07,4.644862983127496e-08
1824,1.8189603778751007e-07,1.1789557774477544e-08
1825,2.606411264594044e-07,1.7610886970942374e-08
1826,2.1667642158273992e-07,1.8496766340803106e-08
1827,3.133872716887254e-07,3.041700225026034e-08
1828,1.6785311629519128e-07,3.393751413227619e-08
1829,1.8775255805625335e-07,2.4004892740236983e-08
1830,2.6405195985290675e-07,3.965997663613052e-08
1831,1.38761739654214e-07,2.9623292263636358e-08
1832,2.6518739559833193e-07,3.2471927369215337e-08
1833,2.976992519165833e-07,3.243415847009601e-08
1834,2.5763305888659715e-07,2.8937046536725575e-08
1835,1.7621994885530512e-07,4.689114518896531e-08
1836,2.43963226509436e-07,3.293167694096155e-08
1837,1.8995042427860653e-07,3.2006298056330706e-08
1838,2.266066068123962e-07,3.408567295082321e-08
1839,2.2372719943319908e-07,2.516931019158619e-08
1840,2.1465851318680507e-07,2.4841785517537573e-08
1841,1.528090529667736e-07,4.6227949912491795e-08
1842,2.0929786614942714e-07,2.6162233268678392e-08
1843,1.8488631714497217e-07,3.36693943836508e-08
1844,1.8112251831681192e-07,3.1284798751585186e-08
1845,1.7466113000352834e-07,1.785672942844485e-08
1846,2.517435433446735e-07,1.1123552745573306e-08
1847,1.510102594082241e-07,2.534815024546333e-08
1848,2.4377022256327763e-07,2.654923214606697e-08
1849,2.0864743532911234e-07,1.3407063903514427e-08
1850,1.8126619583114234e-07,3.394497838371535e-08
1851,1.812292238501101e-07,2.1283147688677673e-08
1852,2.181032765502522e-07,2.2135854482741024e-08
1853,1.6124216051238704e-07,3.822036376277538e-08
1854,1.7405476171461487e-07,4.8319680701069956e-08
1855,1.507170139802838e-07,2.1227748447927297e-08
1856,1.7084723835658622e-07,4.970101485923806e-08
1857,1.767106341254987e-07,3.661131842136456e-08
1858,1.5659763130670967e-07,2.4468379322684086e-08
1859,1.3596102999002824e-07,1.884104072757964e-08
1860,2.3801355747421482e-07,2.7920821210614122e-08
1861,1.7307586430703736e-07,2.6880993708733314e-08
1862,1.9020722463736206e-07,3.885468302655681e-08
1863,2.382434152181645e-07,2.1976331865403154e-08
1864,1.7404862351355632e-07,3.691940619887646e-08
1865,1.8874445251171323e-07,4.706844258794973e-08
1866,1.1872095417864159e-07,3.405929049904444e-08
1867,1.5043715073659314e-07,4.85281148598915e-08
1868,1.817873709342166e-07,3.754304245262574e-08
1869,1.3820358490956863e-07,3.369628076566045e-08
1870,1.5940656039603596e-07,3.1537268796455464e-08
1871,2.156099014882784e-07,1.911811864374613e-08
1872,1.3243673513407828e-07,1.5723081503438152e-08
1873,1.5264311126195196e-07,5.028243776905583e-08
1874,1.10530270047704e-07,5.317402207438704e-08
1875,1.9109900034619542e-07,2.803548326824057e-08
1876,1.5115036311463825e-07,5.9250943706956605e-08
1877,1.6451610407308692e-07,3.401648740464225e-08
1878,1.3104822360610058e-07,4.952052701234777e-08
1879,1.8389069267321645e-07,2.9324762063076548e-08
1880,1.7392363726997928e-07,3.0805662021293756e-08
1881,1.777989427909077e-07,3.2073535438659206e-08
1882,2.402593994865754e-07,2.6621540527571597e-08
1883,1.655666803657141e-07,3.033282780506852e-08
1884,2.0993396088186955e-07,1.7164412113856997e-08
1885,1.6952022374727704e-07,1.4180398244523218e-08
1886,1.6908075051169646e-07,2.774989482645651e-08
1887,1.7562807702597993e-07,1.6322312390570914e-08
1888,1.7119659867503856e-07,2.219215189391832e-08
1889,1.4347163457273382e-07,2.380751951136517e-08
1890,1.7041404554163364e-07,3.4738246612597834e-08
1891,1.5489354154851753e-07,2.4859458491732767e-08
1892,1.82413717242369e-07,3.823792438240048e-08
1893,1.3548516625272455e-07,3.079208366063568e-08
1894,1.9156679176290936e-07,4.159015887239548e-08
1895,1.7273424113284364e-07,2.76856257919178e-08
1896,1.6629621274466544e-07,3.184395636068871e-08
1897,1.2294365847598243e-07,3.029891004757701e-08
1898,1.6409229885994137e-07,2.489676231842708e-08
1899,1.967817837567054e-07,3.6482017407024614e-08
1900,1.754576026691268e-07,2.855079306307573e-08
1901,1.6486779319535572e-07,1.620734302321125e-08
1902,5.298196072978101e-07,2.1114219705964388e-08
1903,1.8144740021597272e-07,2.8621167658116065e-08
1904,1.504895061898992e-07,1.3974025492302644e-08
1905,1.6256390589219905e-07,1.0321517862621477e-08
1906,1.5226786853617114e-07,5.2985100751357095e-08
1907,1.877137829620068e-07,4.1657030491748515e-08
1908,2.2641502939180214e-07,4.2237946473733246e-08
1909,2.0133599210048203e-07,2.8605114166246892e-08
1910,1.90251757237192e-07,2.244543206852967e-08
1911,1.7876457469867546e-07,4.149891885685264e-08
1912,1.6670148406117136e-07,2.81308754068732e-08
1913,1.9621062374852727e-07,3.7120929219369714e-08
1914,2.0358100982775795e-07,2.1429580776555213e-08
1915,2.2736870164408174e-07,1.6493066468115103e-08
1916,1.6920691892075013e-07,2.0876177231343718e-08
1917,2.1165199870498697e-07,2.412613309132894e-08
1918,1.7918746308964728e-07,3.675640414257941e-08
1919,1.7310754985011556e-07,2.762354567309444e-08
1920,2.2110916830797578e-07,2.1959472462640406e-08
1921,1.7417319342349913e-07,1.438822039290244e-08
1922,1.6526576018804917e-07,2.5084980315170924e-08
1923,1.2420659745160378e-07,3.8217415010421973e-08
1924,1.8306107196774946e-07,2.9650736976805092e-08
1925,1.6387285195484935e-07,2.859526304632709e-08
1926,1.560459420568705e-07,1.5604593173179637e-08
1927,1.8173236071561405e-07,3.7907366134959375e-08
1928,1.4853854135576938e-07,2.9707707849269127e-08
1929,1.7156225151637727e-07,2.5622934884950155e-08
1930,1.5125188568276826e-07,2.520864939015155e-08
1931,1.619560690002686e-07,1.8248570654577634e-08
1932,1.5124161034663075e-07,2.4110979879310435e-08
1933,1.5026567479203834e-07,3.326492148403304e-08
1934,1.5336422620748635e-07,1.5576054224197833e-08
1935,1.7114646677640621e-07,2.5133395809007197e-08
1936,1.4549657123552606e-07,1.33371855781661e-08
1937,1.3094762940646376e-07,1.1332006444320086e-08
1938,1.3872779813794978e-07,1.8151300906765755e-08
1939,1.4682288451695058e-07,9.176430282309411e-09
1940,2.0286263691104978e-07,2.5357829169792012e-09
1941,1.328176182369134e-07,1.1806010391524069e-08
1942,1.274368912618229e-07,2.1239483061208375e-08
1943,1.3645205898527024e-07,3.193558839598154e-08
1944,1.5101974604192492e-07,3.213186161588055e-08
1945,1.5249528351191088e-07,1.5249527862692958e-08
1946,1.4060314867947454e-07,1.9489545977080525e-08
1947,1.5020297450263342e-07,9.536696765621855e-09
1948,1.6851426209996134e-07,1.7395020535104777e-08
1949,1.8652315691980448e-07,2.5524220959027843e-08
1950,1.1486190065745916e-07,1.3825969702452312e-08
1951,1.2153998030228763e-07,1.0661401539380222e-08
1952,1.4340933773837605e-07,1.5817205323287453e-08
1953,1.5729787916640703e-07,8.619061908632375e-09
1954,1.3388374009437598e-07,2.34540866728139e-08
1955,1.2013578043479356e-07,2.3464019616170617e-08
1956,1.6744591846418189e-07,1.5698054411927842e-08
1957,1.157389931671915e-07,7.068030161150318e-09
1958,1.0423027047012923e-07,9.099467845885556e-09
1959,1.1238584107786664e-07,1.8601795659378695e-08
1960,1.2319083153577992e-07,6.228750015768725e-09
1961,1.354891114857537e-07,1.737039845295385e-08
1962,1.0654486715111489e-07,2.2831043722248978e-08
1963,1.222084082819208e-07,1.8751554975438012e-08
1964,1.2107096836189157e-07,1.6426714100070683e-08
1965,1.0779925335713259e-07,3.502107759345563e-08
1966,1.2407527871793889e-07,1.550940920136412e-08
1967,1.005788469732316e-07,1.2818872185960117e-08
1968,1.0869226396703624e-07,1.122853987567396e-08
1969,1.049146066689488e-07,5.5409444144061126e-08
1970,9.473373618895664e-08,1.9774517689974402e-08
1971,9.197731687393684e-08,1.798439130951124e-08
1972,1.0670705274939962e-07,1.539044092169206e-08
1973,8.986522237464101e-08,1.1026407842340546e-08
1974,7.59452146725792e-08,9.00091468025721e-09
1975,7.710498417523581e-08,7.996072248772634e-09
1976,9.884401519499875e-08,9.712995741040231e-09
1977,8.051191252578249e-08,1.23412418062685e-08
1978,7.603956930779532e-08,1.1881182482298414e-08
1979,9.655755806026178e-08,7.607565244427406e-09
1980,8.016062313931371e-08,8.527726191864815e-09
1981,9.108791232392832e-08,1.3283654176632353e-08
1982,1.1049354009529111e-07,8.690503427999374e-09
1983,8.083604785547038e-08,8.841442245000053e-09
1984,1.0264245386970572e-07,1.4497521405587577e-08
1985,7.519447287052117e-08,1.142956040922627e-08
1986,9.531231848214361e-08,1.2588419195935785e-08
1987,8.43292724539424e-08,7.33298027855156e-09
1988,9.354624075363915e-08,6.596209356501959e-09
1989,1.1360412599525915e-07,5.488121956886971e-09
1990,1.1551140377541458e-07,1.689081763345257e-08
1991,9.436959214070839e-08,1.2309076702354815e-08
1992,8.209816826365568e-08,1.1570882529898796e-08
1993,1.0579886300376984e-07,1.1078414907661482e-08
1994,8.28163493338252e-08,6.857404422078162e-09
1995,7.645655991650457e-08,1.3556126887692699e-08
1996,7.580091221370822e-08,8.540947504798169e-09
1997,7.767728904539695e-08,1.0069277966984203e-08
1998,8.677994989270132e-08,1.2397135762398648e-08
1999,9.231806688547728e-08,1.1425503210205079e-08
2000,8.350079427899004e-08,7.95245647111642e-09
2001,1.0427284280467575e-07,1.270551397425379e-08
2002,8.937691875487985e-08,8.324320788233308e-09
2003,9.083891772121433e-08,9.58392298855415e-09
2004,8.32505543668649e-08,8.80958239690699e-09
2005,8.151786623500357e-08,6.7556245042510454e-09
2006,8.276958451958194e-08,1.3589036562677848e-08
2007,7.988958694582493e-08,1.2782334302130494e-08
2008,6.002989944020598e-08,8.089135306033057e-09
2009,1.1348298345481567e-07,8.105927484791664e-09
2010,8.786255245585295e-08,3.7790344187271785e-09
2011,8.489218106255692e-08,9.942326961720482e-09
2012,9.974460501993576e-08,1.2255309655984092e-08
2013,1.302521335233564e-07,6.414987652192394e-09
2014,1.2039875452174442e-07,9.961047986450922e-09
2015,1.2036004437554482e-07,8.866301831611523e-09
2016,1.4768655098862382e-07,1.5949318588059924e-08
2017,1.1395719212714539e-07,6.792150675227759e-09
2018,1.2313595565416335e-07,2.0393587818468006e-08
2019,9.872322448423176e-08,9.948852131014263e-09
