year,nos_DET ondes_NOUN,nos_DET mondes_NOUN
1892,1.2537024751679837e-09,6.8953633913793055e-09
1893,6.158416554491453e-10,9.237624942759481e-09
1894,2.520615716150587e-09,1.3863386216783624e-08
1895,2.4074457982692365e-09,4.814891596538473e-09
1896,1.7691086373616827e-09,8.255840455717589e-09
1897,0.0,0.0
1898,1.13167097914868e-09,2.26334195829736e-09
1899,5.527578395003729e-10,8.844125432005967e-09
1900,0.0,1.038210628578895e-09
1901,2.235495566438317e-09,1.1177477832191585e-09
1902,1.9641135384773634e-09,1.9641135384773634e-09
1903,1.1880484152015924e-08,1.0800440541913758e-09
1904,3.7622376325430196e-09,8.061937784020756e-09
1905,1.2385822145688508e-08,1.0321518084666081e-09
1906,3.0865106026567446e-09,6.173021371846943e-09
1907,4.114274698707732e-09,1.1314255032868203e-08
1908,5.40252820258047e-09,5.40252820258047e-09
1909,5.500983557560346e-10,4.950885035270858e-09
1910,1.0688301133043865e-08,7.481810726517324e-09
1911,1.0640748282497725e-09,1.5961122423746588e-09
1912,5.209421227725386e-10,3.125652625612929e-09
1913,2.6514948014977335e-09,2.6514948014977335e-09
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,3.887651445211304e-08,1.1780761921542648e-09
1916,0.0,0.0
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,0.0,2.762354567309444e-09
1920,0.0,7.572231730534895e-09
1921,1.5902768879527684e-08,3.0290989716519334e-09
1922,6.640141769764796e-09,6.6401419362982494e-09
1923,1.0615948564662858e-08,2.1231896241147297e-09
1924,3.867487330388997e-09,6.445812328337297e-09
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,4.458455382660986e-09,0.0
1927,7.804457635707251e-09,2.2298449753321847e-09
1928,7.998228634953364e-09,4.5704163786908225e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,1.5755405202710904e-08,2.100720708497761e-09
1931,5.7026783295555106e-09,5.7026783295555106e-09
1932,1.3151444377967891e-08,0.0
1933,1.261772819560747e-08,9.176529758292418e-09
1934,2.875579241390369e-08,4.7926320689839486e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,6.295559185076627e-09,0.0
1938,1.1668693011834819e-08,1.2965214457594243e-09
1939,1.3764645423464117e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,2.832055301382752e-08,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,9.784699273041042e-09,2.174377566888097e-09
1949,1.3743811422273211e-08,7.853606653895895e-09
1950,1.701657836861159e-08,8.508289184305795e-09
1951,1.4925962799061665e-08,4.264560704569931e-09
1952,5.272402070488624e-09,6.326882129314981e-09
1953,1.0773827163745864e-08,1.4005975490505307e-08
1954,5.863521668203475e-09,9.772536557761669e-09
1955,1.407841132561316e-08,4.6928039232341234e-09
1956,5.232684952005684e-09,7.849027650053131e-09
1957,1.5903067307476704e-08,8.835037590415595e-09
1958,1.4062813857851353e-08,1.737171084759126e-08
1959,9.300897829689347e-09,3.100299128533379e-09
1960,4.152500121534786e-09,1.2457499698470542e-08
1961,1.0422239238305764e-08,1.598076693198891e-08
1962,5.707760764028791e-09,5.07356523460345e-09
1963,1.0345684975376912e-08,1.099229041123806e-08
1964,6.6923653285755336e-09,1.7035111543606263e-08
1965,6.5664522708175355e-09,8.755269398363907e-09
1966,1.7725039880289728e-08,1.1078149508847446e-08
1967,1.0846737952263652e-08,6.902469706915326e-09
1968,2.470278681609983e-08,8.982831367632116e-09
1969,9.537691525451919e-09,1.2262745707758427e-08
1970,9.657322941336588e-09,1.0577067943717822e-08
1971,6.679916730867319e-09,1.0790634275004152e-08
1972,1.4364411160538992e-08,5.130146973897354e-09
1973,1.764225276978948e-08,4.9618833486420044e-09
1974,1.406392957647995e-08,7.875800567269664e-09
1975,9.709516746170266e-09,7.996072248772634e-09
1976,1.8854638628162945e-08,8.570290033205197e-09
1977,1.057820764316375e-08,8.22749424145286e-09
1978,1.1287123347081263e-08,2.4950483012986524e-08
1979,9.94835469558808e-09,9.94835469558808e-09
1980,1.5349906234973787e-08,1.1938816268930452e-08
1981,1.5813874654213578e-08,1.328365445418811e-08
1982,1.055275355987817e-08,1.2415004690957687e-08
1983,1.263063198475578e-08,2.1472075228956555e-08
1984,1.9136727757995686e-08,1.1018116197192285e-08
1985,1.864822929409371e-08,1.5640450823362073e-08
1986,3.177077362304104e-08,1.498621360340735e-08
1987,3.5442738521851425e-08,1.344379740864099e-08
1988,1.798966131616453e-08,1.4391729308282919e-08
1989,1.8659615741434266e-08,1.865961507530045e-08
1990,2.1249739301509862e-08,1.035243724079038e-08
1991,2.6376593631471934e-08,2.7548886116779414e-08
1992,2.2590771697750256e-08,2.754972050489357e-08
1993,1.661762283333701e-08,1.9387225436151567e-08
1994,1.898973578384755e-08,1.4769794165481187e-08
1995,1.7351842629409475e-08,2.548551947256783e-08
1996,1.0676184158953106e-08,2.2953796641189683e-08
1997,8.630809844589749e-09,2.2536003507767077e-08
1998,1.6688452952884347e-08,2.479427263502032e-08
1999,9.597422412355172e-09,3.107736645802106e-08
2000,1.2370488633450805e-08,2.960081157965533e-08
2001,1.1829271784336015e-08,4.162151368003464e-08
2002,2.2782352004924178e-08,4.600282599298566e-08
2003,1.2500769308587678e-08,3.166861550774058e-08
2004,1.409533237350935e-08,4.1405036954600405e-08
2005,1.621349843272668e-08,3.783149737923708e-08
2006,1.9765871384080924e-08,5.023825533356785e-08
2007,1.677681460421354e-08,3.7947553682693425e-08
2008,1.7455502376861887e-08,3.874270246284617e-08
2009,1.1443662017995848e-08,5.578785144955134e-08
2010,2.409134386427425e-08,6.66054809639327e-08
2011,2.3326229725562087e-08,8.25977954921342e-08
2012,2.4170194956596447e-08,7.591483885960315e-08
2013,1.8129313383852264e-08,8.060571599077804e-08
2014,2.815078792295367e-08,8.835016396258055e-08
2015,2.3052384334754095e-08,7.957505876454718e-08
2016,2.257760667312425e-08,7.829665404912589e-08
2017,2.7420163917213358e-08,9.232293507466238e-08
2018,3.0977599596582195e-08,1.0687272011811189e-07
2019,2.9336359563814085e-08,1.2423310147280375e-07
