year,grands_ADJ auteurs_NOUN,grands_ADJ moteurs_NOUN
1868,1.8129337708838733e-07,9.385760613156435e-09
1869,1.8313197358565958e-07,3.320792885119772e-08
1870,2.9358329811657313e-07,3.899153133701816e-08
1871,1.5188282986855484e-07,1.805600113868877e-08
1872,1.7960597631372366e-07,1.4513614310374123e-08
1873,1.9634093995080093e-07,3.412022664406322e-08
1874,1.67886511803772e-07,1.4936523129449597e-08
1875,2.1570157571204618e-07,2.345826111138649e-08
1876,2.73884467105745e-07,1.874264654588842e-08
1877,2.2327185111858938e-07,1.4843558382438005e-08
1878,1.9143911678121128e-07,1.872117572077059e-08
1879,1.985530752035558e-07,1.710611030603104e-08
1880,1.8611754626363108e-07,2.1820677931216892e-08
1881,1.7222093617874634e-07,5.159655458442103e-08
1882,1.8568525206319464e-07,9.317538740560849e-09
1883,1.7883729697132367e-07,2.8437025179073316e-08
1884,1.5646021722659498e-07,2.5746619058963915e-08
1885,2.2495268581224082e-07,2.3204288379652382e-08
1886,1.7617956871163187e-07,2.6459201052375647e-08
1887,1.3776030982626253e-07,1.3057849523878673e-08
1888,2.149468372181218e-07,2.1558090423923204e-08
1889,2.073760325127516e-07,3.4458253139746375e-08
1890,1.8417825897731888e-07,6.619930337237179e-08
1891,1.9377629456585055e-07,1.1919791498282706e-07
1892,2.137562749027211e-07,8.775917237358044e-08
1893,2.315564566757189e-07,8.31386231525677e-08
1894,1.7707325272731111e-07,5.797416080532969e-08
1895,2.0764220032276626e-07,8.666804851564791e-08
1896,1.8280790431424165e-07,8.314810617804369e-08
1897,2.1209237388575275e-07,5.127508018176741e-08
1898,1.9125240080519745e-07,6.676858577137068e-08
1899,2.2331417248722119e-07,5.417026827103655e-08
1900,1.7909132721261045e-07,8.409506069284589e-08
1901,2.3528590986643394e-07,1.3468861315146796e-07
1902,2.0230369557339145e-07,1.851176940625976e-07
1903,1.5930649510664807e-07,9.072370232843241e-08
1904,1.6607592101536284e-07,8.00819179858081e-08
1905,1.8320694455953301e-07,1.4037265283484146e-07
1906,1.898204118333524e-07,1.4300833361957643e-07
1907,1.604567074764418e-07,9.61711719149605e-08
1908,2.2150364031858771e-07,1.3997458347958514e-07
1909,2.0628688446322485e-07,1.7768176485688514e-07
1910,2.794990671128872e-07,1.1543365197042021e-07
1911,2.207955276389839e-07,6.224837667545557e-08
1912,2.422380873667862e-07,2.0733496763902792e-07
1913,2.3704364299215186e-07,1.38938337279626e-07
1914,2.5581561313714474e-07,1.0446919951334621e-07
1915,1.4490337019168464e-07,4.712304846332671e-08
1916,2.6479783032939963e-07,3.076489463182952e-08
1917,1.6559300775043084e-07,5.9218693615470386e-08
1918,2.710784769988095e-07,7.466144857914969e-08
1919,3.1398762623258136e-07,5.800944435918609e-08
1920,2.9758869635188034e-07,5.1491177543994127e-08
1921,3.672782611374714e-07,6.436835064960178e-08
1922,2.7003243879830663e-07,6.713921302248238e-08
1923,3.460799113952362e-07,4.0340601970001444e-08
1924,3.3647139452419594e-07,4.2542360634278964e-08
1925,3.035497171399726e-07,2.5295810113235007e-08
1926,3.2323802656719636e-07,2.6750733184144337e-08
1927,3.4897073231121567e-07,2.4528294062520217e-08
1928,2.650841625095879e-07,3.770593770546782e-08
1929,2.9076459839849633e-07,2.6736975300423182e-08
1930,3.4451819441727594e-07,1.3654684494213143e-08
1931,3.182094605591601e-07,2.737285598186645e-08
1932,3.649525721627356e-07,4.493410110661955e-08
1933,3.165902628943229e-07,2.2941325283909464e-08
1934,3.989866286246979e-07,1.4377896206951846e-08
1935,3.69819986190123e-07,2.2739740757060645e-08
1936,3.273672826153984e-07,2.182448710641438e-08
1937,2.8833659537763623e-07,3.903246792447135e-08
1938,3.500607874684647e-07,1.4261735792331365e-08
1939,2.9517517408095273e-07,2.4470480752825097e-08
1940,3.600811697701545e-07,1.0143131667916805e-08
1941,2.5678073711787874e-07,2.9515025978810172e-09
1942,3.732080529061932e-07,1.517105907566929e-08
1943,3.6871087183421025e-07,0.0
1944,3.7915597772553156e-07,3.2131861615880553e-09
1945,3.180615806286369e-07,3.921307367704685e-08
1946,4.733175460458483e-07,3.480275978517966e-08
1947,3.9934917128725544e-07,1.7881307101674793e-08
1948,3.576851115294488e-07,3.261566305923225e-08
1949,3.779548225502083e-07,2.0615717133409817e-08
1950,4.1265203809537354e-07,1.8080114516649815e-08
1951,4.5204344845117816e-07,4.157946653648992e-08
1952,4.5553551775157075e-07,2.6362010130398517e-08
1953,4.147923489128402e-07,2.2625037843226892e-08
1954,4.133782831594601e-07,2.7363100230104465e-08
1955,4.5614053867382154e-07,3.378818913546411e-08
1956,5.07570414143288e-07,2.441919733087161e-08
1957,5.645589049585453e-07,3.3573144264664734e-08
1958,5.443136352756284e-07,4.549733745307094e-08
1959,4.820965262553045e-07,2.1702094343822864e-08
1960,5.370566400486609e-07,3.045166763193663e-08
1961,5.614112961183082e-07,2.501337270643944e-08
1962,5.872651547278451e-07,2.72704117065814e-08
1963,5.657796817715166e-07,3.233026724114296e-08
1964,5.505991422793954e-07,2.4944270426985327e-08
1965,5.838670116276035e-07,1.805774313412556e-08
1966,4.719291735177933e-07,3.6557893046129664e-08
1967,5.275458865305893e-07,4.141481824149196e-08
1968,5.695115452564181e-07,2.245707975134792e-08
1969,4.6008007226205905e-07,1.4533624970169967e-08
1970,5.164368284127363e-07,1.6555409487750694e-08
1971,5.292549491997534e-07,3.031654582930088e-08
1972,5.561079259308599e-07,5.181448159419233e-08
1973,4.989449613468366e-07,4.134902908958793e-08
1974,4.6917268209378804e-07,3.6003657055694305e-08
1975,4.6034528988769807e-07,1.484984890609553e-08
1976,6.136327978523148e-07,2.4568166168137395e-08
1977,5.618203320345572e-07,2.9971587878208084e-08
1978,6.136630641417895e-07,1.6039596317796168e-08
1979,5.910492802962963e-07,2.0481905949054635e-08
1980,7.078012825845192e-07,1.9329513156751688e-08
1981,5.971318923769786e-07,1.138598904049104e-08
1982,6.493047355338177e-07,7.449002747961231e-09
1983,7.249983062784793e-07,1.4525227243211702e-08
1984,7.028398212316489e-07,1.8556827185989277e-08
1985,7.020155976533715e-07,1.3835783185811579e-08
1986,7.792831246966614e-07,1.8582904215413976e-08
1987,7.675185728084344e-07,2.0165694891716157e-08
1988,7.915451045725774e-07,1.4991384134077634e-08
1989,7.452869850155253e-07,9.329808037250586e-09
1990,8.058554854528666e-07,6.538381391862913e-09
1991,8.252942847453149e-07,1.52398094144246e-08
1992,8.821420343085862e-07,1.597883780846132e-08
1993,8.558075723641423e-07,1.717154241021035e-08
1994,8.930450973165804e-07,1.002236071911966e-08
1995,8.811482432591333e-07,1.4640617607142303e-08
1996,9.12813745035379e-07,1.1743802375008272e-08
1997,1.0452870178312423e-06,1.7261619689179497e-08
1998,1.0089361549558973e-06,2.1456582288692516e-08
1999,9.803081777448597e-07,2.7878227726318983e-08
2000,1.0112873916057197e-06,2.385736941334926e-08
2001,9.406461489724904e-07,2.716351232834313e-08
2002,9.616781031507315e-07,2.3658596859377212e-08
2003,1.038813849163489e-06,1.750107614384433e-08
2004,1.0430545587247764e-06,2.5107310008820605e-08
2005,1.175478629988902e-06,3.693074746013991e-08
2006,1.017118847812526e-06,2.6766285188273287e-08
2007,1.0197905568887222e-06,2.7162460725094206e-08
2008,8.923593441956257e-07,3.065356679599063e-08
2009,8.616124045346396e-07,2.813233557219519e-08
2010,9.022444751316527e-07,2.5980861906305108e-08
2011,6.88314980984428e-07,2.982698177333987e-08
2012,5.930207942483889e-07,2.5872321174347235e-08
2013,5.293759046676172e-07,2.900689999307815e-08
2014,7.893047859752755e-07,1.8189739492413537e-08
2015,7.117423486135976e-07,2.4603986958915414e-08
2016,6.269946553061345e-07,2.0506267045528048e-08
2017,5.707921886255463e-07,1.1823373391450787e-08
2018,6.130983543073398e-07,1.5488799576246493e-08
2019,8.512646290093073e-07,1.5050828139351324e-08
