year,autres_ADJ arrêts_NOUN,autres_ADJ marais_NOUN
1800,2.2009151834367913e-08,2.2009151834367913e-08
1801,4.7623650800687756e-08,5.9529565277216534e-08
1802,5.370816325012129e-08,1.3427040812530322e-08
1803,9.751695984050457e-08,3.510610468993036e-08
1804,4.69651695311768e-08,2.4718509905596875e-08
1805,7.391481915419718e-08,2.2743021688143017e-08
1806,1.4696512540268714e-07,2.5935023018064385e-08
1807,5.523092738712876e-07,1.7081731584767113e-08
1808,6.299685750832396e-07,2.2660739062985158e-08
1809,5.896069410482596e-07,4.0662548883574345e-08
1810,4.1654257332268685e-07,4.680253518074551e-09
1811,2.2563691004506836e-07,2.757784400841956e-08
1812,1.013539079330883e-06,8.00162425207418e-09
1813,6.786750077480974e-07,2.300593315851529e-08
1814,1.2272041161054403e-07,1.8880061958270744e-08
1815,3.2366682489737286e-07,2.697223555614414e-09
1816,1.5991466284503986e-07,2.3176038865813098e-09
1817,1.1209488270935708e-07,2.3353100786493997e-08
1818,1.1086694695627841e-07,2.7418707082560445e-08
1819,3.146719258495523e-07,1.0351049795076506e-08
1820,1.376511846729045e-07,1.0679833017945839e-08
1821,1.814513844733412e-07,2.7612166775270452e-08
1822,1.6341753905635414e-07,3.5089655625597516e-08
1823,2.4805543186179335e-07,3.5577674140085946e-08
1824,2.8715992872463403e-07,8.421112696055388e-09
1825,5.036713330852649e-07,1.8491430608946757e-08
1826,6.200820718005318e-07,3.52319382557198e-08
1827,8.323197322468445e-07,6.452091305675367e-09
1828,7.136050138578653e-07,3.668920500743411e-09
1829,6.515614003888004e-07,1.971830521085849e-08
1830,5.823754412048743e-07,2.0873671680021744e-09
1831,2.0424480506875398e-07,0.0
1832,6.846164550822209e-07,5.411987746839486e-09
1833,3.30133413939393e-07,1.3900354645102198e-08
1834,3.239082291273121e-07,1.4935249481595747e-08
1835,2.6546437936758593e-07,8.31939672707449e-09
1836,2.4127493669645617e-07,1.4785650037651976e-08
1837,2.9431877290875263e-07,2.2265251420350296e-08
1838,2.834160759412896e-07,1.830527018853445e-08
1839,4.977930263549979e-07,9.788065469251706e-09
1840,2.86635986057604e-07,7.64362617644565e-09
1841,2.8122003259412054e-07,2.247191943638427e-08
1842,4.165832603320041e-07,9.391571076378114e-09
1843,2.817596653770238e-07,1.535796845253401e-08
1844,4.1713066956106104e-07,2.4149668931272572e-08
1845,4.59252762929907e-07,6.696273757711424e-09
1846,4.87679936433949e-07,1.5807152919933287e-08
1847,6.590519205929013e-07,2.426950729272903e-08
1848,4.062836875817766e-07,2.413566591030758e-08
1849,7.491196925002441e-07,1.256912263158938e-08
1850,3.747525951780517e-07,1.765138968323754e-08
1851,3.41820244997848e-07,2.192809134271556e-08
1852,4.069090793201724e-07,4.557382027314816e-09
1853,3.218871313936944e-07,1.3735443005202796e-08
1854,3.496682281500796e-07,1.4028294081924741e-08
1855,4.1977871489962126e-07,6.368324534378189e-09
1856,2.573063135891118e-07,7.248064815001953e-09
1857,2.8068676805048653e-07,6.8341128311999455e-09
1858,3.264081971376953e-07,7.34051397444091e-09
1859,2.714128282121919e-07,5.092173349652285e-09
1860,1.8125648182376608e-07,8.238931314963338e-09
1861,2.475880978014544e-07,1.4619487842537637e-08
1862,3.067712563975533e-07,1.3102160245637151e-08
1863,3.3613797434384196e-07,5.494082966350788e-09
1864,2.742584370718504e-07,1.3904711160250827e-08
1865,3.172413238772265e-07,1.6003271596787272e-08
1866,2.2041226355185017e-07,9.731225603104576e-09
1867,2.3681720229262737e-07,1.3102591012170706e-08
1868,1.74377557726757e-07,2.420538258718352e-08
1869,2.036427417806408e-07,7.813630631403612e-09
1870,1.9266404116535796e-07,1.0321287824410774e-08
1871,2.0074025375294013e-07,2.1242353653860846e-08
1872,1.439266711367182e-07,9.675742873582749e-09
1873,1.8676334168077346e-07,7.183205141814142e-09
1874,1.7625097425977287e-07,5.377148060148329e-09
1875,1.664964393022217e-07,2.345826111138649e-08
1876,1.5598718383635912e-07,9.673623679873344e-09
1877,1.4967254102771221e-07,9.895705588292003e-09
1878,2.3673227200760039e-07,4.22736201599605e-09
1879,1.7106110750120251e-07,1.5273313280772527e-08
1880,1.906100379756026e-07,1.4761046607247863e-08
1881,1.5269792008609784e-07,7.669758161910067e-09
1882,1.3643539542584904e-07,1.7969540522244642e-08
1883,1.2006744043446815e-07,1.0742875922176154e-08
1884,1.247720708974498e-07,1.650424152899177e-08
1885,1.8305605231638822e-07,1.0313017106966527e-08
1886,2.2458054615981382e-07,7.098810428374236e-09
1887,3.035950064678161e-07,1.3057849246322917e-09
1888,2.472839728540066e-07,1.6485598663962264e-08
1889,1.7792988860065861e-07,1.1903759755682586e-08
1890,1.743466748749256e-07,9.176140736144589e-09
1891,1.4724447794378648e-07,1.1473596295275001e-08
1892,1.7614519443043264e-07,2.4447198043731078e-08
1893,2.420257776414303e-07,2.155445777418663e-08
1894,2.1866340915721594e-07,2.520615716150587e-09
1895,1.9199380751899753e-07,1.1435367985868083e-08
1896,1.775005714632627e-07,3.5382172747233653e-09
1897,2.021869591750658e-07,1.3984112534615178e-08
1898,2.0426661695438497e-07,1.1316709347397591e-08
1899,1.5919425955246425e-07,8.844125432005967e-09
1900,1.8480148611388358e-07,1.0901211489056095e-08
1901,1.3133536946874358e-07,8.38310842965484e-09
1902,1.9739340739732825e-07,2.9461704187383475e-09
1903,2.0088820007480024e-07,3.2401321625741275e-09
1904,1.7360039539227046e-07,3.7622376325430196e-09
1905,2.0488212904012926e-07,1.1353670004154992e-08
1906,1.6770042010616493e-07,9.259531807970234e-09
1907,1.8719950034551402e-07,8.228549397415463e-09
1908,1.5519989915446786e-07,4.911389073214423e-09
1909,1.6172891514898424e-07,7.701377313651392e-09
1910,1.6673749814177796e-07,4.809735609789811e-09
1911,1.6599566676767097e-07,7.980561100850991e-09
1912,1.870182178009827e-07,7.814131564032323e-09
1913,1.585593938369101e-07,6.893886794756554e-09
1914,1.714366373306575e-07,2.0090231700464756e-09
1915,1.5432798483594468e-07,3.534228465440492e-09
1916,1.648119278829796e-07,1.4283700444650549e-08
1917,1.2392060000365746e-07,8.773139770212879e-09
1918,9.074237539152818e-08,2.2972752589112133e-09
1919,1.1509810349252803e-07,7.366278698128781e-09
1920,1.6886077291999868e-07,1.4387239843927091e-08
1921,1.5751314208500844e-07,3.0290989716519334e-09
1922,1.8149720809601533e-07,1.4755870969551665e-09
1923,1.337609427665143e-07,1.3800733000834953e-08
1924,1.4309702578430006e-07,1.1602462102189293e-08
1925,1.2207977695410932e-07,3.299453377181294e-09
1926,1.1480522454920816e-07,1.0031524944054127e-08
1927,1.0145794804294894e-07,3.3447675740205796e-09
1928,1.279716577151646e-07,2.2852082448565625e-09
1929,1.5930781160911067e-07,2.2280812750352652e-09
1930,1.165900027633171e-07,6.302162347537887e-09
1931,1.3686427458026174e-07,1.1405356659111021e-08
1932,1.2274681271406962e-07,5.4797681947604815e-09
1933,9.291236735542441e-08,1.1470662197865522e-09
1934,1.0304159303586857e-07,2.3963160344919743e-09
1935,1.0771455816183106e-07,1.0771455727365264e-08
1936,5.577368744624778e-08,1.576212937948185e-08
1937,9.065605155456069e-08,1.2591118370153254e-08
1938,1.205764923462027e-07,0.0
1939,1.208230022697876e-07,6.117620188206274e-09
1940,7.86092684279538e-08,5.0715658339584024e-09
1941,7.083606590185809e-08,4.132103725851266e-08
1942,9.709477910568864e-08,0.0
1943,9.290352664947932e-08,8.709705845433291e-09
1944,7.069009200222354e-08,0.0
1945,9.149717072887142e-08,4.357008087652048e-09
1946,6.682130315738277e-08,4.1763312808029696e-09
1947,7.033313664805974e-08,1.1920870957027319e-09
1948,5.870819563824625e-08,0.0
1949,8.63896758573901e-08,1.0798709482173763e-08
1950,7.551106340208946e-08,2.1270722960764488e-09
1951,1.0768015656914542e-07,7.462981121975076e-09
1952,1.7188030509984742e-07,7.381362632230548e-09
1953,1.2928592552086116e-07,2.1547654771580937e-09
1954,1.172704331420249e-07,1.07497895029951e-08
1955,1.6237101485572225e-07,9.385607846468247e-10
1956,1.4389883884469157e-07,1.4825941141438648e-08
1957,1.3605958537610263e-07,2.6505113659425206e-09
1958,1.265653216120377e-07,8.272243612328367e-09
1959,1.4338883680409253e-07,1.3176271629333769e-08
1960,1.2111458547181542e-07,1.2457499920515147e-08
1961,1.3618391814240738e-07,9.72742331128984e-09
1962,1.4776757728540701e-07,3.170978146727066e-09
1963,9.957721835984756e-08,9.052474325699222e-09
1964,1.0342745837554901e-07,9.125952438182594e-09
1965,9.193033045917787e-08,6.0192477668863376e-09
1966,1.0191897492628499e-07,3.3234448526542337e-09
1967,1.198071537533707e-07,5.916402479044791e-09
1968,8.48877598769171e-08,5.3896989093971115e-09
1969,7.630152906723531e-08,4.541757636644661e-09
1970,1.2462544862756886e-07,2.2993624781975086e-09
1971,8.889427527414284e-08,5.652237344833111e-09
1972,1.0157690577550227e-07,5.643161493651405e-09
1973,1.0419954954432598e-07,3.859242703185828e-09
1974,1.0913609327367624e-07,4.500457340128605e-09
1975,1.6506177669128874e-07,3.998036124386317e-09
1976,8.798831518941341e-08,5.142174186456572e-09
1977,8.697636888488347e-08,1.7630346071939584e-09
1978,1.1227717311435015e-07,2.3762365408686037e-09
1979,8.953519314847114e-08,9.948355028654987e-09
1980,9.664755939997605e-08,9.664756106531058e-09
1981,1.062692318587466e-07,9.48832401537203e-09
1982,8.690503006114625e-08,5.586751949948621e-09
1983,7.894145070963532e-08,8.209910973278056e-09
1984,1.0786155968389721e-07,1.1598016769198694e-08
1985,1.1008471545448373e-07,7.218669662023558e-09
1986,8.152500102776017e-08,7.792831269171074e-09
1987,1.0449496556930171e-07,2.4443267410134695e-09
1988,9.774382903060541e-08,8.395175221664886e-09
1989,1.0372551173531974e-07,2.1952488715726304e-09
1990,1.1605626881738829e-07,1.3621627381610324e-08
1991,1.2191846932019246e-07,4.68917216167597e-09
1992,1.0909689507343501e-07,4.958949806344037e-09
1993,1.1355375062471751e-07,5.539207315052863e-09
1994,1.1288342682824748e-07,3.164955852952289e-09
1995,9.16394172767454e-08,4.880205572987961e-09
1996,1.1583659853542372e-07,4.270473752399084e-09
1997,8.486963309906059e-08,5.753873377756236e-09
1998,1.2158729312261585e-07,6.198567881199324e-09
1999,1.334498704874676e-07,1.0968482788697997e-08
2000,1.0426554220011042e-07,3.97622823555821e-09
2001,1.270551488463667e-07,7.0099388516098315e-09
2002,1.0339682621207658e-07,5.257465574004527e-09
2003,1.0708992226327041e-07,9.167230530238157e-09
2004,9.338157669347424e-08,3.0833537945085254e-09
2005,1.0268549166525531e-07,4.053374524914943e-09
2006,8.276959062580858e-08,6.1768350434476815e-09
2007,7.030284199238679e-08,4.393927444112933e-09
2008,6.088138737592175e-08,3.8316958494988285e-09
2009,4.577464940425102e-08,5.245011536203492e-09
2010,5.479600062585632e-08,1.8895172093635892e-09
2011,4.3975677210816855e-08,5.353560705856353e-09
2012,4.731911218414098e-08,4.425528388196653e-09
2013,8.785743926820189e-08,2.7891249310130206e-09
2014,6.626262472053668e-08,1.9489005964601347e-09
2015,1.0462235611186088e-07,3.768178213903184e-09
2016,9.010329221625923e-08,3.72841224560716e-09
2017,1.0968065566885343e-07,2.7671724911471074e-09
2018,9.06094794750345e-08,1.8070267504555204e-09
2019,9.515184595798587e-08,1.785691428057845e-09
