year,des_DET airs_NOUN,des_DET mères_NOUN
2000,1.5511708930660006e-06,9.127653246565615e-07
2001,1.461572207261952e-06,9.69124021921175e-07
2002,1.4852341188031914e-06,9.831461333931202e-07
2003,1.6688526542907312e-06,1.000478173196484e-06
2004,1.5126053316549815e-06,1.0166258377353188e-06
2005,1.5173132119628008e-06,1.0191985175822538e-06
2006,1.7262194660361274e-06,9.182894515902262e-07
2007,1.7240173413313187e-06,1.1116636375874123e-06
2008,1.8873230338556368e-06,1.081815367953709e-06
2009,1.874853296612855e-06,9.641285210193473e-07
2010,2.043512857596852e-06,1.1365446166422544e-06
2011,2.4079550904332336e-06,1.0133525627509243e-06
2012,2.680848986358342e-06,1.199999110745864e-06
2013,2.5431241930107262e-06,1.1809155635589264e-06
2014,3.0353045374909016e-06,1.172155521089735e-06
2015,2.8527324644755936e-06,9.99453847683185e-07
2016,2.913132703952215e-06,1.0244847921114797e-06
2017,2.350335766010403e-06,1.0183194723012434e-06
2018,2.7027957258951574e-06,1.0385240498678172e-06
2019,2.7494544951878197e-06,1.0168237043473027e-06
