year,ses_DET êtres_NOUN,ses_DET mètres_NOUN
1800,6.288328968651058e-09,3.144164484325529e-09
1801,9.524730337773235e-09,1.6668277424969347e-08
1802,5.370816325012129e-08,0.0
1803,4.4857802805609026e-08,0.0
1804,9.887403784603066e-09,0.0
1805,1.421438877713399e-08,0.0
1806,4.3225035994964855e-08,2.881669125542885e-09
1807,2.8469551160981155e-09,0.0
1808,1.8128591960930862e-08,0.0
1809,2.259030518203531e-09,0.0
1810,2.574139479349924e-08,7.020380277111826e-09
1811,8.022645436867037e-08,3.259199843341776e-08
1812,2.6672083208723052e-08,0.0
1813,4.888760685162197e-08,8.627225156487839e-09
1814,3.1466771410748606e-09,0.0
1815,5.394447111228828e-09,0.0
1816,8.806894413737609e-08,0.0
1817,5.7604317760251433e-08,0.0
1818,2.384235386898581e-08,2.384235475716423e-09
1819,1.2421260464634543e-08,4.140420006848444e-09
1820,0.0,2.3732962262101864e-09
1821,1.2819934336327776e-08,1.97229765852569e-09
1822,2.4061478143266868e-08,0.0
1823,3.9530747564242574e-09,9.882686669016039e-09
1824,5.052667617633233e-09,0.0
1825,2.641632912414593e-09,0.0
1826,2.6423953247700638e-08,2.642395191543301e-09
1827,1.6591091167583727e-08,9.217273055917019e-10
1828,2.659967357487858e-08,9.172301251858528e-10
1829,3.5150023336427694e-08,0.0
1830,2.087367234615556e-08,8.349468672008697e-09
1831,3.585977381703742e-08,1.870944643656003e-08
1832,3.2471927369215337e-08,0.0
1833,1.7375443306377747e-08,1.1583628500844156e-09
1834,9.334531148041947e-09,1.3068343296396279e-08
1835,2.4201881387853064e-08,7.563087933704082e-10
1836,1.5457725766054864e-08,2.016224964762614e-09
1837,1.3219993100221927e-08,6.957890930081589e-10
1838,1.2624323808552163e-08,4.418513555037862e-09
1839,9.088917396482543e-09,6.9914751765765e-10
1840,3.821813199245128e-09,1.3376346252869098e-08
1841,8.346713542550788e-09,9.630822361827995e-09
1842,6.708265054555795e-09,0.0
1843,1.2404513027863828e-08,2.953455480181333e-09
1844,1.2623690648361219e-08,2.195424508855126e-09
1845,1.562463802784464e-08,0.0
1846,4.0981509297211005e-09,1.7563503984519002e-09
1847,1.4022381478184798e-08,3.235934187273415e-09
1848,3.057184372323718e-08,8.045221711050488e-10
1849,6.703531951757213e-09,6.703531951757213e-09
1850,1.629359136501307e-08,4.752297222410107e-09
1851,1.483370937194195e-08,5.159551008659946e-09
1852,1.3021090872200602e-08,9.114764054629632e-09
1853,7.166318205520383e-09,1.1943863675867306e-08
1854,4.1565315633818045e-09,5.195664454227256e-10
1855,1.539011762474729e-08,1.2205955357558196e-08
1856,2.1226476576430287e-08,1.5531567698623405e-09
1857,8.298565390418844e-09,6.345961978126979e-09
1858,3.229826006645453e-08,2.4468380654951716e-09
1859,6.619825576592575e-09,1.2730433596175317e-08
1860,1.6020144405493042e-08,7.323494255473406e-09
1861,4.2443675241088386e-09,8.488735048217677e-09
1862,1.2650361647104091e-08,2.2589932147099034e-09
1863,2.996772607843923e-08,5.9935452156878455e-09
1864,3.452203989340319e-08,6.233146443435089e-09
1865,2.118079933666195e-08,3.765475486972036e-09
1866,2.0922136301226857e-08,5.352174259343201e-09
1867,1.4073153309368536e-08,1.2132028714972876e-08
1868,2.5687344473723783e-08,2.9639244392143382e-09
1869,2.1487483792270723e-08,7.325278605918584e-09
1870,3.096386436141074e-08,5.734048791339319e-09
1871,7.434824311758348e-09,1.0621177271019633e-09
1872,1.9351485747165498e-08,1.1489944995446422e-08
1873,1.0176207432266438e-08,5.9860045809045914e-09
1874,7.169530746864439e-09,1.7326366119618797e-08
1875,1.2587359377036478e-08,6.293679799540541e-09
1876,2.1161051577678336e-08,5.441413541973361e-09
1877,9.89570592135891e-09,3.710889595609501e-09
1878,2.959153455606156e-08,1.2078177347163432e-09
1879,2.932476128592043e-08,2.9935693590665835e-08
1880,1.7328185109022343e-08,8.984984534166074e-09
1881,1.1853263259808955e-08,2.7890029841159958e-08
1882,9.317538740560849e-09,1.5972924316542958e-08
1883,7.58320695126713e-09,1.2006744043446815e-08
1884,1.1883054540362536e-08,4.621187876807653e-09
1885,1.9981470755769948e-08,6.445635691854079e-10
1886,1.7424352183326164e-08,1.2906927748801422e-09
1887,5.876032105334161e-09,2.6115698492645834e-09
1888,2.3460273723685532e-08,1.521747527988282e-08
1889,1.5036328404605115e-08,6.265136853755848e-09
1890,5.898947996740844e-09,1.376421138177264e-08
1891,2.995883363610119e-08,5.099376032546843e-09
1892,2.6327752422616868e-08,6.268512375839919e-10
1893,1.539604177480669e-08,1.0469308087124318e-08
1894,1.6384001710889606e-08,1.449354058991048e-08
1895,1.745398137131815e-08,9.629783193076946e-09
1896,1.9460195621601173e-08,1.2973464080801023e-08
1897,9.905413378419325e-09,4.661370844871726e-09
1898,2.4330926606808134e-08,1.867257104493092e-08
1899,3.592926134388108e-08,9.39688327150634e-09
1900,1.868779131442011e-08,3.114631885736685e-09
1901,1.8442838423116115e-08,3.912117296778206e-09
1902,2.062319276463498e-08,4.910283735171106e-09
1903,1.2420506401156217e-08,1.296052865029651e-08
1904,3.439760121182189e-08,3.2247751136083025e-09
1905,2.0126959654476195e-08,2.0643036169332163e-09
1906,2.160557543984254e-08,9.259532418592897e-09
1907,1.5942813902380948e-08,9.257117739025489e-09
1908,3.2415166772992166e-08,8.840500553830566e-09
1909,2.3654228797909127e-08,7.151278680339601e-09
1910,2.93928290595602e-08,4.275320542035388e-09
1911,1.702519725199636e-08,1.276889793899727e-08
1912,2.0837685354990754e-08,6.251305584292766e-09
1913,2.651494823702194e-08,1.113627856597077e-08
1914,1.0714789944188396e-08,1.808120764223986e-08
1915,3.652036184575991e-08,5.890381071793627e-09
1916,2.0876177231343718e-08,3.2962386153911893e-09
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,9.189101035644853e-09,5.743188147278033e-09
1919,2.1178050924053338e-08,0.0
1920,3.256059510903242e-08,1.8930579770426448e-08
1921,1.9689142760626055e-08,1.1359120866138994e-08
1922,2.2133805899215986e-08,2.3609393995371875e-08
1923,1.6985516992917837e-08,1.4862327368803108e-08
1924,1.4180787100137593e-08,2.3204924204378585e-08
1925,1.7597084678300234e-08,8.798542339150117e-09
1926,2.5636118672345276e-08,1.3375366592072169e-08
1927,3.1217830098739796e-08,2.7873062080630007e-08
1928,3.999114450703445e-08,1.2568645679778001e-08
1929,2.5622935329039365e-08,2.0052731253272782e-08
1930,3.676261295382233e-08,6.302162347537887e-09
1931,2.9653927313688655e-08,2.2810712430043623e-08
1932,3.726242447932293e-08,1.53433514782364e-08
1933,8.02946331646126e-09,2.523545639121494e-08
1934,1.1981580172459871e-08,1.4377896206951846e-08
1935,2.2739739868882225e-08,4.787313656606784e-09
1936,4.607391579369846e-08,1.2124714565686645e-08
1937,3.903246792447135e-08,1.1332006444320086e-08
1938,1.8151300351654243e-08,1.9447821131279852e-08
1939,3.6705722017416065e-08,7.647025235257843e-09
1940,2.5357829613881222e-08,2.2822046474857416e-08
1941,2.3612021671226557e-08,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,3.774205836748479e-08,1.1612940831184915e-08
1944,3.8558232162699824e-08,2.2492303131116387e-08
1945,7.406914015462007e-08,2.178504043826024e-09
1946,4.5939643200654245e-08,1.1136883415474585e-08
1947,3.4570526219468434e-08,1.3112957830685446e-08
1948,4.240036233227329e-08,2.174377655705939e-08
1949,3.3377827501901436e-08,2.0615717910565934e-08
1950,3.828730266164371e-08,2.4461330738745346e-08
1951,2.8785784422780125e-08,5.330700769690111e-09
1952,3.374337198547295e-08,5.272402070488624e-09
1953,2.693456835345387e-08,1.6160740301529586e-08
1954,3.127211556375187e-08,1.5636057781875934e-08
1955,2.4402580400817442e-08,1.8771215692936494e-09
1956,9.767678887939724e-08,2.0058624983221307e-08
1957,3.534015108330735e-08,7.068030161150318e-09
1958,3.97067690949271e-08,9.099467845885556e-09
1959,1.937687044151204e-08,1.9376869220266713e-08
1960,2.1454582610491713e-08,1.7994166157109248e-08
1961,3.474079646181849e-08,6.94815938118154e-09
1962,3.4880759613997725e-08,1.5854891288746842e-08
1963,2.133797494252576e-08,9.052474325699222e-09
1964,2.7986254869105665e-08,7.909158661334459e-09
1965,2.571860352462707e-08,2.134096988015699e-08
1966,2.3818021666066613e-08,8.30861190959098e-09
1967,2.4651677366094304e-08,5.91640286762285e-09
1968,2.3355362505084187e-08,1.3025105771724554e-08
1969,1.998373461153946e-08,6.8126366770115965e-09
1970,2.8512095129329396e-08,6.438214850135182e-09
1971,2.6205826841874114e-08,8.221435976452085e-09
1972,2.975485235978681e-08,7.182205663536223e-09
1973,3.473318344049403e-08,5.513203671370093e-09
1974,2.7565302096466127e-08,1.518904291231138e-08
1975,1.9990180177842376e-08,1.0851812337620004e-08
1976,2.9138986334942274e-08,5.713526984862938e-09
1977,2.4094805095575822e-08,2.938390863960194e-09
1978,1.9603951795232888e-08,7.128709622605811e-09
1979,3.862302344614932e-08,8.192762912528906e-09
1980,3.1268328370970266e-08,7.95921106799824e-09
1981,3.921840768805751e-08,5.69299452024552e-09
1982,3.600351305976801e-08,7.449002747961231e-09
1983,3.536576898000021e-08,6.946847541655643e-09
1984,2.4935737030773453e-08,4.059305780401701e-09
1985,2.6468455538442015e-08,9.02333674446254e-09
1986,2.7574632466276228e-08,1.019062523255343e-08
1987,3.238732804167199e-08,7.944062296871834e-09
1988,5.15703635350917e-08,1.619069489589009e-08
1989,3.0733485090195245e-08,8.232183490441969e-09
1990,2.778812091541738e-08,8.717841559757744e-09
1991,2.989347080983862e-08,1.0550637696837839e-08
1992,2.4243753671271406e-08,1.322386644631024e-08
1993,3.655876901209609e-08,9.416652346772025e-09
1994,4.325439917352014e-08,1.160483886764041e-08
1995,3.95838903877177e-08,1.5182862411755593e-08
1996,3.042712526379887e-08,1.975094043871195e-08
1997,3.883864352349775e-08,8.630809844589749e-09
1998,3.957547145549967e-08,7.152193948201102e-09
1999,3.9760750025763514e-08,8.683382013430219e-09
2000,4.329671032810012e-08,7.510653432518666e-09
2001,3.154472394406582e-08,1.445799924226776e-08
