year,anciens_ADJ arbres_NOUN,anciens_ADJ marbres_NOUN
1850,1.4935791270431764e-08,4.752297222410107e-09
1851,3.224719336003545e-08,7.094382858952031e-09
1852,6.510545436100301e-10,1.9531636308300904e-09
1853,1.0749477752369785e-08,1.4929829816878737e-08
1854,1.8704392701351935e-08,1.6626126253527218e-08
1855,4.776243400783642e-09,2.1227748447927297e-08
1856,3.6240324075009767e-09,9.836659486950339e-09
1857,1.122747050885664e-08,2.9289055625270066e-09
1858,3.229826006645453e-08,1.9574704079872163e-09
1859,2.49516496353408e-08,1.018434669930457e-09
1860,1.4189270203246451e-08,2.746310290291376e-09
1861,7.545541969022906e-09,4.715963730639317e-10
1862,2.5752521892741242e-08,1.8071945051545413e-09
1863,1.4983863039219614e-09,1.4484400345793347e-08
1864,2.7329949858767577e-08,1.9178911792039344e-09
1865,1.3649848362717876e-08,1.3649848362717876e-08
1866,1.216403244796993e-08,1.3623716377253459e-08
1867,1.6014277903764196e-08,0.0
1868,1.3831646938911035e-08,3.457911734727759e-09
1869,1.4650557211837167e-08,8.790334682373668e-09
1870,1.1468097582678638e-08,5.734048791339319e-09
1871,6.37270636261178e-09,3.18635318130589e-09
1872,7.256807155187062e-09,2.4189357183956872e-09
1873,1.2570609442263958e-08,4.190203295451056e-09
1874,2.0911132381229436e-08,5.377148060148329e-09
1875,1.5448122780981066e-08,5.149374260327022e-09
1876,1.0882827083946722e-08,3.02300739996042e-09
1877,4.9478527941460015e-09,0.0
1878,9.058632954861423e-09,3.6234530931267273e-09
1879,1.710611030603104e-08,4.27652757650776e-09
1880,4.492492600149944e-09,4.492492600149944e-09
1881,1.1853263259808955e-08,2.091752326904839e-09
1882,1.1979693681496428e-08,8.652000893505374e-09
1883,1.0110942305630033e-08,6.319338829996468e-09
1884,5.941527270181268e-09,5.281357573494461e-09
1885,3.2228177904158883e-09,1.353583467533781e-08
1886,6.4534639854230136e-09,4.5174246565693466e-09
1887,1.6322312390570914e-08,1.1752064210668323e-08
1888,1.3949351895803375e-08,3.1703073499755874e-09
1889,6.891650361495749e-09,1.2530273485467092e-09
1890,1.9663159989136147e-09,3.2771931834929546e-09
1891,3.1871101313640793e-09,3.824531802365527e-09
1892,1.56712811616444e-08,4.387958441043338e-09
1893,9.853466487186324e-09,5.542574843531156e-09
1894,1.5753848003896564e-08,7.561847148451761e-09
1895,1.2639090662958097e-08,7.22233739480771e-09
1896,4.1279202278587945e-09,5.89702897624278e-10
1897,3.4960281336537946e-09,2.330685422435863e-09
1898,1.3014216371232123e-08,1.6975064687230201e-09
1899,6.633094074004475e-09,0.0
1900,1.5573159428683425e-09,1.5573159428683425e-09
1901,2.794369402536745e-09,2.235495566438317e-09
1902,1.718599307309887e-08,9.820567692386817e-10
1903,1.2420506401156217e-08,3.2401321625741275e-09
1904,6.987012746151322e-09,3.7622376325430196e-09
1905,3.6125313851442797e-09,0.0
1906,5.658602919567102e-09,1.0288369045596824e-09
1907,5.142843484406967e-09,0.0
1908,3.437972351250096e-09,9.822778146428846e-10
1909,6.60118004702781e-09,1.2102163715610459e-08
1910,6.412980813053082e-09,5.34415089958884e-09
1911,3.7242617878519013e-09,5.3203743632934675e-09
1912,8.856016364688912e-09,5.209421227725386e-10
1913,1.113627856597077e-08,5.30298971401777e-10
1914,6.696743604095445e-09,0.0
1915,3.534228465440492e-09,0.0
1916,7.69122365795738e-09,0.0
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,0.0
1919,7.366278698128781e-09,0.0
1920,2.2716695191604686e-09,0.0
1921,4.543648568500203e-09,0.0
1922,7.377935595798135e-09,7.377935484775833e-10
1923,9.554353752605493e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,1.289162443462999e-09
1925,3.299453377181294e-09,6.598906754362588e-09
1926,7.802296586589819e-09,0.0
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,2.2852082448565625e-09,0.0
1929,1.0026365515614089e-08,0.0
1930,3.1510811737689437e-09,0.0
1931,9.124285327288817e-09,0.0
1932,5.4797681947604815e-09,1.0959536611565568e-09
1933,1.261772819560747e-08,0.0
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,0.0
1936,7.274828739411987e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,1.2965214457594243e-09,0.0
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,8.854508237732261e-09,0.0
1942,1.517105907566929e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,0.0
1945,6.535512131478072e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,7.152522574216391e-09,0.0
1948,4.348755133776194e-09,0.0
1949,4.908504269707237e-09,0.0
1950,4.2541445921528975e-09,4.2541445921528975e-09
1951,7.462981344019681e-09,0.0
1952,1.0544803918932644e-09,0.0
1953,6.464296653518886e-09,2.1547654771580937e-09
1954,7.818028890937967e-09,5.863521668203475e-09
1955,2.815682353940474e-09,0.0
1956,2.616342476002842e-09,6.976913269340912e-09
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,0.0
1959,4.650448914844674e-09,3.8753737996444215e-09
1960,4.844583401109048e-09,0.0
1961,0.0,2.779263708063695e-09
1962,4.43936931660005e-09,6.341956404476434e-10
1963,2.5864212993553792e-09,5.819448034571906e-09
1964,3.041984220075733e-09,0.0
1965,2.188817349590977e-09,5.472043373977442e-10
1966,6.6468897053084675e-09,1.6617224263271169e-09
1967,3.451234853457663e-09,2.465167847631733e-09
1968,3.5931326802796093e-09,8.982831700699023e-10
1969,4.995933444718048e-09,9.083515606356229e-10
1970,4.5987250119061684e-10,1.3796175313274261e-09
1971,4.624557625731995e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,0.0
1973,2.205281512956958e-09,1.102640756478479e-09
1974,3.3753431161187564e-09,5.625571675160757e-10
1975,1.7134440533084216e-09,0.0
1976,2.856763492431469e-09,0.0
1977,4.7014254711541525e-09,0.0
1978,3.5643548113029055e-09,1.7821774056514528e-09
1979,8.192762912528906e-09,0.0
1980,3.411090521154847e-09,1.1370301367108482e-09
1981,0.0,6.325549528618524e-10
1982,2.483000915987077e-09,2.483000915987077e-09
1983,7.57837881337764e-09,0.0
1984,4.059305780401701e-09,1.1598016991243298e-09
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,2.997242676272549e-09,0.0
1987,6.110816741511371e-09,6.110816852533674e-10
1988,4.797243047249822e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,3.30596661157756e-09
1993,2.7696036575264316e-09,0.0
1994,4.747434001473039e-09,0.0
1995,1.0844901643380922e-09,1.0844901643380922e-09
1996,4.270473752399084e-09,1.6014276571496566e-09
1997,4.794894259418925e-09,4.79489448146353e-10
1998,8.582632382569955e-09,4.768129224785866e-10
1999,1.8280804647829996e-09,4.570201161957499e-10
2000,1.0161472552283612e-08,1.7672125984802278e-09
2001,2.190605918883648e-09,0.0
2002,3.9430991805033955e-09,1.3143663935011318e-09
2003,2.083461403401543e-09,8.333845835650777e-10
2004,3.9643119897903034e-09,0.0
2005,3.602999676388663e-09,0.0
2006,3.706100981659688e-09,2.0589450144825605e-09
2007,1.997239706952314e-09,3.994479469415779e-10
2008,3.8316958494988285e-09,0.0
2009,6.198650481792356e-09,4.76819250749827e-10
2010,1.4171379625338432e-09,0.0
2011,5.353560705856353e-09,7.64794394481072e-10
2012,3.4042526575461807e-09,3.404252713057332e-10
2013,2.7891249310130206e-09,0.0
2014,6.279790909502481e-09,2.1654451842767486e-10
2015,4.654808538617772e-09,2.2165753954528356e-10
2016,4.764082017771898e-09,1.0356699942093428e-09
2017,3.018733707449428e-09,0.0
2018,5.937373259712331e-09,5.162933414126769e-10
2019,6.887666881283394e-09,2.55098775436835e-10
