year,mêmes_ADJ auteurs_NOUN,mêmes_ADJ moteurs_NOUN
1871,3.1120050780764075e-07,0.0
1872,2.9994801742372346e-07,0.0
1873,3.627518738724689e-07,0.0
1874,3.2501873215018406e-07,0.0
1875,3.6503343459060034e-07,4.577221712764867e-09
1876,3.893633526708129e-07,4.232210137899983e-09
1877,3.8716948247419225e-07,1.2369631985365004e-09
1878,4.2152839152542754e-07,6.039088673581716e-10
1879,3.47620608076582e-07,1.832797580370027e-09
1880,4.7427884908302076e-07,7.059631101924424e-09
1881,3.800016727950606e-07,1.2550513517339823e-08
1882,3.8268465551993813e-07,1.9966155395678697e-09
1883,4.28451190970236e-07,3.159669414998234e-09
1884,3.9610182689386875e-07,1.0562715146988921e-08
1885,4.202554584331608e-07,6.445635580831777e-09
1886,4.349634512568201e-07,3.2267319927115068e-09
1887,3.597437603364284e-07,2.6115698492645834e-09
1888,4.83788890726089e-07,8.242799331981132e-09
1889,4.266558238930074e-07,0.0
1890,4.4766458506817486e-07,5.243509182406569e-09
1891,3.964764765385098e-07,8.92390783491237e-09
1892,4.557208637123722e-07,9.402768341715273e-09
1893,4.791247942836918e-07,1.23168328869383e-08
1894,4.499299146587532e-07,1.0082462864602348e-08
1895,4.99545006249491e-07,1.023164486468886e-08
1896,5.861646850124913e-07,5.897029087265082e-09
1897,4.667197666119449e-07,4.078699600285063e-09
1898,5.324512120097324e-07,2.4330926606808134e-08
1899,5.704461099043101e-07,7.738609753005221e-09
1900,4.827679420671416e-07,2.0245106924221545e-08
1901,5.303713437321278e-07,5.58873880507349e-09
1902,5.087054208985364e-07,1.718599307309887e-08
1903,5.686432169582645e-07,1.1880484152015924e-08
1904,6.567792008027595e-07,1.7736262236667244e-08
1905,6.296126131566382e-07,1.5998352864698973e-08
1906,4.840677614303956e-07,1.3374879870298173e-08
1907,6.798838860788692e-07,2.0571373937627868e-08
1908,5.628451891226405e-07,1.3751889405000384e-08
1909,5.407466736606636e-07,2.585462333115629e-08
1910,5.654111649988636e-07,1.2825961626106164e-08
1911,5.40017990546815e-07,1.649316061502759e-08
1912,5.766829149767005e-07,1.9795800554334164e-08
1913,6.066620272804357e-07,1.3257474229533273e-08
1914,5.33730459606474e-07,8.705766774141921e-09
1915,4.288197381629999e-07,9.424609537234119e-09
1916,4.416959622499661e-07,1.0987461607214755e-08
1917,4.189174109825444e-07,8.773139548168274e-09
1918,5.421569779784363e-07,2.2972752589112133e-08
1919,4.7420418303190104e-07,1.8415697411455767e-08
1920,4.6947836906952034e-07,1.817335615328375e-08
1921,5.800724247606581e-07,2.9533714140939082e-08
1922,6.67703143442111e-07,1.475587119159627e-08
1923,5.297358103284466e-07,1.0615948120573648e-08
1924,6.136413270851904e-07,1.5469948877466777e-08
1925,6.675893899910079e-07,1.7597084678300234e-08
1926,6.75455980037043e-07,1.2260752413340015e-08
1927,5.552313870893499e-07,2.1183527820767267e-08
1928,6.924180788736578e-07,2.0566874425753667e-08
1929,5.993538803039655e-07,2.2280811862174232e-08
1930,6.942882140315021e-07,3.046045193855207e-08
1931,7.675805218099185e-07,2.2810713318222042e-08
1932,6.608600524593555e-07,1.0959536389520963e-08
1933,8.775056490328836e-07,1.8353059516584835e-08
1934,7.212911299347979e-07,1.3179738189705859e-08
1935,9.371166580507406e-07,8.377798899061872e-09
1936,9.990765312828387e-07,1.8187071404440758e-08
1937,8.612325026469136e-07,1.7627565185307503e-08
1938,1.0164727850536792e-06,2.3337385357535823e-08
1939,8.855255249073934e-07,7.647025235257843e-09
1940,9.737406525545111e-07,2.5357829169792012e-09
1941,8.264207167485438e-07,1.4757512545315876e-08
1942,8.981266721441727e-07,1.517105907566929e-08
1943,1.088713220243065e-06,5.806470415592457e-09
1944,7.101141292764623e-07,0.0
1945,8.08225015358488e-07,4.357008087652048e-09
1946,7.79581822207831e-07,8.352662561605939e-09
1947,7.021393086947825e-07,1.4305045148432782e-08
1948,1.0284806215565823e-06,1.195907639583993e-08
1949,8.80585634965847e-07,1.7670615193310368e-08
1950,9.454836185085469e-07,8.508289184305795e-09
1951,8.294570577049853e-07,9.595261474260042e-09
1952,8.931449038129813e-07,9.490323193972472e-09
1953,7.75715571887936e-07,1.2928593307037772e-08
1954,7.642123103224208e-07,1.2704297169818801e-08
1955,8.390733468033318e-07,1.220129064449793e-08
1956,8.930449038047072e-07,1.0465369904011368e-08
1957,9.356304895291601e-07,8.835037590415595e-09
1958,8.917478440118032e-07,7.445019267748876e-09
1959,8.0065222896053e-07,8.525822714489095e-09
1960,7.92435438157213e-07,2.076250060767393e-09
1961,8.893643590468514e-07,9.03260666262895e-09
1962,8.548957493026421e-07,1.0147130247162295e-08
1963,8.515792289109925e-07,9.052474325699222e-09
1964,7.58062457917319e-07,8.517555549758526e-09
1965,7.726525370621573e-07,3.2832261354087677e-09
1966,7.466672704570243e-07,5.539074976468328e-09
1967,6.828514811374475e-07,6.409436092980059e-09
1968,6.427215935023156e-07,3.5931326802796093e-09
1969,5.713531396889238e-07,9.537691525451919e-09
1970,6.051922138983201e-07,5.518470125309705e-09
1971,6.6388098085568e-07,6.679916619845017e-09
1972,6.776924230678105e-07,9.234264020108185e-09
1973,6.213380563391269e-07,1.3783009400469837e-08
1974,6.385023825217218e-07,1.2938814464291681e-08
1975,6.431126839956391e-07,1.7134439644905797e-08
1976,5.890646352924023e-07,1.0284348483935446e-08
1977,6.123606578478658e-07,1.057820764316375e-08
1978,6.522769564476505e-07,1.3663360221016774e-08
1979,6.431318815280918e-07,8.777959692451986e-09
1980,6.213869414573026e-07,1.193881615790815e-08
1981,6.540618402439691e-07,1.0753434587229549e-08
1982,6.846875069133063e-07,1.3035754697909852e-08
1983,5.993235023815657e-07,9.47297440490047e-09
1984,5.903390736250458e-07,9.858314165001048e-09
1985,6.135869363710356e-07,9.624892882698077e-09
1986,6.396116205564795e-07,1.1988970705090196e-08
1987,6.630236142335377e-07,1.2221633483022742e-08
1988,6.626191844105733e-07,1.0194141530917022e-08
1989,5.471657940070429e-07,1.3720305780395847e-08
1990,6.140629542628062e-07,9.80757164370516e-09
1991,6.459334915831505e-07,8.7921980806982e-09
1992,6.854370391828901e-07,6.060938417817852e-09
1993,6.043275242451074e-07,1.661762283333701e-09
1994,5.512298444365626e-07,7.384897138251745e-09
1995,5.644771542412386e-07,4.337960657352369e-09
1996,5.829196663142966e-07,2.6690460952494277e-09
1997,5.80182227816195e-07,5.753873377756236e-09
1998,5.798045106253369e-07,5.2449422582867555e-09
1999,5.67161992037768e-07,5.0272213059088244e-09
2000,6.32662120692018e-07,6.185244316725402e-09
2001,5.550995453296181e-07,4.381211837767296e-09
2002,5.437095684790449e-07,1.1829298429688606e-08
2003,5.812857666320781e-07,4.583615265119079e-09
2004,5.523608305191274e-07,4.404791198453495e-09
2005,5.755791772088514e-07,1.8014998381943315e-09
2006,5.608566144843508e-07,5.7650457740976435e-09
2007,5.216790221196366e-07,7.988958827809256e-09
2008,5.028036308141193e-07,2.554463751636149e-09
2009,5.230707269543444e-07,7.1522885392028e-09
2010,4.941087359822127e-07,4.2514138876015295e-09
2011,4.6078863477627685e-07,5.353560705856353e-09
2012,4.0714862306612254e-07,9.19148224198807e-09
2013,4.111170414655696e-07,6.414987652192394e-09
2014,3.6033008254943155e-07,4.7639794331644225e-09
2015,3.50662235970578e-07,4.654808538617772e-09
2016,3.363856184712688e-07,5.178350193091319e-09
2017,3.4715435265342265e-07,8.553078245654433e-09
2018,3.051293736011651e-07,4.64663996169179e-09
2019,3.0943481499345893e-07,5.101975730781305e-09
