year,différents_DET marchés_NOUN
1923,2.5478275489376756e-08
1924,1.5469948877466777e-08
1925,2.3096173862313663e-08
1926,2.229227691330493e-09
1927,6.689535148041159e-09
1928,7.998228745975666e-09
1929,1.5596569369336066e-08
1930,7.352522590764465e-09
1931,1.2545892325022123e-08
1932,2.1919073223131136e-09
1933,1.0323596200123575e-08
1934,2.3963160344919743e-09
1935,8.377798899061872e-09
1936,9.699771652549316e-09
1937,8.813782592653752e-09
1938,9.075650453382877e-09
1939,1.3764645423464117e-08
1940,5.0715658339584024e-09
1941,1.1806010391524069e-08
1942,9.102635090130207e-09
1943,5.806470415592457e-09
1944,1.927911696952833e-08
1945,6.535512131478072e-09
1946,1.3921104269343232e-08
1947,3.5762612871081956e-09
1948,5.435944139264848e-09
1949,6.8719057111366055e-09
1950,1.595304155443955e-08
1951,1.8124383771578323e-08
1952,9.490323193972472e-09
1953,8.619061908632375e-09
1954,6.840775057526116e-09
1955,1.220129064449793e-08
1956,5.232684952005684e-09
1957,8.835037590415595e-09
1958,1.6544486669545222e-08
1959,5.425523585955716e-09
1960,1.4533750203327145e-08
1961,1.111705483225478e-08
1962,2.3465238641051656e-08
1963,1.5518526907953856e-08
1964,1.7035111099517053e-08
1965,1.8057743744748223e-08
1966,1.9940669560014612e-08
1967,1.2818872185960117e-08
1968,1.527081394669949e-08
1969,2.5433843475752838e-08
1970,2.2533752641606952e-08
1971,2.2608949379332444e-08
1972,2.0520587895589415e-08
1973,1.7642252103655665e-08
1974,1.2938814464291681e-08
1975,1.770558810676448e-08
1976,2.171140245366132e-08
1977,1.4104276857551667e-08
1978,2.257424647211792e-08
1979,1.404473604083023e-08
1980,1.6486936260662333e-08
1981,1.8976647808699454e-08
1982,1.4898005495922462e-08
1983,2.652432762317858e-08
1984,2.3775934110403796e-08
1985,1.7445119127046382e-08
1986,2.8773531113301942e-08
1987,2.199894133525504e-08
1988,3.2981045450242163e-08
1989,3.237991919036176e-08
1990,2.0704874259536155e-08
1991,2.6962739596569918e-08
1992,3.4712648755430564e-08
1993,3.655877023334142e-08
1994,3.323203756622206e-08
1995,3.524592884218691e-08
1996,3.4163790019192675e-08
1997,2.5892429533769246e-08
1998,4.052909829965756e-08
1999,5.484241327735617e-08
2000,4.9923755796044134e-08
2001,4.337399772680328e-08
2002,4.468845915539532e-08
2003,3.5835537204320644e-08
2004,3.479784993487556e-08
2005,3.422849559342467e-08
2006,3.459027553276428e-08
2007,2.3167981311189578e-08
2008,3.405951787271988e-08
2009,3.290052674742583e-08
2010,5.479600062585632e-08
2011,4.5887663446819715e-08
2012,3.4042528795907856e-08
2013,4.239469930666928e-08
2014,2.7717698358742382e-08
2015,2.549061761669691e-08
2016,2.7341688024762334e-08
2017,2.8174847344075715e-08
2018,2.0651732768328657e-08
2019,2.7550667525133576e-08
