year,très_ADV orale_ADJ,très_ADV morale_ADJ
1800,0.0,3.144164484325529e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,1.730295728918918e-08
1805,0.0,8.528632911009026e-09
1806,0.0,2.881669125542885e-09
1807,0.0,8.540865792383556e-09
1808,0.0,1.3596443970698147e-08
1809,0.0,6.7770917766551975e-09
1810,0.0,1.1700633351097167e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,1.8670457180292033e-08
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,9.270415546325239e-09
1817,0.0,1.0898113522728181e-08
1818,0.0,2.1458118837358597e-08
1819,0.0,3.415846450138815e-08
1820,0.0,2.610625848831205e-08
1821,0.0,2.6626018723163725e-08
1822,0.0,8.02049271442229e-09
1823,0.0,6.917880934764753e-09
1824,0.0,2.0210670470532932e-08
1825,0.0,3.3460683113162304e-08
1826,0.0,7.0463874735082754e-09
1827,0.0,1.566936447261469e-08
1828,0.0,2.2930752408001354e-08
1829,0.0,4.286587973467704e-09
1830,0.0,1.1480519646056564e-08
1831,0.0,1.2472964883158966e-08
1832,0.0,2.1647950987357945e-08
1833,0.0,3.01174338801502e-08
1834,0.0,1.213489042584115e-08
1835,0.0,6.050470346963266e-09
1836,0.0,6.048674894287842e-09
1837,0.0,1.1828414581138702e-08
1838,0.0,1.7042836475411605e-08
1839,0.0,2.3771015378315496e-08
1840,0.0,1.7198159341091923e-08
1841,0.0,2.3113974734201292e-08
1842,0.0,1.2745703159566801e-08
1843,0.0,1.2995204023980023e-08
1844,0.0,3.841992946007622e-09
1845,0.0,7.812318791877715e-09
1846,0.0,1.6392604607062822e-08
1847,0.0,1.7258315665458213e-08
1848,0.0,9.65426583121598e-09
1849,0.0,1.6758829879393033e-09
1850,0.0,3.394498016007219e-09
1851,0.0,4.514607354622058e-09
1852,0.0,2.0833745395520964e-08
1853,0.0,1.1943863675867306e-09
1854,0.0,7.27393034694046e-09
1855,0.0,1.5920811335945473e-09
1856,0.0,3.6240324075009767e-09
1857,0.0,1.122747050885664e-08
1858,0.0,1.7127865348243176e-08
1859,0.0,0.0
1860,0.0,8.696649622663699e-09
1861,0.0,3.772770984511453e-09
1862,0.0,1.7168348520613108e-08
1863,0.0,2.9967726078439227e-09
1864,0.0,7.671564716815737e-09
1865,0.0,0.0
1866,0.0,2.919367858567057e-09
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,9.767038733343725e-09
1870,0.0,2.8670243956696595e-09
1871,0.0,2.1242354542039266e-09
1872,0.0,1.2094678591978436e-09
1873,0.0,1.1972009161809183e-08
1874,0.0,1.7923826867161097e-09
1875,0.0,5.721527140956084e-10
1876,0.0,1.209202959984168e-08
1877,0.0,6.184815992682502e-10
1878,0.0,1.2078177347163432e-09
1879,0.0,1.8327975581655664e-08
1880,0.0,3.0805662021293756e-08
1881,0.0,1.673401861523871e-08
1882,0.0,4.192892744114829e-08
1883,0.0,2.211768546089843e-08
1884,0.0,2.970763546272792e-08
1885,0.0,3.545099502844096e-08
1886,0.0,3.4203357035522686e-08
1887,0.0,4.504957828999068e-08
1888,0.0,3.233713385952797e-08
1889,0.0,2.5687061366852504e-08
1890,0.0,3.6704562944578356e-08
1891,0.0,3.888274235919198e-08
1892,0.0,3.19694137829174e-08
1893,0.0,5.788911394688512e-08
1894,0.0,5.356308463433379e-08
1895,0.0,3.370423939941247e-08
1896,0.0,3.597187614445829e-08
1897,0.0,4.603103676004139e-08
1898,0.0,4.4701005563752005e-08
1899,0.0,1.9899282222013426e-08
1900,0.0,2.2321527737290126e-08
1901,0.0,3.8003424462917934e-08
1902,0.0,3.388095848322337e-08
1903,0.0,3.456140884594561e-08
1904,0.0,4.2997002402955786e-08
1905,0.0,2.3223415912543288e-08
1906,0.0,3.3951618128025274e-08
1907,0.0,3.1371342856800766e-08
1908,0.0,5.3043002878894185e-08
1909,0.0,2.2003934674330594e-08
1910,0.0,5.6647998292191915e-08
1911,0.0,3.458243114096149e-08
1912,0.0,3.3861237369592345e-08
1913,0.0,4.719660751106858e-08
1914,0.0,3.080502253283157e-08
1915,0.0,8.246533234057551e-09
1916,0.0,1.3184954461564757e-08
1917,0.0,2.1932848426331475e-08
1918,0.0,1.9526840588923733e-08
1919,0.0,3.591060959706738e-08
1920,0.0,2.8774479687854182e-08
1921,0.0,2.6504615391331754e-08
1922,0.0,2.7298360905092522e-08
1923,0.0,3.6094224498128824e-08
1924,0.0,3.609654797287476e-08
1925,2.1996355847875293e-09,1.5397449093512705e-08
1926,0.0,1.2260752413340015e-08
1927,0.0,2.6758140592164636e-08
1928,0.0,2.6279895593006586e-08
1929,1.1140406375176326e-09,2.0052731031228177e-08
1930,2.100720708497761e-09,2.205756755024879e-08
1931,0.0,1.710803587684495e-08
1932,0.0,3.3974561830518724e-08
1933,0.0,2.523545639121494e-08
1934,0.0,1.7972370258689807e-08
1935,0.0,2.992070946561398e-08
1936,0.0,2.0612015205756506e-08
1937,0.0,2.2664012444550963e-08
1938,0.0,1.9447821131279852e-08
1939,0.0,7.647025235257843e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,1.2852744646352221e-08
1945,0.0,1.5249527862692958e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,1.549713246618012e-08
1948,0.0,1.3046265401328583e-08
1949,0.0,1.668891336237266e-08
1950,0.0,5.317680518146517e-09
1951,0.0,1.7058242818279723e-08
1952,0.0,2.003512733494972e-08
1953,0.0,1.4005975934594517e-08
1954,0.0,2.34540866728139e-08
1955,9.385607846468247e-10,2.440258128899586e-08
1956,0.0,2.093073958597813e-08
1957,0.0,1.767007518083119e-08
1958,0.0,1.6544486669545222e-08
1959,0.0,2.9452841943111707e-08
1960,6.920833350854139e-10,1.3841666479663672e-08
1961,0.0,3.057190056665604e-08
1962,0.0,1.9025868880362395e-08
1963,1.2932106496776896e-09,1.7458344103715717e-08
1964,6.083968329129164e-10,2.9203048756976102e-08
1965,5.472043373977442e-10,1.641613067704384e-08
1966,0.0,1.6063316343739587e-08
1967,1.4791006197611978e-09,1.9228309611207806e-08
1968,0.0,2.69484954074084e-08
1969,9.083515606356229e-10,1.4533624970169967e-08
1970,1.3796175313274261e-09,1.8854771965948203e-08
1971,1.0276794970565106e-09,2.2608949490354746e-08
1972,5.130146862875051e-10,2.1546616935097518e-08
1973,0.0,2.3155456219114967e-08
1974,0.0,1.912694358452427e-08
1975,5.711480177694739e-10,1.7134439644905797e-08
1976,5.713526873840635e-10,2.285410793945175e-08
1977,5.876781838942691e-10,2.52701610747863e-08
1978,0.0,5.346532105932056e-08
1979,1.462993370893173e-08,3.101546042216796e-08
1980,3.97960553399912e-09,2.3309118191150446e-08
1981,3.1627747087981106e-09,2.340453342242199e-08
1982,2.483000915987077e-09,2.2347007799794483e-08
1983,1.2630632095778083e-09,2.462973291983417e-08
1984,4.059305780401701e-09,2.3775934110403796e-08
1985,0.0,1.3234227935754461e-08
1986,1.7983456945813714e-09,2.577628777089558e-08
