year,mêmes_ADJ êtres_NOUN,mêmes_ADJ maîtres_NOUN
1869,4.395167252368992e-08,5.07885999923019e-08
1870,4.12851512976431e-08,7.511604138699113e-08
1871,7.647247457498452e-08,6.266494523288202e-08
1872,5.019291648977742e-08,8.042961496812495e-08
1873,4.4895035244962855e-08,4.968383748860106e-08
1874,3.4652732239237594e-08,8.842421550525614e-08
1875,3.4901315615343265e-08,8.296214559777582e-08
1876,5.1995726835230016e-08,6.348315650939185e-08
1877,5.751878973114799e-08,7.731019735501832e-08
1878,3.140326043649111e-08,4.9520526346213956e-08
1879,4.459807456669296e-08,9.530547373515219e-08
1880,2.759673911612026e-08,7.38052321480609e-08
1881,4.113779539238749e-08,9.831235558976914e-08
1882,2.7952617998039386e-08,7.187816208897857e-08
1883,6.19295192905156e-08,7.899173937175874e-08
1884,3.3668655419205606e-08,6.535679819563711e-08
1885,2.513797880965285e-08,7.154655889962669e-08
1886,1.936039240035825e-08,9.228453329290787e-08
1887,2.9380160526670807e-08,8.291734587828614e-08
1888,2.3460273723685532e-08,5.516334877775364e-08
1889,3.5084767091575486e-08,4.949458032310616e-08
1890,3.211649257650606e-08,6.488842529961403e-08
1891,3.1233678754460925e-08,7.01164211136529e-08
1892,1.9432388143059143e-08,7.208789298829288e-08
1893,4.126139074855928e-08,9.237624709612646e-08
1894,3.276800342177921e-08,6.364554394622246e-08
1895,2.166701307260155e-08,7.824198799966098e-08
1896,1.4152869098893461e-08,6.545702291305133e-08
1897,4.078699333831537e-08,7.632994547535077e-08
1898,2.3765091228256097e-08,7.129526835569777e-08
1899,2.1557555740514545e-08,8.236091986191241e-08
1900,3.3741844873702576e-08,7.94231098666387e-08
1901,2.6267072072982955e-08,7.656572620362567e-08
1902,2.8479647085077886e-08,7.807351282140829e-08
1903,3.0781254878320397e-08,8.262337325426472e-08
1904,4.944655174199397e-08,8.438161369639374e-08
1905,3.715746643706552e-08,8.566859738268207e-08
1906,3.0865106026567446e-08,5.8643705003191826e-08
1907,2.0057088434555226e-08,5.914269785023407e-08
1908,1.964555629285769e-08,6.483033598847499e-08
1909,2.475442606453271e-08,6.381141193223527e-08
1910,3.90122991689168e-08,6.145773312482561e-08
1911,3.351835786702395e-08,7.714542249459555e-08
1912,4.0112542620818203e-08,8.803921563993455e-08
1913,3.977242357677824e-08,8.962052788774599e-08
1914,3.3483718908655646e-08,5.558297289098846e-08
1915,2.591767689352764e-08,5.5369582696584985e-08
1916,6.592477230782379e-09,5.6036057571873243e-08
1917,1.864292187292449e-08,6.908847183240141e-08
1918,2.8715941624568586e-08,5.858051821405752e-08
1919,2.301962176431971e-08,1.178604591700605e-07
1920,2.7260034229925623e-08,8.329455214450832e-08
1921,2.574734203619755e-08,5.300923355822107e-08
1922,3.8365264742878935e-08,7.082818037629224e-08
1923,3.8217415010421973e-08,5.944931080748006e-08
1924,2.9650736976805092e-08,1.1344629402554318e-07
1925,4.2892892793133797e-08,9.018506119673475e-08
1926,5.5730691173039304e-08,6.241837269271855e-08
1927,5.5746124161260013e-08,8.584903377073516e-08
1928,4.34189573184085e-08,6.969884935870141e-08
1929,4.67897081080082e-08,4.67897081080082e-08
1930,2.6259009189288918e-08,7.562594817045465e-08
1931,3.763767608688795e-08,6.044839295782367e-08
1932,2.849479585620429e-08,1.0740345690596342e-07
1933,2.6382522833046096e-08,8.602996359741155e-08
1934,2.995395220750652e-08,4.073737258636356e-08
1935,2.992070946561398e-08,4.4282651323612754e-08
1936,3.516167268458048e-08,4.364897199238271e-08
1937,4.784624962894668e-08,4.1550688223424004e-08
1938,2.2040865133021725e-08,6.741911562357927e-08
1939,2.9058696782158222e-08,8.105846660555471e-08
1940,2.028626333583361e-08,5.832300686847702e-08
1941,3.836953510472085e-08,8.559357667081713e-08
1942,2.730790527039062e-08,1.153000468434584e-07
1943,3.4838823381733164e-08,6.67744117777147e-08
1944,4.177142187700156e-08,8.354284375400312e-08
1945,3.921307367704685e-08,6.317661416233022e-08
1946,5.290019799986112e-08,4.872386583087973e-08
1947,2.26496545963073e-08,7.271731572444651e-08
1948,5.218506160531433e-08,4.4574740343250596e-08
1949,2.7487622844546422e-08,4.0249734212238764e-08
1950,2.9779013033248702e-08,7.125692325082866e-08
1951,2.1322803078760444e-08,7.356367526245577e-08
1952,3.4797853487589236e-08,3.690681538159879e-08
1953,2.2625037843226892e-08,6.24881977273617e-08
1954,6.449873524161376e-08,2.73631017844167e-08
1955,2.0648336374051723e-08,6.100645322248965e-08
1956,3.8373023869553435e-08,3.66287953301736e-08
1957,1.6786572132332367e-08,3.710716001137371e-08
1958,2.3162280982091943e-08,4.0533993772573496e-08
1959,4.4954337141689393e-08,5.5805383425422406e-08
1960,3.114374891310945e-08,3.9448751598669674e-08
1961,3.196153386397782e-08,5.766972321907815e-08
1962,4.249110929777089e-08,5.010145542883038e-08
1963,3.168366191630412e-08,6.142750619275716e-08
1964,2.4335873760605864e-08,5.47557162944301e-08
1965,3.720989383282358e-08,6.019247794641913e-08
1966,2.8249282024717104e-08,5.8714192952002975e-08
1967,3.747054933000982e-08,5.226155797011245e-08
1968,3.2787337289619245e-08,7.051522943335442e-08
1969,3.0429777808649305e-08,4.678010595560167e-08
1970,3.449043717296263e-08,5.794393445612833e-08
1971,3.699646100585596e-08,4.264870079317973e-08
1972,2.61637485010624e-08,5.591860130493842e-08
1973,2.1501493918663073e-08,5.954260196006089e-08
1974,2.6440186928766707e-08,3.544110260822464e-08
1975,1.8276736568623164e-08,4.226495420311949e-08
1976,2.1140049710766107e-08,3.599522102604169e-08
1977,3.0559267116814226e-08,5.054032259366181e-08
1978,2.1386128423728223e-08,4.990096869050831e-08
1979,3.6867433550469286e-08,5.266775959800185e-08
1980,1.9329512213062117e-08,4.7755265741855624e-08
1981,1.4548763971333756e-08,3.226030209635411e-08
1982,2.296775925003658e-08,4.655626872906993e-08
1983,1.894594880980094e-08,2.5892795463278162e-08
1984,2.0296528902008504e-08,4.05930598579296e-08
1985,1.7445119127046382e-08,3.489023792102586e-08
1986,3.956360572487938e-08,3.596691300344901e-08
1987,2.5054349706010726e-08,3.055408515084679e-08
1988,2.338656024392094e-08,5.037105299532385e-08
1989,2.030605195102453e-08,3.567279449612215e-08
1990,2.669838927715773e-08,3.705082779470459e-08
1991,1.934283488935762e-08,4.3960989515312576e-08
1992,2.2039776226279173e-08,3.691662597837819e-08
1993,1.772546376344053e-08,4.043621371074835e-08
1994,2.2682185019107237e-08,4.1144428086781204e-08
1995,2.331653803366862e-08,4.229511468833991e-08
1996,2.829188794351012e-08,3.3096169804736064e-08
1997,2.013855748828064e-08,3.356426026002168e-08
1998,2.4794271524797296e-08,4.6727667069035306e-08
1999,1.6452723627935484e-08,3.199140669041256e-08
2000,2.1206551181762734e-08,4.7272937564457607e-08
2001,1.664860427297299e-08,3.636405798701503e-08
2002,2.1467984723244626e-08,3.811662752095657e-08
2003,3.1251921939201566e-08,4.291930633115726e-08
2004,2.7309706496225772e-08,3.3476414001976096e-08
2005,3.2426996199319547e-08,4.3686370077011816e-08
2006,2.2648395159308166e-08,5.6826879535343267e-08
2007,2.157018919035636e-08,4.673540915378638e-08
2008,1.830699147831183e-08,3.746546928251604e-08
2009,2.384096298158056e-08,3.766872103128094e-08
2010,2.8342757474320024e-08,4.2986517012622016e-08
2011,2.1796640936599943e-08,2.4855816960211996e-08
2012,2.7234021260369445e-08,2.9276573276781903e-08
2013,2.0639525644128298e-08,2.872798809949728e-08
2014,2.7284610126798725e-08,3.2048589074240574e-08
2015,2.8150507702662253e-08,3.6573493400471335e-08
2016,3.41771091427745e-08,4.287673874281417e-08
2017,2.5156113636626287e-08,1.8363962794865074e-08
2018,2.8396133444630323e-08,2.6847253864481502e-08
2019,3.3673039467885246e-08,3.290774119868445e-08
