year,mêmes_ADJ oies_NOUN,mêmes_ADJ mois_NOUN
1965,5.472043373977442e-10,1.3023463907302357e-07
1966,5.539074754423723e-10,1.362612351840653e-07
1967,0.0,1.0452311727249253e-07
1968,8.982831700699023e-10,9.162488368019694e-08
1969,0.0,8.583922550542411e-08
1970,9.197450023812337e-10,9.473373552282283e-08
1971,5.138397485282553e-10,1.238353775079304e-07
1972,5.130146862875051e-10,6.515286798958186e-08
1973,0.0,7.883881636416845e-08
1974,5.625571675160757e-10,6.525662854528491e-08
1975,0.0,1.0166434805114477e-07
1976,0.0,7.941802238065065e-08
1977,0.0,1.275261638511438e-07
1978,0.0,8.198016132610064e-08
1979,0.0,1.106022935459805e-07
1980,5.685150683554241e-10,7.618101705020308e-08
1981,0.0,9.235302655952182e-08
1982,1.2415004579935385e-09,9.187103700014632e-08
1983,0.0,6.567928778622445e-08
1984,0.0,5.4510678637598176e-08
1985,0.0,8.662403416792586e-08
1986,5.994485463567401e-10,5.8146508052914214e-08
1987,0.0,7.088547704370285e-08
1988,0.0,6.11648474091453e-08
1989,0.0,6.146697018039049e-08
1990,5.44865097484859e-10,7.13773289362507e-08
1991,0.0,5.5683919697457895e-08
1992,1.1019888335184191e-09,7.769020982095753e-08
1993,0.0,2.1270557226671372e-07
1994,5.274926606624319e-10,1.1341091976646567e-07
1995,5.422450821690461e-10,7.971002702333863e-08
1996,5.338092190498855e-10,6.032043842196799e-08
1997,9.58978896292706e-10,5.178485906753849e-08
1998,0.0,6.055524437442728e-08
1999,0.0,5.8498574873055986e-08
2000,1.7672125984802278e-09,5.6992607966321884e-08
2001,0.0,5.3888904005816585e-08
2002,8.76244299341522e-10,5.914649037208619e-08
2003,0.0,4.916968876500505e-08
2004,4.404791253964646e-10,5.638132805074747e-08
2005,0.0,3.332774767272895e-08
2006,0.0,2.84134404893166e-08
2007,0.0,2.5165221018141892e-08
2008,8.514879357157668e-10,2.299017509699297e-08
2009,4.76819250749827e-10,3.814554005998616e-08
2010,9.447586046817946e-10,2.0784689525044087e-08
2011,0.0,1.3001504761689375e-08
2012,3.404252713057332e-10,2.2127641940983267e-08
2013,0.0,1.9523875849358774e-08
2014,6.496335691608124e-10,1.8622827724357194e-08
2015,4.433150790905671e-10,1.9505863591007255e-08
2016,2.0713400439298368e-10,1.636358604173438e-08
2017,0.0,1.33327402451755e-08
2018,1.5488800242380307e-09,1.523065407127433e-08
2019,2.55098775436835e-10,9.94885240857002e-09
