year,mêmes_ADJ oies_NOUN,mêmes_ADJ mois_NOUN
1800,6.288328968651058e-09,7.545995117652637e-08
1801,2.3811825844433088e-09,9.28661236798689e-08
1802,4.475680270843441e-09,1.2979472785445978e-07
1803,0.0,7.996391104825307e-08
1804,2.4718509461507665e-09,8.404293083685843e-08
1805,0.0,9.097208675257207e-08
1806,0.0,8.645007198992971e-08
1807,0.0,1.1387820109121094e-07
1808,2.2660739951163578e-09,1.1783584596969376e-07
1809,0.0,2.0783080856290326e-07
1810,0.0,1.0296557917399696e-07
1811,0.0,8.524060746140094e-08
1812,0.0,5.3344166417446104e-08
1813,0.0,1.0927818294703684e-07
1814,0.0,5.034683425719777e-08
1815,0.0,5.664169577812572e-08
1816,0.0,8.806894413737609e-08
1817,0.0,7.7843672841027e-08
1818,4.768470951432846e-09,1.454383635746126e-07
1819,0.0,1.0868602373648173e-07
1820,3.5599443393152796e-09,8.069207524386002e-08
1821,0.0,5.423818549843418e-08
1822,2.0051231786055723e-09,5.81485721795616e-08
1823,0.0,4.4472091786929013e-08
1824,8.421112696055388e-10,5.221090049190025e-08
1825,8.805443041381977e-10,8.893497494000258e-08
1826,1.7615968683770689e-09,1.2155018680459762e-07
1827,0.0,1.1245072784049626e-07
1828,5.503380862137419e-09,1.0364700386844561e-07
1829,0.0,9.944884027390799e-08
1830,2.0873671680021744e-09,9.914994336668315e-08
1831,1.5591206103948707e-09,1.3096612860863388e-07
1832,0.0,3.92369123858316e-08
1833,0.0,7.18184978154568e-08
1834,9.334530925997342e-10,8.401077877806529e-08
1835,1.5126175867408165e-09,1.3689188449461653e-07
1836,6.720750067579218e-10,7.661655132551459e-08
1837,0.0,6.331680424409569e-08
1838,2.5248647617104325e-09,7.195864526465812e-08
1839,6.9914751765765e-10,7.271134450093086e-08
1840,0.0,8.853866972913238e-08
1841,0.0,7.062603657459476e-08
1842,0.0,1.2209042665745073e-07
1843,0.0,1.27589274256934e-07
1844,0.0,2.1844473963028577e-07
1845,0.0,7.310098482093963e-08
1846,0.0,1.0596647115335145e-07
1847,0.0,8.089835290547853e-08
1848,0.0,9.252004673498959e-08
1849,0.0,1.1982562853063428e-07
1850,0.0,7.332116069846961e-08
1851,0.0,9.674158008010636e-08
1852,6.510545436100301e-10,1.6536785096832318e-07
1853,1.1943863675867306e-09,1.3914601026954188e-07
1854,1.558699391779328e-09,9.404152478964534e-08
1855,1.0613874223963649e-09,7.80119790988465e-08
1856,5.177189232874468e-10,1.0872097533365377e-07
1857,0.0,7.761599363220739e-08
1858,4.893676019968041e-10,1.0521403481789093e-07
1859,0.0,1.19666069053892e-07
1860,0.0,5.5841642421228244e-08
1861,4.715963730639317e-10,3.0182167876091626e-08
1862,0.0,5.963742211179124e-08
1863,0.0,9.98924178929883e-08
1864,4.794727948009836e-10,6.13725177345259e-08
1865,0.0,9.696099567690908e-08
1866,0.0,5.400830360713371e-08
1867,0.0,6.066014179850754e-08
1868,0.0,1.126291309105909e-07
1869,0.0,8.546158625222233e-08
1870,0.0,8.715754518107133e-08
1871,0.0,1.2851624831000663e-07
1872,0.0,4.656451224605007e-08
1873,0.0,9.098727105083526e-08
1874,0.0,1.0037343400881582e-07
1875,0.0,1.109976253133027e-07
1876,0.0,8.827181829929032e-08
1877,0.0,7.29808320443226e-08
1878,0.0,1.1776222663684166e-07
1879,0.0,1.0935692529301377e-07
1880,1.2835692508872398e-09,1.1423766466123197e-07
1881,6.972507571312292e-10,9.552335455964567e-08
1882,0.0,1.364353892086001e-07
1883,3.159669414998234e-09,8.973461262939963e-08
1884,1.3203393933736152e-09,6.535680086017237e-08
1885,0.0,1.3213552563229314e-07
1886,0.0,2.1360965263284015e-07
1887,0.0,2.0370244158129935e-07
1888,1.268122939990235e-09,1.3442102897442965e-07
1889,4.385595886446936e-09,1.0963989183210288e-07
1890,0.0,1.7041405442341784e-07
1891,3.824531802365527e-09,1.153733819592162e-07
1892,0.0,1.341461626225282e-07
1893,0.0,1.354851661972134e-07
1894,0.0,1.2729108789244492e-07
1895,3.0093072478365457e-09,1.6069701302967587e-07
1896,0.0,1.2678611938099493e-07
1897,0.0,1.2119564019030804e-07
1898,0.0,1.5447308499005885e-07
1899,0.0,1.6195804164453875e-07
1900,0.0,1.7078565406336566e-07
1901,0.0,1.4139509119104332e-07
1902,0.0,1.4141618009944068e-07
1903,1.0800440541913758e-09,1.5336625835971063e-07
1904,0.0,1.1017981904615226e-07
1905,0.0,1.450173243711106e-07
1906,5.144184522798412e-10,1.5946972098390688e-07
1907,0.0,9.719973803612447e-08
1908,4.911389073214423e-10,1.193467511484414e-07
1909,0.0,1.2212183264637133e-07
1910,0.0,1.5391154306598764e-07
1911,0.0,1.840849392920063e-07
1912,0.0,1.4325908637147222e-07
1913,0.0,2.1901347224684287e-07
1914,0.0,2.544762480738427e-07
1915,1.1780761921542648e-09,4.382443421491189e-07
1916,0.0,2.6589657409203937e-07
1917,0.0,2.6867741098612896e-07
1918,0.0,5.777647515969875e-07
1919,0.0,5.110355800752586e-07
1920,7.572231730534895e-10,3.8769826460338663e-07
1921,0.0,2.605025031243713e-07
1922,0.0,1.9330191491917503e-07
1923,0.0,3.758045750146266e-07
1924,0.0,2.565433305790066e-07
1925,0.0,2.2876210437061673e-07
1926,0.0,1.0365909020038089e-07
1927,0.0,1.1260716803462856e-07
1928,3.4278122562625413e-09,1.1426040913420366e-07
1929,0.0,1.4705337036957644e-07
1930,0.0,1.2814396654903248e-07
1931,0.0,1.2203732069338002e-07
1932,0.0,1.6220114673615171e-07
1933,0.0,4.0720851757214405e-07
1934,1.1981580172459871e-09,2.3124449910483236e-07
1935,0.0,1.7593377776847774e-07
1936,0.0,1.7217094239185826e-07
1937,2.5182236296217297e-09,1.6242542244526703e-07
1938,0.0,1.4650692037321278e-07
1939,0.0,1.3611705185212486e-07
1940,0.0,1.2678914629304927e-07
1941,0.0,1.682356440824151e-07
1942,0.0,1.2136847260535433e-07
1943,0.0,1.1612940653549231e-07
1944,0.0,1.1888788975511488e-07
1945,0.0,9.149717072887142e-08
1946,0.0,5.8468636154884734e-08
1947,0.0,7.033313664805974e-08
1948,0.0,5.109787437618252e-08
1949,0.0,7.559096104614582e-08
1950,2.1270722960764488e-09,7.763814124928103e-08
1951,1.0661401761424827e-09,1.0021717855579482e-07
1952,0.0,1.3286452826832829e-07
1953,0.0,1.2389901371534506e-07
1954,0.0,1.2411121019795246e-07
1955,0.0,9.854888105564896e-08
1956,0.0,1.0203735456570939e-07
1957,0.0,1.2015651407182304e-07
1958,0.0,1.0257581806172311e-07
1959,0.0,9.84344978860463e-08
1960,0.0,1.0865708333085422e-07
1961,6.948159270159238e-10,1.299305836255371e-07
1962,0.0,8.751899827075249e-08
1963,1.2932106496776896e-09,8.599850787049945e-08
1964,1.8251904432275978e-09,1.1498700303036458e-07
