year,mes_DET oies_NOUN,mes_DET mois_NOUN
1853,5.971931837933653e-10,1.7915795513800958e-09
1854,9.352196350675968e-09,2.5978321716024766e-09
1855,1.0613874223963649e-09,1.0613874223963649e-09
1856,1.5531567143511893e-09,8.28350277259915e-09
1857,1.4644527812635033e-09,4.393358121745905e-09
1858,9.787352039936081e-10,2.936205500958522e-09
1859,2.036869339860914e-09,2.036869339860914e-09
1860,1.8308735638683515e-09,9.154367819341758e-10
1861,3.3011746669586728e-09,2.8295783494058924e-09
1862,9.035972858839614e-09,9.035972525772706e-10
1863,3.496234635136375e-09,1.3485475847119233e-08
1864,1.3904711160250827e-08,2.3973640850272204e-09
1865,7.530950973944073e-09,7.530950973944073e-09
1866,1.0704348518686402e-08,1.9462451650298362e-09
1867,0.0,8.249779526181555e-09
1868,7.903798504571569e-09,5.9278488784286765e-09
1869,9.767038289254515e-10,9.767038733343725e-09
1870,4.013834153937523e-09,3.4404292748035914e-09
1871,9.55905954391767e-09,6.37270636261178e-09
1872,6.047339518033823e-09,6.047339295989218e-10
1873,3.591602570907071e-09,1.7958012854535355e-09
1874,4.779687312606029e-09,7.169530746864439e-09
1875,5.721527251978387e-09,8.010138330405425e-09
1876,1.874264654588842e-08,4.836811839936672e-09
1877,1.9172929910382663e-08,1.2369631985365004e-09
1878,3.0195443923020093e-09,3.6234530931267273e-09
1879,3.0546627449723474e-09,3.0546627449723474e-09
1880,1.9253538763308597e-09,1.0268554007097919e-08
1881,4.183504653809678e-09,4.183504653809678e-09
1882,3.9932310791357395e-09,1.3310770263785798e-09
1883,8.847074184359371e-09,6.319338829996468e-09
1884,4.621187876807653e-09,1.9805090900604227e-09
1885,5.80107206715752e-09,5.80107206715752e-09
1886,2.5813855497602844e-09,4.5174246565693466e-09
1887,6.528924623161458e-10,1.3057849246322917e-09
1888,5.07249175996094e-09,3.804368819970705e-09
1889,3.132568426877924e-09,1.8795409673089125e-09
1890,2.6217545912032847e-09,6.554386366985909e-09
1891,1.2748440081367107e-09,1.1473595740163489e-08
1892,3.1342561879199593e-09,3.761107425503951e-09
1893,5.542574843531156e-09,6.158416554491453e-10
1894,5.041231432301174e-09,2.520615716150587e-09
1895,1.8055843487019274e-09,6.6204757231957956e-09
1896,1.7691086373616827e-09,1.7691086373616827e-09
1897,1.1653427112179315e-09,5.2440420894583895e-09
1898,4.52668391659472e-09,1.6975064687230201e-09
1899,1.1055156790007459e-08,4.9748205555033564e-09
1900,3.633737311048435e-09,3.633737311048435e-09
1901,3.912117296778206e-09,2.235495566438317e-09
1902,5.4013122863239005e-09,3.928227076954727e-09
1903,4.860198465905796e-09,4.860198243861191e-09
1904,1.0749250378694342e-09,3.2247751136083025e-09
1905,2.0643036169332163e-09,5.676835002077496e-09
1906,4.115347618238729e-09,9.259531807970234e-09
1907,3.5999902503469627e-09,8.742834012309686e-09
1908,6.875944702500192e-09,4.4202499438483756e-09
1909,0.0,6.60118004702781e-09
1910,3.740905363258662e-09,8.550641084070776e-09
1911,4.788336838146279e-09,4.2562992019767876e-09
1912,7.814131564032323e-09,1.0418842455450772e-09
1913,3.181793939432964e-09,2.121195885607108e-09
1914,6.696743715117748e-10,1.1384464593255927e-08
1915,5.890381071793627e-09,7.0684572639478915e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,3.289927441585405e-09,6.579854550103903e-09
1918,1.4932289182922887e-08,1.6080926812378493e-08
1919,9.207848372660976e-10,0.0
1920,2.2716695191604686e-09,1.3630017114962811e-08
1921,3.0290989716519334e-09,1.0601846289759465e-08
1922,5.164555005876537e-09,1.1804696775641332e-08
1923,6.369568872344189e-09,8.492758496458919e-09
1924,5.156649773851996e-09,1.0313299436681689e-08
1925,4.399271169575059e-09,4.399271169575059e-09
1926,7.802296586589819e-09,4.458455493683289e-09
1927,7.804457524684949e-09,6.689535148041159e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,8.912325100141061e-09
1930,5.2518016602221e-09,6.302162347537887e-09
1931,4.5621426636444085e-09,9.124285327288817e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,6.882397318719313e-09,5.735331320977366e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,7.180970484910176e-09,8.377798899061872e-09
1936,0.0,1.33371855781661e-08
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,5.186085783037697e-09,1.2965214679638848e-08
1939,9.176430282309411e-09,4.588215141154706e-09
1940,0.0,2.028626333583361e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,1.7419411024732767e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,6.535512131478072e-09,8.714016175304096e-09
1946,0.0,1.6705325123211878e-08
1947,3.5762612871081956e-09,2.503382989793579e-08
1948,0.0,7.61032148410834e-09
1949,1.9634016634739737e-09,1.570721330779179e-08
1950,0.0,2.1270722072586068e-08
1951,0.0,2.1322803522849654e-09
1952,1.2653764258629963e-08,7.381362632230548e-09
1953,3.2321482157371406e-09,7.54167928107563e-09
1954,3.029486217442923e-08,5.863521668203475e-09
1955,2.815682353940474e-09,1.0324168187025862e-08
1956,2.616342476002842e-09,7.849027205963921e-09
1957,9.718541527092839e-09,3.534015080575159e-09
1958,3.1434524760953764e-08,5.790570245522986e-09
1959,8.525822714489095e-09,1.0851046838844525e-08
1960,4.152500121534786e-09,6.920833239831836e-09
1961,4.86371165564492e-09,1.042223907177231e-08
1962,2.5367825617905737e-09,3.8051738426858606e-09
1963,5.819448034571906e-09,9.052474325699222e-09
1964,3.6503808864551957e-09,7.909158605823308e-09
1965,1.6416130677043839e-09,8.20806533852192e-09
1966,9.416427082520329e-09,6.646889594286165e-09
1967,4.930335584241163e-10,5.916402479044791e-09
1968,1.616909695023594e-08,6.737123720013116e-09
1969,2.7250546263957176e-09,5.904285033109247e-09
1970,6.898087712148282e-09,4.598724956395017e-09
1971,1.541519245584766e-09,1.0276794526475896e-08
1972,4.104117490300041e-09,1.179933784012377e-08
1973,7.167165139154719e-09,7.167165139154719e-09
1974,5.063014507644681e-09,9.563471847773286e-09
1975,3.998036124386317e-09,3.998036124386317e-09
1976,5.142174241967723e-09,3.4281160132820787e-09
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,7.128709511583509e-09,5.346532105932056e-09
1979,9.363157582598092e-09,1.0533551808578068e-08
1980,7.95921106799824e-09,3.979605589510271e-09
1981,2.5302198114474095e-09,8.223214109648325e-09
1982,4.966001831974154e-09,8.690503427999374e-09
1983,7.57837881337764e-09,3.789189628733425e-09
1984,1.739702604197646e-09,4.059305891424003e-09
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,5.994485463567401e-10,5.3950369172106605e-09
1987,2.4443267410134695e-09,6.721898426764739e-09
1988,5.9965538645734284e-09,1.0194141530917022e-08
1989,1.6464366536794728e-09,1.4269117665222097e-08
1990,3.269190529398003e-09,1.1987032311200352e-08
1991,1.0550637363770932e-08,7.033758464558559e-09
1992,7.713921945651236e-09,9.366905084906563e-09
1993,2.7696036575264316e-09,1.2186256448387667e-08
1994,6.85740436656701e-09,5.2749266066243194e-09
1995,3.79571546416102e-09,8.675921037148981e-09
1996,1.6014276571496566e-09,9.60856594289794e-09
1997,2.3974471297094624e-09,6.7128522740489416e-09
1998,2.3840646123929332e-09,3.3376904573501065e-09
1999,3.656160929565999e-09,6.398281737762801e-09
2000,4.418031274155965e-09,7.51065365456327e-09
2001,1.2267393101339508e-08,5.695575122643959e-09
2002,8.324320788233308e-09,1.3581786362237835e-08
2003,9.583922655487243e-09,6.667076668520622e-09
2004,2.642874807889939e-09,1.0131019939629837e-08
2005,6.305249211635555e-09,5.404499514582994e-09
2006,7.000412693969338e-09,8.64756888319107e-09
2007,2.7961355453243186e-09,1.1184542181297275e-08
2008,2.554463751636149e-09,1.1920830711442676e-08
2009,5.721830786953319e-09,1.8119132416671846e-08
2010,6.140930985942816e-09,8.502827608669605e-09
2011,8.41273803398046e-09,1.491349066462533e-08
2012,9.531907513293802e-09,1.5319137569580477e-08
2013,1.3945625543243523e-08,1.143541294990058e-08
2014,1.6240839117998007e-08,1.8189739325880083e-08
2015,8.866302025900552e-09,1.3299452761295072e-08
2016,8.07822619908194e-09,2.5270348480432858e-08
2017,7.043711836018929e-09,1.8363962794865074e-08
2018,1.523065362718512e-08,1.7553973608031015e-08
2019,1.122434611922074e-08,2.1173198749835365e-08
