year,nombreux_ADJ arbres_NOUN,nombreux_ADJ marbres_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,0.0,0.0
1819,2.4842520929269085e-08,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,2.5263338088166165e-09,4.210556348027694e-09
1825,0.0,0.0
1826,5.284790383086602e-09,1.7615968683770689e-09
1827,9.217273055917019e-10,0.0
1828,6.420610709767516e-09,0.0
1829,5.143905745796928e-09,8.573175946935407e-09
1830,1.3567886369969528e-08,3.1310507520032616e-09
1831,2.8064171431196883e-08,0.0
1832,4.058990921151917e-09,0.0
1833,8.108539617524002e-09,0.0
1834,3.733812370398937e-09,3.733812370398937e-09
1835,7.563087933704082e-09,3.781543966852041e-09
1836,1.9490174807401672e-08,6.720750067579218e-10
1837,1.1132625488130543e-08,0.0
1838,8.2058102535143e-09,0.0
1839,6.292327547896548e-09,1.3982950353153e-09
1840,3.1848443882154243e-09,6.369688665408546e-10
1841,8.346713542550788e-09,6.420548537278137e-10
1842,2.683306021822318e-09,1.0062397137744483e-08
1843,1.6539351221922516e-08,2.3627644285539873e-09
1844,2.140538946093784e-08,4.390849017710252e-09
1845,9.48638767539478e-09,0.0
1846,1.8148954339380907e-08,7.610851504580296e-09
1847,1.0786447290911383e-08,5.393223645455691e-10
1848,1.126331028444838e-08,0.0
1849,3.016589289472904e-08,6.703531951757213e-09
1850,1.2899092460827433e-08,0.0
1851,1.0319102017319892e-08,1.096404567135778e-08
1852,2.6042181744401205e-08,0.0
1853,2.388772735173461e-09,5.971931837933653e-09
1854,7.27393034694046e-09,1.558699391779328e-09
1855,1.751289246954002e-08,2.1227748447927297e-09
1856,2.1226476576430287e-08,5.177189343896771e-09
1857,9.274867096564776e-09,4.881509085841174e-10
1858,7.34051397444091e-09,9.787352039936081e-10
1859,1.0693564256314403e-08,2.5460866748261424e-09
1860,2.70053845952134e-08,9.154367819341758e-10
1861,1.1789909493131745e-08,4.715963730639317e-10
1862,1.581295272501393e-08,5.873382225018986e-09
1863,1.39849385405455e-08,2.9967726078439227e-09
1864,1.9178912680217763e-08,1.4384183844029508e-09
1865,4.848049783845454e-08,9.41368871743009e-10
1866,2.1408697037372804e-08,1.9462451650298362e-09
1867,2.620518202434141e-08,1.0190904120577216e-08
1868,3.359114231216154e-08,1.4819622196071691e-09
1869,1.4162205630441349e-08,8.30198221279943e-09
1870,2.6376625328339287e-08,0.0
1871,1.0621176826930423e-08,1.0621177271019633e-09
1872,2.116568786902917e-08,3.0236697590169115e-09
1873,2.095101514498765e-08,0.0
1874,2.9873046258899194e-08,8.961913877669758e-09
1875,2.0597497041308088e-08,0.0
1876,4.232210315535667e-08,0.0
1877,2.9068635498674666e-08,2.4739263970730008e-09
1878,3.925407554561389e-08,7.850815109122777e-09
1879,3.176849006081284e-08,6.10932526790009e-10
1880,3.786529134686134e-08,1.9253538763308597e-09
1881,2.9284532132578533e-08,6.9725074602899895e-09
1882,2.4624924321869912e-08,0.0
1883,4.802697617378726e-08,7.58320695126713e-09
1884,4.7532218161450146e-08,0.0
1885,2.9649923405372647e-08,1.2891271383708158e-09
1886,3.355801325710672e-08,1.936039106809062e-09
1887,3.7867764035581786e-08,5.876032105334161e-09
1888,5.57974075832135e-08,1.2047167707862627e-08
1889,4.698852507090123e-08,3.132568426877924e-09
1890,3.604912635069013e-08,1.3108772956016423e-09
1891,2.8046567734918426e-08,3.1871101313640793e-09
1892,7.14610379759506e-08,3.1342561879199593e-09
1893,5.2962381147381166e-08,9.23762488724833e-09
1894,3.3398158905129094e-08,2.520615716150587e-09
1895,5.476939080040211e-08,7.22233739480771e-09
1896,3.656158042986135e-08,0.0
1897,7.749529373768382e-08,2.9133566670225264e-09
1898,6.337357660868292e-08,0.0
1899,5.5275783950037294e-08,4.9748205555033564e-09
1900,8.305684673359792e-08,2.595526460424935e-09
1901,6.985923306501718e-08,6.147612641171918e-09
1902,6.923499995536986e-08,0.0
1903,1.0152414375852459e-07,5.400220270956879e-10
1904,6.71828175313749e-08,5.374625189347171e-10
1905,8.153999431215198e-08,0.0
1906,9.773950893077199e-08,2.572092316910357e-09
1907,7.86855025580735e-08,1.028568674676933e-09
1908,9.135183631769905e-08,0.0
1909,6.161101850921114e-08,4.950885035270858e-09
1910,7.1077202790093e-08,1.6032452032632705e-09
1911,7.342116248310049e-08,1.5961122423746588e-09
1912,6.615965020273507e-08,3.125652625612929e-09
1913,8.590843236788714e-08,2.6514948014977335e-09
1914,5.759199694921335e-08,2.678697486047099e-09
1915,6.832841847881355e-08,1.1780761921542648e-09
1916,7.361599330124591e-08,0.0
1917,6.68951898319392e-08,3.289927441585405e-09
1918,6.317507228459363e-08,0.0
1919,8.01082791213048e-08,0.0
1920,9.16240026072046e-08,0.0
1921,8.02711213054863e-08,0.0
1922,6.271245212019494e-08,2.951174193910333e-09
1923,7.325004247604738e-08,7.431163684401554e-09
1924,8.121723737986031e-08,0.0
1925,6.928851803422731e-08,0.0
1926,7.133528612257578e-08,4.458455382660986e-09
1927,7.692965198202728e-08,3.3447675740205796e-09
1928,7.998228568339982e-08,1.0283437212876834e-08
1929,7.798284684668033e-08,1.2254447234738564e-08
1930,7.142450186847782e-08,5.2518016602221e-09
1931,8.439963750106472e-08,6.843213995466613e-09
1932,8.658033578967661e-08,1.0959536611565568e-09
1933,8.602996359741155e-08,3.4411986593596566e-09
1934,7.188948103475923e-08,0.0
1935,1.1010821765466972e-07,4.787313656606784e-09
1936,1.3458432590596203e-07,1.2124714565686645e-09
1937,8.561960385122802e-08,2.5182236296217297e-09
1938,1.1668692678767911e-07,1.1668692678767911e-08
1939,8.105846660555471e-08,1.2235240376412548e-08
1940,7.86092684279538e-08,0.0
1941,8.559357667081713e-08,2.9515025978810172e-09
1942,1.1833425617169269e-07,0.0
1943,8.419382169222445e-08,0.0
1944,1.381670102773569e-07,0.0
1945,1.0674669681520754e-07,6.535512131478072e-09
1946,1.238978342144037e-07,1.3921104269343232e-09
1947,1.4066627329611947e-07,1.1920870957027319e-09
1948,1.0110855441780586e-07,2.174377566888097e-09
1949,1.1780409892026e-07,1.9634016634739737e-09
1950,1.106077576196185e-07,7.444753258312176e-09
1951,8.529121231504178e-08,6.396841278899501e-09
1952,8.435843312781799e-08,3.1634410646574906e-09
1953,8.834538789415092e-08,1.0773827385790469e-09
1954,1.270429663691175e-07,1.07497895029951e-08
1955,1.304599521745331e-07,2.815682353940474e-09
1956,9.506044307272532e-08,1.744228317335228e-09
1957,7.333080986882123e-08,8.835037701437898e-10
1958,1.3566479140081356e-07,2.4816730892496253e-09
1959,8.448315469422596e-08,4.650448914844674e-09
1960,1.0173624787057634e-07,3.460416619915918e-09
1961,8.893643865803824e-08,1.3896318540318475e-09
1962,8.751899827075249e-08,2.5367825617905737e-09
1963,8.017906338864123e-08,3.879631726988464e-09
1964,1.052526528155795e-07,4.258777774879263e-09
1965,7.168376470190196e-08,2.73602163147757e-09
1966,7.865486395530752e-08,5.539074754423723e-10
1967,6.853166212295037e-08,2.9582012395223956e-09
1968,6.108325578679796e-08,4.940557296606585e-09
1969,4.995933622353732e-08,5.904285060864822e-09
1970,9.703309444830666e-08,1.8394900047624674e-09
1971,6.371612926159287e-08,3.5968783507200897e-09
1972,7.13090386739168e-08,2.0520587451500205e-09
1973,7.387693301552645e-08,4.9618833486420044e-09
1974,5.6818272753389465e-08,2.2502286700643026e-09
1975,6.111283568088766e-08,3.4268881066168433e-09
1976,6.913367656125047e-08,1.142705374768127e-09
1977,5.9355496517810025e-08,1.1753563677885381e-09
1978,6.95049209298304e-08,0.0
1979,6.612729919197591e-08,5.851973128301324e-09
1980,7.33384410978033e-08,1.2507331170752423e-08
1981,6.199038438126081e-08,6.325549528618524e-10
1982,5.152226734139731e-08,6.207502289967692e-10
1983,6.946847719291327e-08,3.157658134966823e-09
1984,8.118611560803402e-08,5.799008495621649e-10
1985,6.436646771135202e-08,3.609334831011779e-09
1986,1.0010790418846227e-07,3.5966913891627428e-09
1987,6.905222704745029e-08,6.110816852533674e-10
1988,5.996553653631054e-08,5.996553809062277e-10
1989,6.201577917863688e-08,2.1952488715726304e-09
1990,8.336436252420754e-08,1.089730194969718e-09
1991,8.968041953494321e-08,1.1722930404189924e-09
1992,7.162927317949652e-08,5.509944167592096e-10
1993,7.367145826719934e-08,3.877445031719162e-09
1994,8.967375464408178e-08,4.747434001473039e-09
1995,7.266083912327304e-08,2.1689803286761844e-09
1996,7.846995231375331e-08,3.736664311304594e-09
1997,7.959524594980394e-08,0.0
1998,6.770743254946865e-08,2.3840645013706308e-09
1999,7.586533712355958e-08,3.1991407301035224e-09
2000,7.952456826387788e-08,1.7672125984802278e-09
2001,8.718611610447624e-08,4.3812117822561447e-10
2002,7.360451803606338e-08,2.6287327870022636e-09
2003,7.792145595431066e-08,2.5001538617175356e-09
2004,8.545295315798285e-08,1.7619165015858584e-09
2005,7.65637437893929e-08,4.5037495954858286e-10
2006,6.876876312844615e-08,2.4707338397433887e-09
2007,8.028903408785482e-08,2.3966877371606188e-09
2008,9.792110944317756e-08,2.9802078582719105e-09
2009,8.34433677709967e-08,2.860915504498962e-09
2010,1.0108917081197433e-07,1.4171379625338432e-09
2011,1.296326530564329e-07,3.82397197240536e-10
2012,1.395743680632222e-07,1.0212758416727752e-09
2013,1.2355823741927452e-07,1.1156500168141292e-09
2014,1.1909948227639688e-07,8.661780737106994e-10
2015,1.1614854855679368e-07,0.0
2016,1.2448754205252044e-07,8.285360175719347e-10
2017,1.2527743820101023e-07,2.515611330355938e-10
2018,1.3165480083898728e-07,5.162933414126769e-10
2019,1.3265136544760026e-07,1.53059265262101e-09
