year,aux_ADP êtres_NOUN,aux_ADP etres_NOUN,aux_ADP mètres_NOUN
1871,6.670099423899956e-07,4.248470908407853e-09,9.559059321873065e-09
1872,8.702121476744651e-07,5.442605366390296e-09,3.084143074261192e-08
1873,7.398701313832134e-07,2.3944017879529156e-09,7.063485440994555e-08
1874,7.002241773079732e-07,3.5847653734322193e-09,1.0156835372754358e-08
1875,8.462138794129714e-07,2.860763514966891e-09,1.2587359599081083e-08
1876,8.41000655782409e-07,1.209202959984168e-09,1.0278225381910033e-08
1877,7.731019877610379e-07,1.2369631985365004e-09,1.855444864418132e-08
1878,6.944952133380866e-07,1.2078177347163432e-09,1.4493812372506909e-08
1879,8.088746881185216e-07,2.443730107160036e-09,1.0996785704264767e-08
1880,6.469189202107373e-07,1.9253538763308597e-09,2.3746030919369332e-08
1881,6.547184625560476e-07,0.0,4.113779539238749e-08
1882,5.756908194598509e-07,4.658769592325029e-09,1.0648616211028639e-08
1883,7.096617764545954e-07,1.0110942305630033e-08,1.9589950994713945e-08
1884,6.694120884276344e-07,3.300848483434038e-09,3.234831424947515e-08
1885,6.258712232920516e-07,2.578254332252783e-09,8.379326565943757e-09
1886,6.04689546435111e-07,0.0,1.677900662855336e-08
1887,5.973965926386882e-07,0.0,2.2198344495905076e-08
1888,6.384998982866819e-07,6.340614699951175e-10,2.4728397107764977e-08
1889,6.747551992702938e-07,4.38559560889118e-09,3.195219733242993e-08
1890,5.590891873907822e-07,0.0,3.4082809463598096e-08
1891,6.444336690947239e-07,1.2748440081367107e-09,2.8683990294098294e-08
1892,8.656815566610021e-07,0.0,2.005923960268774e-08
1893,8.289228503599588e-07,3.0792083327568776e-09,1.847524977449666e-08
1894,6.358253017424431e-07,3.150769645188234e-09,3.906954404442331e-08
1895,6.072781957300322e-07,6.018614495673091e-10,2.8287487907618925e-08
1896,7.164890121202916e-07,1.179405795248556e-09,1.47425724961181e-08
1897,7.446540166711202e-07,3.496028022631492e-09,1.0488084178916779e-08
1898,7.831163202354219e-07,1.6975064687230201e-09,2.2067583316243145e-08
1899,7.147158953557664e-07,1.1055156790007459e-09,1.713549302451156e-08
1900,6.73798695061123e-07,5.191053142894475e-09,1.557315876254961e-08
1901,7.237416639327421e-07,5.029865024486213e-09,1.620734302321125e-08
1902,6.064200306354905e-07,3.928227076954727e-09,2.2096276808269977e-08
1903,7.149891416702303e-07,5.400220270956879e-09,1.9980815224585058e-08
1904,7.508351131946256e-07,3.7622376325430196e-09,2.5260739278110123e-08
1905,6.523199544972158e-07,4.128607289377584e-09,1.3934049469810361e-08
1906,8.117523293549311e-07,1.5432553568395235e-09,9.773950537805831e-09
1907,7.210266517176933e-07,2.5714216866923323e-09,2.262851062084792e-08
1908,7.863133646424103e-07,1.964555629285769e-09,1.5716445034286153e-08
1909,7.750886084068043e-07,2.750491723269022e-09,2.8055016088046614e-08
1910,6.995493322392576e-07,2.6720753387721174e-09,5.878565634276356e-09
1911,7.507047712351778e-07,5.3203741412488625e-09,1.276889793899727e-08
1912,8.079812232608674e-07,9.376958209905695e-09,1.2502610502451716e-08
1913,8.018120638553228e-07,2.6514948570088848e-09,1.856046338843953e-08
1914,7.681164788664319e-07,2.678697486047099e-09,9.37544086809794e-09
1915,6.514761139442271e-07,0.0,7.068456930880984e-09
1916,6.25186601155292e-07,1.0987462051303964e-09,7.69122365795738e-09
1917,7.237840122797934e-07,1.0966424435210342e-09,1.2063066989753679e-08
1918,5.835079264215892e-07,3.44591288836682e-09,1.378365155346728e-08
1919,7.034795999061316e-07,2.762354511798293e-09,1.2890987832747669e-08
1920,8.549049539396947e-07,9.843900805606154e-09,1.2115570768855832e-08
1921,6.853336458334525e-07,7.572747429129834e-10,2.7261890522822796e-08
1922,6.809834189880348e-07,2.21338064543275e-09,2.6560567079059183e-08
1923,9.14033137178194e-07,7.431163684401554e-09,2.3355084977083607e-08
1924,1.0003900570154656e-06,1.1602462102189293e-08,2.4494086758863887e-08
1925,8.897525844986376e-07,3.299453377181294e-09,2.3096173862313663e-08
1926,9.017226147989277e-07,5.573069228326233e-09,1.4489979882625903e-08
1927,9.354199619338033e-07,7.804457524684949e-09,2.4528294062520217e-08
1928,8.763773848841083e-07,4.570416489713125e-09,2.9707706517001498e-08
1929,8.444428090115252e-07,8.912325322185666e-09,3.230717737778832e-08
1930,7.394536964966392e-07,1.05036033204442e-08,3.886333388436469e-08
1931,8.189045956896734e-07,3.4216069977333063e-09,3.877821086462063e-08
1932,8.077178677012853e-07,6.575721966939341e-09,1.8631212128639163e-08
1933,8.190052653844759e-07,8.029463538505865e-09,2.7529589274877253e-08
1934,7.440561375915422e-07,4.7926320689839486e-09,2.036868629318178e-08
1935,8.150401527018403e-07,5.98414207075848e-09,1.795242710045386e-08
1936,9.821018238653778e-07,1.2124714565686645e-09,2.3036957230715416e-08
1937,6.786612516407331e-07,2.5182236296217297e-09,2.0145789036973838e-08
1938,8.971928195933287e-07,2.2040865244044028e-08,1.9447821131279852e-08
1939,8.243493425652559e-07,3.058810094103137e-09,3.211750509990452e-08
1940,6.060521400286234e-07,2.5357829169792012e-09,2.7893612752905028e-08
1941,8.79547769727651e-07,0.0,1.4757512545315876e-08
1942,1.058939915310475e-06,6.068423541449874e-09,2.4273694165799498e-08
1943,9.348417506771511e-07,2.9032352077962287e-09,4.645176332473966e-08
1944,1.3174063724363805e-06,9.639558484764166e-09,7.069009200222354e-08
1945,1.0413249356133747e-06,0.0,8.714016175304096e-09
1946,1.0468670552654658e-06,0.0,1.8097434661967782e-08
1947,1.0871834774661693e-06,4.7683483828109274e-09,1.4305045148432782e-08
1948,1.0360909072915092e-06,7.61032148410834e-09,2.2830963786191205e-08
1949,1.0248957096337108e-06,8.835307596655184e-09,3.9268034157657894e-08
1950,9.422930133951013e-07,3.190608444114673e-09,1.914365022059883e-08
1951,7.889437370067753e-07,1.5992102975204148e-08,2.2388944032059044e-08
1952,8.81545588526933e-07,4.2179215675730575e-09,1.8980646387944944e-08
1953,9.674896546130185e-07,6.464296653518886e-09,4.3095308654983455e-08
1954,1.1297051969449967e-06,1.0749790169128914e-08,2.6385848173049453e-08
1955,9.911201459544827e-07,3.754243138587299e-09,3.660387193349379e-08
1956,1.186075223813532e-06,4.36057079333807e-09,3.1396108823855684e-08
1957,9.674366765466402e-07,1.0602045130703175e-08,2.2087593976038988e-08
1958,8.776850108915824e-07,8.272243445794913e-10,2.3162280982091943e-08
1959,9.510167728876695e-07,2.1702094343822864e-08,2.015194411342236e-08
1960,9.377729384141276e-07,1.3841666701708277e-09,2.353083417006019e-08
1961,9.227155715052504e-07,3.4740795795684676e-09,8.33779090214648e-09
1962,9.64611558629258e-07,1.9025868880362395e-08,2.980719671086263e-08
1963,9.621487606636947e-07,3.879632060055371e-09,2.392439668597035e-08
1964,8.779166478234401e-07,6.08396816259571e-09,3.711220841751128e-08
1965,1.0457074495207053e-06,4.924838981068547e-09,2.7360217202954118e-08
1966,9.776466640687431e-07,6.646889927353072e-09,3.378835700118543e-08
1967,8.968280553744989e-07,7.88853687927471e-09,2.3665609916179164e-08
1968,1.10084602056304e-06,3.143991039733507e-09,4.1321026600371624e-08
1969,8.434044502791949e-07,4.9959335557403506e-09,1.9529558414888015e-08
1970,8.296099736071483e-07,7.817832381462608e-09,1.7935027685211935e-08
1971,8.010761689547508e-07,1.901207091759005e-08,2.3122789016838396e-08
1972,8.495522934026667e-07,3.0780880067027283e-09,1.9494558856081312e-08
1973,8.087869787232194e-07,1.3231688855697143e-08,1.268036875501366e-08
1974,7.11634811523254e-07,1.2938814464291681e-08,2.193973003272731e-08
1975,6.819507234467892e-07,7.4249242310031605e-09,1.8847885030481848e-08
1976,7.564709676444181e-07,7.427584880481675e-09,1.2569759455516305e-08
1977,7.33422382381832e-07,7.639816224092044e-09,2.3507126911681553e-08
1978,7.300986908376217e-07,4.752473081737207e-09,3.029701645118621e-08
1979,8.011351724235283e-07,1.0533552252667278e-08,1.9311512389208474e-08
1980,8.118395271594636e-07,1.5918422358041084e-08,2.38776323158163e-08
1981,9.355487691209419e-07,3.795329717171114e-09,1.3916208629893845e-08
1982,9.230556088368758e-07,6.207502289967692e-09,2.5450759721934446e-08
1983,7.837307407498884e-07,1.1367568553133367e-08,1.6419821946556112e-08
1984,8.124411010612675e-07,7.538710988796993e-09,1.739702604197646e-08
1985,8.84287032931752e-07,1.2031116103372597e-09,2.285912081845254e-08
1986,9.087639796234726e-07,5.395036861699509e-09,1.6784559520033326e-08
1987,8.891238394426182e-07,3.055408426266837e-09,1.099947066762752e-08
1988,8.934865149967663e-07,2.57851817120347e-08,2.0987938498251424e-08
1989,7.798621481924783e-07,5.488122178931576e-10,1.7013178421620978e-08
1990,9.76398268903722e-07,1.089730194969718e-08,2.2884334427430986e-08
1991,9.366621611661685e-07,1.2309077146444025e-08,1.4067516929117119e-08
1992,8.953659289545612e-07,4.958949695321735e-09,1.1570882918476855e-08
1993,9.826553650782444e-07,7.2009697094088665e-09,2.4926434250005514e-08
1994,9.22584661111614e-07,4.747433890450736e-09,3.112206670152773e-08
1995,9.473021691519534e-07,4.337960657352369e-09,1.4640617607142303e-08
1996,9.763371053850278e-07,6.4057104065540216e-09,2.989331449043675e-08
1997,1.0150791922569624e-06,2.8769365778558154e-09,2.061804593722627e-08
1998,9.622084462534986e-07,3.3376904573501065e-09,1.9072516010965046e-08
1999,1.0091004014611826e-06,4.570201106446348e-09,2.2851006420410158e-08
2000,1.1080422837039805e-06,8.836062992401139e-09,2.2973763336153752e-08
2001,1.0843499467227957e-06,1.5772362527144423e-08,2.2344179839706158e-08
2002,1.1470037861727178e-06,8.324320954766762e-09,1.6648641576466616e-08
2003,1.2429931075530476e-06,8.333845835650777e-10,1.7917768602160322e-08
2004,1.0016494798037456e-06,5.285749615779878e-09,1.8940601975714344e-08
2005,9.91725642052188e-07,8.106749049829887e-09,1.261049931144953e-08
2006,1.1353022273397073e-06,7.000412693969338e-09,2.4295550460351478e-08
2007,1.153206198978296e-06,7.988958938831558e-10,2.836080348345149e-08
2008,1.0473302154423436e-06,3.405951826129794e-09,2.0435710013089192e-08
2009,1.1033597502319026e-06,3.814554005998616e-09,1.43045770784056e-08
2010,1.039706830852083e-06,1.8895172648747405e-09,1.1809482280966677e-08
2011,9.521690458313969e-07,4.16812946379963e-08,1.1471915861704929e-08
2012,9.53871563069697e-07,1.3617010852229328e-09,7.489355802192676e-09
2013,1.0052007155536558e-06,2.2313000891394097e-09,1.5340187786705428e-08
2014,1.0628004929458257e-06,1.5158115873603606e-09,1.147685946278898e-08
2015,9.588904958945932e-07,8.86630172058922e-10,9.752931795503628e-09
2016,1.1237019634791068e-06,1.2428039986023265e-09,1.0356700386182638e-08
2017,9.62724470809917e-07,2.7671725466582586e-09,9.810884549210641e-09
2018,1.0674365285012755e-06,2.323319980845895e-09,8.776987137082415e-09
2019,9.265187372875516e-07,2.806086474294034e-09,8.673358031785483e-09
