year,seuls_ADJ êtres_NOUN,seuls_ADJ etres_NOUN,seuls_ADJ mètres_NOUN
1800,1.2576657582030748e-07,0.0,0.0
1801,5.9529565277216534e-08,0.0,1.904946067554647e-08
1802,6.937304419807333e-08,0.0,0.0
1803,2.0868630201675842e-07,0.0,0.0
1804,1.656140113936999e-07,0.0,0.0
1805,9.665784261869703e-08,0.0,0.0
1806,7.492339904047185e-08,0.0,0.0
1807,1.0533734240425474e-07,8.540865792383556e-09,0.0
1808,1.8128591960930862e-08,0.0,0.0
1809,6.551188391767937e-08,0.0,0.0
1810,1.0296557917399696e-07,0.0,0.0
1811,5.515568801683912e-08,0.0,0.0
1812,8.801787032552966e-08,0.0,0.0
1813,1.0352670187785407e-07,0.0,0.0
1814,8.810695817373926e-08,0.0,0.0
1815,2.022917726662854e-07,2.697223555614414e-09,0.0
1816,1.5991466284503986e-07,0.0,0.0
1817,1.977229260319291e-07,0.0,0.0
1818,9.775365583664097e-08,1.1921177378582115e-09,0.0
1819,1.759678553980848e-07,0.0,0.0
1820,1.1273156985680544e-07,0.0,0.0
1821,1.5679766818266216e-07,0.0,0.0
1822,1.3935606091308728e-07,0.0,0.0
1823,1.0080340473450633e-07,0.0,0.0
1824,1.2631669221718766e-07,1.6842225392110777e-09,0.0
1825,5.0191026446100295e-08,8.805443041381977e-10,0.0
1826,7.134467239211517e-08,0.0,0.0
1827,6.175572764277604e-08,0.0,0.0
1828,5.1364885678140126e-08,0.0,0.0
1829,7.287199821348622e-08,0.0,0.0
1830,1.2837307394875097e-07,0.0,0.0
1831,4.053713453799901e-08,0.0,0.0
1832,5.141388470519814e-08,0.0,0.0
1833,1.2741990929043823e-07,0.0,0.0
1834,1.3348379468425264e-07,0.0,0.0
1835,1.104210838320796e-07,0.0,0.0
1836,5.8470526198561856e-08,0.0,0.0
1837,7.72325918774186e-08,0.0,0.0
1838,5.1759727170974656e-08,0.0,0.0
1839,5.3135210009713774e-08,0.0,0.0
1840,6.433385379978063e-08,0.0,0.0
1841,1.4317822660814272e-07,1.2841097074556274e-09,0.0
1842,7.043678351692506e-08,0.0,0.0
1843,1.0278025541765601e-07,0.0,0.0
1844,6.147188713612195e-08,0.0,0.0
1845,4.631589334280761e-08,0.0,0.0
1846,8.898842196458645e-08,0.0,0.0
1847,7.928039025273392e-08,0.0,5.393223645455691e-10
1848,1.1746023886871626e-07,0.0,0.0
1849,6.871120206142223e-08,0.0,0.0
1850,8.825694663983086e-08,0.0,0.0
1851,1.1093034402165358e-07,0.0,0.0
1852,7.487127362537649e-08,6.510545436100301e-10,0.0
1853,7.703791737867505e-08,1.1943863675867306e-09,0.0
1854,7.014146774508845e-08,1.558699391779328e-09,0.0
1855,1.0083180512765466e-07,5.306937111981824e-10,0.0
1856,9.836659842221707e-08,0.0,0.0
1857,8.542640728137485e-08,0.0,0.0
1858,1.1206518024664547e-07,0.0,0.0
1859,7.943790336639722e-08,0.0,0.0
1860,1.3319605329797923e-07,0.0,0.0
1861,1.0941035810674293e-07,4.715963730639317e-10,0.0
1862,6.370360949858878e-08,0.0,0.0
1863,7.741662244598047e-08,0.0,0.0
1864,8.582563282288902e-08,0.0,0.0
1865,5.836486849375433e-08,0.0,0.0
1866,6.957826315101556e-08,4.865612912574591e-10,0.0
1867,8.929173134220036e-08,4.85281148598915e-10,0.0
1868,8.150792041305976e-08,4.93987406535723e-10,0.0
1869,1.0841412745321577e-07,0.0,0.0
1870,8.601072920555453e-08,0.0,0.0
1871,5.523012092112367e-08,0.0,0.0
1872,4.2936108002322726e-08,0.0,0.0
1873,5.986004225633224e-08,0.0,0.0
1874,5.735624597491551e-08,0.0,0.0
1875,8.181783783811625e-08,5.721527140956084e-10,0.0
1876,7.013377256726017e-08,0.0,0.0
1877,7.8547159887421e-08,0.0,6.184816214727107e-09
1878,6.884560832531861e-08,0.0,0.0
1879,4.7041805117942204e-08,0.0,6.10932526790009e-10
1880,6.28948910730287e-08,0.0,0.0
1881,3.69542902944886e-08,0.0,0.0
1882,6.05640053663592e-08,0.0,0.0
1883,5.624211496524367e-08,0.0,0.0
1884,6.139578090369469e-08,0.0,1.3203393933736152e-09
1885,5.349877696403382e-08,0.0,0.0
1886,5.937186742244194e-08,0.0,0.0
1887,5.4842967500690065e-08,0.0,0.0
1888,6.721051448721482e-08,0.0,0.0
1889,4.9494580878217675e-08,0.0,0.0
1890,6.816561892719619e-08,0.0,0.0
1891,7.904032628403002e-08,1.2748440081367107e-09,0.0
1892,3.6984221907232495e-08,0.0,0.0
1893,4.865148994781521e-08,0.0,6.158416554491453e-10
1894,4.0329851458409394e-08,0.0,0.0
1895,8.185315891751088e-08,0.0,0.0
1896,7.194375228891658e-08,0.0,3.5382172747233653e-09
1897,3.8456310136325556e-08,0.0,0.0
1898,4.9227686815811467e-08,0.0,1.6975064687230201e-09
1899,5.472302433418008e-08,0.0,2.7637891975018647e-09
1900,5.294874227956825e-08,0.0,3.633737311048435e-09
1901,6.315274703183604e-08,0.0,0.0
1902,7.610940144786582e-08,0.0,0.0
1903,3.456140973412403e-08,0.0,0.0
1904,4.568431322127253e-08,0.0,0.0
1905,4.6446832158153484e-08,0.0,5.160759042333041e-10
1906,4.73264982758792e-08,0.0,5.144184522798412e-10
1907,3.1371342856800766e-08,0.0,0.0
1908,3.58531409005991e-08,0.0,0.0
1909,5.005895076237721e-08,0.0,0.0
1910,6.359539383993251e-08,0.0,0.0
1911,4.4691141454222816e-08,0.0,0.0
