year,tes_DET êtres_NOUN,tes_DET maîtres_NOUN
1897,1.1653427112179315e-09,2.2724183423861177e-08
1898,0.0,2.7725938989142662e-08
1899,3.3165470370022376e-09,3.592925956752424e-08
1900,5.191053142894475e-10,4.931500463545291e-08
1901,8.38310842965484e-09,5.253414459005512e-08
1902,4.910283846193408e-10,2.9461702411026636e-08
1903,0.0,3.5101433093487344e-08
1904,5.374625189347171e-10,2.364835083312755e-08
1905,0.0,3.6125313684909344e-08
1906,5.144184522798412e-10,3.9610221491681585e-08
1907,0.0,3.0342776069502975e-08
1908,9.822778146428846e-10,4.17468073443672e-08
1909,1.1001967115120692e-09,1.9253442729016967e-08
1910,0.0,2.778958352323002e-08
1911,1.0640748282497725e-09,2.8197982171462854e-08
1912,0.0,4.1675368378513156e-08
1913,1.060597942803554e-09,3.977242357677824e-08
1914,0.0,4.218948657097599e-08
1915,0.0,2.709575230852579e-08
1916,1.0987462051303964e-09,4.8344831249380604e-08
1917,2.1932848870420685e-09,1.9739564316445524e-08
1918,1.1486376294556067e-09,6.317507050823679e-08
1919,0.0,7.918749655999591e-08
1920,2.2716695191604686e-09,5.149117443536966e-08
1921,1.5145494858259667e-09,3.634918910311313e-08
1922,7.377935484775833e-10,6.197465801660584e-08
1923,1.0615948120573648e-09,4.458698255049853e-08
1924,2.578324886925998e-09,3.093989930924579e-08
1925,3.299453377181294e-09,6.488925219372277e-08
1926,0.0,4.124071306677024e-08
1927,2.2298449753321847e-09,5.240135558803871e-08
1928,2.2852082448565625e-09,6.05580183776766e-08
1929,1.1140406375176326e-09,2.4508894691521732e-08
1930,0.0,3.046045005117293e-08
1931,1.1405356659111021e-09,3.307553519960038e-08
1932,4.383814644626227e-09,3.06867030674951e-08
1933,1.1470662197865522e-09,3.900025302705501e-08
1934,0.0,3.834105477551475e-08
1935,1.196828414151696e-09,3.231436807027421e-08
1936,0.0,3.3949201672101026e-08
1937,0.0,1.7627565185307503e-08
1938,1.2965214457594243e-09,2.981999247531064e-08
1939,0.0,1.8352861452797242e-08
1940,5.0715658339584024e-09,3.0429394115571995e-08
1941,2.9515025978810172e-09,4.427253941230447e-08
1942,0.0,4.247896612241675e-08
1943,5.806470415592457e-09,4.3548528338988035e-08
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,4.357008087652048e-09,3.921307367704685e-08
1946,2.7842208538686464e-09,5.0115975369635635e-08
1947,1.1920870957027319e-09,6.556479026365025e-08
1948,2.174377566888097e-09,4.8923494366803766e-08
1949,2.945102384188658e-09,4.417653798327592e-08
1950,3.190608444114673e-09,3.084254851515311e-08
1951,1.0661401761424827e-09,6.183613088239781e-08
1952,2.1089607837865287e-09,3.374337254058446e-08
1953,1.0773827385790469e-09,4.5250075686453783e-08
1954,9.772536113672459e-10,2.6385847951004848e-08
1955,0.0,3.378818824728569e-08
1956,4.360570571293465e-09,3.139610993407871e-08
1957,1.7670075402875796e-09,3.7107157180304995e-08
1958,2.4816730892496253e-09,3.8879544750347605e-08
1959,0.0,3.7203590652623575e-08
1960,2.0762500052562416e-09,2.3530833892504432e-08
1961,1.3896318540318475e-09,3.196153341988861e-08
1962,1.2683912808952869e-09,3.6783346535340655e-08
1963,1.939815863494232e-09,2.58642133266207e-08
1964,6.083968329129164e-10,4.07625879161877e-08
1965,2.7360217424998723e-09,4.104032536034197e-08
1966,5.539074754423723e-10,3.821961513938987e-08
1967,1.4791006197611978e-09,4.437302036919277e-08
1968,1.7965663401398047e-09,4.5812442700521316e-08
1969,1.8167031212712459e-09,2.6342194869855007e-08
1970,4.5987250119061684e-10,4.7366868566323106e-08
1971,2.5691987426412766e-09,4.470405945422584e-08
1972,5.130146862875051e-10,2.9241837340432397e-08
1973,1.6539611902288698e-09,1.8193571704738787e-08
1974,5.625571675160757e-10,3.6003658943073447e-08
1975,1.7134440533084216e-09,2.5701660355537115e-08
1976,1.142705374768127e-09,2.7996282292441776e-08
1977,5.876781838942691e-10,2.5857840757481654e-08
1978,2.9702956760857546e-09,3.02970158960747e-08
1979,5.851973350345929e-10,4.3304602681537574e-08
1980,5.685150683554241e-10,2.2172087443816935e-08
1981,6.325549528618524e-10,4.0483516206002435e-08
1982,3.103751144983846e-09,2.6071509395819703e-08
1983,2.5261264191556165e-09,2.5892795685322767e-08
1984,5.799008495621649e-10,4.291266303413366e-08
1985,0.0,2.466378745680231e-08
1986,1.7983456945813714e-09,3.596691355856052e-08
1987,3.0554083707556856e-09,3.116516611445519e-08
1988,1.798966087207532e-09,3.7178633394141514e-08
1989,1.0976244357863152e-09,4.0612102902848335e-08
1990,1.634595292454577e-09,2.9967581194334514e-08
1991,5.861465202094962e-10,4.278869641938243e-08
1992,5.509944167592096e-10,3.361065981088984e-08
1993,1.661762283333701e-09,2.7696038018554248e-08
1994,1.0549853213248639e-09,2.6902126415428995e-08
1995,1.0844901643380922e-09,2.2232048202397436e-08
1996,1.067618438099771e-09,3.0960934482848756e-08
1997,9.58978896292706e-10,4.603098846533982e-08
1998,2.3840645013706308e-09,3.003921467126247e-08
1999,4.570201161957499e-10,2.833524653800268e-08
2000,1.7672125984802278e-09,2.871720505837061e-08
2001,1.7524846851468823e-09,3.066848267008204e-08
2002,4.38122149670761e-10,3.1106672793157486e-08
2003,2.083461403401543e-09,3.791899949590061e-08
2004,3.0833537945085254e-09,2.9071621443499396e-08
2005,1.3511248786457486e-09,3.648037238956903e-08
2006,3.294311934354255e-09,3.953174426696293e-08
2007,3.1955835755326234e-09,3.195583569981508e-08
2008,2.554463751636149e-09,3.618823768425372e-08
2009,1.907277002999308e-09,3.3377348662710915e-08
2010,0.0,5.0544584573319895e-08
2011,1.1471915639660324e-09,5.3918005588071694e-08
2012,2.7234021704458655e-09,7.251058042889724e-08
2013,5.578250084070646e-10,6.191857537807266e-08
2014,4.114345752981308e-09,9.289759539399256e-08
2015,2.438232948875907e-09,7.935339862985558e-08
2016,3.5212781579474495e-09,8.948188662261103e-08
2017,7.54683426862357e-10,5.936842883969007e-08
2018,2.5814666515522333e-09,8.209063873110267e-08
2019,4.5917777913295765e-09,6.785627193472976e-08
