year,vos_DET airs_NOUN,vos_DET mères_NOUN
1800,2.2009151834367913e-08,3.772997558826319e-08
1801,3.5717737434382e-08,1.0239085423968675e-07
1802,3.3567602031325805e-08,6.713520406265161e-08
1803,5.265915836716317e-08,9.946729662146936e-08
1804,1.359518080334965e-07,9.88740396223875e-08
1805,4.548604315424143e-08,1.3077237781544682e-07
1806,1.0374009207225754e-07,8.35684019762084e-08
1807,1.7081730252499483e-08,1.8505208743135881e-07
1808,4.75875534533543e-08,5.211970233176544e-08
1809,1.3554183553310395e-08,7.002994895088932e-08
1810,1.0530570193623134e-07,1.1232608132516475e-07
1811,8.774768467390004e-08,3.259199843341776e-08
1812,6.134578844907423e-08,4.5342538612658245e-08
1813,6.039057609541487e-08,6.039057609541487e-08
1814,9.125363398254649e-08,1.85653951767506e-07
1815,1.8880564667256294e-08,1.4025562222741428e-07
1816,3.0128852301913867e-08,1.7382029682266875e-07
1817,7.472992091805963e-08,7.784367150875937e-08
1818,5.0068943213688044e-08,1.7524130879742472e-07
1819,5.175524897538253e-08,1.1800196997313606e-07
1820,7.950542535439808e-08,1.376511846729045e-07
1821,6.015507691969901e-08,1.0157332908100614e-07
1822,2.5064039732569654e-08,1.2030739071633434e-07
1823,5.731958552246397e-08,9.783860255296872e-08
1824,3.8737119290033206e-08,7.410579350164426e-08
1825,5.459374818883589e-08,9.950150570148253e-08
1826,2.8185549894033102e-08,1.611861137895687e-07
1827,2.0278000945062047e-08,1.17981093339381e-07
1828,5.3199348259980184e-08,8.438517318243299e-08
1829,3.0006116702452346e-08,1.2602568749686682e-07
1830,6.575206312753323e-08,9.810625911654824e-08
1831,3.2741533706470705e-08,1.2940701044072966e-07
1832,4.058990832334075e-08,1.325937033502811e-07
1833,4.749287596528262e-08,1.7491278647696618e-07
1834,2.893704542650255e-08,1.7735608892621713e-07
1835,5.218530674255817e-08,1.0739584865859797e-07
1836,2.822714967321005e-08,1.6264214752759187e-07
1837,1.8090516529234435e-08,1.0228099411868641e-07
1838,3.787297009338886e-08,1.5843526424141885e-07
1839,2.6567605448946097e-08,1.2304996044321115e-07
1840,3.375935120342177e-08,2.1147366302542991e-07
1841,3.5955072252846776e-08,1.2263247395338794e-07
1842,6.439934541191406e-08,1.5361927507839823e-07
1843,3.7804230856863796e-08,1.5298899680438183e-07
1844,3.56756482688958e-08,1.59717138736859e-07
1845,5.6918324276011845e-08,1.3392547337787164e-07
1846,4.9763260845381296e-08,1.2704268081975556e-07
1847,3.020205241455187e-08,1.1649362718912926e-07
1848,5.5512030749937935e-08,7.96476962161563e-08
1849,3.854530761238095e-08,8.128032491505621e-08
1850,5.159636806695289e-08,1.1744963313020662e-07
1851,2.4507867735223954e-08,1.2511911839929724e-07
1852,4.5573818718835923e-08,1.9987373756080729e-07
1853,4.060913649794884e-08,1.4870110609521703e-07
1854,6.33871053423718e-08,1.3196987924679604e-07
1855,8.278822249963014e-08,1.416952244426284e-07
1856,3.572260576234498e-08,1.5324479774037059e-07
1857,5.272029879321849e-08,1.4156376004770266e-07
1858,5.1872966366772744e-08,1.3702292583905873e-07
1859,4.786642771037464e-08,1.7160624388168344e-07
1860,6.087654602637826e-08,1.5699741345853724e-07
1861,4.810282866474225e-08,1.4195050124232722e-07
1862,3.885468324860142e-08,1.2695542089824485e-07
1863,5.044567208400963e-08,1.4034884299185535e-07
1864,6.856460954551835e-08,1.237039821688768e-07
1865,4.7068444919418084e-08,1.6803433711132243e-07
1866,5.1575495207956124e-08,2.2235851049323685e-07
1867,5.386620571812273e-08,1.659661510444721e-07
1868,5.236266353847441e-08,1.1954495260368958e-07
1869,7.325278961189952e-08,1.372268867427806e-07
1870,2.8670243512607385e-08,1.3245652574767064e-07
1871,2.549082545044712e-08,1.8693272041403475e-07
1872,3.9307707089264454e-08,1.7718704725666612e-07
1873,2.9930021461233025e-08,1.1972008717719973e-07
1874,3.5847653734322193e-08,1.3323378400542651e-07
1875,3.37570102426632e-08,8.410645113698934e-08
1876,5.6832537564943664e-08,9.673623369010897e-08
1877,6.865146029433333e-08,1.0204946132574833e-07
1878,3.442280499532657e-08,1.4614594512352141e-07
1879,6.048231937505477e-08,8.980708177119823e-08
1880,3.3372801855335865e-08,8.343200286198282e-08
1881,1.8128519629900808e-08,1.0389036586566647e-07
1882,5.923292589748996e-08,9.849969839770267e-08
1883,4.613117443597048e-08,1.1122036847055483e-07
1884,3.4328825115892414e-08,6.337628999375511e-08
1885,1.4180398411056672e-08,6.574548472304542e-08
1886,2.5813855941692054e-08,8.97031509072832e-08
1887,2.7421483972389638e-08,7.181817096579834e-08
1888,3.4873380627686856e-08,7.73554977850921e-08
1889,2.7566601445982997e-08,8.269980167341373e-08
1890,1.8352282582512203e-08,5.83340380444497e-08
1891,4.971891465199718e-08,6.119251128033909e-08
1892,3.635737289009455e-08,7.02073390534963e-08
1893,2.2170299485146927e-08,9.483961382894535e-08
1894,2.6466465019581165e-08,1.0019447449494123e-07
1895,2.407445731655855e-08,6.319545220456746e-08
1896,3.715128332748563e-08,8.845543431057479e-08
1897,3.43776108691074e-08,5.884980558423791e-08
1898,1.697506502029711e-08,7.751946351497452e-08
1899,2.65323762960179e-08,9.341607309920619e-08
1900,3.426095018799202e-08,7.475116481359123e-08
1901,3.409130766574009e-08,6.706486854746174e-08
1902,2.1114220427609354e-08,3.8791240997149146e-08
1903,1.4580595175672784e-08,4.050165181013199e-08
1904,2.0961038238453966e-08,4.3534464033712084e-08
1905,1.3934049136743454e-08,7.225062614857336e-08
1906,3.806696413644062e-08,8.847997418071074e-08
1907,3.394276593127188e-08,6.891409998210918e-08
1908,2.7503778587956162e-08,7.90733638567076e-08
1909,3.13556076103616e-08,9.956780555597788e-08
1910,5.076943265791556e-08,8.550641061866315e-08
1911,3.724261787851901e-08,5.53318924012558e-08
1912,3.2298411722919695e-08,9.116487431626297e-08
1913,3.606033122105501e-08,6.363587901070389e-08
1914,3.616241528447972e-08,8.103059823127978e-08
1915,2.1205371236732162e-08,2.462179206075277e-07
1916,2.8567401111345703e-08,1.2745456134943822e-07
1917,2.8512703309502285e-08,8.115154082055653e-08
1918,6.087779347296873e-08,1.1830967761028433e-07
1919,3.314825391953491e-08,7.182121808391173e-08
1920,2.8017257847068322e-08,6.587841516747517e-08
1921,3.634918815942356e-08,5.073740672045801e-08
1922,5.976127831486266e-08,3.024953565411437e-08
1923,4.352538862661959e-08,7.643482691221948e-08
1924,5.0277336072213075e-08,3.996403497019685e-08
1925,4.2892892793133797e-08,5.279125558921294e-08
1926,3.78968714187522e-08,4.124071295574794e-08
1927,5.9090890403012963e-08,5.240135636519483e-08
1928,3.313552077166548e-08,7.655447786802938e-08
1929,6.461435875237953e-08,6.350031522828203e-08
1930,3.7812974085227324e-08,5.0417298558258494e-08
1931,2.8513392535955973e-08,3.193499775733244e-08
1932,2.6302887090601246e-08,4.274219123079348e-08
1933,3.211785326584504e-08,2.2941324395731044e-08
1934,1.677421224144382e-08,3.35484227065308e-08
1935,2.393656828303392e-08,2.2739739868882225e-08
1936,2.0612015205756506e-08,4.1224028635156174e-08
1937,3.651424218542587e-08,5.288269555592251e-08
1938,2.2040865133021725e-08,4.4081729155820426e-08
1939,3.6705721129237645e-08,4.282334131744392e-08
1940,4.3108308034334186e-08,1.0143131667916805e-08
1941,2.6563523380929155e-08,3.541802984230458e-08
1942,2.7307905936524435e-08,5.4615812983271894e-08
1943,5.8064703711835364e-08,5.8064703267746154e-08
1944,3.213186161588055e-08,4.4984606262232774e-08
1945,1.5249527862692958e-08,6.099811367121788e-08
1946,6.125285700875338e-08,4.5939644977011085e-08
1947,4.0530959921625254e-08,5.125974555930668e-08
1948,2.9354097819123126e-08,4.783630513927051e-08
1949,2.552422073698324e-08,4.123143504397575e-08
1950,3.19060831088791e-08,4.147791021757996e-08
1951,1.7058242818279723e-08,3.19842061724529e-08
1952,2.741649041126948e-08,3.374337198547295e-08
1953,2.693456835345387e-08,5.4946518446286063e-08
1954,2.8340354951694735e-08,2.931760856306198e-08
1955,3.378819002364253e-08,3.4726747699664884e-08
1956,2.8779766569897447e-08,3.924513802822105e-08
1957,2.6505112771246786e-08,4.947621201623065e-08
1958,3.7225095728121715e-08,3.226174849491059e-08
1959,3.7978666100890734e-08,2.6352541926399908e-08
1960,4.0832916214927906e-08,4.152500149290361e-08
1961,2.640300600376122e-08,3.1266716493671964e-08
1962,3.107558699255719e-08,4.0588519489848096e-08
1963,3.879631949033069e-08,4.138273901332923e-08
1964,2.9203048756976102e-08,4.867174685507791e-08
1965,3.994591679656878e-08,4.541796005952392e-08
1966,4.7636043332133227e-08,4.81899508075756e-08
1967,4.9303355398322424e-08,4.782425588878425e-08
1968,4.2668450106475575e-08,7.051522910028751e-08
1969,3.860494268703718e-08,5.404691694188557e-08
1970,2.3453497643988186e-08,3.035158507858071e-08
1971,2.620582706391872e-08,3.3913424068998665e-08
1972,2.4111690422046195e-08,3.5911028817281476e-08
1973,7.718485461882807e-09,4.410563031465031e-08
1974,1.9689501584707614e-08,3.48785448300859e-08
1975,1.313640396460869e-08,3.655347136088949e-08
1976,2.1140049488721502e-08,3.885198451847316e-08
1977,1.763034590540613e-08,5.2303359199257216e-08
1978,2.316830594040198e-08,4.45544341420856e-08
1979,2.867466974976196e-08,5.3838155045227154e-08
1980,1.5349907178663358e-08,5.2871901079498684e-08
1981,3.099519241267501e-08,4.617651239158249e-08
1982,9.9320033308814e-09,3.2279012573965815e-08
1983,3.410270732473464e-08,4.0418023150579074e-08
1984,2.899504214504134e-08,2.899504308873091e-08
1985,2.225756545737312e-08,4.451512802816637e-08
1986,2.2779044428489215e-08,3.776525880905268e-08
1987,1.8332450224534114e-08,3.055408437369067e-08
1988,1.1993107784658008e-08,3.3580700553592635e-08
1989,1.2622680567453415e-08,4.116091678607603e-08
1990,1.47113579651581e-08,3.5416232224694255e-08
1991,2.0515127652220855e-08,5.392547930416214e-08
1992,2.1488782808720686e-08,4.18755745634769e-08
1993,1.717154241021035e-08,3.988229418938616e-08
1994,1.7407257746349103e-08,5.802419122957758e-08
1995,1.626735279813829e-08,2.819674393972349e-08
1996,1.7615704006601618e-08,3.149474347985404e-08
1997,1.8220598585472203e-08,4.651047791348617e-08
1998,1.2873949017944142e-08,4.863491964712807e-08
