year,meilleurs_ADJ auteurs_NOUN,meilleurs_ADJ moteurs_NOUN
1915,2.6388907725660715e-07,9.424609537234119e-09
1916,2.395266673893559e-07,6.592477230782379e-09
1917,2.401646918004374e-07,1.4256351654751143e-08
1918,2.228357001143877e-07,2.1824114071478107e-08
1919,3.4437353158001116e-07,1.6574126959767455e-08
1920,3.324209734145711e-07,1.741613253614105e-08
1921,3.657636951093224e-07,2.2718241510233383e-08
1922,3.6225662902733546e-07,2.3609393551282665e-08
1923,4.2994591131773063e-07,1.9108707505210987e-08
1924,4.0608615659021297e-07,2.1915761649893284e-08
1925,4.2123021426476726e-07,1.2097995494286806e-08
1926,3.3884261707584074e-07,1.89484357093761e-08
1927,2.9879923113540485e-07,2.0068604555945058e-08
1928,3.0621789415263834e-07,1.4853853258500749e-08
1929,3.297560267068178e-07,5.570202965543558e-09
1930,3.6972683403746487e-07,1.6805765667982087e-08
1931,3.2163106844507183e-07,1.0264820993199919e-08
1932,3.594727912004103e-07,6.575722188983946e-09
1933,2.6726642787799904e-07,2.064719240024715e-08
1934,3.055302837395857e-07,1.1981580172459871e-08
1935,3.267341686097325e-07,1.3165112555668657e-08
1936,5.201502557561355e-07,1.4549657478823974e-08
1937,2.5434059791606956e-07,1.0072894518486919e-08
1938,2.541181997051112e-07,9.075650453382877e-09
1939,2.7529291823924495e-07,4.588215141154706e-09
1940,2.8147189623517477e-07,1.2678914806940611e-08
1941,2.9810176815914247e-07,8.854508237732261e-09
1942,4.2782385634154707e-07,3.034211770724937e-09
1943,4.383885114922492e-07,1.4516175816936538e-08
1944,3.470240983460826e-07,9.639558484764166e-09
1945,2.853840412875286e-07,1.3071024262956144e-08
1946,2.9095108011745197e-07,1.1136883415474585e-08
1947,2.9325341244224035e-07,1.1920871401116528e-08
1948,3.3376694519304806e-07,1.4133454406817236e-08
1949,2.3658990189190376e-07,7.853606653895895e-09
1950,2.903453621971863e-07,1.4889506516624351e-08
1951,2.6440275269212776e-07,1.7058242818279723e-08
1952,2.3725808240282475e-07,1.2653764258629963e-08
1953,2.8873857438327377e-07,1.723812381726475e-08
1954,3.0197137834697685e-07,3.9090144454689835e-09
1955,2.121147426592529e-07,8.447047505910632e-09
1956,2.485525356643592e-07,6.104799332717903e-09
1957,2.1557492235757536e-07,2.6505113659425206e-09
1958,2.3906783347404925e-07,3.3088973783179654e-09
1959,2.829023071360126e-07,3.100299128533379e-09
1960,2.7268084551446137e-07,2.7683333403416555e-09
1961,3.112775261437939e-07,2.08444772553662e-09
1962,2.397259470932056e-07,7.610347907416326e-09
1963,2.528226852316351e-07,1.939815863494232e-09
1964,2.798625327038451e-07,3.041984220075733e-09
1965,2.8509345728622293e-07,5.47204326295514e-09
1966,4.165384239751546e-07,3.8773522170743036e-09
1967,4.1858548316398014e-07,3.451234853457663e-09
1968,3.521270066642046e-07,9.431973424511852e-09
1969,2.697804015738825e-07,2.7250546263957176e-09
1970,3.862929078835009e-07,1.8394900047624674e-09
1971,4.0182267913024816e-07,1.541519245584766e-09
1972,3.3397256871126046e-07,4.104117490300041e-09
1973,2.6132585972948874e-07,4.410563025913916e-09
1974,2.3964935502718276e-07,6.1881286761433785e-09
1975,2.1303821640117349e-07,2.2845920710778955e-09
1976,2.713925120190197e-07,3.9994687561772935e-09
1977,2.2566841800797377e-07,4.7014254711541525e-09
1978,2.5663353453442284e-07,5.940591130126904e-09
1979,2.569016261944057e-07,3.5111840102075575e-09
1980,2.723187237929636e-07,5.116635559687666e-09
1981,2.682032951284441e-07,1.8976649140967083e-09
1982,2.1105507963525838e-07,1.2415004579935385e-09
1983,2.481919335606264e-07,5.052252838311233e-09
1984,2.3717945252244022e-07,5.799008495621649e-10
1985,2.195678698857506e-07,3.609334831011779e-09
1986,2.403788714744337e-07,1.7983456945813714e-09
1987,2.157118289547455e-07,1.8332451112712533e-09
1988,2.4226076678068864e-07,7.795519785247507e-09
1989,2.425750027512663e-07,1.6464366536794728e-09
1990,2.1522171539389845e-07,8.172976073694826e-09
1991,2.3211402339073928e-07,2.344586080837985e-09
1992,2.479474829897299e-07,2.2039776670368383e-09
1993,2.4261728004404404e-07,3.323524566667402e-09
1994,2.426466199079158e-07,3.6924485691258724e-09
1995,2.629888579686046e-07,3.795715741716776e-09
1996,2.18861786027702e-07,0.0
1997,2.407037085205843e-07,2.876936688878118e-09
1998,2.3792965064828309e-07,3.337690568372409e-09
1999,2.3627940351489407e-07,4.570201106446348e-09
2000,2.443171425170476e-07,8.394259509714175e-09
2001,2.194987109294111e-07,7.886181485616817e-09
2002,2.0854614479759448e-07,6.133709984368352e-09
2003,2.1084629597822868e-07,7.500461585152607e-09
2004,1.8720362843227534e-07,2.642874807889939e-09
2005,1.8735598683594645e-07,4.503749373441224e-09
2006,1.9683513191592894e-07,1.6471559671771274e-09
2007,2.3048146316484441e-07,4.7933754743212376e-09
2008,1.626341910032636e-07,6.3861596011349775e-09
2009,1.673635621202152e-07,4.76819250749827e-09
2010,1.2234624202633881e-07,2.3618964561933353e-09
2011,1.2733826659783176e-07,6.883149605840799e-09
2012,1.106382125914962e-07,9.872333173177594e-09
2013,1.0542892348031074e-07,5.020424964641279e-09
2014,1.1823330547944266e-07,3.2481677347817595e-09
2015,1.1659186363588425e-07,3.103205470367243e-09
2016,1.3898691686442533e-07,3.5212781579474495e-09
2017,9.961821115234137e-08,2.7671724911471074e-09
2018,9.112577592507165e-08,5.937373259712331e-09
2019,1.025497042839163e-07,3.5713827450933877e-09
