year,vieux_ADJ êtres_NOUN,vieux_ADJ maîtres_NOUN
1800,0.0,1.8864987794131594e-08
1801,0.0,1.1905912700171939e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,1.950339267864365e-08
1804,0.0,1.4831105232815389e-08
1805,0.0,7.391482248486625e-08
1806,0.0,4.610670600868616e-08
1807,0.0,1.1387820464392462e-08
1808,2.2660739951163578e-09,3.4217717370665923e-07
1809,0.0,9.036122072814123e-09
1810,0.0,3.042164919975221e-08
1811,0.0,2.4820059252306237e-07
1812,0.0,4.800974906515876e-08
1813,0.0,6.039057609541487e-08
1814,0.0,1.3530711839848664e-07
1815,0.0,1.8880564667256294e-08
1816,0.0,3.244645441213834e-08
1817,0.0,9.49692804397273e-08
1818,0.0,3.695565098382758e-08
1819,0.0,3.7263780061636e-08
1820,0.0,1.1866481131050932e-08
1821,0.0,3.944595405869222e-08
1822,0.0,2.5064039732569654e-08
1823,0.0,2.7671523739059012e-08
1824,0.0,2.4421227706739046e-08
1825,0.0,1.8491430608946757e-08
1826,0.0,2.6423952803611428e-08
1827,0.0,9.217273166939322e-09
1828,0.0,2.935136400594729e-08
1829,0.0,7.03000447299651e-08
1830,0.0,6.679575226264944e-08
1831,0.0,7.016042502527853e-08
1832,0.0,1.0012177398266431e-07
1833,0.0,1.7722950929055514e-07
1834,0.0,3.2297475804909936e-07
1835,0.0,1.1117739262545001e-07
1836,0.0,9.94671043308415e-08
1837,0.0,1.7185990985879585e-07
1838,1.2624323808552163e-09,1.1109405306797271e-07
1839,0.0,1.1955422962728335e-07
1840,0.0,1.5733131419892743e-07
1841,0.0,1.3804179532783678e-07
1842,6.708265054555795e-10,2.4753498450991174e-07
1843,0.0,2.0260705468899687e-07
1844,0.0,2.552180921044922e-07
1845,1.674068439427856e-09,1.5903650307791395e-07
1846,0.0,1.879294870832382e-07
1847,0.0,1.51010254967332e-07
1848,0.0,1.1746023886871626e-07
1849,8.379414939696517e-10,2.0361978325666996e-07
1850,0.0,2.532295546586738e-07
1851,0.0,1.960629403274794e-07
1852,0.0,2.766981863633333e-07
1853,0.0,1.7796357010269048e-07
1854,5.195664454227256e-10,2.239331348130591e-07
1855,2.653468555990912e-09,4.0704207293629224e-07
1856,1.0872097000458325e-08,3.095959248966551e-07
1857,0.0,2.909379390736433e-07
1858,1.468102750479261e-09,2.84811932260709e-07
1859,0.0,3.5237840734225756e-07
1860,4.57718396518203e-09,4.828929149880423e-07
1861,0.0,3.2068552968667063e-07
1862,9.035972525772706e-10,2.3132089665978128e-07
1863,2.4973103585068657e-09,3.34140119573334e-07
1864,9.589455896019672e-10,3.2652096138008346e-07
1865,8.001635798393636e-09,3.680752342916094e-07
1866,5.838735717134114e-09,3.946012174793623e-07
1867,1.94112459439566e-09,3.4988769925803354e-07
1868,4.93987406535723e-10,4.465646270546131e-07
1869,0.0,3.5796194752801824e-07
1870,0.0,3.2970780239338637e-07
1871,2.1242354542039266e-09,1.646282470346705e-07
1872,6.047339295989218e-10,3.7251609796840057e-07
1873,1.7958012854535355e-09,3.603574612043303e-07
1874,1.7923826867161097e-09,3.0052282795622887e-07
1875,0.0,3.3070425808912063e-07
1876,2.418405919968336e-09,3.7182991263762233e-07
1877,6.184815992682502e-10,2.801721670220303e-07
1878,6.039088673581716e-10,4.517238297863102e-07
1879,1.832797580370027e-09,3.1585211324181017e-07
1880,2.5671385017744797e-09,2.7404204594461135e-07
1881,6.972507571312292e-10,3.988274384081336e-07
1882,0.0,3.8335018182067415e-07
1883,0.0,4.126528381220851e-07
1884,4.621187876807653e-09,3.63093334954101e-07
1885,0.0,3.0616769208791084e-07
1886,6.453463874400711e-10,4.356088092460908e-07
1887,0.0,3.3166937885020786e-07
1888,4.4384300679212174e-09,3.2717572917562165e-07
1889,1.8795409673089125e-09,3.683900455797584e-07
1890,6.554386478008212e-10,4.0309475934918737e-07
1891,5.099376032546843e-09,4.066752292697373e-07
1892,1.2537024751679837e-09,4.795411845393005e-07
1893,3.079208221734575e-09,3.725841966062404e-07
1894,1.8904617871129403e-09,3.5540680531909175e-07
1895,1.2037228991346183e-09,4.7486868059998244e-07
1896,4.1279202278587945e-09,4.2930370525162687e-07
1897,5.826713556089658e-10,4.597277083462359e-07
1898,5.6583548957434e-10,3.7401725760943805e-07
1899,1.6582735185011188e-09,4.974820537739788e-07
1900,1.038210628578895e-09,4.557744572863953e-07
1901,3.912117296778206e-09,3.7668100905108304e-07
