year,vieux_ADJ êtres_NOUN,vieux_ADJ maîtres_NOUN
1902,0.0,4.0853562888187867e-07
1903,0.0,4.768394425980205e-07
1904,3.2247751136083025e-09,5.439120496220085e-07
1905,2.580379465655369e-09,5.067865220809153e-07
1906,2.572092316910357e-09,4.681207830259382e-07
1907,5.65712765521198e-09,4.937129769455595e-07
1908,0.0,4.626528369300331e-07
1909,5.500983557560346e-10,4.5493133526974816e-07
1910,5.344150677544235e-10,4.558560551259916e-07
1911,2.128149656499545e-09,5.235248190516018e-07
1912,0.0,5.047929025892017e-07
1913,1.060597942803554e-09,5.006022387732401e-07
1914,6.696743715117748e-10,4.513605125211484e-07
1915,0.0,2.497521509603473e-07
1916,0.0,4.0983234672609115e-07
1917,1.0966424435210342e-09,3.6079537668598505e-07
1918,0.0,4.1236089920460017e-07
1919,9.207848372660976e-10,5.745697473358291e-07
1920,2.2716695191604686e-09,5.292990028493705e-07
1921,3.7863738810983705e-09,5.664415327899519e-07
1922,7.377935484775833e-10,5.666254327962861e-07
1923,3.1847844361720945e-09,5.562756890675757e-07
1924,2.578324886925998e-09,5.466049008973073e-07
1925,0.0,5.675059906451452e-07
1926,7.802296586589819e-09,4.7594011043372575e-07
1927,1.1149224876660924e-09,4.236705359872417e-07
1928,7.998228745975666e-09,4.581842416584436e-07
1929,4.4561625500705304e-09,4.4673029009345555e-07
1930,0.0,4.1069089462553166e-07
1931,0.0,4.094523049502641e-07
1932,1.0959536611565568e-09,3.50705173346455e-07
1933,2.2941324395731044e-09,3.211785450929483e-07
1934,3.5944740517379614e-09,3.13917407623876e-07
1935,0.0,3.315214662791277e-07
1936,0.0,3.4434189011278704e-07
1937,6.295559185076627e-09,3.3114641517784094e-07
1938,1.2965214457594243e-09,2.5282168802931437e-07
1939,0.0,2.7988113338039966e-07
1940,0.0,1.5721854706995941e-07
1941,0.0,2.4792620934022125e-07
1942,3.034211770724937e-09,2.39702728777047e-07
1943,2.9032352077962287e-09,2.8451705702536856e-07
1944,0.0,2.9882630414590494e-07
1945,2.178504043826024e-09,2.5270647352471087e-07
1946,4.1763312808029696e-09,3.535960573231023e-07
1947,2.3841741914054637e-09,3.027901236407615e-07
1948,1.0871887834440486e-09,2.7179720829551e-07
1949,4.908504269707237e-09,2.513154160332931e-07
1950,7.444753258312176e-09,2.89281821608256e-07
1951,2.1322803522849654e-09,2.0469891781615956e-07
1952,1.0544803918932644e-09,2.309312012727105e-07
1953,0.0,2.3810158999992836e-07
1954,9.772536113672459e-10,2.7656278511756227e-07
1955,0.0,1.952206418742719e-07
1956,8.72114158667614e-10,2.267496834740257e-07
1957,2.6505113659425206e-09,2.4031303169635976e-07
1958,2.4816730892496253e-09,2.1590554721839794e-07
1959,0.0,2.4724886671378954e-07
1960,2.076250060767393e-09,2.270033316875697e-07
1961,0.0,2.2789961739988485e-07
1962,1.2683912808952869e-09,1.8074576368931616e-07
1963,1.939815863494232e-09,2.1531957195009e-07
1964,1.8251904432275978e-09,1.9651217852967306e-07
1965,1.6416130677043839e-09,2.440531390313083e-07
1966,1.1078149508847446e-09,2.03284046929042e-07
1967,4.930335584241163e-10,1.9819948371413432e-07
1968,4.491415683816058e-09,3.031705713141264e-07
1969,1.8167031212712459e-09,1.630490990001121e-07
1970,1.3796175313274261e-09,2.3775408486415017e-07
1971,0.0,2.0553590651672948e-07
1972,3.0780880067027283e-09,2.2059631676896174e-07
1973,2.205281512956958e-09,1.4444593920970306e-07
1974,5.625571675160757e-10,9.675983614343409e-08
1975,0.0,1.4964077976742374e-07
1976,2.285410749536254e-09,1.4226682187867823e-07
1977,1.7630346071939584e-09,1.5573471889851476e-07
1978,2.970295565063452e-09,1.710890327188963e-07
1979,1.1703946700691858e-09,1.5039571277242203e-07
1980,2.8425752862659692e-09,1.694174864841358e-07
1981,6.325549528618524e-10,1.5244575024553342e-07
1982,0.0,1.3842729806867737e-07
1983,6.315316047889041e-10,1.3325316228218753e-07
1984,0.0,1.304776882093961e-07
1985,6.015558051686298e-10,1.624200738348236e-07
1986,1.1988970927134801e-09,1.3667427034569357e-07
1987,1.8332451112712533e-09,1.4910393142386624e-07
1988,0.0,1.4991384478246772e-07
1989,5.488122178931576e-10,1.613507949471682e-07
1990,1.089730194969718e-09,1.2313950709108568e-07
1991,5.861465202094962e-10,1.4067517106752803e-07
1992,0.0,1.4325854236219016e-07
1993,0.0,1.689458315468073e-07
1994,1.5824779264761446e-09,1.2237829549732737e-07
1995,0.0,1.3176555491156705e-07
1996,0.0,1.3398611908854718e-07
1997,2.876936688878118e-09,1.1172104308343478e-07
1998,4.768129224785866e-10,1.0775972014709367e-07
1999,4.570201161957499e-10,1.2385245318213833e-07
2000,2.2090156370779823e-09,1.0824176965851251e-07
2001,4.3812117822561447e-10,1.1873083982649746e-07
2002,1.3143663935011318e-09,1.0909241243695078e-07
2003,0.0,1.1292361246084681e-07
2004,8.809582507929292e-10,1.0747690631918161e-07
2005,4.503749373441224e-09,9.81817430689702e-08
2006,2.4707338397433887e-09,1.1241839315001556e-07
2007,2.3966877371606188e-09,1.0864984223424301e-07
2008,8.514879357157668e-10,9.494090524864163e-08
2009,4.76819250749827e-10,1.339862056859431e-07
2010,1.4171379625338432e-09,9.683775514801596e-08
2011,1.1471915639660324e-09,8.145060265141169e-08
2012,6.808505426114664e-10,1.0791481053207264e-07
2013,1.1156500168141292e-09,8.451049166025015e-08
2014,1.2992671383216248e-09,1.437855638997121e-07
2015,1.7732603163622684e-09,1.442990631428387e-07
2016,1.2428040818690533e-09,1.5369342620807913e-07
2017,1.0062445321423752e-09,8.301517340214559e-08
2018,1.290733298020541e-09,1.4404583825733397e-07
2019,1.53059265262101e-09,1.3163096868051838e-07
