year,leurs_DET airs_NOUN,leurs_DET mers_NOUN
1800,1.886498623981936e-07,6.917161954334006e-08
1801,1.381085894536227e-07,1.1429676405327882e-07
1802,7.832440473976021e-08,7.608656460433849e-08
1803,1.8918290400904425e-07,4.6808139586573816e-08
1804,1.9033252973699177e-07,1.4089549704721094e-07
1805,1.421438877713399e-07,4.8328921309348516e-08
1806,2.564685619432794e-07,2.881669125542885e-08
1807,1.5942949005420815e-07,2.2775640928784924e-08
1808,1.4049658503267892e-07,1.2916622438297054e-07
1809,1.0391540516963005e-07,4.969867051229926e-08
1810,1.0296557917399696e-07,6.552355102940055e-08
1811,1.0780430415024966e-07,3.008491944456182e-08
1812,2.667208214290895e-07,4.5342538612658245e-08
1813,2.0705339420779012e-07,2.300593315851529e-08
1814,1.5104050810066383e-07,2.2026739543434815e-08
1815,1.537417375629957e-07,5.933891955578474e-08
1816,1.0429217844887262e-07,1.8540831092650478e-08
1817,1.588010940523077e-07,4.0478710161551135e-08
1818,5.364529886975333e-08,1.9193095113223535e-07
1819,8.591371281063687e-08,3.8298885840504227e-08
1820,2.5038275097699625e-07,9.493184904840746e-08
1821,1.4200543052567127e-07,4.043210211079895e-08
1822,8.72228582693424e-08,5.413832582235045e-08
1823,1.353928098524193e-07,8.597937295462543e-08
1824,1.5494847005470547e-07,3.621078548121659e-08
1825,1.6025906202088436e-07,1.1182912795781874e-07
1826,1.5149733556540923e-07,6.077509340229881e-08
1827,9.770309539192112e-08,3.6869092667757286e-08
1828,9.997808092521154e-08,5.503380862137419e-08
1829,1.1830983304150777e-07,3.429270378774163e-08
1830,1.7012042263786498e-07,7.618890407457002e-08
1831,9.510636012066698e-08,4.365537620287796e-08
1832,1.5694764599061273e-07,5.817886972181441e-08
1833,2.2588075054841283e-07,9.961920710566119e-08
1834,1.7455573164681937e-07,7.094243414940138e-08
1835,1.406734426723233e-07,3.932805725526123e-08
1836,1.0148332352244438e-07,9.677879830860547e-08
1837,1.0158520957759265e-07,6.888311787633938e-08
1838,9.405121303984743e-08,5.5547026533986354e-08
1839,9.088917574118227e-08,4.894032556990169e-08
1840,8.981260979368244e-08,6.051204337609306e-08
1841,9.502411835171642e-08,3.017657901338566e-08
1842,1.09344717280635e-07,3.957876471005761e-08
1843,9.74640315121178e-08,3.9576303123567413e-08
1844,1.1416207801318023e-07,4.006649589882727e-08
1845,4.185171054160719e-08,4.296775363288319e-08
1846,9.133021894314197e-08,2.4003455445509303e-08
1847,6.417936226910115e-08,2.1572894581822766e-08
1848,7.964769821455775e-08,2.574470947536156e-08
1849,8.128032291665477e-08,1.7596770485184265e-08
1850,4.8880770542325536e-08,2.987158254086353e-08
1851,4.6435958633850305e-08,3.5471913406581734e-08
1852,1.6211258824228025e-07,3.1250618093281446e-08
1853,9.73424918448984e-08,1.851298847554972e-08
1854,9.248282384355377e-08,2.0263090760863633e-08
1855,1.1356845419641104e-07,3.02495415382964e-08
1856,1.1027413204800496e-07,3.1063134731112996e-08
1857,1.0007093553809909e-07,3.0265356665282184e-08
1858,1.04235298392652e-07,2.153217493194859e-08
1859,1.2883198241553373e-07,2.800695320104296e-08
1860,9.566314140840859e-08,5.8587953377653434e-08
1861,7.969978632615948e-08,2.2165028923382124e-08
1862,7.861296413835817e-08,3.34330998441601e-08
1863,7.841554694465458e-08,1.2486552514179294e-08
1864,1.0212770273909655e-07,3.164520590015485e-08
1865,1.0119715088130476e-07,2.3063536858103362e-08
1866,9.244664234131506e-08,2.238181906477621e-08
1867,9.268870115874961e-08,1.5043715606566366e-08
1868,1.0620729096189052e-07,2.420538292025043e-08
1869,1.8215526154108375e-07,2.63710038250764e-08
1870,9.518521082441112e-08,1.7202147262196377e-08
1871,6.266494922968491e-08,1.805600113868877e-08
1872,9.494322972258828e-08,1.028047680318167e-08
1873,7.72194583831265e-08,1.7359413462259e-08
1874,1.0276327522262818e-07,3.4055272379873713e-08
1875,7.895707676564001e-08,3.9478538382820005e-08
1876,8.94810217033637e-08,2.8416270225761764e-08
1877,7.792867950939808e-08,2.968711676487601e-08
1878,1.0266450534146543e-07,2.5968081018845623e-08
1879,1.1118971743329098e-07,3.360128886242819e-08
1880,8.086486347202992e-08,3.016387717380553e-08
1881,1.0737661404469634e-07,9.064259565150223e-09
1882,1.118104702158007e-07,1.9300616216355593e-08
1883,1.1438003311159406e-07,2.5277355319985872e-08
1884,1.181703774832954e-07,2.3766109080725073e-08
1885,8.572695131547903e-08,4.254119545521462e-08
1886,9.873799999837729e-08,1.2261580972783293e-08
1887,9.989254978748363e-08,2.0239665943222462e-08
1888,7.735549889531512e-08,1.5217475057838215e-08
1889,8.833842990441099e-08,9.397704836544563e-09
1890,8.061895417910137e-08,1.4419650640196124e-08
1891,8.732681422429778e-08,1.3385862196457765e-08
1892,1.0029619978979554e-07,1.3790726782758611e-08
1893,9.9766346517427e-08,1.1700991287000306e-08
1894,9.830401559440816e-08,1.3863386882917439e-08
1895,9.328852534906673e-08,9.629783193076946e-09
1896,1.0083919566028499e-07,4.0689499769541726e-08
1897,9.905413378419325e-08,6.992056267307589e-09
1898,9.73237049839426e-08,1.1316709347397591e-08
1899,8.954677177541726e-08,9.39688327150634e-09
1900,5.5544270072260815e-08,1.0382106618855858e-08
1901,6.482937253693422e-08,8.941982265753268e-09
1902,7.46363142400952e-08,1.5221880200755322e-08
1903,9.342380824506336e-08,2.3220946943069976e-08
1904,7.954445280233813e-08,6.987012746151322e-09
1905,5.728442398211797e-08,2.115911179600971e-08
1906,1.0751345680404256e-07,1.2860461140462576e-08
1907,7.611408170404843e-08,1.491424583832668e-08
1908,8.74227243929937e-08,1.1787333775714615e-08
1909,9.131632561221181e-08,2.0903737407707013e-08
1910,1.1115833142838483e-07,1.2825961626106164e-08
1911,8.086969005560718e-08,1.4365010514438836e-08
1912,8.439262089154909e-08,2.3442395913342295e-08
1913,1.198475674257793e-07,1.2196876397752021e-08
1914,1.0112083170810138e-07,4.68772043404897e-09
1915,6.832842192050492e-08,1.6493066468115103e-08
1916,9.998590799753515e-08,1.2086208478478966e-08
1917,6.68951898319392e-08,1.7546279096336548e-08
1918,8.155327257952649e-08,2.1824114071478107e-08
1919,1.2798909510003398e-07,2.2098836538475553e-08
1920,1.0979736009275598e-07,6.057785384427916e-09
1921,8.405749696294151e-08,1.438822039290244e-08
1922,1.2690049133734504e-07,2.434718626709298e-08
1923,9.554353530560888e-08,7.431163684401554e-09
1924,1.0055467192238154e-07,7.734974438733389e-09
1925,8.908524051776112e-08,7.698724768800957e-09
1926,1.0811754602713108e-07,1.5604593173179637e-08
1927,1.0703256236865855e-07,2.3413372574054847e-08
1928,9.940655920637198e-08,9.14083297942625e-09
1929,1.2254447256943024e-07,1.893869061575515e-08
1930,9.348207452575252e-08,2.10072066408884e-08
1931,1.1633463614657558e-07,1.3686427990933225e-08
1932,8.110057425625428e-08,2.6302888755935783e-08
1933,5.7353312543639845e-08,2.0647191734113335e-08
1934,7.308763727564838e-08,1.3179738189705859e-08
1935,8.138433482685059e-08,5.98414207075848e-09
1936,8.123559069872499e-08,3.6374143697059935e-09
1937,6.547381470323188e-08,6.295559185076627e-09
1938,7.649476430060531e-08,5.186085783037697e-09
1939,6.117620365841958e-08,9.176430282309411e-09
1940,6.085878911932241e-08,1.5214697057785997e-08
1941,1.6233264865661567e-07,8.854508237732261e-09
1942,7.58552971547033e-08,3.034211770724937e-09
1943,9.580676185727555e-08,1.4516175816936538e-08
1944,1.0603514510876266e-07,3.213186161588055e-08
1945,9.149717072887142e-08,1.5249527862692958e-08
1946,9.744773166175946e-08,1.1136883415474585e-08
1947,7.390940259810463e-08,1.0728784083369192e-08
1948,7.610321417494958e-08,3.2615663503321457e-09
1949,5.006674186347482e-08,2.1597418964347526e-08
1950,6.70027759941405e-08,1.1698897850465073e-08
1951,8.742349344448286e-08,3.624876598884441e-08
1952,5.588746121443222e-08,8.435843135146115e-09
1953,4.201792791480585e-08,1.2928593307037772e-08
1954,4.788542540268281e-08,5.863521668203475e-09
1955,7.414630021074231e-08,1.3139850985055546e-08
1956,4.534993758298356e-08,2.616342520411763e-08
1957,6.714628852932947e-08,1.1485549233913872e-08
1958,6.038737820901474e-08,1.7371711180658167e-08
1959,9.998464456373313e-08,1.007597205671118e-08
1960,8.304999910002664e-08,1.314958364417862e-08
1961,7.087122311233429e-08,1.80652133252579e-08
1962,6.468795565872654e-08,2.0294260161257682e-08
1963,6.595373935880389e-08,1.5518526907953856e-08
1964,8.517555327713922e-08,1.7035111044005902e-08
1965,6.730613089089843e-08,1.4774517609339455e-08
1966,9.637989828448212e-08,1.2185964237687585e-08
1967,8.677390361810922e-08,1.774920871389085e-08
1968,1.0420084683993025e-07,1.4821672306153388e-08
1969,6.358461177025099e-08,1.952955883122165e-08
1970,8.921526339911168e-08,1.9774516968329436e-08
1971,9.40326732035146e-08,1.3873672877195986e-08
1972,8.259536166121961e-08,9.747279428040656e-09
1973,6.615844849733321e-08,1.7642251715077606e-08
1974,5.5130603415776136e-08,1.7439271360331077e-08
1975,6.682431896720686e-08,1.4278700888326057e-08
1976,4.97076848571254e-08,5.713526984862938e-09
1977,4.583889934295371e-08,1.469195431980097e-08
1978,6.178215161689593e-08,2.1386128423728223e-08
1979,6.96384847564957e-08,1.8141118163228498e-08
1980,5.742002096020826e-08,1.762396628635088e-08
1981,6.768338045581856e-08,1.2651099334792804e-08
1982,5.959202153960064e-08,1.5518756057986138e-08
1983,7.830991677337806e-08,8.209910973278056e-09
1984,7.19077029032178e-08,1.9716628330002095e-08
1985,6.015558084992989e-08,1.9249785765396155e-08
1986,6.234264771087794e-08,2.3378493807513223e-08
1987,4.277571941102565e-08,1.588812459374367e-08
1988,5.336932984434384e-08,2.038828283978944e-08
1989,7.134558510646372e-08,1.15250561316671e-08
1990,7.192219286800139e-08,1.3621627381610324e-08
1991,6.271768021592905e-08,1.817054240405014e-08
1992,6.942529445774781e-08,8.815910668147353e-09
1993,5.705383482323967e-08,9.970573700002205e-09
1994,6.435410382366058e-08,1.7407257857371405e-08
1995,6.235818617028599e-08,1.0844901865425527e-08
1996,7.313186389801274e-08,1.4946657245218375e-08
1997,6.13746503619339e-08,1.1507746755512471e-08
1998,5.1018981039874234e-08,8.582632382569955e-09
1999,6.763897908435013e-08,6.855301937225278e-09
2000,7.554833558742757e-08,7.95245647111642e-09
2001,7.97380550476845e-08,5.257454027685071e-09
2002,5.8270244962521645e-08,1.8401129953105055e-08
2003,7.167107307637366e-08,1.8751153518792307e-08
2004,6.386947482006633e-08,1.4535811138083332e-08
2005,8.737274237446968e-08,1.0808999140188291e-08
2006,1.037708292628281e-07,1.4000825387938676e-08
2007,6.950394615401478e-08,1.7176262190332636e-08
2008,8.174284071849058e-08,1.4475294740634581e-08
2009,7.390698275600016e-08,1.0490023072406984e-08
2010,8.644541260593996e-08,1.511613750837526e-08
2011,8.871615253536191e-08,1.0707121356201554e-08
2012,1.1472331484796428e-07,8.510631865910057e-09
2013,1.2160585427523074e-07,1.4224537714380148e-08
2014,1.3663958675635968e-07,1.0394136620850425e-08
2015,1.3365950124466508e-07,1.196950683013398e-08
2016,1.2863022025300097e-07,1.1185235987420938e-08
2017,1.0716504039720576e-07,7.546833963312238e-09
2018,1.20038200268624e-07,9.03513319716609e-09
2019,1.2168211460661382e-07,1.301003726972283e-08
