year,vos_DET amants_NOUN,vos_DET mamans_NOUN
2002,1.3143664823189738e-08,1.314366449012283e-09
2003,1.3334153614597e-08,3.75023062604285e-09
2004,1.3214373428827031e-08,4.404791198453495e-09
2005,1.3961623857028371e-08,1.8465372453313478e-08
2006,1.894229428867078e-08,6.1768350434476815e-09
2007,1.9972397791168106e-08,9.187303195989927e-09
2008,1.575252664420823e-08,1.1069342942260363e-08
2009,2.0980046366858573e-08,6.675469732542183e-09
2010,1.7950414321621366e-08,9.919965127114239e-09
2011,4.0534102019318397e-08,1.2619107314648659e-08
2012,4.119145696757087e-08,1.5999988112191943e-08
2013,3.7095363836225914e-08,1.310888730898796e-08
2014,4.634052555574364e-08,1.234303714792162e-08
2015,4.699139743991054e-08,1.640265737123947e-08
2016,4.5362345268973314e-08,1.65707205734833e-08
2017,3.069045756420863e-08,1.1320251069868448e-08
2018,4.0787173916090325e-08,1.1874746963513871e-08
2019,3.903011136507928e-08,1.1989642501042397e-08
