year,vos_DET amants_NOUN,vos_DET mamans_NOUN
1800,6.288328968651058e-09,6.288328968651058e-09
1801,8.334139067756041e-08,9.524730337773235e-09
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,0.0,3.900678446910888e-09
1804,1.2359254952798437e-08,2.4718509461507665e-09
1805,1.421438877713399e-08,2.842877711017877e-09
1806,8.645007376628655e-09,5.76333825108577e-09
1807,1.7081731584767113e-08,0.0
1808,6.798221985349073e-09,0.0
1809,4.518061036407062e-09,4.518061036407062e-09
1810,5.148278958699848e-08,2.106114038724627e-08
1811,0.0,2.5070767684098882e-09
1812,4.267533171287141e-08,5.3344164641089264e-09
1813,1.4378708002027452e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,2.697223555614414e-09,2.697223555614414e-09
1816,3.0128852301913867e-08,4.6352077731626196e-09
1817,3.42512151974006e-08,1.556873407970727e-09
1818,2.98029441125891e-08,1.0729059418679299e-08
1819,1.449147024601416e-08,5.175524897538253e-09
1820,1.5426425470366212e-08,5.933240565525466e-09
1821,4.832129363308013e-08,1.97229765852569e-09
1822,3.8097340393505874e-08,7.017931125119503e-09
1823,3.755421185136498e-08,5.929612356680991e-09
1824,3.452656116564867e-08,5.052667617633233e-09
1825,4.490776106536032e-08,0.0
1826,4.051672775062798e-08,8.807984341885344e-10
1827,1.6591091167583727e-08,0.0
1828,1.559291185060374e-08,1.8344602503717056e-09
1829,1.2859763920403111e-08,8.57317605795771e-10
1830,1.3567886369969528e-08,0.0
1831,2.6505050598757407e-08,0.0
1832,1.6235963684607668e-08,4.058990810129615e-09
1833,3.01174338801502e-08,2.3167257001688313e-09
1834,1.4935249481595747e-08,1.8669061851994684e-09
1835,2.4958190181223472e-08,0.0
1836,4.5029025841358816e-08,6.720750067579218e-10
1837,1.530736071231331e-08,2.0873671680021744e-09
1838,2.714229618838715e-08,4.418513555037862e-09
1839,2.027527834513876e-08,6.9914751765765e-10
1840,2.93005673057678e-08,0.0
1841,1.8619591202195807e-08,6.420548537278137e-10
1842,3.152884486823382e-08,6.708265054555795e-10
1843,2.5990408158982348e-08,2.953455480181333e-09
1844,1.975882035765153e-08,1.097712254427563e-09
1845,4.3525776760589e-08,5.580227946389016e-10
1846,2.868705673009231e-08,5.854501328173001e-10
1847,2.3190861675459473e-08,6.47186837454683e-09
1848,2.654923214606697e-08,2.413566457803995e-09
1849,3.5193544078993e-08,8.379414939696517e-10
1850,2.3761487000228954e-08,3.394498016007219e-09
1851,1.5478653025979838e-08,4.514607132577453e-09
1852,4.817803533896381e-08,9.765818376195057e-09
1853,2.8068079416243563e-08,5.971931837933653e-09
1854,2.1302223818242538e-08,6.754363734984281e-09
1855,5.094659627502551e-08,0.0
1856,1.7602443058706285e-08,0.0
1857,3.514686497396724e-08,4.002837528105374e-08
1858,5.725600971118183e-08,5.3830437884982985e-09
1859,2.9534605650027856e-08,7.638259802433822e-09
1860,6.453829426433799e-08,2.0597328287408345e-08
1861,5.046081263948565e-08,2.357981809808507e-09
1862,5.828202287450068e-08,4.066187830886747e-09
1863,4.04564275413577e-08,9.989241656072068e-10
1864,3.883729737808039e-08,9.109982768151781e-09
1865,4.6127073716206723e-08,6.118897832863013e-09
1866,3.357272737591899e-08,2.3354941536268825e-08
1867,3.930777126015528e-08,1.358787216076962e-08
1868,3.062721987134864e-08,4.93987406535723e-10
1869,4.444002277281811e-08,4.395167341186834e-09
1870,3.383088653663435e-08,3.4404292748035914e-09
1871,1.3807530230280918e-08,3.18635318130589e-09
1872,2.7213026498884574e-08,0.0
1873,1.6760813181804224e-08,5.986004469882289e-10
1874,1.3741600912720031e-08,1.1949218281515073e-09
1875,2.9751941355016243e-08,1.1443054503956773e-08
1876,2.2974855795609983e-08,7.255217759905008e-09
1877,2.350230088321581e-08,2.4739263970730008e-09
1878,3.502671463984086e-08,1.8117265465633636e-09
1879,4.032154521382836e-08,6.10932526790009e-10
1880,3.0805662465382966e-08,5.776061628992579e-09
1881,2.3009274208174446e-08,1.1156012114099667e-08
1882,3.926677294430192e-08,2.3293848627758962e-08
1883,4.802697706196568e-08,1.0742875922176154e-08
1884,2.178559910248623e-08,4.621187876807653e-09
1885,2.320428826863008e-08,2.5782542767416317e-09
1886,3.033127882190456e-08,3.872078213618124e-09
1887,2.546280519766242e-08,5.876032105334161e-09
1888,1.7119660133957382e-08,0.0
1889,1.942192334736248e-08,1.2530273485467092e-09
1890,7.865263995654459e-09,5.243509015873116e-09
1891,2.677172350473711e-08,4.461953917456185e-09
1892,2.8208304803101214e-08,4.387958441043338e-09
1893,2.3401982574000613e-08,3.079208221734575e-09
1894,1.7644310235098715e-08,2.520615716150587e-09
1895,2.166701218442313e-08,2.4074457982692365e-09
1896,1.47425724961181e-08,1.179405795248556e-09
1897,9.90541271228551e-09,5.826713556089658e-10
1898,7.355861475488723e-09,3.3950129374460403e-09
1899,1.3818945987509323e-08,1.6582735185011188e-09
1900,2.0245106924221545e-08,4.15284251431558e-09
1901,8.941982265753268e-09,4.470991132876634e-09
1902,2.6024504773403123e-08,2.455141923096704e-09
1903,2.1600881083827517e-08,9.1803746826713e-09
1904,1.0749250378694342e-08,1.1286712897629059e-08
1905,2.115911179600971e-08,7.2250627702885595e-09
1906,1.9033482345776065e-08,1.131720617220111e-08
1907,1.9542805373973238e-08,3.599990305858114e-09
1908,2.504808449543816e-08,1.4734167441687873e-08
1909,2.2554033307642385e-08,7.151278569317299e-09
1910,3.0461659639158256e-08,4.275320542035388e-09
1911,4.522317964550382e-08,1.0108711090417444e-08
1912,2.760993184081073e-08,1.1460726589973547e-08
1913,2.1742257327872494e-08,9.545381873810044e-09
1914,1.7411533548283842e-08,1.2723813114234872e-08
1915,4.712304768617059e-09,2.8273827723523937e-08
1916,5.493730803607377e-09,3.4061130804730055e-08
1917,3.50925583036954e-08,6.57985488317081e-09
1918,1.722956355365568e-08,5.743188147278033e-09
1919,1.1049418269237776e-08,1.3811772670013767e-08
1920,9.086678076641874e-09,4.543339038320937e-09
1921,2.6504616779110535e-08,3.7863738810983705e-09
1922,1.6231458566107193e-08,6.640141769764796e-09
1923,1.9108707505210987e-08,4.246379248229459e-09
1924,3.609654797287476e-08,0.0
1925,2.639562701745035e-08,5.499089184013428e-09
1926,2.4521504493613122e-08,1.1146138456652466e-09
1927,5.3516278075704804e-08,2.0068604555945058e-08
1928,2.399468712610542e-08,1.0283437212876834e-08
1929,3.0079096546842266e-08,3.342121912552898e-09
1930,1.470504518152893e-08,4.201441416995522e-09
1931,6.843213995466613e-09,5.7026783295555106e-09
1932,1.4247398039124448e-08,2.1919073223131136e-09
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,1.3179738189705859e-08,1.1981580172459871e-09
1935,3.111753699158726e-08,5.98414207075848e-09
1936,9.699771652549316e-09,2.424942913137329e-09
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,2.2040864577910213e-08,3.8895642262559704e-09
1939,1.3764645423464117e-08,4.588215141154706e-09
1940,0.0,2.5357829169792012e-09
1941,2.066051862925633e-08,2.9515025978810172e-09
1942,4.247896612241675e-08,6.068423541449874e-09
1943,2.9032352077962287e-09,1.1612940831184915e-08
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,1.5249527862692958e-08,6.535512131478072e-09
1946,2.645009722357372e-08,4.1763312808029696e-09
1947,1.4305045592521992e-08,7.152522574216391e-09
1948,8.697510045507784e-09,6.523132700664291e-09
1949,1.3743811200228606e-08,3.926803215925645e-09
1950,2.3397795700930146e-08,3.190608444114673e-09
1951,1.5992102309070333e-08,6.396841278899501e-09
1952,3.1634410646574906e-08,0.0
1953,1.5083358673173564e-08,8.619061908632375e-09
1954,1.172704333640695e-08,3.9090144454689835e-09
1955,9.385607846468247e-09,1.1262729415761896e-08
1956,1.83143975540645e-08,8.72114158667614e-10
1957,1.236905244894615e-08,3.534015080575159e-09
1958,4.632456179765043e-08,6.617794590102477e-09
1959,1.8601794327111065e-08,1.5501495642666896e-09
1960,2.6991249901797687e-08,6.2287499602575735e-09
1961,2.848745328520863e-08,2.779263652552544e-09
1962,3.1075587991757914e-08,2.536782617301725e-09
1963,3.297687101166957e-08,1.2932106496776896e-09
1964,2.981144392455448e-08,4.867174663303331e-09
1965,3.611548732296299e-08,6.0192477668863376e-09
1966,3.3788357667319247e-08,7.200797291773142e-09
1967,2.810291277466348e-08,9.860671168482327e-10
1968,4.3117591885799555e-08,3.1439910674890825e-09
1969,1.862120674323009e-08,4.541757636644661e-09
1970,1.2876429700270364e-08,4.598724956395017e-09
1971,2.6719666812446974e-08,2.0553589941130213e-09
1972,2.205963189894078e-08,1.5390440033513642e-09
1973,1.543697081274331e-08,5.513203782392395e-10
1974,2.418995859176931e-08,5.625571675160757e-10
1975,8.567220266542108e-09,3.998036124386317e-09
1976,1.2569759455516305e-08,1.142705374768127e-09
1977,9.990529292736028e-09,5.876781838942691e-10
1978,2.3762365741752944e-08,1.7821774056514528e-09
1979,2.1067103617156135e-08,2.3407893401383717e-09
1980,2.160357331915108e-08,5.116635559687666e-09
1981,2.6567308575309312e-08,2.0874313833019187e-08
1982,1.4898005162855554e-08,1.2415004579935385e-09
1983,2.3366668600033336e-08,3.789189628733425e-09
1984,8.118611838359158e-09,6.378909234161512e-09
1985,2.346067662362117e-08,1.8046674155058895e-09
1986,2.6975183919919488e-08,8.991728306373403e-09
1987,2.627651307651746e-08,5.49973533381376e-09
1988,1.3192418713003917e-08,5.396898483667201e-09
1989,1.6464365870660913e-08,2.1952488715726304e-09
1990,1.0352437129768077e-08,2.179460389939436e-09
1991,1.69982495301646e-08,2.930732601047481e-09
1992,1.2672871751995274e-08,2.2039776670368383e-09
1993,1.6617622222714346e-08,6.09312805766038e-09
1994,1.687976503017552e-08,2.1099705871385765e-09
1995,1.3013881861034804e-08,5.422450821690461e-10
1996,1.1209993822092201e-08,5.3380919684542505e-09
1997,1.1507746755512471e-08,1.6302641236976e-08
1998,1.1920322728897759e-08,7.1521938371788e-09
1999,1.6452724432847177e-08,5.484241505371301e-09
2000,1.5463109903635086e-08,5.3016377954406835e-09
2001,2.234418089441803e-08,3.943090742808408e-09
