year,curieux_ADJ effets_NOUN,curieux_ADJ méfaits_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,2.4718509905596875e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,1.581321384946932e-08,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.1386155129855524e-08,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,9.023054303725075e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,8.805443041381977e-10,0.0
1826,8.807984341885344e-10,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,3.429270423183084e-09,0.0
1830,0.0,0.0
1831,9.354723218280014e-09,0.0
1832,2.3000948701223933e-08,0.0
1833,8.108539617524002e-09,0.0
1834,8.401078055442213e-09,0.0
1835,4.5378527602224494e-09,0.0
1836,3.36037508930076e-09,0.0
1837,0.0,0.0
1838,1.2624323808552163e-09,0.0
1839,7.690622361167243e-09,0.0
1840,4.458782232319436e-09,0.0
1841,9.630822361827995e-09,0.0
1842,4.024959032733477e-09,0.0
1843,7.088293507706567e-09,0.0
1844,5.488561272137815e-10,0.0
1845,8.928364714222425e-09,0.0
1846,1.3465353276842507e-08,0.0
1847,1.4022381478184798e-08,0.0
1848,1.126331028444838e-08,0.0
1849,2.513824481908955e-09,0.0
1850,7.467895635215882e-09,0.0
1851,2.579775504329973e-09,0.0
1852,3.971432604998881e-08,0.0
1853,1.5527023000672102e-08,0.0
1854,1.195002835574499e-08,0.0
1855,3.1841622671890946e-08,0.0
1856,2.2779632402603056e-08,0.0
1857,1.6597130780837688e-08,0.0
1858,1.565976326389773e-08,0.0
1859,9.165912473463322e-09,0.0
1860,1.6020143434047895e-08,0.0
1861,3.065376574795664e-08,0.0
1862,9.487771457372673e-09,0.0
1863,1.5982786649715308e-08,0.0
1864,2.349416661218129e-08,0.0
1865,2.0710114512212385e-08,0.0
1866,1.3623715766630795e-08,0.0
1867,2.6690463172940326e-08,0.0
1868,4.841076517436704e-08,0.0
1869,3.2231227464762924e-08,0.0
1870,1.548193084843774e-08,0.0
1871,6.160282595146782e-08,0.0
1872,2.660829245826335e-08,0.0
1873,2.8134221174980212e-08,0.0
1874,3.7042575229406793e-08,0.0
1875,4.062284375550007e-08,0.0
1876,4.897272054549262e-08,0.0
1877,2.2265338350813124e-08,0.0
1878,5.254007140464978e-08,0.0
1879,3.5434086775865126e-08,0.0
1880,5.519347801019592e-08,0.0
1881,4.183504614951872e-08,0.0
1882,3.194585018739815e-08,0.0
1883,3.981183382961717e-08,0.0
1884,2.0465261485469455e-08,0.0
1885,4.963139632607749e-08,0.0
1886,4.969167122226281e-08,0.0
1887,6.202478486372343e-08,0.0
1888,4.311618151398022e-08,0.0
1889,5.012109455249103e-08,0.0
1890,2.949473998370422e-08,0.0
1891,3.569563267191711e-08,0.0
1892,7.522214584554376e-08,0.0
1893,6.281585074319196e-08,0.0
1894,3.780923596430341e-08,0.0
1895,3.0694933483843556e-08,0.0
1896,5.248355883225031e-08,0.0
1897,3.146425320288415e-08,0.0
1898,5.318853713021099e-08,0.0
1899,2.984892333302014e-08,0.0
1900,3.633737033492679e-08,0.0
1901,3.5767929285057676e-08,0.0
1902,2.897067474805226e-08,0.0
1903,3.294134387488157e-08,0.0
1904,3.439760210000031e-08,2.6873125946735854e-09
1905,4.69629064525634e-08,0.0
1906,3.0350688517977176e-08,0.0
1907,2.5199931641406437e-08,0.0
1908,3.6344278475652914e-08,0.0
1909,4.7308459372175093e-08,0.0
1910,4.435645184486248e-08,0.0
1911,4.3627068957441395e-08,0.0
1912,3.438218065809906e-08,0.0
1913,5.6211692633922894e-08,0.0
1914,5.6252647873122896e-08,0.0
1915,3.416420901736217e-08,0.0
1916,1.9777432136436346e-08,0.0
1917,3.728584374584898e-08,0.0
1918,2.756730310693456e-08,0.0
1919,2.9465114015359006e-08,0.0
1920,4.0890050456710014e-08,0.0
1921,3.0290991048786964e-08,0.0
1922,3.7627470472756386e-08,0.0
1923,2.7601466001669905e-08,0.0
1924,4.640984840875717e-08,0.0
1925,7.25879714114086e-08,0.0
1926,4.124071362188175e-08,0.0
1927,3.010290705596219e-08,0.0
1928,3.313552099371009e-08,0.0
1929,2.6736975522467787e-08,1.1140406375176326e-09
1930,4.7266217606534155e-08,0.0
1931,5.246464152008912e-08,0.0
1932,5.041386685888938e-08,0.0
1933,2.1794258620033702e-08,2.2941324395731044e-09
1934,1.7972370258689807e-08,1.1981580172459871e-09
1935,1.9149255514605557e-08,0.0
1936,4.364897421282876e-08,0.0
1937,1.888667666705146e-08,0.0
1938,5.575042294481136e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,3.0499057057653545e-08,0.0
1946,2.9234318965620787e-08,1.3921104269343232e-09
1947,3.337843779149807e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,3.239612667016445e-08,0.0
1950,1.2762433998503298e-08,0.0
1951,2.7719645245838365e-08,0.0
1952,2.214408867384776e-08,0.0
1953,3.23214819353268e-08,0.0
1954,2.443134050622575e-08,0.0
1955,2.2525458831523792e-08,1.8771215692936494e-09
1956,2.616342520411763e-08,3.488456634670456e-09
1957,2.03205861026845e-08,2.6505113659425206e-09
1958,2.1507833403155985e-08,1.6544486891589827e-09
1959,1.705164542897819e-08,7.750747821333448e-10
1960,2.0070416939521607e-08,0.0
1961,1.320150300188061e-08,0.0
1962,1.7757478709690133e-08,1.2683912808952869e-09
1963,9.69907976156037e-09,6.466053248388448e-10
1964,1.3993127490063983e-08,6.083968329129164e-10
1965,2.1888174162043583e-08,0.0
1966,1.3847687219126215e-08,0.0
1967,1.1339771677221222e-08,4.930335584241163e-10
1968,1.8414805680322388e-08,8.982831700699023e-10
1969,1.5896152283367826e-08,4.5417578031781147e-10
1970,1.1496812751810026e-08,9.197450023812337e-10
1971,1.7470551227916076e-08,1.0276794970565106e-09
1972,1.2825367434743384e-08,1.0260293725750103e-09
1973,1.9847533394568018e-08,5.513203782392395e-10
1974,9.00091468025721e-09,1.1251143350321513e-09
1975,1.8847885030481848e-08,0.0
1976,1.199840671262109e-08,0.0
1977,1.2928920156696222e-08,1.1753563677885381e-09
1978,2.6138601616487733e-08,1.7821774056514528e-09
1979,1.345953837272873e-08,5.851973350345929e-10
1980,1.8760998088396263e-08,0.0
1981,2.4669642328944974e-08,6.325549528618524e-10
1982,1.8001756418861703e-08,1.8622506869903077e-09
1983,8.841442245000053e-09,0.0
1984,1.797692716909438e-08,0.0
1985,1.8648229627160617e-08,6.015558051686298e-10
1986,1.3787316233138114e-08,5.994485463567401e-10
1987,1.4665960723636573e-08,0.0
1988,1.5591039570495013e-08,0.0
1989,1.7013179198777095e-08,1.6464366536794728e-09
1990,1.3076762395147767e-08,0.0
1991,1.1136784217047335e-08,1.7584396161396398e-09
1992,1.2672871640972971e-08,5.509944167592096e-10
1993,1.218625611532076e-08,0.0
1994,1.5824779653339505e-08,0.0
1995,1.789408771157852e-08,0.0
1996,1.3345230698291743e-08,0.0
1997,1.4384683111323682e-08,0.0
1998,1.3350762273489636e-08,4.768129224785866e-10
1999,1.7366764026860437e-08,4.570201161957499e-10
2000,1.4579503604394972e-08,0.0
2001,1.1829271423513532e-08,1.3143635069212678e-09
2002,1.182929815213285e-08,0.0
2003,1.3750845351268026e-08,0.0
2004,8.80958239690699e-09,0.0
2005,1.0808999029165989e-08,0.0
2006,9.882935525507008e-09,0.0
2007,1.2382886716011399e-08,0.0
2008,1.064359922420266e-08,4.257439678578834e-10
2009,7.1522885392028e-09,0.0
2010,6.140930874920514e-09,0.0
2011,5.7359579308524644e-09,0.0
2012,1.2595735121578855e-08,0.0
2013,9.204112250138508e-09,0.0
2014,1.5591206062315344e-08,0.0
2015,1.4407740445143702e-08,0.0
2016,1.3670844012381167e-08,0.0
2017,9.056201122348284e-09,0.0
2018,9.809573153773954e-09,0.0
2019,1.1479444950168727e-08,0.0
