year,longs_ADJ arrêts_NOUN,longs_ADJ marais_NOUN
1800,0.0,1.2576657937302116e-08
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,1.950339223455444e-09,0.0
1804,1.4831105232815389e-08,2.4718509461507665e-09
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,8.807984341885344e-10,0.0
1827,1.8434546111834038e-09,0.0
1828,0.0,1.8344602503717056e-09
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,4.058990921151917e-09,0.0
1833,0.0,5.791814139399776e-09
1834,0.0,9.334530925997342e-10
1835,0.0,2.2689263801112247e-09
1836,0.0,0.0
1837,0.0,6.957890930081589e-10
1838,0.0,0.0
1839,6.9914751765765e-10,4.194885327990505e-09
1840,0.0,0.0
1841,0.0,3.852329122366882e-09
1842,0.0,0.0
1843,5.906911071384968e-10,0.0
1844,0.0,5.488561272137815e-10
1845,5.580227835366713e-09,0.0
1846,4.0981511517657054e-09,0.0
1847,6.47186837454683e-09,0.0
1848,8.84974404868899e-09,0.0
1849,0.0,0.0
1850,0.0,2.7155984128057753e-09
1851,1.9348316282474798e-09,2.579775504329973e-09
1852,0.0,4.557382027314816e-09
1853,0.0,5.971931837933653e-10
1854,1.558699391779328e-09,1.0391328908454511e-09
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,3.905207268672939e-09
1858,4.893676019968041e-10,1.468102750479261e-09
1859,4.073738679721828e-09,0.0
1860,5.950338888283113e-09,0.0
1861,0.0,1.4147891747029462e-09
1862,9.035972525772706e-10,0.0
1863,1.2986014041871385e-08,0.0
1864,7.1920918109924514e-09,0.0
1865,8.943004559114343e-09,0.0
1866,7.298419202328432e-09,0.0
1867,5.338092634588065e-09,9.7056229719783e-10
1868,1.0867722721741302e-08,5.433861360870651e-09
1869,4.395167341186834e-09,0.0
1870,5.734048791339319e-10,0.0
1871,1.274541272522356e-08,0.0
1872,4.8378714367913744e-09,0.0
1873,1.7958013742713774e-08,0.0
1874,3.5847653734322193e-09,3.5847653734322193e-09
1875,7.437985338754061e-09,5.721527140956084e-10
1876,6.650616057868319e-09,0.0
1877,1.9791411176584006e-08,6.184815992682502e-10
1878,8.4547240319921e-09,0.0
1879,9.774920428640144e-09,3.0546627449723474e-09
1880,1.2193908105473383e-08,3.8507077526617195e-09
1881,6.972507571312292e-10,6.2752567586699115e-09
1882,8.652000893505374e-09,6.655385131892899e-09
1883,1.8958017378167824e-09,0.0
1884,2.8387297845711146e-08,6.601696966868076e-10
1885,1.0313017106966527e-08,0.0
1886,2.710454793941608e-08,9.034849313138693e-09
1887,1.5016526688782506e-08,1.9586774424595887e-09
1888,1.014498351992188e-08,6.340614699951175e-10
1889,2.0048437576747347e-08,0.0
1890,1.5075089621063853e-08,1.3108772956016423e-09
1891,2.103492668936724e-08,1.2748440081367107e-09
1892,1.6298132621272998e-08,6.268512375839919e-10
1893,1.847524977449666e-08,6.158416554491453e-10
1894,1.8904618315218613e-08,2.520615716150587e-09
1895,1.6852119699706236e-08,1.2037228991346183e-09
1896,2.240870955461105e-08,1.179405795248556e-09
1897,2.855089675790623e-08,5.826713556089658e-10
1898,2.2067583316243145e-08,0.0
1899,2.04520400615138e-08,1.6582735185011188e-09
1900,2.491705508589348e-08,5.191053142894475e-10
1901,1.676621685930968e-08,0.0
1902,3.093478806448502e-08,2.455141867585553e-09
1903,2.052083658554693e-08,5.400220270956879e-10
1904,2.5260739278110123e-08,0.0
1905,3.767354234129883e-08,0.0
1906,2.623534101076075e-08,5.144184522798412e-10
1907,1.9542804707839423e-08,0.0
1908,3.094175227147389e-08,0.0
1909,2.9155213354670195e-08,3.300590023513905e-09
1910,2.4583092894658876e-08,5.344150677544235e-10
1911,2.0217422402879492e-08,1.5961122423746588e-09
1912,1.9795800554334164e-08,5.209421227725386e-10
1913,2.1742257771961704e-08,4.772690687104841e-09
1914,3.0135346662518714e-08,0.0
1915,4.2410743361642744e-08,0.0
1916,4.6147340393432046e-08,0.0
1917,6.360526194626459e-08,0.0
1918,5.972915584351313e-08,0.0
1919,5.432630589830012e-08,0.0
1920,2.4231141537711665e-08,2.2716695191604686e-09
1921,2.8019165654313838e-08,0.0
1922,3.024953443286904e-08,0.0
1923,3.1847843473542525e-08,1.0615948120573648e-09
1924,3.222906019839655e-08,2.578324886925998e-09
1925,2.3096174528447477e-08,0.0
1926,2.6750733184144337e-08,0.0
1927,2.89879845682961e-08,0.0
1928,2.6279895481984283e-08,0.0
1929,2.339485272173647e-08,0.0
1930,1.7856125467119455e-08,0.0
1931,3.193499864551086e-08,0.0
1932,2.082311922890767e-08,0.0
1933,2.6382522833046096e-08,2.2941324395731044e-09
1934,2.036868629318178e-08,0.0
1935,4.906996409204112e-08,0.0
1936,2.3036957230715416e-08,2.424942913137329e-09
1937,2.5182236740306507e-08,0.0
1938,1.4261735792331365e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,3.836953510472085e-08,0.0
1942,2.730790527039062e-08,0.0
1943,4.064529335323641e-08,0.0
1944,4.177142187700156e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,1.907339353124371e-08,0.0
1948,2.174377655705939e-08,0.0
1949,1.8652315247891238e-08,2.945102384188658e-09
1950,2.6588404367089424e-08,0.0
1951,3.1984203729962246e-08,0.0
1952,2.6362009464264702e-08,0.0
1953,3.016671756839173e-08,0.0
1954,2.8340354063516315e-08,0.0
1955,3.378818780319648e-08,0.0
1956,3.226822542501395e-08,0.0
1957,2.47381048978923e-08,0.0
1958,1.5717262158432277e-08,0.0
1959,2.8677767716089875e-08,0.0
1960,2.4914999841030294e-08,6.920833350854139e-10
1961,2.084447814354462e-08,1.3896318540318475e-09
1962,2.3465238641051656e-08,6.341956404476434e-10
1963,1.2932106940866106e-08,6.466053248388448e-10
1964,1.8860301764789256e-08,6.083968329129164e-10
1965,1.641613067704384e-08,5.472043373977442e-10
1966,2.4371928808442078e-08,0.0
1967,2.6130779318123132e-08,4.930335584241163e-10
1968,2.2007936806289763e-08,0.0
1969,1.6350327314285096e-08,4.5417578031781147e-10
1970,9.657322941336588e-09,0.0
1971,1.1818314327172175e-08,3.083038491169532e-09
1972,1.333838212103089e-08,3.0780880067027283e-09
1973,9.92376719688437e-09,0.0
1974,1.6876715136504572e-08,0.0
1975,7.996072248772634e-09,0.0
1976,8.570290255249802e-09,1.7140580066410394e-09
1977,1.0578207310096843e-08,5.876781838942691e-10
1978,7.72276909088987e-09,5.940591352171509e-10
1979,1.404473604083023e-08,0.0
1980,9.66475621755336e-09,0.0
1981,1.5181319312773667e-08,0.0
1982,9.311253101884631e-09,0.0
1983,1.3893695416378193e-08,6.315316047889041e-10
1984,1.5657323437778814e-08,0.0
1985,1.6242006850575308e-08,0.0
1986,9.591176741707841e-09,0.0
1987,1.3443797186596385e-08,1.8332451112712533e-09
1988,1.199310784016916e-08,1.1993107618124554e-09
1989,1.3171493229435782e-08,5.488122178931576e-10
1990,7.62811153132148e-09,0.0
1991,1.4653663171770859e-08,0.0
1992,1.7631821336294706e-08,0.0
1993,9.970573089379542e-09,0.0
1994,7.912389854425328e-09,5.274926606624319e-10
1995,9.760411145975922e-09,0.0
1996,1.2811421257197253e-08,0.0
1997,1.4864173114581547e-08,0.0
1998,1.5734826774860267e-08,4.768129224785866e-10
1999,1.7823784670412124e-08,0.0
2000,1.1486881668076876e-08,4.4180314962005696e-10
2001,1.5772362971233633e-08,0.0
2002,1.3143664823189738e-08,0.0
2003,1.4167538253673229e-08,0.0
2004,1.6297727611913615e-08,0.0
2005,1.5763123362155795e-08,4.5037495954858286e-10
2006,9.47114670024618e-09,4.1178899179428186e-10
2007,1.078509459517818e-08,3.994479469415779e-10
2008,1.1069342775726909e-08,1.2772318758180745e-09
2009,1.0490023072406984e-08,1.430457752249481e-09
2010,1.5116137674908714e-08,9.447586046817946e-10
2011,7.647944028077447e-09,0.0
2012,1.1574459612972987e-08,0.0
2013,1.3666713094551142e-08,0.0
2014,1.1693404383672501e-08,0.0
2015,1.0417904053316995e-08,0.0
2016,1.2220906064897008e-08,6.214020409345267e-10
2017,1.9873330231456876e-08,2.515611330355938e-10
2018,1.1874746796980418e-08,2.5814667070633845e-10
2019,1.6836519456386867e-08,1.2754939326953263e-09
