year,deux_DET airs_NOUN,deux_DET mers_NOUN
1800,1.131899196593622e-07,4.0245306465180875e-07
1801,4.286128785224719e-08,3.1193491034642307e-07
1802,3.1329761895904085e-08,3.2224897950072773e-07
1803,9.166594594489652e-08,3.0035223863578153e-07
1804,6.921182338359699e-08,4.572924336976314e-07
1805,1.2224374312808095e-07,4.008457494819595e-07
1806,4.8988376022407465e-08,3.544452953363475e-07
1807,6.547996633798903e-08,3.1316506943213085e-07
1808,1.1556977064230978e-07,2.3113954883413612e-07
1809,6.09938268780752e-08,4.5858318520330954e-07
1810,3.97821557918121e-08,3.135769892637086e-07
1811,8.77476873384353e-08,3.8107566657785696e-07
1812,5.3344166417446104e-08,2.0804223765935603e-07
1813,1.5241430628698538e-07,2.0992913585260453e-07
1814,8.81069599500961e-08,1.604805350829963e-07
1815,5.664169400176888e-08,3.37152954443809e-07
1816,4.6352077731626196e-09,2.8738288904150977e-07
1817,3.42512151974006e-08,2.553272508976079e-07
1818,6.079800130009971e-08,2.5034471651252943e-07
1819,4.5544620519422097e-08,2.3186352393622656e-07
1820,5.3399165977907614e-08,3.393813585716998e-07
1821,1.4792232327920374e-08,2.465372127558041e-07
1822,5.514088741165324e-08,2.636737121974875e-07
1823,1.680056804787e-08,1.9370066373092243e-07
1824,6.06320114115988e-08,2.240015959387165e-07
1825,3.78634048558979e-08,2.773714697923424e-07
1826,2.9947145208097936e-08,3.417497986824003e-07
1827,5.7147091836462494e-08,2.9218755059901014e-07
1828,7.888178754633657e-08,2.632450319950408e-07
1829,6.086954873474326e-08,3.840782794028996e-07
1830,4.5922077696047836e-08,2.5570246897643756e-07
1831,5.145097770054008e-08,2.5413664728191065e-07
1832,2.8412935559885e-08,1.650656256124705e-07
1833,4.865123881536704e-08,3.602508513722569e-07
1834,4.853956059314157e-08,3.407103701391634e-07
1835,4.0840674842002045e-08,3.0706137010838574e-07
1836,5.578222345148376e-08,3.273005226844816e-07
1837,6.88831186534955e-08,2.3726408748814265e-07
1838,4.229148320433751e-08,3.269699913044377e-07
1839,3.2859933885021064e-08,2.866504815735027e-07
1840,4.33138822586443e-08,3.2039533842675993e-07
1841,7.512042010660025e-08,2.2728742354871656e-07
1842,3.8237111255057243e-08,2.3076431254764884e-07
1843,6.143187425422525e-08,2.959362506160801e-07
1844,3.45779343491337e-08,2.7387920020771617e-07
1845,4.7431936656128215e-08,2.594805888489482e-07
1846,2.2832555401919308e-08,3.5536822284853997e-07
1847,1.941560512364049e-08,2.561781293763943e-07
1848,3.298541073615269e-08,2.3813855726251276e-07
1849,3.686942506853086e-08,3.150660150552653e-07
1850,5.838536765168101e-08,2.029909857981238e-07
1851,3.353708155628965e-08,2.0057754257507554e-07
1852,6.445439737490233e-08,2.701876491428834e-07
1853,4.598387448595531e-08,2.9979099158694567e-07
1854,7.118060402211412e-08,2.4367666373592556e-07
1855,6.156047405170284e-08,2.7012309899987486e-07
1856,5.694908311593139e-08,2.0967615793621164e-07
1857,7.175818117488575e-08,2.6701854421995463e-07
1858,8.172439253106845e-08,3.317912384281918e-07
1859,3.97189512391094e-08,2.4187823877142023e-07
1860,5.8130236957332215e-08,2.3252094139003532e-07
1861,5.847795042646098e-08,2.0750239798639214e-07
1862,8.177555432808958e-08,2.810187503810013e-07
1863,2.2975256364077268e-08,2.7820037767911643e-07
1864,7.096197229827794e-08,2.406953479860974e-07
1865,4.2832282387550435e-08,2.584057436916254e-07
1866,5.1088934416299026e-08,2.0776166620439795e-07
1867,6.939520247328801e-08,2.4069944437599133e-07
1868,4.6434817546625595e-08,2.089566751850569e-07
1869,8.399653195212409e-08,1.7776009098025014e-07
1870,4.587238944253613e-08,2.666332621359402e-07
1871,2.1242353653860846e-08,2.039266009390417e-07
1872,5.019291648977742e-08,1.26994121329993e-07
1873,6.105724315030869e-08,2.5919399326834736e-07
1874,4.779687134970345e-08,1.415982379127101e-07
1875,5.893172794202428e-08,1.922433154888381e-07
1876,6.287855258690911e-08,1.7835743015837124e-07
1877,7.050690165044671e-08,2.708949283780626e-07
1878,1.316521327510145e-07,1.8358829179110359e-07
1879,3.6655949942066e-08,1.6067525776541913e-07
1880,5.005920211686998e-08,1.7649077221904008e-07
1881,9.41288524902717e-08,1.994137096561488e-07
1882,7.587138917131142e-08,2.0165816883022103e-07
1883,7.140853064413477e-08,1.9716338189867955e-07
1884,4.291103117282091e-08,1.9541023643654398e-07
1885,4.318576085626802e-08,1.740321614596141e-07
1886,4.9046325889534614e-08,2.0199341377313829e-07
1887,5.35371814103236e-08,1.9129749123658613e-07
1888,4.755461202599065e-08,2.0860622051976918e-07
1889,5.889228527067303e-08,1.610140085150924e-07
1890,2.9494738484903138e-08,1.3633124013034958e-07
1891,4.653180718516836e-08,1.3895799721996838e-07
1892,2.820830502514582e-08,1.5545911402625734e-07
1893,5.4194064402768305e-08,1.9399011874643435e-07
1894,4.2850465620247746e-08,1.4493539834958824e-07
1895,6.43991759918805e-08,1.300020697758697e-07
1896,4.0099797649073565e-08,1.603991830467777e-07
1897,4.3700353113962365e-08,1.0779420012152485e-07
1898,4.413516951906615e-08,1.561705971209193e-07
1899,4.5878900678530954e-08,1.691439024398278e-07
1900,4.412395127051383e-08,1.2821901629322952e-07
1901,3.5767929285057676e-08,1.592790622728657e-07
1902,2.995273185035785e-08,8.740305568188944e-08
1903,4.6981915247101824e-08,1.3338544668783925e-07
1904,4.568431410945095e-08,1.0641757697271714e-07
1905,4.4898605056076235e-08,1.3469580656400026e-07
1906,3.9610220603503166e-08,1.0802787464569974e-07
1907,7.611407992769159e-08,8.948547325360323e-08
1908,6.041008471235898e-08,1.3899231410263724e-07
1909,3.960708294670212e-08,1.0946957157420556e-07
1910,5.0235016701982715e-08,1.3787908137441462e-07
1911,3.724261854465283e-08,1.2130453119763018e-07
1912,6.668059038261731e-08,1.2450517083983925e-07
1913,7.848425115364321e-08,1.5007460402172157e-07
1914,8.906668824693043e-08,1.0312985643246009e-07
1915,2.8273827723523937e-08,1.5197182823278865e-07
1916,1.0987461607214755e-08,1.834906209197129e-07
1917,3.947912752266802e-08,1.8752586239401126e-07
1918,1.8378202071289707e-08,1.7344427583054767e-07
1919,5.5247090680055067e-08,1.8323618028448507e-07
1920,7.04217537617069e-08,1.6507465439019597e-07
1921,6.739745078698789e-08,1.0147481749323006e-07
1922,5.459672369756419e-08,1.1288241424933787e-07
1923,7.006525715169687e-08,1.9957982777540906e-07
1924,3.867487285980076e-08,1.4696452299567397e-07
1925,5.27912540349007e-08,2.2106337338456683e-07
1926,3.901148493135054e-08,1.4044134322155344e-07
1927,6.801026863900717e-08,1.2375639046879883e-07
1928,1.0626218438503088e-07,1.6567759186791875e-07
1929,6.01581959802644e-08,2.005273163074861e-07
1930,9.348206830850359e-08,9.348207241632878e-08
1931,7.185374428786417e-08,1.0378874559791029e-07
1932,7.342889585260082e-08,1.5891328120076764e-07
1933,7.341223895451776e-08,8.258876715849794e-08
1934,7.7880272897346e-08,9.824895741417095e-08
1935,6.582556189016486e-08,8.856530531176077e-08
1936,1.0790995830234351e-07,1.515589378442428e-07
1937,3.147779614742774e-08,8.813782459426989e-08
1938,7.779128574636474e-08,1.2316953446056544e-07
1939,4.129393449403551e-08,1.0399954408768508e-07
1940,2.02862628917444e-08,1.1411023193019787e-07
1941,1.0330259003765718e-07,1.1215709783130023e-07
1942,6.675265851185941e-08,9.709477910568864e-08
1943,4.0645293575281016e-08,1.4806499981645516e-07
1944,5.7837349132228155e-08,1.2531425852557732e-07
1945,7.189063611079405e-08,1.0238969272435838e-07
1946,1.238978297735116e-07,1.0440828113189582e-07
1947,6.198852764427443e-08,1.0251949111861336e-07
1948,7.284165093324191e-08,7.936478207959397e-08
1949,4.613993886959378e-08,1.344930145030787e-07
1950,1.0635361658017928e-07,1.1592543969207725e-07
1951,5.330700991734716e-08,9.915103915680845e-08
1952,3.2688891704601986e-08,9.173979487187012e-08
1953,7.649417432809003e-08,1.2174424901534309e-07
1954,5.374894862519852e-08,6.254423179363755e-08
1955,6.100644922568677e-08,7.226918175007313e-08
1956,8.28508484040924e-08,8.89556430738736e-08
1957,4.770920514207688e-08,8.746687418792476e-08
1958,5.2115132875840686e-08,1.1415695688743455e-07
1959,5.8905684330312624e-08,7.440718052809103e-08
1960,4.083291726963978e-08,6.505583172167206e-08
1961,4.655266566677696e-08,6.11438017994459e-08
1962,4.5027890527293835e-08,8.434801790357938e-08
1963,6.724695289506144e-08,8.858493083518937e-08
1964,2.5552667426431697e-08,8.700074699552474e-08
1965,5.6909250478742734e-08,5.855086449013669e-08
1966,4.7636043665200134e-08,7.810095381532989e-08
1967,9.909974391097975e-08,8.085750191622054e-08
1968,1.0914140513573756e-07,9.926028965434597e-08
1969,5.6317797758609345e-08,5.8588675827531134e-08
1970,7.128024118174814e-08,7.403947188677762e-08
1971,6.320229040124303e-08,7.55344459202334e-08
1972,1.9699764414182752e-07,7.951727803989783e-08
1973,6.009392056194329e-08,5.568335681438441e-08
1974,3.206575832637171e-08,5.006758907466491e-08
1975,4.169380662943922e-08,4.9118729084085544e-08
1976,5.5421210287676104e-08,5.1993095606661655e-08
1977,5.230335708983347e-08,5.465407060256666e-08
1978,7.12870956709466e-08,5.940591440989351e-08
1979,5.091216703778656e-08,1.3752137995037828e-07
1980,4.832377969998802e-08,1.0062716992997878e-07
1981,6.768338045581856e-08,6.199038854459715e-08
1982,6.021277043632978e-08,5.524676993662325e-08
1983,5.999550367619122e-08,6.18900972693126e-08
1984,5.972978722734723e-08,7.944641833290689e-08
1985,5.594469065783869e-08,4.8726020662748226e-08
1986,4.6756987059914934e-08,4.0762499486923787e-08
1987,6.355249421163833e-08,4.9497616450011606e-08
1988,6.296381349635283e-08,5.9965539644935e-08
1989,5.707646888453155e-08,6.091815518693977e-08
1990,5.775569966726124e-08,7.519138345291054e-08
1991,9.319729549206457e-08,8.674968593469501e-08
1992,5.234446837087958e-08,6.060938617657996e-08
1993,8.69655588653373e-08,5.5945995502959533e-08
1994,6.22441331254997e-08,4.958431143453623e-08
1995,8.892819269856744e-08,6.940736885230336e-08
1996,5.2313302134621154e-08,7.046281669254029e-08
1997,4.986690405051064e-08,6.521056594710473e-08
1998,3.671459680720801e-08,6.436974353540847e-08
1999,6.261175472532798e-08,8.272064100367515e-08
2000,6.847948741395271e-08,9.101145048706627e-08
2001,6.440381200567558e-08,5.783199585884802e-08
2002,3.943099197156741e-08,7.667137258415835e-08
2003,7.417122760422501e-08,5.917030559965397e-08
2004,5.197653624167131e-08,7.047665820381077e-08
2005,5.854874474131577e-08,6.080061898394717e-08
2006,6.7533397873909e-08,8.359316294725971e-08
2007,4.673540981992019e-08,7.869124465931243e-08
2008,6.897052448606722e-08,6.684180015037455e-08
2009,5.531103197675691e-08,7.486062347794586e-08
2010,5.3378861386566e-08,6.896737880790482e-08
2011,4.053410118665113e-08,6.500752397498033e-08
2012,4.4255286657524096e-08,6.978718372629977e-08
2013,3.709536461338203e-08,7.419072400871585e-08
2014,6.886115722082309e-08,7.102660148916584e-08
2015,4.8764659379973985e-08,8.112666174953098e-08
2016,3.438424314716748e-08,8.658201469669002e-08
2017,4.075290205296511e-08,5.886530651810773e-08
2018,3.1752039775234664e-08,7.512068156412255e-08
2019,2.90812607328661e-08,8.290710040714799e-08
