year,longs_ADJ effets_NOUN,longs_ADJ méfaits_NOUN
1800,6.288328968651058e-09,0.0
1801,4.7623651688866175e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,2.2246657849223084e-08,0.0
1805,0.0,0.0
1806,1.729001475325731e-08,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,1.1700633351097167e-08,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.0898113522728181e-08,0.0
1818,1.4305412854298538e-08,0.0
1819,1.3456364911235141e-08,0.0
1820,1.1866481131050932e-08,0.0
1821,1.7750679148775816e-08,0.0
1822,5.012807946513931e-09,0.0
1823,9.882686669016039e-09,0.0
1824,1.2631669044083083e-08,0.0
1825,7.924898959288385e-09,0.0
1826,1.145037931138404e-08,0.0
1827,6.452091305675367e-09,0.0
1828,1.8344602503717056e-09,0.0
1829,2.571952872898464e-09,0.0
1830,7.305785310052215e-09,0.0
1831,1.2472964883158966e-08,0.0
1832,2.705993873419743e-09,0.0
1833,6.950177322551099e-09,0.0
1834,1.9602515166639023e-08,0.0
1835,4.5378527602224494e-09,0.0
1836,1.2769425516978572e-08,0.0
1837,2.7831563720326358e-09,4.174734336004349e-09
1838,1.1361890983607736e-08,1.8936485712828244e-09
1839,0.0,6.9914751765765e-10
1840,6.3696887764308485e-09,6.369688665408546e-10
1841,1.2841097074556274e-09,0.0
1842,0.0,1.341653010911159e-09
1843,0.0,0.0
1844,4.9397050894128824e-09,0.0
1845,5.580227946389016e-10,0.0
1846,1.7563503984519002e-09,0.0
1847,0.0,3.235934187273415e-09
1848,5.63165514222419e-09,0.0
1849,0.0,0.0
1850,1.3577992064028876e-09,0.0
1851,1.2898877521649865e-09,0.0
1852,3.2552727180501506e-09,0.0
1853,1.1943863675867306e-09,0.0
1854,1.0391328908454511e-09,0.0
