year,les_DET amants_NOUN,les_DET mamans_NOUN
1800,3.1441644576801764e-07,3.458580977167003e-08
1801,4.0956340630060595e-07,3.5717738544605027e-08
1802,2.9315705774024536e-07,4.0281122437590966e-08
1803,2.67196472947262e-07,7.801356849412855e-08
1804,1.2853624897779525e-07,5.6852571983512235e-08
1805,2.444874898088756e-07,3.4114532532214525e-08
1806,4.120786822880973e-07,9.221340846465864e-08
1807,2.476851008736958e-07,9.394951883123781e-08
1808,4.1922367932656357e-07,2.2660739951163578e-08
1809,3.637039052151181e-07,4.292158095609011e-08
1810,9.290303442099912e-07,6.318342293809565e-08
1811,4.73837515890807e-07,2.757784400841956e-08
1812,8.988491488892691e-07,7.468182872116813e-08
1813,5.521423953602778e-07,4.313612333994854e-08
1814,3.492811710970045e-07,4.090680150170556e-08
1815,2.8860292999866033e-07,6.203614155708692e-08
1816,2.9897089603991844e-07,6.025770460382773e-08
1817,7.613110746262919e-07,5.760431442958236e-08
1818,6.795070799370251e-07,4.8876828806498906e-08
1819,4.202526313612509e-07,5.3825461865386615e-08
1820,7.642013928332858e-07,5.3399166866086034e-08
1821,7.908913399745643e-07,4.930744257336528e-08
1822,6.57680388371773e-07,1.2632276025215106e-07
1823,7.807322388586613e-07,1.0080340917539843e-07
1824,7.309526024457114e-07,7.915845756656381e-08
1825,7.651929840868377e-07,4.842993739373469e-08
1826,7.486786417487679e-07,3.8755132436563144e-08
1827,4.212293767125175e-07,5.438191186257768e-08
1828,4.026640157972494e-07,4.3109814384934e-08
1829,5.984076800746863e-07,5.48683270484851e-08
1830,3.9033765886209437e-07,4.5922078584226256e-08
1831,2.6349138337877775e-07,9.97837181770933e-08
1832,5.641997024019574e-07,6.359085480411864e-08
1833,4.888291110782816e-07,6.255159290535772e-08
1834,4.0325174754940463e-07,7.187588879631335e-08
1835,5.097521125208004e-07,6.806779140333674e-08
1836,5.443807518101806e-07,5.10777002360463e-08
1837,8.015490142732062e-07,6.401259744492904e-08
1838,7.561969850300443e-07,2.9035943871491554e-08
1839,7.257151155570796e-07,3.1461637961527344e-08
1840,7.235966394958382e-07,5.414235298983883e-08
1841,8.160517310784599e-07,6.420548626095979e-08
1842,9.176906834440501e-07,6.507016969692359e-08
1843,8.251954872751099e-07,2.067418797269127e-08
1844,7.832177124633688e-07,2.7991662432391706e-08
1845,1.1841243567900506e-06,3.0691253982695343e-08
1846,8.401209159458745e-07,4.0981510185389425e-08
1847,7.679950346783926e-07,5.555020443637204e-08
1848,7.16829231528493e-07,4.82713291560799e-08
1849,7.139261455346713e-07,4.022119171054328e-08
1850,5.987894535763871e-07,4.20917745103111e-08
1851,7.713528689112792e-07,4.12764094015472e-08
1852,9.83092334649882e-07,9.765818109741531e-08
1853,9.913406904260569e-07,4.717826063149744e-08
1854,8.868998953026619e-07,6.026970633676854e-08
1855,1.27366492819192e-06,6.792879503336735e-08
1856,8.31974310777639e-07,4.141751208663891e-08
1857,1.114448512584687e-06,5.418475290674962e-08
1858,1.1911207407067081e-06,5.5298538859105406e-08
1859,1.0841236903758045e-06,8.300242315684159e-08
1860,1.102185889223506e-06,7.50658153414463e-08
1861,1.1271153419478708e-06,7.02678613073715e-08
1862,9.736260517811957e-07,5.511943390601459e-08
1863,1.1182955912403258e-06,6.193329848969142e-08
1864,9.344924802867638e-07,7.863353701509368e-08
1865,9.50311858538555e-07,6.966129717511649e-08
1866,8.261811021981202e-07,1.216403244796993e-07
1867,1.0142375952426619e-06,1.1889387963037734e-07
1868,8.713938104421004e-07,7.755602515757687e-08
1869,9.474027060640822e-07,8.546158403177628e-08
1870,1.109538427801482e-06,8.60107283173761e-08
1871,5.862889758123657e-07,9.134212142214437e-08
1872,6.265043304143347e-07,9.736216277644871e-08
1873,6.93179319055659e-07,7.542365576540533e-08
1874,8.495894290305728e-07,7.70724595255956e-08
1875,1.1248522309159625e-06,9.326089500660828e-08
1876,1.3035207935274684e-06,1.3361692641211675e-07
1877,9.877151132542394e-07,1.2678872574056754e-07
1878,9.964496352488084e-07,9.481369378505633e-08
1879,1.1907075050388016e-06,1.1118972143009387e-07
1880,1.0769146028266618e-06,9.626769692516746e-08
1881,7.816180875863665e-07,1.2271613414327476e-07
1882,1.0901521179107476e-06,1.3310770130559035e-07
1883,9.302066934502307e-07,1.0616489287684772e-07
1884,8.080477291727561e-07,1.7758565284964334e-07
1885,7.006406148590827e-07,1.4438224305024505e-07
1886,7.137530859679941e-07,1.2519720105075294e-07
1887,7.292808674730367e-07,1.227437822493016e-07
1888,7.564353339262198e-07,1.3949352695163952e-07
1889,8.68347944660286e-07,1.6602612618044077e-07
1890,9.058162064867759e-07,1.6451510020942806e-07
1891,9.185250842147497e-07,1.3258377951075317e-07
1892,8.713231984813774e-07,1.6360817500782332e-07
1893,9.022080296183788e-07,1.3856436975601127e-07
1894,9.06161358393831e-07,1.6762094512401404e-07
1895,7.848273471111611e-07,1.643081803948121e-07
1896,7.795872267735149e-07,2.1288274965058918e-07
1897,7.708742222334308e-07,1.8995086570328112e-07
1898,8.549774155319767e-07,1.7710650013214035e-07
1899,8.899401304773846e-07,1.6638011501868277e-07
1900,1.0013541444919838e-06,1.8116775812870856e-07
1901,9.456146452535563e-07,2.2019632073266848e-07
1902,1.1111972160193773e-06,1.8560872439010723e-07
1903,1.0573631552546203e-06,1.97648063471334e-07
1904,9.513086407508808e-07,1.9509889614965914e-07
1905,1.1905871106776544e-06,2.105589747003478e-07
1906,1.01391876139445e-06,2.4434876610968104e-07
1907,1.1571397315890408e-06,1.7279953890003696e-07
1908,1.086890380364025e-06,1.9989354083094213e-07
1909,1.3125346702835827e-06,1.9638511972175365e-07
1910,1.2687013501988531e-06,2.3567705298432884e-07
1911,1.0443894673528575e-06,2.3782072755551553e-07
1912,1.227860565222727e-06,2.1150250706369889e-07
1913,1.2928688706281832e-06,1.988621134429991e-07
1914,1.098265951071653e-06,2.531369194258559e-07
1915,4.606277839158679e-07,2.9098481091338613e-07
1916,6.076066501048416e-07,3.087476918572918e-07
1917,8.641542486031994e-07,3.026733166322515e-07
1918,7.971545130658342e-07,3.824963261678249e-07
1919,1.243059545075198e-06,2.578197584313102e-07
1920,1.5598797489246863e-06,2.4912641904961674e-07
1921,1.6925090342567728e-06,2.135514822754203e-07
1922,1.5737136500604265e-06,2.5084980759260134e-07
1923,1.7760481441086995e-06,2.2293490875568978e-07
1924,1.5289466368528792e-06,2.5396500324958993e-07
1925,1.996169267215464e-06,2.617566403628757e-07
1926,1.723192978531074e-06,2.151204681055674e-07
1927,2.443910052107867e-06,2.3190387055116446e-07
1928,1.753897375778024e-06,2.2395040821798773e-07
1929,1.7067102104917353e-06,2.1723792364980454e-07
1930,1.4001303521027353e-06,2.2267640042983317e-07
1931,1.392594038307493e-06,2.0415588597444412e-07
1932,1.110201048426518e-06,1.446658882686691e-07
1933,1.3214202887468218e-06,1.4911860657385034e-07
1934,1.1358538216654779e-06,1.7612923386423063e-07
1935,1.233930085220436e-06,2.9920711064335137e-07
1936,1.2852197315282865e-06,1.9278295759761477e-07
1937,1.0589130567950633e-06,2.0397610844824499e-07
1938,1.2667014548384259e-06,1.763269210641738e-07
1939,1.2449357251753668e-06,2.737635087513013e-07
1940,7.429844020023779e-07,1.8004059110232618e-07
1941,9.798988678255682e-07,2.007021731031955e-07
1942,1.3805663385824118e-06,3.398317243163973e-07
1943,1.3993594274452903e-06,2.4967822653820804e-07
1944,1.1503206636120922e-06,2.217098398205053e-07
1945,1.4770257905638573e-06,5.533400297963453e-07
1946,1.6009269856454011e-06,2.756378609802823e-07
1947,1.5079902055958883e-06,2.7537211400030515e-07
1948,1.4655304783062206e-06,2.457046701653809e-07
1949,1.51476439924636e-06,2.002669727829698e-07
1950,1.7122932121083068e-06,2.4354977989915483e-07
1951,1.571490651386398e-06,1.919052368126728e-07
1952,1.5553586116823226e-06,1.7398927043554835e-07
1953,1.4146035400841583e-06,1.9608365620094048e-07
1954,1.8685089457903814e-06,2.1988205967105046e-07
1955,1.5129599688634698e-06,1.6330958318988564e-07
1956,1.5061411069439146e-06,2.4070350779226146e-07
1957,1.491354323590599e-06,1.7316674638667706e-07
1958,1.979547850083918e-06,1.5303650391373935e-07
1959,1.4982195359891648e-06,1.8136749169173072e-07
1960,1.9412937994900403e-06,1.764812509463809e-07
1961,1.843346694840875e-06,1.6050248508037157e-07
1962,1.9146366874167597e-06,1.4459660313548284e-07
1963,1.8589903447718825e-06,1.732902314977025e-07
1964,1.8337080227581737e-06,1.600083689989873e-07
1965,1.7286185141074384e-06,1.658029162854291e-07
1966,1.907657370736615e-06,1.3349169836196495e-07
1967,1.7137847052595134e-06,1.3903546447480153e-07
1968,1.9066059842032246e-06,1.428270226533357e-07
1969,1.5560061683572712e-06,1.2353580980395407e-07
1970,1.8275333495409996e-06,1.4439996576243175e-07
1971,1.917649971261426e-06,1.3770905038512637e-07
1972,1.8591652306554352e-06,1.2107146662998503e-07
1973,1.5585827171094024e-06,1.2735500437566216e-07
1974,1.6550431993778147e-06,1.1757444662308103e-07
1975,1.5243940207909645e-06,1.799116224887598e-07
1976,1.6272124385707798e-06,1.3655329467177069e-07
1977,1.5126836148127154e-06,1.61611505344883e-07
1978,1.8605932083914922e-06,1.5861379498716133e-07
1979,1.7064354409512816e-06,1.6327005425420538e-07
1980,1.9880971429131478e-06,1.5747866943804922e-07
1981,1.9014602221645305e-06,2.081105803242167e-07
1982,1.6220203225003615e-06,1.980193187200996e-07
1983,1.6356668703920718e-06,1.6230362120950304e-07
1984,1.9977584653219083e-06,1.6701143756847614e-07
1985,1.9033226053011276e-06,1.9490407865419002e-07
1986,1.8672821937570916e-06,2.0561084679293629e-07
1987,2.137563688719979e-06,2.0654560872745975e-07
1988,1.5770936050429896e-06,2.1527628346618144e-07
1989,1.8676079704960102e-06,1.920842778169174e-07
1990,1.7980548268070606e-06,1.9015791496990175e-07
1991,2.098404538131149e-06,1.6705175864828448e-07
1992,2.0221495375949416e-06,2.1543881612018367e-07
1993,2.0434136480673715e-06,2.0107322784568282e-07
1994,2.083068512348518e-06,2.0466715566769267e-07
1995,2.081136575071696e-06,2.700380523634749e-07
1996,2.2612158332435683e-06,3.1281219525780557e-07
1997,1.9539195434958856e-06,2.699525580851514e-07
1998,2.1485190231373963e-06,3.1040521886183114e-07
1999,2.1777008356593797e-06,2.902077760325028e-07
2000,2.1515813024564068e-06,2.505023810606133e-07
2001,2.0933429842884266e-06,2.5849149309919994e-07
2002,2.272977747352911e-06,2.8083630532194093e-07
2003,2.1267974528171862e-06,2.8418414466102604e-07
2004,2.1473357127987924e-06,3.3079983019490555e-07
2005,2.324835604028408e-06,3.6029997385611523e-07
2006,2.2413674987120658e-06,3.3478443861589824e-07
2007,2.353147820599588e-06,4.2661040788871674e-07
2008,2.1615021292831216e-06,5.475067403892808e-07
2009,2.1413952460136443e-06,5.116270660465716e-07
2010,2.166331476871619e-06,6.981765903191217e-07
2011,1.6993731106751397e-06,7.169947324747739e-07
2012,1.8028922630364264e-06,7.809355877519408e-07
2013,1.8366388196966454e-06,7.3577118087087e-07
2014,2.284544635244856e-06,7.540079889345463e-07
2015,1.8222466220407796e-06,6.725089525261296e-07
2016,1.786323609032081e-06,6.796066518433008e-07
2017,1.5576665717276228e-06,7.033649076504389e-07
2018,1.7936030634047029e-06,7.341691219409086e-07
2019,1.8517620468117002e-06,6.660629141563845e-07
