year,plusieurs_DET êtres_NOUN,plusieurs_DET etres_NOUN,plusieurs_DET maîtres_NOUN
1837,9.46273162050204e-08,6.957890930081589e-10,3.3537035459829667e-07
1838,8.205810475558906e-08,0.0,2.1271985772841617e-07
1839,9.0190031665216e-08,0.0,2.8944706986777646e-07
1840,1.840840013755951e-07,3.1848443882154243e-09,2.4077422722257324e-07
1841,8.025685360735224e-08,1.926164561183441e-09,2.6131632502313096e-07
1842,1.81123161802077e-07,0.0,2.8711375721357513e-07
1843,2.421833533716722e-07,1.7720733769266417e-09,2.740806634982107e-07
1844,1.3172547591588923e-07,0.0,2.760746290464411e-07
1845,1.7912532257469138e-07,0.0,1.9195983580466702e-07
1846,1.3055537984030252e-07,4.0981509297211005e-09,2.8921236094880953e-07
1847,1.2835871743277494e-07,1.0786447290911383e-09,2.572567545655602e-07
1848,1.0861049393184885e-07,0.0,2.864098881949495e-07
1849,1.0222886004385145e-07,0.0,1.575330041969636e-07
1850,2.0299097513998277e-07,0.0,2.0910107245697418e-07
1851,1.051258518014464e-07,0.0,2.663618163811776e-07
1852,1.1979403713446857e-07,6.510545436100301e-10,2.102906113687908e-07
1853,1.3496565620663148e-07,0.0,2.5858466123906965e-07
1854,1.241763737391821e-07,1.454786069388092e-08,2.7069412134039794e-07
1855,1.5124771124419567e-07,0.0,2.711844935276986e-07
1856,1.0509694065019559e-07,5.177189343896771e-09,1.8741425034107806e-07
1857,1.0983395526409367e-07,9.763018171682347e-10,1.6938836133739699e-07
1858,8.074565277516044e-08,1.957470352476065e-09,1.7225739767923187e-07
1859,1.1762920415492317e-07,0.0,1.507283251545033e-07
1860,1.016134802966917e-07,9.154367819341758e-10,1.6798265542461444e-07
1861,1.108251481696243e-07,0.0,1.796782225227389e-07
1862,5.4215835432191994e-08,0.0,1.8840003024322982e-07
1863,8.840478954441622e-08,0.0,1.3135852611201315e-07
1864,1.1890925433188926e-07,0.0,2.1096802915732127e-07
1865,9.837304976167971e-08,1.882737743486018e-09,1.614447678321973e-07
1866,1.0169131314796687e-07,5.352174259343201e-09,2.131138518990383e-07
1867,4.949867538073249e-08,0.0,1.5480469350848125e-07
1868,6.767627525050557e-08,0.0,1.4967817740796363e-07
1869,5.567211702750541e-08,4.883519144627257e-10,1.3966864287340286e-07
1870,9.002456380358126e-08,0.0,2.0527894495359078e-07
1871,7.859671402599133e-08,0.0,1.3807531118459337e-07
1872,7.01491389420994e-08,0.0,1.6569709426761392e-07
1873,4.669083641939409e-08,0.0,1.316920929528287e-07
1874,4.8991794399100286e-08,0.0,1.4458553376783811e-07
1875,1.430381786349244e-07,0.0,1.493318586009984e-07
1876,1.148742825307636e-07,6.04601479992084e-10,1.7775283334131586e-07
1877,9.586465088418095e-08,0.0,1.2926265857693409e-07
1878,5.555961712921942e-08,0.0,2.2586191050777416e-07
1879,9.347267848625052e-08,0.0,2.077170617731383e-07
1880,1.0396910710142038e-07,6.417846254436199e-10,1.9189359701243802e-07
1881,5.299105865219644e-08,0.0,2.0638622111324167e-07
1882,4.1928925886836055e-08,0.0,2.0298924230388593e-07
1883,6.824886078504733e-08,0.0,2.407668127091256e-07
1884,4.2250860587955685e-08,0.0,1.8682802949143706e-07
1885,6.123353757381267e-08,0.0,2.0045926363287947e-07
1886,4.775563361425483e-08,0.0,1.8650510952289423e-07
1887,4.7661149693567495e-08,0.0,1.9195038403196918e-07
1888,5.7699594435689505e-08,0.0,1.7690315035068238e-07
1889,7.580815264418561e-08,0.0,1.434716296877525e-07
1890,4.4569826940232815e-08,0.0,1.382975489683247e-07
1891,3.505821055682645e-08,0.0,1.4851932461645845e-07
1892,4.450643920073105e-08,0.0,1.6486188059161577e-07
1893,5.2962381147381166e-08,1.2316833108982905e-09,1.687406134820435e-07
1894,5.671385228112058e-08,0.0,1.2540063076826868e-07
1895,5.2963805785566365e-08,2.4074457982692365e-09,1.9379938120955842e-07
1896,5.366296207398591e-08,0.0,1.232479086565874e-07
1897,3.670829618052096e-08,0.0,1.1711694036797837e-07
1898,3.7910977912503085e-08,0.0,1.5786810125817397e-07
1899,6.025060450554065e-08,5.527578395003729e-10,1.4592806429902794e-07
1900,6.90410102421879e-08,0.0,1.8583969929597544e-07
1901,7.209473551483825e-08,5.588738916095792e-10,1.3245311392129366e-07
1902,5.352209342390779e-08,0.0,1.0115184850834069e-07
1903,5.3462179350205474e-08,5.400220270956879e-10,1.4742601006645373e-07
1904,6.449550316034447e-08,1.0749250378694342e-09,1.6177621553481458e-07
1905,5.1091515018697464e-08,0.0,1.6617644593708292e-07
1906,6.12157933232993e-08,0.0,1.733590193064849e-07
1907,5.759984550435249e-08,0.0,1.1417112300016186e-07
1908,6.384805573134145e-08,0.0,1.3948344279590685e-07
1909,5.941062219960713e-08,0.0,1.20471538966882e-07
1910,8.390316574846679e-08,1.6032452032632705e-09,1.3093169215494527e-07
1911,6.810078656549479e-08,0.0,1.6652771328562466e-07
1912,7.918320343858198e-08,5.209421227725386e-10,1.2710987862263323e-07
1913,5.3560196278112926e-08,5.30298971401777e-10,1.2674145355440203e-07
1914,7.969124737883249e-08,0.0,1.5536445285846412e-07
1915,4.5944972271172446e-08,0.0,1.7082105152610438e-07
1916,4.504859418830165e-08,0.0,1.0547963413820582e-07
1917,6.908847183240141e-08,1.0966424435210342e-09,1.1295416912915357e-07
1918,4.2499593178035866e-08,0.0,9.64855582097357e-08
1919,3.775217966017763e-08,0.0,1.2983066138838595e-07
1920,7.950843183834877e-08,0.0,1.309996093823429e-07
1921,5.755288157160976e-08,0.0,1.3630945538967154e-07
1922,6.71392115236813e-08,0.0,1.2173593511022318e-07
1923,8.705077325643629e-08,0.0,9.766671915656389e-08
1924,8.508472149060253e-08,0.0,1.1860294779619807e-07
1925,1.0338287093070164e-07,0.0,1.2207977739819853e-07
1926,7.913758470756704e-08,0.0,1.1926368514991736e-07
1927,9.476841000832792e-08,1.1149224876660924e-09,1.0591763643930108e-07
1928,9.02657291135256e-08,1.1426041224282812e-09,1.0054915955404198e-07
1929,8.021092412491271e-08,2.2280812750352652e-09,1.8158862236106188e-07
1930,5.461873797685257e-08,3.1510811737689437e-09,1.4284900551331248e-07
1931,4.1059283972799676e-08,1.1405356659111021e-09,1.1519409959248605e-07
1932,1.0521154836240498e-07,0.0,1.1945894673459634e-07
1933,5.047091278242988e-08,0.0,1.2732435328288716e-07
1934,4.912448048344231e-08,0.0,8.147474162001345e-08
1935,6.223507398317452e-08,0.0,1.364384418778286e-07
1936,8.972289133879485e-08,0.0,1.2124714698913408e-07
1937,3.1477796369472344e-08,0.0,1.0702450214949977e-07
1938,1.1798345056490689e-07,0.0,1.1409388767091855e-07
1939,6.576441791139587e-08,0.0,1.3917586372258484e-07
1940,4.81798743123818e-08,0.0,2.7893612131180134e-07
1941,4.7224041566096275e-08,0.0,9.444808490854939e-08
1942,1.1833425617169269e-07,0.0,1.5171058964646988e-07
1943,5.516146828199453e-08,0.0,7.258088197126256e-08
1944,8.675602458652065e-08,0.0,1.1888788797875804e-07
1945,1.241747327185294e-07,2.178504043826024e-09,8.496165948557177e-08
1946,1.0580039599972224e-07,0.0,1.1415305767314976e-07
1947,1.2397705506650425e-07,0.0,9.894323027559437e-08
1948,9.567261272103167e-08,1.0871887834440486e-09,1.0654449744684769e-07
1949,7.951776992420889e-08,0.0,1.1289559243010672e-07
1950,6.168509969484148e-08,0.0,1.0103593162114066e-07
1951,7.143139413301469e-08,4.264560704569931e-09,1.1194472016029522e-07
1952,7.170466831407651e-08,0.0,6.643226535540947e-08
1953,6.572035005092403e-08,0.0,9.588706628704813e-08
1954,9.38163466912556e-08,9.772536113672459e-10,1.1629318241723752e-07
1955,5.5375085850073447e-08,0.0,8.071622970007297e-08
1956,8.197873313520176e-08,1.744228317335228e-09,8.197872891635427e-08
1957,6.802979157782829e-08,0.0,6.891329185076955e-08
1958,6.535072571978162e-08,8.272243445794913e-10,7.610464236584846e-08
1959,8.91336018327138e-08,0.0,1.1238584063377743e-07
1960,6.574792010827224e-08,0.0,8.92787531681094e-08
1961,8.337791168600006e-08,0.0,3.7659024432201704e-07
1962,6.151697817813329e-08,3.805173787174709e-09,8.498221437669429e-08
1963,4.332255798544793e-08,6.466053248388448e-10,1.118627235285885e-07
1964,9.186792460091908e-08,6.083968329129164e-10,9.916868437542803e-08
1965,7.989183581358361e-08,0.0,9.357194219461462e-08
1966,6.203763680545649e-08,1.6617224263271169e-09,1.2961434636693525e-07
1967,4.6345153492666213e-08,1.972134178185314e-09,1.262165918447522e-07
1968,6.37781032153395e-08,0.0,1.4417444615943964e-07
1969,6.767218962977495e-08,4.5417578031781147e-10,1.1990240400550078e-07
1970,6.530189722298019e-08,4.5987250119061684e-10,1.2416557249039784e-07
1971,9.506035136830349e-08,2.569198631618974e-09,1.0328178978724623e-07
1972,6.412683573042699e-08,5.130146862875051e-10,1.2979271213353627e-07
1973,4.796487435010377e-08,0.0,1.4003538151285966e-07
1974,5.175525974454587e-08,0.0,1.2151234601853744e-07
1975,5.6543652870999495e-08,5.711480177694739e-10,1.0052205245969503e-07
1976,5.142174319683335e-08,0.0,1.0855701176870625e-07
1977,4.4075864069625936e-08,0.0,9.696690073113245e-08
1978,5.702967620369037e-08,5.940591352171509e-10,9.801976030843207e-08
1979,4.564539257678746e-08,2.3407893401383717e-09,1.439585505247365e-07
1980,5.230338473438678e-08,1.1370301367108482e-09,1.1086043882890806e-07
1981,6.262293794634388e-08,0.0,9.678091050790982e-08
1982,4.903926864585628e-08,2.483000915987077e-09,1.0863128874216699e-07
1983,4.610180803776842e-08,1.2630632095778083e-09,1.0799190697241556e-07
1984,5.6830282979536406e-08,1.1598016991243298e-09,1.4033600681528924e-07
1985,5.0530685857808066e-08,6.015558051686298e-10,9.745204132549645e-08
1986,5.874595854216125e-08,5.994485463567401e-10,8.632059311786122e-08
1987,4.522004531937185e-08,6.110816852533674e-10,9.288441948918091e-08
1988,5.2769674629971064e-08,7.195864348830128e-09,1.103365922516808e-07
1989,5.488122278851648e-08,0.0,8.506589388446173e-08
1990,6.211462166838544e-08,0.0,9.371679543512812e-08
1991,5.158089272372379e-08,5.2753188484189195e-09,9.671417577905572e-08
1992,5.1242480980651095e-08,0.0,1.1515783282511904e-07
1993,3.877445209354846e-08,1.661762283333701e-09,1.0635278258064318e-07
1994,5.433174266045171e-08,0.0,1.0338856459846113e-07
1995,4.229511468833991e-08,5.422450821690461e-10,1.0411105400010001e-07
1996,4.5373784285374086e-08,1.067618438099771e-09,8.327423484111307e-08
1997,5.0825880615334995e-08,4.79489448146353e-10,1.1507746489058945e-07
1998,4.768129291399248e-08,1.43043876743576e-09,9.96539002429131e-08
1999,4.3873930100080116e-08,0.0,1.0420058482729644e-07
2000,5.6550803817501105e-08,0.0,1.086835745844894e-07
2001,6.177508771187945e-08,4.3812117822561447e-10,9.68247815258394e-08
2002,5.739400010806861e-08,8.76244299341522e-10,1.1434988422820425e-07
2003,5.125315283294185e-08,8.333845835650777e-10,1.3292484446481012e-07
2004,5.6821806648788e-08,8.809582507929292e-10,1.0659594784634407e-07
2005,6.935774510274939e-08,4.5037495954858286e-10,1.1034186675473734e-07
2006,5.765045790750989e-08,0.0,9.924115085269136e-08
2007,4.4738169446834064e-08,3.994479469415779e-10,9.946254087012107e-08
2008,5.61982034241737e-08,0.0,1.0856470877840252e-07
2009,4.434419076382312e-08,0.0,1.1586707682198494e-07
2010,4.7237928679777497e-08,0.0,8.455589450839796e-08
2011,5.162362087807182e-08,0.0,6.921389117398036e-08
2012,5.446804240971659e-08,2.382976926895708e-09,1.0961693663880112e-07
2013,6.52655276489611e-08,5.578250084070646e-10,5.689815174569901e-08
2014,6.193173424096088e-08,0.0,8.055455902322706e-08
2015,6.472400304602388e-08,0.0,7.292533044100935e-08
2016,7.684671698982015e-08,2.0713400439298368e-10,8.658201466893445e-08
2017,6.138091501739495e-08,7.546833991067814e-10,6.716682232621451e-08
2018,7.382994637872287e-08,5.162933414126769e-10,7.408809743481015e-08
2019,6.020330989287004e-08,7.65296326310505e-10,8.418259578313325e-08
