year,vos_DET arrêts_NOUN,vos_DET marais_NOUN
1915,4.005459064426731e-08,0.0
1916,9.229468389548856e-08,6.592477230782379e-09
1917,7.786161404510494e-08,1.0966424435210342e-09
1918,3.9053680289669046e-08,2.2972752589112133e-09
1919,1.197020288445927e-07,2.762354567309444e-09
1920,5.6791739311279343e-08,6.057785384427916e-09
1921,1.0450391801919423e-07,2.2718242842501013e-09
1922,7.746832197952358e-08,1.4755870969551665e-09
1923,7.112684974330818e-08,0.0
1924,9.668718092825657e-08,1.289162443462999e-09
1925,2.7495444809844116e-08,5.499089184013428e-09
1926,4.7928395474627905e-08,3.343841648018042e-09
1927,4.0137208334734e-08,0.0
1928,3.1992914983902665e-08,2.2852082448565625e-09
1929,7.575476135279757e-08,1.7824650200282122e-08
1930,1.9956847396862543e-08,1.4705044848462023e-08
1931,6.386999551466488e-08,1.1405356659111021e-09
1932,2.1919072779041926e-08,2.1919073223131136e-09
1933,5.276504566609219e-08,3.4411986593596566e-09
1934,4.7926320689839486e-08,1.1981580172459871e-09
1935,5.146362269670135e-08,3.590485242455088e-09
1936,2.9099314957647948e-08,7.274828739411987e-09
1937,2.8959572406783707e-08,0.0
1938,3.3709557811789637e-08,1.2965214457594243e-09
1939,4.282334220562234e-08,1.5294050470515685e-09
1940,1.2678914806940611e-08,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,2.1239482173029955e-08,0.0
1943,4.064529424141483e-08,0.0
1944,3.855823393905666e-08,3.2131861615880553e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,4.31554223467856e-08,0.0
1947,1.7881305991451768e-08,0.0
1948,2.71797189199674e-08,5.435944139264848e-09
1949,2.6505922345876343e-08,2.945102384188658e-09
1950,1.9143651330821854e-08,1.0635361480382244e-09
1951,3.091806555222121e-08,0.0
1952,2.1089607393776078e-08,2.1089607837865287e-09
1953,5.171437011952662e-08,0.0
1954,2.345408622872469e-08,9.772536113672459e-10
1955,2.9095384768140775e-08,2.815682353940474e-09
1956,3.4012451299858526e-08,2.616342476002842e-09
1957,4.064117509194887e-08,2.6505113659425206e-09
1958,4.3842891817025276e-08,0.0
1959,4.030388822684472e-08,2.325224457422337e-09
1960,4.0832916214927906e-08,6.920833350854139e-10
1961,1.459113452284555e-08,1.3896318540318475e-09
1962,2.9172999682636203e-08,1.9025869768540815e-09
1963,2.263118559220345e-08,1.939815863494232e-09
1964,2.3727476872181796e-08,7.30076216148845e-09
1965,3.3926670028883166e-08,1.0944086747954884e-09
1966,2.547974453648294e-08,3.8773522170743036e-09
1967,2.6623812265924585e-08,3.944268467392931e-09
1968,1.7516521566562915e-08,2.245707841908029e-09
1969,2.7704722294075168e-08,2.2708789015890574e-09
1970,2.161400730615881e-08,1.8394900047624674e-09
1971,4.932861619177942e-08,3.083038491169532e-09
1972,2.8215808356435446e-08,5.130146973897354e-09
1973,1.6539610570021068e-08,5.513203671370093e-09
1974,1.2938814464291681e-08,3.937900117101378e-09
1975,1.3707551982378163e-08,1.1422960355389478e-09
1976,1.8854638683674096e-08,1.142705374768127e-09
1977,7.639816779203557e-09,1.7630346071939584e-09
1978,9.504946163474415e-09,1.1881182704343018e-09
1979,2.691907674545746e-08,5.851973350345929e-10
1980,2.4446147384171724e-08,1.1370301367108482e-09
1981,1.2018544492953254e-08,2.5302198114474095e-09
1982,1.9864007883008128e-08,6.207502289967692e-10
1983,2.4629732364722656e-08,2.5261264191556165e-09
1984,1.7397026319532216e-08,1.1598016991243298e-09
1985,6.617113967877231e-09,1.2031116103372597e-09
1986,1.1389522269755759e-08,0.0
1987,9.166225112267057e-09,1.2221633705067347e-09
1988,1.6790350221285166e-08,4.197587610832443e-09
1989,1.4817929994137558e-08,2.1952488715726304e-09
1990,1.52562225630426e-08,0.0
1991,1.9928981409567115e-08,1.7584396161396398e-09
1992,1.2121876946658006e-08,5.509944167592096e-10
1993,1.2186256004298457e-08,3.323524566667402e-09
1994,1.898973578384755e-08,1.5824779264761446e-09
1995,1.3013881527967897e-08,1.0844901643380922e-09
1996,1.1209993378002991e-08,2.135236876199542e-09
1997,1.2946214766884623e-08,4.315404922294874e-09
1998,8.582632937681467e-09,0.0
1999,1.0968482927475875e-08,9.140402323914998e-10
2000,4.418031274155965e-09,8.836062992401139e-10
2001,9.200544853760206e-09,0.0
2002,1.1829298429688606e-08,1.752488598683044e-09
2003,3.333538334260311e-09,2.9168460979889232e-09
2004,9.250062049659391e-09,3.0833537945085254e-09
2005,9.457874483587148e-09,1.3511248786457486e-09
2006,8.64756888319107e-09,1.2353669198716943e-09
2007,5.1928234212628155e-09,1.1983438685803094e-09
2008,6.386159684401704e-09,1.7029758436759579e-09
2009,1.3827758493789588e-08,0.0
2010,1.0864723787307184e-08,4.723793023408973e-10
2011,3.4415748029203996e-09,3.059177577924288e-09
2012,1.055318371578906e-08,1.0212758416727752e-09
2013,9.761937702634782e-09,1.6734750252211938e-09
2014,1.06106811392781e-08,1.9489005964601347e-09
2015,3.28053152420793e-08,1.773260274728905e-09
2016,1.9677730112022118e-08,2.0713399884186856e-09
2017,1.811240102345124e-08,1.0062445321423752e-09
2018,1.1100306396283344e-08,2.5814666515522333e-09
2019,1.5816123966061468e-08,1.7856913725466939e-09
