year,vieux_ADJ auteurs_NOUN,vieux_ADJ moteurs_NOUN
1874,2.9574314552860415e-07,0.0
1875,2.8550419983730535e-07,0.0
1876,2.926271227554622e-07,0.0
1877,3.0058204592009474e-07,0.0
1878,3.6717659224194676e-07,0.0
1879,2.736977806616636e-07,0.0
1880,3.3372801877540326e-07,0.0
1881,3.618731376775486e-07,0.0
1882,3.5739418535740697e-07,0.0
1883,3.513552314093893e-07,0.0
1884,3.281043365888081e-07,0.0
1885,3.055231303505934e-07,6.445635691854079e-10
1886,3.4590565634040615e-07,0.0
1887,3.2448755415970254e-07,0.0
1888,3.7916876394206156e-07,0.0
1889,4.147520602515442e-07,0.0
1890,3.2837474961411317e-07,1.3108772956016423e-09
1891,3.8627774756605504e-07,0.0
1892,3.96169980376726e-07,6.268512375839919e-10
1893,3.3871290927578457e-07,0.0
1894,3.157071302162251e-07,6.301539290376468e-10
1895,2.9912514021290804e-07,0.0
1896,3.7564074339968556e-07,0.0
1897,3.0357176683537546e-07,0.0
1898,3.044195049373144e-07,0.0
1899,2.658765296814636e-07,0.0
1900,3.093867668724215e-07,1.038210628578895e-09
1901,3.3588320835775676e-07,5.58873880507349e-09
1902,3.000183377288579e-07,1.4730852093691738e-09
1903,2.53810346739769e-07,0.0
1904,3.058161635038914e-07,0.0
1905,2.601022586201651e-07,0.0
1906,3.1070874051408737e-07,2.572092316910357e-09
1907,2.8388496531306373e-07,2.5714217422034835e-09
1908,2.4606058190990154e-07,0.0
1909,2.3489199152404439e-07,4.950885035270858e-09
1910,3.014100968812272e-07,0.0
1911,2.3835276063977062e-07,3.1922244847493175e-09
1912,3.292354082695681e-07,6.772247651554153e-09
1913,2.1158929464082377e-07,2.6514948014977335e-09
1914,2.2835896074102635e-07,1.3393487430235496e-09
1915,2.556425218180891e-07,1.1780761921542648e-09
1916,1.5712070067230854e-07,1.0987461607214755e-08
1917,2.5003447490234976e-07,1.0966424435210342e-09
1918,2.733757469286502e-07,5.743188147278033e-09
1919,2.863640769512621e-07,9.207848372660976e-10
1920,2.5518420443404466e-07,6.057785384427916e-09
1921,3.301717867998377e-07,6.058197943303867e-09
1922,2.7003245040013724e-07,1.4755870969551665e-09
1923,3.641270325260848e-07,2.1231896241147297e-09
1924,3.635438221571974e-07,7.734974438733389e-09
1925,4.487256659579941e-07,0.0
1926,3.221234123884642e-07,3.343841648018042e-09
1927,2.9322460748382184e-07,4.4596899506643695e-09
1928,3.1078832307684934e-07,0.0
1929,2.751680483470409e-07,0.0
1930,2.920001804795902e-07,4.201441416995522e-09
1931,2.2696659129906038e-07,4.5621426636444085e-09
1932,2.279583651842998e-07,0.0
1933,2.0876605333342013e-07,5.735331320977366e-09
1934,2.3004633931122953e-07,5.990790086229936e-09
1935,2.082481431742167e-07,0.0
1936,2.230947444559206e-07,0.0
1937,1.95162333849197e-07,1.2591118148108649e-09
1938,2.294843000072433e-07,2.5930428915188486e-09
1939,2.9517516964006063e-07,4.588215141154706e-09
1940,1.7750480196809804e-07,5.0715658339584024e-09
1941,2.0955668178501696e-07,5.9030051957620344e-09
1942,1.8205270180260413e-07,6.068423541449874e-09
1943,2.0032322822771675e-07,2.9032352077962287e-09
1944,3.598768500978622e-07,3.2131861615880553e-09
1945,2.832055172596881e-07,4.357008087652048e-09
1946,1.8932701273399744e-07,4.1763312808029696e-09
1947,2.2768863061628508e-07,4.7683483828109274e-09
1948,2.3374558422162295e-07,2.174377566888097e-09
1949,1.5020022203771077e-07,7.853606653895895e-09
1950,1.254972659125997e-07,6.381216888229346e-09
1951,1.3753208349953638e-07,2.1322803522849654e-09
1952,1.697713400972134e-07,2.1089607837865287e-09
1953,2.413337379936209e-07,8.619061908632375e-09
1954,1.6026959315240674e-07,2.052232517257835e-08
1955,1.8583503003100077e-07,1.220129064449793e-08
1956,1.5087574922745262e-07,6.976913269340912e-09
1957,1.3075856486466364e-07,6.184526224473075e-09
1958,1.7454433243191403e-07,6.617794756635931e-09
1959,1.8136749702080124e-07,3.100299128533379e-09
1960,1.3703250090202346e-07,2.7683333403416555e-09
1961,1.4313208396288246e-07,3.47407969059077e-09
1962,1.4523080765771468e-07,6.341956293454132e-09
1963,1.5065904512834294e-07,4.526237162849611e-09
1964,1.4662364100637149e-07,4.867174663303331e-09
1965,1.8112463817665514e-07,2.188817349590977e-09
1966,1.611870783513325e-07,7.754704434148607e-09
1967,1.5924983642889856e-07,4.930335695263466e-09
1968,1.6169097116769393e-07,5.838840522187638e-09
1969,1.3080261851428077e-07,9.083515606356229e-10
1970,1.535974206712254e-07,3.219107425067591e-09
1971,1.2640457613954936e-07,1.541519245584766e-09
1972,1.1799337751305927e-07,4.104117490300041e-09
1973,1.1687992046427453e-07,3.3079223804577396e-09
1974,1.0069773037635343e-07,4.500457340128605e-09
1975,7.253579736854476e-08,3.998036124386317e-09
1976,8.341748980456032e-08,7.427584769459372e-09
1977,1.2341241983904183e-07,5.289103821581875e-09
1978,8.49504573352533e-08,3.5643548113029055e-09
1979,8.485361180365913e-08,6.437170796402825e-09
1980,8.129765660669364e-08,6.253665585376211e-09
1981,7.274382185507022e-08,3.795329828193417e-09
1982,5.710902206690349e-08,8.069752865935698e-09
1983,7.515226019272347e-08,1.89459470334441e-09
1984,6.378909189752591e-08,2.8995041922996734e-09
1985,7.940536372874618e-08,4.210890747202711e-09
1986,6.29420995323926e-08,2.997242676272549e-09
1987,7.149655872895622e-08,3.6664902225425067e-09
1988,5.696726290693732e-08,1.798966087207532e-09
1989,6.091815407671675e-08,7.683371272548811e-09
1990,5.557624049856713e-08,3.814055737905164e-09
1991,6.213152770051522e-08,2.9307325455363298e-09
1992,5.895640242670197e-08,4.4079553340736766e-09
1993,8.862731704084581e-08,2.2156829704300662e-09
1994,3.850696461693559e-08,1.0549853213248639e-09
1995,4.880205750623645e-08,1.0302656505700725e-08
1996,4.4839975288368805e-08,6.939520069693117e-09
1997,4.507200856984639e-08,9.58978896292706e-10
1998,5.387985879679036e-08,1.9072516899143466e-09
1999,4.981519197144735e-08,3.1991407301035224e-09
2000,5.831801530575831e-08,5.3016377954406835e-09
2001,4.0745270268871536e-08,8.762423675534592e-09
2002,5.213653658797668e-08,7.886198361006791e-09
2003,3.7502307037584615e-08,4.583615265119079e-09
2004,2.9071621554521698e-08,7.047666006343434e-09
2005,3.693074590582768e-08,6.7556245042510454e-09
2006,4.076710879985512e-08,8.64756888319107e-09
2007,3.395307715536866e-08,6.7906151812735516e-09
2008,2.9802077250451475e-08,5.960415716543821e-09
2009,3.814553961589695e-08,8.105927484791664e-09
2010,3.637320489247031e-08,8.97520635589899e-09
2011,2.8297391957421425e-08,1.414869643667771e-08
2012,3.846805540774767e-08,1.2595735121578855e-08
2013,3.235384937738672e-08,1.3945625099154313e-08
2014,3.7678745457014884e-08,1.0610681222544827e-08
2015,4.1671619044336694e-08,7.75801378694041e-09
2016,7.208263524960401e-08,8.078226088059637e-09
2017,2.6665480490351e-08,9.810884549210641e-09
2018,3.7947561537521324e-08,1.2649186587054828e-08
2019,4.234639661149231e-08,6.12237061048404e-09
