year,quelques_DET oies_NOUN,quelques_DET mois_NOUN
1800,5.0306631749208464e-08,8.28172926503612e-06
1801,1.6668277424969347e-08,8.83180598520994e-06
1802,2.9091921760482364e-08,8.244202774676523e-06
1803,4.4857802805609026e-08,8.286991544537159e-06
1804,2.4718509905596875e-08,8.280701024432346e-06
1805,5.4014676953428875e-08,8.784492308677727e-06
1806,5.76333825108577e-09,8.43464573563324e-06
1807,5.693910232196231e-09,8.668978409787087e-06
1808,3.852325747288887e-08,6.909259809617652e-06
1809,3.162642769893864e-08,8.428443209140823e-06
1810,1.2870697219113936e-07,8.237246390763175e-06
1811,0.0,7.769431078941125e-06
1812,0.0,9.249878416994761e-06
1813,0.0,1.010823160640939e-05
1814,0.0,1.1384678145986982e-05
1815,4.315557688983063e-08,1.0465227603617677e-05
1816,1.8540831092650478e-08,1.021368058218286e-05
1817,1.2454987263765815e-08,1.001225280106155e-05
1818,3.695565098382758e-08,1.0340429298594245e-05
1819,1.035105001712111e-09,1.104457084011301e-05
1820,3.5599443393152796e-09,1.1026333936570154e-05
1821,9.861488514673056e-09,1.0989642873937555e-05
1822,1.804610860745015e-08,9.843149541666207e-06
1823,8.894418535021487e-09,1.0977688475577452e-05
1824,1.431589158329416e-08,1.0318389627173019e-05
1825,3.522177216552791e-09,1.0146511954189918e-05
1826,1.8496766784892316e-08,9.480914172854682e-06
1827,1.013900030599757e-08,1.0080931701850204e-05
1828,1.0089530988466322e-08,9.764832327618933e-06
1829,9.430493552731178e-09,9.932024397585337e-06
1830,9.39315203396518e-09,1.0326205369892705e-05
1831,3.1182412207897414e-09,1.0089069235164061e-05
1832,1.0823975493678972e-08,1.0408605021439143e-05
1833,2.0850531967653296e-08,1.1398290325814742e-05
1834,1.8669061851994684e-08,1.0515349401885032e-05
1835,7.563087933704082e-09,9.948486024313752e-06
1836,1.949017514046858e-08,9.939989695340046e-06
1837,1.7394727436226276e-08,1.0742287827270047e-05
1838,3.787297142565649e-09,1.039676192249317e-05
1839,4.894032734625853e-09,1.1030450423277216e-05
1840,4.458782232319436e-09,1.0369215829086897e-05
1841,4.494383976094696e-09,1.0842380220310588e-05
1842,6.708265054555795e-10,1.1643535344774136e-05
1843,1.594865972620596e-08,1.1539741194610542e-05
1844,4.9397050894128824e-09,1.1524332194312592e-05
1845,1.562463802784464e-08,1.1597946240726742e-05
1846,8.196302303531411e-09,1.1686169727909146e-05
1847,1.0786447290911383e-08,1.2295471037759853e-05
1848,1.6090443422100975e-09,1.1313190952932928e-05
1849,4.189707469848258e-09,1.2217186736052099e-05
1850,1.8330290174617403e-08,1.1341018080202048e-05
1851,9.029214709244116e-09,1.1792154168688285e-05
1852,1.9531636308300904e-09,1.0976779321936192e-05
1853,2.388772735173461e-09,1.2366079431558319e-05
1854,8.832629572186335e-09,1.2234230780450162e-05
1855,2.1227748447927297e-09,1.3061963841209945e-05
1856,3.1063135952358323e-09,1.2570733360917075e-05
1857,0.0,1.2812984778065584e-05
1858,8.80861672492017e-09,1.3355330906961171e-05
1859,3.055304009791371e-09,1.3439263511827448e-05
1860,1.327383358784573e-08,1.3869325016457879e-05
1861,1.8863854922557266e-09,1.325893197190453e-05
1862,4.066187636597718e-09,1.3720672427552927e-05
1863,6.493007298491449e-09,1.2935568520333618e-05
1864,1.102787461348953e-08,1.2502732715802267e-05
1865,0.0,1.3046431490693067e-05
1866,8.758103242634263e-09,1.2443804962458671e-05
1867,5.338092634588065e-09,1.3002623290958581e-05
1868,2.3711396401893126e-08,1.2819960829801857e-05
1869,9.767038400276817e-09,1.2894444012090389e-05
1870,3.4404292748035914e-09,1.2999088539800141e-05
1871,8.496941816815706e-09,1.1837302508865832e-05
1872,5.442605477412599e-09,1.3034435596637195e-05
1873,5.986004469882289e-10,1.2841775401284394e-05
1874,6.572069888299836e-09,1.3107097629472264e-05
1875,5.721527251978387e-09,1.3363770790419949e-05
1876,3.02300739996042e-09,1.3434244920063065e-05
1877,6.80329748092845e-09,1.3210766610427527e-05
1878,9.058632954861423e-09,1.3516687999981514e-05
1879,7.94212295929242e-09,1.3727654277317924e-05
1880,6.417846032391594e-09,1.3737399513047421e-05
1881,1.3945015142624584e-09,1.4484686857940687e-05
1882,5.989846396659004e-09,1.5191582292573003e-05
1883,6.319338829996468e-09,1.3867157690583554e-05
1884,7.2618666635548834e-09,1.444121255644859e-05
1885,6.445635636342928e-09,1.4558112297891057e-05
1886,1.0325542088018835e-08,1.4777786532249593e-05
1887,1.0446279397058333e-08,1.3828915143676568e-05
1888,1.141310668195672e-08,1.503106147993094e-05
1889,3.7590820456401275e-09,1.489223029693676e-05
1890,7.209825181320184e-09,1.4677893204861903e-05
1891,1.0836173736095134e-08,1.4869142773932253e-05
1892,8.149066088591894e-09,1.5055086350912461e-05
1893,3.0792082772457263e-09,1.4727237612532917e-05
1894,6.301539290376468e-09,1.4678175602966803e-05
1895,3.0093072478365457e-09,1.5702565178798977e-05
1896,6.486731818355906e-09,1.5033295881039521e-05
1897,8.157398867503218e-09,1.5353390494965424e-05
1898,7.355861253444118e-09,1.541675374028273e-05
1899,6.080336234504102e-09,1.5481088553315203e-05
1900,4.6719478286050276e-09,1.5085200061548676e-05
1901,7.265360535413379e-09,1.5465158071492624e-05
1902,3.928227076954727e-09,1.3702637716050958e-05
1903,3.2401321625741275e-09,1.5654698245270993e-05
1904,1.0211787859759625e-08,1.5767537661304232e-05
1905,5.160758931310738e-09,1.6179495901269547e-05
1906,7.716276506641861e-09,1.5978865917531948e-05
1907,1.131425531042396e-08,1.549332966988004e-05
1908,5.893666887857307e-09,1.6356399328287807e-05
1909,8.251475669407426e-09,1.6430337950623652e-05
1910,1.0688301688155377e-08,1.5796774846421613e-05
1911,3.7242618988742038e-09,1.595739774984395e-05
1912,6.772247651554153e-09,1.599031884325086e-05
1913,1.1136278676993072e-08,1.6063816474343184e-05
1914,2.678697486047099e-09,1.6551671819797775e-05
1915,2.3561523843085297e-09,1.7044406149580027e-05
1916,0.0,1.8779770243781968e-05
1917,2.1932848870420685e-09,1.789501141047367e-05
1918,3.44591288836682e-09,1.8609077415021602e-05
1919,7.366278753639932e-09,1.706398450096458e-05
1920,5.300562211374427e-09,1.6210633475566283e-05
1921,1.5145494858259667e-09,1.6284435673696862e-05
1922,1.180469710870824e-08,1.678996795817511e-05
1923,3.1847844361720945e-09,1.490585293595359e-05
1924,2.578324886925998e-09,1.5964987824190757e-05
1925,3.299453377181294e-09,1.5784584547873237e-05
1926,7.802297030679028e-09,1.532036765183875e-05
1927,1.3379070296082318e-08,1.528781729120965e-05
1928,0.0,1.5605687167408178e-05
1929,4.4561625500705304e-09,1.5449515444743156e-05
1930,3.1510810627466412e-09,1.5417189047184365e-05
1931,4.5621426636444085e-09,1.5743954691060935e-05
1932,8.767629400274757e-09,1.5178958051365044e-05
1933,1.3764794637438627e-08,1.5951102454891952e-05
1934,1.0783422155213884e-08,1.5283703987734043e-05
1935,1.196828414151696e-08,1.4257817042562237e-05
1936,2.424942913137329e-09,1.5071020470713847e-05
1937,5.0364472592434595e-09,1.5605431485710142e-05
1938,6.482607117774819e-09,1.47712685247825e-05
1939,3.058810094103137e-09,1.4373348562912724e-05
1940,1.5214697501875207e-08,1.3558831483351241e-05
1941,1.1806010391524069e-08,1.3086962212582876e-05
1942,1.2136847082899749e-08,1.508003242634004e-05
1943,1.4516176261025748e-08,1.5346501641033683e-05
1944,1.6065930807940276e-08,1.4944528629712295e-05
1945,8.714016175304096e-09,1.675923181210237e-05
1946,2.7842208538686464e-09,1.589511646216124e-05
1947,5.960435700558264e-09,1.6453185708087403e-05
1948,4.348755133776194e-09,1.5623989838786656e-05
1949,1.0798709482173763e-08,1.4653848666057456e-05
1950,2.1270722960764488e-09,1.4265210097619274e-05
1951,6.396841278899501e-09,1.441634788079682e-05
1952,6.326882129314981e-09,1.3663956792697718e-05
1953,9.696444758233724e-09,1.416219583916245e-05
1954,5.863521668203475e-09,1.4211221582627331e-05
1955,4.6928039232341234e-09,1.4237028949537489e-05
1956,4.36057079333807e-09,1.3542188753490336e-05
1957,2.6505113659425206e-09,1.4047709782971651e-05
1958,6.617794590102477e-09,1.3392762070907338e-05
1959,1.3176271185244559e-08,1.3842835528521391e-05
1960,6.920833239831836e-09,1.3180035466575646e-05
1961,9.032606829162404e-09,1.3787232319373288e-05
1962,2.5367825617905737e-09,1.3873663647245849e-05
1963,8.405868778815773e-09,1.3334941854736826e-05
1964,1.2776333657704697e-08,1.369197093481489e-05
1965,6.0192477668863376e-09,1.2953420650774206e-05
1966,7.200797069728537e-09,1.3145885986887151e-05
1967,4.930335695263466e-09,1.358208851343079e-05
1968,7.635406917838594e-09,1.417356111232948e-05
1969,7.720988265402795e-09,1.309797551130032e-05
1970,4.59872487312829e-09,1.2920577773911646e-05
1971,7.193756479395574e-09,1.2830064179070177e-05
1972,2.5650733759263744e-09,1.3375318758335197e-05
1973,2.7566018356850464e-09,1.280331275665958e-05
1974,4.500457340128605e-09,1.2714917147604865e-05
1975,1.7134440533084216e-09,1.3131264040566748e-05
1976,6.856232359631065e-09,1.3088547120787553e-05
1977,2.3507127355770763e-09,1.3302682987159642e-05
1978,2.3762365408686037e-09,1.3199993645685026e-05
1979,5.851973350345929e-09,1.2931105629832018e-05
1980,4.548120602354544e-09,1.3144068134351983e-05
1981,5.69299452024552e-09,1.3300100135893445e-05
1982,9.932003885992913e-09,1.3658987654707744e-05
1983,2.526126308133314e-09,1.3493935966835124e-05
1984,5.219107646059484e-09,1.3263492405712896e-05
1985,7.820225467192188e-09,1.3984968973090872e-05
1986,4.795588426365072e-09,1.4533030707752914e-05
1987,3.055408426266837e-09,1.4328643601402291e-05
1988,1.7989661427186832e-09,1.4568627079825092e-05
1989,6.036934285802431e-09,1.5041845585983538e-05
1990,9.262707045820662e-09,1.5674678707000567e-05
1991,6.447611611282156e-09,1.5074516340973787e-05
1992,6.611932834577061e-09,1.5222873344100663e-05
1993,7.75489034099408e-09,1.5204016335701453e-05
1994,4.2199412852994556e-09,1.5380103832285386e-05
1995,4.337960546330066e-09,1.5754931155242957e-05
1996,3.2028553142993132e-09,1.4993633158155717e-05
1997,2.876936688878118e-09,1.5243449070112547e-05
1998,5.2449422582867555e-09,1.599278243702429e-05
1999,7.769341975327748e-09,1.5466474451386603e-05
2000,5.743440834038438e-09,1.5729517599538667e-05
2001,4.381211921034023e-09,1.57114639023348e-05
2002,5.695587723675288e-09,1.5694412013544934e-05
2003,5.000307723435071e-09,1.6033069641707698e-05
2004,3.9643121285681815e-09,1.6655837043799693e-05
2005,5.404499625605297e-09,1.632879411772592e-05
2006,2.4707338397433887e-09,1.717407189971709e-05
2007,5.991719120856942e-09,1.7091977952077286e-05
2008,5.960415716543821e-09,1.7977039533434436e-05
2009,6.675469732542183e-09,1.7878814333016635e-05
2010,9.919965127114239e-09,1.8597100734041305e-05
2011,1.56782850591064e-08,1.8204400248578168e-05
2012,1.3957436206801788e-08,1.8831985016731778e-05
2013,1.3666712872506537e-08,1.7934910147232586e-05
2014,1.2776126934177512e-08,2.0026469655931578e-05
2015,1.0639561565106703e-08,1.804270164029731e-05
2016,1.5120782848043746e-08,1.803288023438654e-05
2017,7.798395401659164e-09,1.9208704770790064e-05
2018,1.3165480483579017e-08,1.9520535033734632e-05
2019,9.693753133532823e-09,1.9093632545263972e-05
