year,ses_DET âges_NOUN,ses_DET ages_NOUN,ses_DET mages_NOUN
1876,4.6554312405078235e-08,1.209202959984168e-09,5.441413097884151e-09
1877,3.710889728836264e-08,1.2369631985365004e-09,1.1751150053029846e-08
1878,3.744235144154118e-08,1.0870359501424787e-08,2.959153455606156e-08
1879,3.604501941367744e-08,1.221865053580018e-09,3.787781821529279e-08
1880,3.9790645445236805e-08,1.9253538763308597e-09,1.6686400483578723e-08
1881,5.020205406935929e-08,2.091752326904839e-09,2.7890030285249168e-09
1882,2.5290463057103807e-08,0.0,1.1314154946262533e-08
1883,3.6020232130340446e-08,6.319338941018771e-10,6.951272890631799e-09
1884,5.479408571318345e-08,1.3203393933736152e-09,1.3203393933736152e-09
1885,4.060750313783501e-08,6.445635691854079e-10,1.2891271383708158e-09
1886,2.3877817056927597e-08,3.2267319372003556e-09,9.680196200179125e-09
1887,2.3504128421336645e-08,2.6115699047757346e-09,9.793386546164129e-09
1888,2.3460273723685532e-08,1.0779044767872392e-08,5.706553007911452e-09
1889,4.1976417008982025e-08,3.132568371366773e-09,1.1277245803853475e-08
1890,3.1461055982617836e-08,6.554386478008212e-10,7.209825181320184e-09
1891,4.461954006274027e-08,5.736797925592896e-09,1.1473595740163489e-08
1892,2.570090096298827e-08,0.0,1.3790726782758611e-08
1893,3.87980243488073e-08,1.847525021858587e-09,3.695050043717174e-09
1894,2.0164925729204697e-08,2.520615716150587e-09,6.301539290376468e-10
1895,1.5046536461227333e-08,0.0,2.4074457982692365e-09
1896,3.3023361822870356e-08,0.0,5.89702897624278e-10
1897,6.409385022720926e-09,6.4093846896540185e-09,4.078699600285063e-09
1898,1.4711722506888236e-08,5.6583548957434e-10,3.960848538042683e-09
1899,2.2110313580014918e-08,2.7637891975018647e-09,3.3165470370022376e-09
1900,1.661137005726232e-08,1.5573159428683425e-09,1.5573159428683425e-09
1901,2.3472702892490815e-08,1.1177477832191585e-09,6.706486532781497e-09
1902,1.5221880644844532e-08,0.0,7.856454153909453e-09
1903,1.5660639007819555e-08,4.3201759947208984e-09,8.100329962346109e-09
1904,1.8811189050893518e-08,3.7622376325430196e-09,1.3436562973367927e-08
1905,2.5287718585786934e-08,1.5482277682110634e-09,8.257214467732865e-09
1906,2.4692084821253957e-08,1.0288369045596824e-09,8.7451136887573e-09
1907,2.674278576364486e-08,1.028568674676933e-09,9.771402353919711e-09
1908,1.5225305460830896e-08,9.822778146428846e-10,6.3848057951787496e-09
1909,2.0903737407707013e-08,5.500983557560346e-10,8.801573692096554e-09
1910,1.7635697346918278e-08,5.344150677544235e-10,3.2064905175488434e-09
1911,2.4473720827700163e-08,0.0,8.51259862599818e-09
1912,3.3861237369592345e-08,1.5628263683176158e-09,5.730363183964471e-09
1913,1.484837142129436e-08,1.060597942803554e-09,8.484783153850373e-09
1914,1.875088173619588e-08,1.3393487430235496e-09,9.375441090142544e-09
1915,1.295883844676382e-08,2.3561523843085297e-09,8.246533234057551e-09
1916,1.7579939282086343e-08,3.2962386153911893e-09,4.394984820521586e-09
1917,3.61891991929042e-08,1.0966424435210342e-09,1.4256351654751143e-08
1918,1.9526840588923733e-08,6.89182577673364e-09,1.1486376294556067e-09
1919,2.2098836538475553e-08,9.207848372660976e-10,9.207848317149825e-09
1920,3.028892692213958e-08,2.2716695191604686e-09,1.0601124422748853e-08
1921,2.4232791773215467e-08,2.27182422873895e-09,8.330022172042817e-09
1922,2.4347187377316004e-08,7.377935484775833e-10,1.180469710870824e-08
1923,2.229349149729387e-08,1.0615948120573648e-09,8.492758496458919e-09
1924,1.933743654092268e-08,1.289162443462999e-09,6.445812106292692e-09
1925,3.079489729884699e-08,0.0,6.598906976407193e-09
1926,3.009457216762712e-08,1.1146138456652466e-09,1.1146138456652466e-09
1927,8.919379901328739e-09,3.344767462998277e-09,2.2298449753321847e-09
1928,1.3711249025050165e-08,1.1426041224282812e-09,1.5996457491951332e-08
1929,2.4508894469477127e-08,2.2280812750352652e-09,5.124586888172189e-08
1930,2.10072066408884e-08,0.0,1.470504518152893e-08
1931,4.334035708097872e-08,0.0,1.1405356659111021e-08
1932,5.4797684612140074e-08,0.0,5.479768305782784e-09
1933,2.6382522833046096e-08,0.0,1.720599263066447e-08
1934,1.9170528275935794e-08,0.0,2.156684431042777e-08
1935,1.6755597798123745e-08,7.180970484910176e-09,1.196828414151696e-08
1936,1.2124714565686645e-08,4.849885826274658e-09,7.274828739411987e-09
1937,2.2664012888640173e-08,0.0,5.0364472592434595e-09
1938,2.3337385357535823e-08,1.2965214457594243e-09,1.8151300351654243e-08
1939,7.647025235257843e-09,0.0,1.8352860564618823e-08
1940,3.550096039361961e-08,0.0,1.0143131667916805e-08
1941,3.5418032950929046e-08,0.0,1.4757513433494296e-08
1942,5.76500234217292e-08,0.0,1.8205270846394228e-08
1943,3.4838823381733164e-08,0.0,5.806470415592457e-09
1944,2.8918675454292497e-08,3.2131861615880553e-09,2.5705489292704442e-08
1945,3.267756198965799e-08,0.0,1.9606536394434215e-08
1946,3.3410650246423756e-08,0.0,5.568441707737293e-09
1947,2.9802176726434482e-08,2.3841741914054637e-09,3.5762612871081956e-09
1948,4.240036233227329e-08,4.348755133776194e-09,9.784699273041042e-09
1949,1.47255123650325e-08,9.817008317369869e-10,5.890204768377316e-09
1950,1.914365022059883e-08,0.0,1.8080114516649815e-08
1951,1.7058242818279723e-08,0.0,1.0661401761424827e-09
1952,1.370824520563474e-08,0.0,1.1599284199803606e-08
1953,2.2625037843226892e-08,2.1547654771580937e-09,1.2928592973970865e-08
1954,2.5408594339637602e-08,0.0,1.4658803948464083e-08
1955,2.7218263198847126e-08,0.0,1.220129064449793e-08
1956,1.744228228517386e-08,1.744228317335228e-09,1.22095984433912e-08
1957,2.47381048978923e-08,1.7670075402875796e-09,3.534015080575159e-09
1958,3.557064687242928e-08,1.6544486891589827e-09,5.790570356545288e-09
1959,3.100299039715537e-08,1.5501495642666896e-09,7.750748043378053e-09
1960,2.6991250123842292e-08,2.076250060767393e-09,7.612916741450704e-09
1961,3.47407969059077e-08,0.0,1.459113407875634e-08
1962,3.6783347923119436e-08,0.0,9.512934884270408e-09
1963,2.0044765847160306e-08,6.466053248388448e-10,9.69907931747116e-09
1964,2.9203047091641565e-08,6.083968329129164e-10,1.46015243229769e-08
1965,2.9001830270658502e-08,1.0944086747954884e-09,8.755269065297e-09
1966,2.326411419062424e-08,2.215629901769489e-09,8.308612131635584e-09
1967,3.303324902503846e-08,2.9582012395223956e-09,1.3804939635875257e-08
1968,3.09907690621003e-08,1.3474247273492779e-09,8.982831367632116e-09
1969,2.997560244466513e-08,1.8167030935156703e-09,9.537690970340407e-09
1970,2.0234390163409444e-08,1.3796175035718505e-09,6.898087434592526e-09
1971,3.648262136835001e-08,1.541519245584766e-09,1.695671192347703e-08
1972,3.1806909106535386e-08,5.130146862875051e-10,1.3851396196695731e-08
1973,2.205281468548037e-08,5.513203782392395e-10,9.37244637455592e-09
1974,1.6314157136321228e-08,3.3753429495853027e-09,7.313243066686681e-09
1975,2.227477224892027e-08,1.7134440533084216e-09,1.3136404852787109e-08
1976,3.428116102099921e-08,1.7140580621521906e-09,2.2282754696956175e-08
1977,2.2331770210826107e-08,1.1753563677885381e-09,4.701425304620699e-09
1978,1.841583241457556e-08,1.1881182704343018e-09,4.75247319275951e-09
1979,2.4578287849408298e-08,5.851973350345929e-10,1.2874341259738742e-08
1980,1.3075846183596695e-08,5.685150683554241e-10,6.2536656408873625e-09
1981,2.1506869174459098e-08,1.2651099057237047e-09,8.22321438720408e-09
1982,3.662426451001011e-08,6.207502289967692e-10,3.7245013739806154e-09
1983,2.7787390166622572e-08,6.315316047889041e-10,1.3893695083311286e-08
1984,2.4355836458767044e-08,0.0,3.4794050973729895e-09
1985,3.188245756291508e-08,0.0,1.3234227824732159e-08
1986,1.978180286243969e-08,0.0,4.795588426365072e-09
1987,1.649920555735207e-08,1.2221633705067347e-09,6.110816741511371e-09
1988,2.338656024392094e-08,0.0,6.596209300990807e-09
1989,2.57941739079115e-08,1.0976244357863152e-09,6.585746725740194e-09
1990,2.6153525567451652e-08,5.44865097484859e-10,4.903785877363731e-09
1991,2.2273567878983158e-08,3.5168791212569772e-09,1.0550637696837839e-08
1992,2.7549720726938176e-08,5.509944167592096e-10,1.3774860863069449e-08
1993,2.7142116110212555e-08,0.0,1.4401939141261977e-08
1994,2.2154692302933654e-08,0.0,1.160483886764041e-08
1995,3.7957157417167764e-08,5.422450821690461e-10,2.7112254663563817e-09
1996,2.4021414191111035e-08,1.6014276571496566e-09,1.1209993378002991e-08
1997,2.4933450859521145e-08,4.79489448146353e-10,5.27438381858758e-09
1998,2.0979769033147022e-08,4.768129224785866e-10,5.244941925219848e-09
1999,3.7475651026852574e-08,2.7421206971744994e-09,7.769341892061021e-09
2000,1.8113929911578452e-08,1.3254094488601709e-09,9.719668847552043e-09
2001,2.4096664219541708e-08,0.0,1.1829271423513532e-08
2002,2.3220474432150695e-08,0.0,9.200564976552528e-09
2003,2.083461403401543e-08,0.0,1.0000615224825538e-08
2004,1.761916479381398e-08,1.761916529341434e-09,8.3691032992661e-09
2005,2.2068373795036678e-08,0.0,1.0808998918143686e-08
2006,2.9648807853277503e-08,4.1178899179428186e-10,1.729513771087099e-08
2007,2.5964116190380082e-08,0.0,1.438012631194141e-08
2008,2.8524846484856425e-08,0.0,1.0217855339611503e-08
2009,2.62250594573743e-08,0.0,1.0013204043701762e-08
2010,1.842279218067233e-08,4.723793023408973e-10,2.7870379004646395e-08
2011,3.4033352136475514e-08,3.82397197240536e-10,3.9769309845283374e-08
2012,2.246806829475645e-08,0.0,3.6425504834625144e-08
2013,2.2591912340885756e-08,2.789125042035323e-10,2.9285812053192473e-08
2014,2.03551842048455e-08,0.0,4.4824716341484994e-08
2015,2.7485535625260127e-08,0.0,1.64026575655285e-08
2016,2.9620162322885335e-08,0.0,1.4913648316294825e-08
2017,1.9873329648589788e-08,1.257805665177969e-09,1.5848351353486834e-08
2018,2.7621693377000156e-08,0.0,2.2716907188691238e-08
2019,2.397928433595098e-08,0.0,1.8112013444593345e-08
