year,petits_ADJ arrêts_NOUN,petits_ADJ marais_NOUN
1898,1.13167097914868e-09,8.487532010548193e-09
1899,7.185851913504848e-09,1.8241008703512307e-08
1900,2.595526460424935e-09,2.28406342728249e-08
1901,1.4530721514915967e-08,1.4530721514915967e-08
1902,1.2275709337927765e-08,2.6515532713933254e-08
1903,3.2401321625741275e-09,6.804277563610128e-08
1904,7.524475265086039e-09,2.042357660769767e-08
1905,0.0,1.548227662739876e-08
1906,4.115347618238729e-09,1.1831624291414045e-08
1907,1.0285686968813934e-08,1.491424583832668e-08
1908,3.929111258571538e-09,2.6521501439447093e-08
1909,5.5009836685826485e-09,2.585462333115629e-08
1910,2.137660271017694e-09,1.4429207162436342e-08
1911,6.916486494645824e-09,4.52231788683477e-08
1912,5.730363294986773e-09,1.3544495303108306e-08
1913,6.893886794756554e-09,2.0681659052002033e-08
1914,7.366418142140674e-09,1.9420557606508737e-08
1915,1.295883844676382e-08,3.416420923940677e-08
1916,6.592477230782379e-09,1.3184954461564757e-08
1917,5.483212106582869e-09,1.6449636319748606e-08
1918,4.594550517822427e-09,5.743188147278033e-09
1919,5.524709134618888e-09,2.6702760502761436e-08
1920,2.2716695191604686e-09,2.3473917476479755e-08
1921,3.7863738810983705e-09,1.4388220004324381e-08
1922,6.640141769764796e-09,8.853522359686394e-09
1923,5.307974060286824e-09,6.369568872344189e-09
1924,5.156649773851996e-09,2.836157442231979e-08
1925,7.698724324711748e-09,7.698724324711748e-09
1926,3.343841648018042e-09,1.114613823460786e-08
1927,1.2264147031260109e-08,1.2264147031260109e-08
1928,6.8556245125250825e-09,6.8556245125250825e-09
1929,7.798284684668033e-09,1.1140406597220931e-08
1930,7.352522590764465e-09,1.3654685049324655e-08
1931,9.124285327288817e-09,1.1405356659111021e-08
1932,1.0959536611565568e-09,9.863582839386709e-09
1933,3.4411986593596566e-09,1.9500125736371388e-08
1934,4.7926320689839486e-09,1.5576054224197833e-08
1935,3.590485242455088e-09,1.196828414151696e-08
1936,6.0623572828433225e-09,1.33371855781661e-08
1937,1.2591118370153254e-08,3.777335333410292e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,4.588215141154706e-09,4.588215141154706e-09
1940,0.0,2.5357829391836617e-08
1941,2.9515025978810172e-09,2.6563522936839945e-08
1942,1.517105907566929e-08,2.4273694831933312e-08
1943,2.9032352077962287e-09,1.161294105322952e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,6.535512131478072e-09,2.178504043826024e-09
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,2.3841741914054637e-09,7.152522574216391e-09
1948,9.784699273041042e-09,1.087188805648509e-08
1949,8.835307596655184e-09,1.9634016856784342e-08
1950,2.1270722960764488e-09,1.2762433776458693e-08
1951,2.1322803522849654e-09,9.595261474260042e-09
1952,1.0544803918932644e-09,1.8980646387944944e-08
1953,0.0,8.619061908632375e-09
1954,1.07497895029951e-08,1.172704333640695e-08
1955,1.8771215692936494e-09,2.0648336374051723e-08
1956,3.488456634670456e-09,8.72114114258693e-09
1957,2.6505113659425206e-09,8.835037590415595e-09
1958,5.790570245522986e-09,8.272243334772611e-09
1959,6.975672928177801e-09,1.7826719656000023e-08
1960,4.844583401109048e-09,2.422291700554524e-08
1961,4.16889545107324e-09,1.598076693198891e-08
1962,2.5367825617905737e-09,1.2049717501572133e-08
1963,5.1728425987107585e-09,2.0691370394843034e-08
1964,1.2167936658258327e-09,1.9468698653213323e-08
1965,3.830430195250756e-09,1.6963333848707407e-08
1966,3.3234448526542337e-09,1.329377918857233e-08
1967,3.451234853457663e-09,6.902469928959931e-09
1968,3.1439910674890825e-09,1.527081394669949e-08
1969,2.2708788183223305e-09,6.812636649256021e-09
1970,2.7592350626548523e-09,8.737577550377296e-09
1971,4.1107179882260425e-09,2.466430815140086e-08
1972,2.565073486948677e-09,1.7955514408640738e-08
1973,2.205281512956958e-09,1.4885650156948316e-08
1974,1.6876715580593782e-09,1.8564386472519345e-08
1975,3.998036124386317e-09,1.599214494163448e-08
1976,1.7140580066410394e-09,1.199840671262109e-08
1977,1.7630346071939584e-09,7.639816612670103e-09
1978,5.346532105932056e-09,1.544553818177974e-08
1979,4.096381456264453e-09,1.5800327823889404e-08
1980,7.390696055153967e-09,2.2172087332794632e-08
1981,2.5302198114474095e-09,1.4548763971333756e-08
1982,2.483000915987077e-09,9.932003663948308e-09
1983,1.89459470334441e-09,8.84144257806696e-09
1984,4.059305780401701e-09,4.813177112428235e-08
1985,2.4062232206745193e-09,9.023337299574052e-09
1986,1.1988970927134801e-09,1.019062523255343e-08
1987,5.49973533381376e-09,2.810975807676641e-08
1988,4.197587610832443e-09,1.8589317196671118e-08
1989,2.1952488715726304e-09,1.5915555096057687e-08
1990,1.089730194969718e-09,2.8877850444253284e-08
1991,6.4476117778156095e-09,1.2309077312977479e-08
1992,3.30596661157756e-09,1.708082664197974e-08
1993,6.093128224193833e-09,6.093128335216136e-09
1994,2.1099706426497278e-09,1.0549853324270941e-08
1995,1.626735190995987e-09,6.506940763983948e-09
1996,2.135236876199542e-09,4.804283193493575e-09
1997,6.233362714880286e-09,9.589789073949362e-09
1998,1.43043876743576e-09,6.198567992221626e-09
1999,9.140402323914998e-10,6.398281460207045e-09
2000,8.836062992401139e-10,4.859834756842929e-09
2001,3.5049694258049158e-09,3.943090742808408e-09
2002,7.009954394732176e-09,5.257465740537981e-09
2003,3.7502307925763034e-09,4.583615265119079e-09
2004,8.809582507929292e-10,6.607186797680242e-09
2005,4.053374524914943e-09,3.1526248278623825e-09
2006,7.823991232669414e-09,7.412201963319376e-09
2007,6.7906151812735516e-09,5.991719120856942e-09
2008,7.2376473703172906e-09,5.960415716543821e-09
2009,1.907277002999308e-09,5.245011536203492e-09
2010,9.919965293647692e-09,6.613310343794865e-09
2011,1.185431308670104e-08,8.030340836739924e-09
2012,1.1574459612972987e-08,5.446804340891731e-09
2013,5.020424964641279e-09,3.904775169871755e-09
2014,6.496335469563519e-09,6.063246349441442e-09
2015,6.871383906315032e-09,5.319781060109108e-09
2016,8.906762438698479e-09,6.006886099640951e-09
2017,6.289028409156572e-09,4.528100561174142e-09
2018,7.744399788123246e-09,2.323319980845895e-09
2019,7.1427654901867754e-09,4.846876677788714e-09
