year,plus_ADV orale_ADJ,plus_ADV morale_ADJ
1800,0.0,1.8864986373046122e-07
1801,0.0,1.6430159632818686e-07
1802,0.0,1.096541666356643e-07
1803,0.0,6.046051481689574e-08
1804,0.0,1.0628959046243835e-07
1805,0.0,1.5920115004064428e-07
1806,0.0,9.509508203109363e-08
1807,0.0,1.3380689267705748e-07
1808,0.0,2.039466551195801e-07
1809,0.0,7.228897658251299e-08
1810,0.0,9.126494404654295e-08
1811,0.0,3.760615285841595e-08
1812,0.0,1.7070132685148565e-07
1813,0.0,1.782959770935122e-07
1814,0.0,1.0698702368472368e-07
1815,0.0,1.294667271167782e-07
1816,0.0,2.248075787747439e-07
1817,0.0,1.9460917144442647e-07
1818,0.0,2.551132070038875e-07
1819,0.0,2.4842520929269085e-07
1820,0.0,2.1122336590906343e-07
1821,0.0,1.9427132258442725e-07
1822,1.0025615893027862e-09,1.8647645561031823e-07
1823,0.0,1.5713472123479733e-07
1824,0.0,2.256858238069981e-07
1825,8.805443041381977e-10,2.8001309715364187e-07
1826,0.0,2.536699525990116e-07
1827,9.217273055917019e-10,2.7375301669962937e-07
1828,0.0,1.5042573409118631e-07
1829,0.0,1.6631960875201912e-07
1830,0.0,2.2961039292113128e-07
1831,0.0,3.1806061429051624e-07
1832,0.0,3.436612132645678e-07
1833,0.0,2.57156557381677e-07
1834,0.0,3.2110787628880644e-07
1835,0.0,2.231111011496978e-07
1836,0.0,2.2380098130270198e-07
1837,0.0,2.9988510164002946e-07
1838,0.0,2.5059281938411004e-07
1839,0.0,2.5658712843323883e-07
1840,0.0,2.4395907871621603e-07
1841,0.0,2.542537345107121e-07
1842,0.0,2.991886276504374e-07
1843,0.0,3.136569830530789e-07
1844,0.0,3.315091134936665e-07
1845,0.0,3.3760377959879406e-07
1846,0.0,3.1965578273229767e-07
1847,0.0,2.7559372028918006e-07
1848,0.0,3.620349673383316e-07
1849,0.0,5.019269337935839e-07
1850,0.0,3.930828711418144e-07
1851,0.0,3.534292432050279e-07
1852,0.0,3.112040758423973e-07
1853,0.0,3.875783818330092e-07
1854,0.0,2.816050255205482e-07
1855,0.0,2.6746963044388394e-07
1856,0.0,3.271983644026477e-07
1857,0.0,3.241322019675863e-07
1858,0.0,3.224932356715726e-07
1859,0.0,3.966802921695489e-07
1860,0.0,3.368807313108846e-07
1861,4.715963730639317e-10,3.2351510981243337e-07
1862,4.517986262886353e-10,2.548144379943551e-07
1863,0.0,2.851928400104953e-07
1864,0.0,3.0925994565222936e-07
1865,1.4120533631256649e-09,2.212216827501834e-07
1866,0.0,2.223585084948354e-07
1867,4.85281148598915e-10,2.6496351779314864e-07
1868,0.0,2.6329527713642165e-07
1869,0.0,2.6371003514213953e-07
1870,0.0,2.706470922930748e-07
1871,1.0621177271019633e-09,2.4003861653909553e-07
1872,0.0,2.3161310025443527e-07
1873,0.0,2.0412275603121088e-07
1874,0.0,2.2524275777868752e-07
1875,0.0,2.0254205423952953e-07
1876,0.0,1.7775283822629717e-07
1877,0.0,1.873999195822762e-07
1878,0.0,2.264658292006061e-07
1879,6.10932526790009e-10,3.0485531965496193e-07
1880,6.417846254436199e-10,2.708331123812968e-07
1881,0.0,1.8407419588584162e-07
1882,0.0,1.690467854587041e-07
1883,0.0,1.7378181382809998e-07
1884,6.601696966868076e-10,2.3171956797796156e-07
1885,0.0,1.64363711974147e-07
1886,0.0,1.5875521341968124e-07
1887,1.3057849246322917e-09,1.952148522832431e-07
1888,1.9021844099853524e-09,1.445660160470652e-07
1889,0.0,2.1740024180871842e-07
1890,0.0,1.959761561920459e-07
1891,0.0,1.6827941351493791e-07
1892,0.0,1.7927945350493246e-07
1893,6.158416554491453e-10,1.9337427659138484e-07
1894,0.0,1.1531816568322029e-07
1895,0.0,1.5828956634322822e-07
1896,0.0,1.315037394533647e-07
1897,5.826713556089658e-10,1.9402956752401224e-07
1898,0.0,2.3369005930362619e-07
1899,0.0,1.7135492669240193e-07
1900,0.0,1.6144174708188075e-07
1901,0.0,1.7213315572917054e-07
1902,0.0,1.1735578198113217e-07
1903,0.0,1.5120616581043578e-07
1904,0.0,1.789750143643687e-07
1905,0.0,1.6153175863564684e-07
1906,1.0288369045596824e-09,1.4506599654851016e-07
1907,5.142843373384665e-10,1.7794238260648854e-07
1908,4.911389073214423e-10,1.6305811811889726e-07
1909,1.1001967115120692e-09,1.3972498891234864e-07
1910,0.0,1.827699520617898e-07
1911,0.0,1.5801511210611352e-07
1912,0.0,1.7399466401002428e-07
1913,0.0,1.5166550326739525e-07
1914,0.0,1.5603413316966908e-07
1915,0.0,1.5314989809667168e-07
1916,0.0,1.2525707404620334e-07
1917,0.0,2.0836206715557637e-07
1918,0.0,1.3324196856956405e-07
1919,9.207848372660976e-10,1.5100872019502276e-07
1920,0.0,1.2948515859534382e-07
1921,7.572747429129834e-10,1.2192123222121154e-07
1922,0.0,1.1066903482515045e-07
1923,2.5478275489376756e-08,1.157138314056283e-07
1924,0.0,1.1086797258030856e-07
1925,0.0,1.4847540796836256e-07
1926,0.0,1.1480522488227507e-07
1927,3.3447675740205796e-09,1.516294645398375e-07
1928,6.8556245125250825e-09,1.3139947441231925e-07
1929,0.0,1.2922870951115328e-07
1930,0.0,1.3549649224842142e-07
1931,2.2810713318222042e-09,1.3116159891524148e-07
1932,1.4247397928102146e-08,1.238427671523823e-07
1933,1.1470662197865522e-09,1.0094182556485976e-07
1934,2.3963160344919743e-09,1.1502316965561477e-07
1935,1.196828414151696e-09,1.1609235883724978e-07
1936,9.699771652549316e-09,9.457277627689109e-08
1937,1.2591118148108649e-09,8.813782415018068e-08
1938,1.1668692678767911e-08,9.983214965814113e-08
1939,1.5294050470515685e-09,1.2541121918729914e-07
1940,2.5357829169792012e-09,8.875240098404902e-08
1941,1.7709016475464523e-08,1.121570960549434e-07
1942,0.0,8.799214157306778e-08
1943,0.0,1.0741970157823744e-07
1944,0.0,8.354284375400312e-08
1945,0.0,9.367567344042982e-08
1946,4.1763312808029696e-09,1.3921103914071864e-07
1947,0.0,1.263612290358651e-07
1948,2.174377566888097e-09,1.2937546500779717e-07
1949,1.9634016634739737e-09,1.1780409892026e-07
1950,2.1270722960764488e-09,1.1486190487630665e-07
1951,0.0,1.0341559431026326e-07
1952,1.0544803918932644e-09,1.0228459501604448e-07
1953,4.3095309543161875e-09,9.265491485166422e-08
1954,8.795282724349818e-09,9.967986613901303e-08
1955,8.447047505910632e-09,8.91632723210023e-08
1956,5.232684952005684e-09,9.68046691696145e-08
1957,5.301022731885041e-09,9.983592264006802e-08
1958,4.1361216673863055e-09,9.761247099504544e-08
1959,8.525822714489095e-09,9.84344978860463e-08
1960,6.920833239831836e-09,6.851625045101173e-08
1961,4.16889545107324e-09,1.0700165375965298e-07
1962,6.976152100435229e-09,1.0464228239470685e-07
1963,2.5864212993553792e-09,1.1250932629991439e-07
1964,8.517555549758526e-09,1.125534154766683e-07
1965,1.6416130677043839e-09,1.203849535613699e-07
1966,3.3234448526542337e-09,1.25183092336556e-07
1967,1.9721342336964653e-09,1.0896041402475021e-07
1968,5.3896989093971115e-09,1.4237788548143726e-07
1969,5.450109252791435e-09,1.0355207535894806e-07
1970,4.598724956395017e-09,1.0623054436109669e-07
1971,3.5968783507200897e-09,1.238353775079304e-07
1972,3.5911027485013847e-09,9.38816882012361e-08
1973,5.513203671370093e-09,8.545465846054867e-08
1974,4.500457340128605e-09,8.775892013090925e-08
1975,2.8557400888473694e-09,8.624335379181503e-08
1976,1.7140580066410394e-09,1.1198512339660738e-07
1977,3.526069214387917e-09,1.0049296861325274e-07
1978,5.346532105932056e-09,9.861381755627008e-08
1979,9.363157360553487e-09,1.3401019316461316e-07
1980,7.390696055153967e-09,7.16328969474489e-08
1981,5.060439622894819e-09,9.235302655952182e-08
1982,4.345251713999687e-09,1.0925204207978823e-07
1983,8.841442245000053e-09,1.0104506031893834e-07
1984,1.2177918229383522e-08,9.33640365019528e-08
1985,1.0828004270990732e-08,1.0467071120956462e-07
1986,4.7955883708539204e-09,1.025057017045583e-07
1987,6.110816741511371e-09,9.899522979139874e-08
1988,7.195864348830128e-09,1.0853762688611823e-07
1989,6.585746614717891e-09,1.0153026153147948e-07
1990,4.90378582185258e-09,9.698598546492576e-08
1991,4.10302547493302e-09,1.1840159430676067e-07
1992,7.162927584403178e-09,1.0744390976924478e-07
1993,7.200969598386564e-09,1.251860908269009e-07
1994,8.439882570598911e-09,1.2976319396784675e-07
1995,5.964695848348356e-09,1.1983615877397824e-07
1996,1.0676184380997711e-08,1.1797183674389089e-07
1997,1.1507746755512471e-08,1.0788512838644237e-07
1998,1.1920323395031573e-08,1.21587291346259e-07
1999,3.656160929565999e-09,1.2750861344557052e-07
2000,1.1045078629479121e-08,1.2458848175356252e-07
2001,1.270551397425379e-08,1.2179768305031757e-07
2002,8.762443215459825e-09,1.1040678060680875e-07
2003,1.12506919336397e-08,1.0750660806024825e-07
2004,1.0131019578807354e-08,1.0791738702664588e-07
2005,9.908249332113428e-09,1.1439524172374149e-07
2006,9.471146533712727e-09,1.1324197402018399e-07
2007,1.078509459517818e-08,1.0185922860728169e-07
2008,1.0217855006544596e-08,1.1665384391790212e-07
2009,1.1443662017995848e-08,1.3112529018144414e-07
2010,9.919965293647692e-09,8.927968764282923e-08
2011,4.206369030868018e-09,7.265546742019069e-08
2012,6.808505315092361e-09,7.795738810045805e-08
2013,4.741512515948898e-09,7.92111478631341e-08
2014,4.547434873103384e-09,7.990492889575762e-08
2015,4.654808538617772e-09,1.0949882778277242e-07
2016,3.314144070287739e-09,1.0315273613059617e-07
2017,5.534344982294215e-09,6.641214156388742e-08
2018,4.64663996169179e-09,7.512068123105564e-08
2019,5.612172948588068e-09,7.14276566782246e-08
