year,premiers_ADJ êtres_NOUN,premiers_ADJ etres_NOUN,premiers_ADJ mètres_NOUN
1800,3.458580977167003e-08,0.0,3.144164484325529e-09
1801,8.334139067756041e-08,0.0,0.0
1802,1.7902721083373763e-08,0.0,0.0
1803,7.606323038089613e-08,0.0,0.0
1804,3.213406074564773e-08,0.0,1.2359254952798437e-08
1805,6.254330742194725e-08,8.528632911009026e-09,2.842877711017877e-09
1806,2.881669125542885e-09,0.0,8.645007376628655e-09
1807,0.0,8.540865792383556e-09,8.540865792383556e-09
1808,2.945896149242344e-08,0.0,0.0
1809,4.969867006821005e-08,0.0,0.0
1810,6.084329839950442e-08,4.680253518074551e-09,0.0
1811,7.521229861140455e-09,2.5070767684098882e-09,5.0141535368197765e-09
1812,2.1337665856435706e-08,0.0,5.3344164641089264e-09
1813,6.901780125190271e-08,0.0,0.0
1814,0.0,0.0,0.0
1815,2.697223555614414e-09,0.0,2.697223555614414e-09
1816,3.7081662185300956e-08,0.0,0.0
1817,5.7604317760251433e-08,0.0,0.0
1818,3.814776761146277e-08,0.0,2.026600220972341e-08
1819,6.521161566297451e-08,0.0,2.070210003424222e-09
1820,5.102586797534059e-08,1.1866481131050932e-09,0.0
1821,2.3667571014129862e-08,0.0,0.0
1822,5.514088741165324e-08,0.0,6.51665033046811e-08
1823,4.4472091786929013e-08,0.0,0.0
1824,4.8000341479337294e-08,8.421112696055388e-09,8.421112696055388e-09
1825,3.3460683113162304e-08,0.0,0.0
1826,1.145037931138404e-08,0.0,4.403992281964975e-09
1827,3.041700225026034e-08,0.0,1.013900075008678e-08
1828,8.346793833879929e-08,9.172301251858528e-10,0.0
1829,6.515613648616636e-08,0.0,2.4862210068476998e-08
1830,5.0096812032052185e-08,0.0,1.0436835840010872e-09
1831,1.4032085715598441e-08,0.0,0.0
1832,7.306183391619925e-08,0.0,1.488296597074168e-08
1833,1.2394482951094687e-07,0.0,2.548398292390175e-08
1834,5.787409307345115e-08,9.334530925997342e-10,2.333632664885954e-08
1835,5.067268915581735e-08,0.0,2.647080776796429e-08
1836,6.922372364215335e-08,6.720750067579218e-10,6.048674894287842e-09
1837,3.826840000442644e-08,0.0,4.174734336004349e-09
1838,5.049729523420865e-08,0.0,0.0
1839,1.3283802502428443e-07,0.0,2.23727205650448e-08
1840,4.968357103507515e-08,0.0,1.7835128929277744e-08
1841,7.833069304297169e-08,0.0,2.5040138851295524e-08
1842,7.379091471193533e-08,0.0,1.6770663080478698e-08
1843,1.0278025541765601e-07,0.0,2.3036953678001737e-08
1844,4.9945906965831455e-08,0.0,2.030767731753258e-08
1845,5.0780073479472776e-08,0.0,9.48638767539478e-09
1846,7.727941664370519e-08,0.0,1.9905304071698993e-08
1847,9.276344314912421e-08,5.393223645455691e-10,2.480882876909618e-08
1848,4.827133182061516e-08,8.045221711050488e-10,3.137636639394259e-08
1849,6.368355087715827e-08,0.0,6.703531951757213e-09
1850,1.1677073530336202e-07,0.0,2.5798184921654865e-08
1851,8.384270699934859e-08,0.0,1.4188765717904062e-08
1852,7.291811243703705e-08,3.2552727180501506e-09,9.375185072713066e-08
1853,3.941475057445132e-08,0.0,2.149895550473957e-08
1854,7.429800064073788e-08,1.558699391779328e-09,1.8184826089395756e-08
1855,5.306937111981824e-08,0.0,2.4411910715116392e-08
1856,3.882891874695815e-08,0.0,4.40061072026765e-08
1857,6.248331629876702e-08,0.0,2.245494101771328e-08
1858,3.572383633354548e-08,4.893676019968041e-10,3.9149409047922745e-08
1859,4.582955881460293e-08,5.092173349652285e-10,2.49516496353408e-08
1860,4.439868561689764e-08,0.0,3.9363783344015246e-08
1861,5.14040046084574e-08,0.0,4.95176202264247e-08
1862,5.1505043785482485e-08,0.0,9.939570055905733e-09
1863,3.296449690992631e-08,0.0,2.4973104473247076e-08
1864,7.479775376850739e-08,0.0,3.3563097190381086e-08
1865,5.3658027354686055e-08,0.0,3.247722446531043e-08
1866,7.006482860560936e-08,0.0,4.038458811805867e-08
1867,4.804283548764943e-08,0.0,6.163070764841905e-08
1868,6.372437866275504e-08,0.0,7.113418831750096e-08
1869,1.0499566371890978e-07,4.883519144627257e-10,4.6393431318847433e-08
1870,1.0952032880595652e-07,0.0,4.243196016773254e-08
1871,6.266494523288202e-08,0.0,6.372706451429622e-08
1872,9.071008832961525e-08,0.0,3.930770375859538e-08
1873,1.0894527946447852e-07,0.0,1.0714948217582787e-07
1874,5.616132625618775e-08,0.0,6.512323835750067e-08
1875,5.778742462325681e-08,0.0,4.2339301842275745e-08
1876,7.13429741949767e-08,6.04601479992084e-10,4.413590914964516e-08
1877,5.999271479595336e-08,0.0,5.00970109840182e-08
1878,3.32149880932775e-08,0.0,8.635896620035055e-08
1879,8.430868803088742e-08,0.0,4.581993806596074e-08
1880,4.6208491255583795e-08,0.0,7.123809098175116e-08
1881,8.506459181489845e-08,0.0,7.878933416805012e-08
1882,5.523969548448804e-08,0.0,6.256062334841772e-08
1883,6.888079440159345e-08,0.0,5.181857787306399e-08
1884,5.0833065756705764e-08,0.0,7.063815843366683e-08
1885,3.8029249083137984e-08,0.0,9.346171481183774e-08
1886,4.840097744818195e-08,0.0,1.0519146087517584e-07
1887,3.3297514079322355e-08,0.0,7.377684596576728e-08
1888,2.8532765483646472e-08,0.0,1.1096075525074411e-07
1889,5.7639258699282436e-08,0.0,7.016953418315097e-08
1890,3.342736931699619e-08,0.0,1.1142456912693888e-07
1891,4.461954006274027e-08,0.0,7.139126267929896e-08
1892,3.0715710863660206e-08,0.0,1.0154990093269589e-07
1893,5.9120800699474785e-08,6.158416554491453e-10,7.75960486976146e-08
1894,1.764431090123253e-08,0.0,8.255016581415475e-08
1895,5.537125247201402e-08,6.018614495673091e-10,8.726991040930443e-08
1896,5.89702899844724e-08,0.0,1.161714706654493e-07
1897,2.7968225069230357e-08,0.0,9.206207352008278e-08
1898,4.583267454449924e-08,2.8291774478717002e-09,1.3636635287639365e-07
1899,2.9296165493519766e-08,1.6582735185011188e-09,6.135611840818456e-08
1900,4.9315005412609025e-08,0.0,1.0018732865546554e-07
1901,3.409130755471779e-08,5.588738916095792e-10,1.2798211912468105e-07
1902,2.6515532880466708e-08,4.910283846193408e-10,1.428892630883638e-07
1903,3.6181475593366486e-08,0.0,1.5228620497964585e-07
1904,5.374625189347171e-08,1.6123875568041512e-09,1.4027772010649642e-07
1905,5.160758931310738e-08,0.0,9.031328573883002e-08
1906,3.2922780945909835e-08,1.0288369045596824e-09,1.126576378851496e-07
1907,3.651418722938615e-08,0.0,1.27542520544921e-07
