year,premiers_ADJ êtres_NOUN,premiers_ADJ etres_NOUN,premiers_ADJ mètres_NOUN
1908,4.665819730576004e-08,0.0,1.3015180400088866e-07
1909,3.080550925460557e-08,0.0,1.3642439000705053e-07
1910,7.268045010278001e-08,0.0,2.3728028963887482e-07
1911,3.830669470517023e-08,5.320374141248863e-10,7.874153595821554e-08
1912,3.3861237369592345e-08,0.0,1.5315698931317456e-07
1913,2.969674284258872e-08,5.30298971401777e-10,1.0393859639634684e-07
1914,2.4108278040557707e-08,0.0,1.6741859099056455e-07
1915,1.295883844676382e-08,0.0,6.597226587246041e-08
1916,2.7468654906215306e-08,0.0,3.955486249651585e-08
1917,3.947912929902486e-08,0.0,5.15421945124217e-08
1918,3.2161853624756986e-08,0.0,8.499918635607173e-08
1919,4.327688785110695e-08,0.0,1.0496947311366966e-07
1920,4.316171953178127e-08,4.543339038320937e-09,9.995346061941746e-08
1921,2.4232791773215467e-08,0.0,1.9159051589667797e-07
1922,4.869437475463201e-08,7.377935484775833e-10,1.3501622220246645e-07
1923,3.1847843473542525e-08,0.0,8.492758496458919e-08
1924,4.2542360745301266e-08,0.0,9.926550603722717e-08
1925,5.169143690864075e-08,0.0,1.0228305313830788e-07
1926,5.684530535177146e-08,1.1146138456652466e-09,9.697140512798796e-08
1927,3.6792442870137165e-08,1.1149224876660924e-09,6.578042643923254e-08
1928,3.1992914983902665e-08,0.0,8.112489524592092e-08
1929,2.0052731031228177e-08,0.0,7.686880110213679e-08
1930,3.361153133596417e-08,2.100720708497761e-09,9.768351105776674e-08
1931,2.8513390759599133e-08,0.0,7.86969636124013e-08
1932,2.520693342944469e-08,0.0,8.986820176914989e-08
1933,2.064719240024715e-08,0.0,1.4108914569987974e-07
1934,3.354842448288764e-08,0.0,7.308764082836205e-08
1935,2.752705441366743e-08,0.0,6.462873614054843e-08
1936,3.516167268458048e-08,0.0,6.426098764222843e-08
1937,4.5328025777280345e-08,1.2591118148108649e-09,1.825712132585977e-07
1938,2.9819993585533666e-08,0.0,7.001215607260747e-08
1939,2.5999884911698246e-08,0.0,9.176430637580779e-08
1940,4.81798743123818e-08,0.0,9.63597486247636e-08
1941,2.066051862925633e-08,0.0,1.151085982087352e-07
1942,2.1239483061208375e-08,0.0,1.0316320242509391e-07
1943,3.193558839598154e-08,0.0,1.1322617154974068e-07
1944,4.177142187700156e-08,0.0,1.0282195717081777e-07
1945,4.1391576388605245e-08,0.0,8.931866801731303e-08
1946,2.7842208538686464e-08,0.0,1.0997672461598995e-07
1947,4.0530959921625254e-08,0.0,7.510148947176276e-08
1948,4.4574740343250596e-08,1.0871887834440486e-09,1.5764237559778849e-07
1949,3.6322930441201606e-08,1.9634016634739737e-09,2.1106568226514355e-07
1950,2.9779013033248702e-08,0.0,1.7867407109406486e-07
1951,1.2793682557799002e-08,0.0,2.1109575243372092e-07
1952,2.741649041126948e-08,0.0,2.6362010885350173e-07
1953,3.44762476345295e-08,0.0,1.8530982970332843e-07
1954,4.593092128857279e-08,0.0,2.1304128949850565e-07
1955,3.472674947602172e-08,1.8771215692936494e-09,1.8020367065219034e-07
1956,2.7907653077363648e-08,0.0,2.450640863571607e-07
1957,2.5621609722747962e-08,0.0,2.129244052184731e-07
1958,3.557064687242928e-08,0.0,2.0763330610407138e-07
1959,3.410329085795638e-08,0.0,2.5887499077725806e-07
1960,3.944875004435744e-08,0.0,2.387687629834545e-07
1961,2.640300600376122e-08,0.0,2.83484894225694e-07
1962,2.3465238641051656e-08,1.2683912808952869e-09,2.048451932523676e-07
1963,2.909724017285953e-08,6.466053248388448e-10,2.0432727865227207e-07
1964,4.137098486012292e-08,6.083968329129164e-10,2.007709554163739e-07
1965,3.6662690661160013e-08,0.0,2.703189352359914e-07
1966,2.3818021332999706e-08,5.539074754423723e-10,2.1270047056987096e-07
1967,3.3526280418527676e-08,0.0,2.2087903062129044e-07
1968,2.6948494991074767e-08,4.4914158503495116e-10,2.2187593629041658e-07
1969,2.5888018839737015e-08,0.0,2.9248920441204973e-07
1970,3.862929176534635e-08,4.5987250119061684e-10,3.522623330809438e-07
1971,2.6205826841874114e-08,5.138397485282553e-10,2.517814721159084e-07
1972,2.5137719461554298e-08,0.0,3.303814537503058e-07
1973,1.874489363729026e-08,0.0,2.66839066398461e-07
1974,3.037808582462276e-08,0.0,3.988530181686656e-07
1975,2.513051278185685e-08,1.1422960355389478e-09,2.827182754572277e-07
1976,2.742492810625663e-08,0.0,2.639649494540208e-07
1977,1.7630345183761165e-08,2.3507127355770763e-09,2.4153573008334206e-07
1978,2.673266052966028e-08,0.0,2.097028755088104e-07
1979,1.9311512389208474e-08,5.851973350345929e-10,2.2003419530847168e-07
1980,2.9562784220615868e-08,0.0,1.9215809743400314e-07
1981,3.985096341807548e-08,6.325549528618524e-10,2.068454705295153e-07
1982,3.5382761609525915e-08,0.0,1.9801932182872406e-07
1983,3.2839643893112225e-08,6.315316047889041e-10,2.0209012063787668e-07
1984,3.3054348591576854e-08,5.799008495621649e-10,2.0702459835320042e-07
1985,3.789801539255677e-08,0.0,2.3701298346168187e-07
1986,2.937297871596911e-08,0.0,1.882268492181538e-07
1987,2.749867533680117e-08,0.0,2.1510075498554215e-07
1988,4.077656612366809e-08,1.1993107618124554e-09,1.8049627215077635e-07
1989,2.57941739079115e-08,5.488122178931576e-10,2.0690220026153838e-07
1990,2.397406362319998e-08,0.0,1.9070277801347402e-07
1991,3.51687923227928e-08,2.344586080837985e-09,1.7818854303186527e-07
1992,3.361066092111287e-08,0.0,1.5262544650340715e-07
1993,3.932837344677864e-08,0.0,1.3183313285480835e-07
1994,4.272690645734656e-08,0.0,1.1763086149585433e-07
1995,3.307695095600138e-08,0.0,1.420682167463383e-07
1996,4.3238546965085334e-08,1.6014276571496566e-09,1.4412849225209357e-07
1997,2.972834600711849e-08,4.79489448146353e-10,1.4672377801616676e-07
1998,3.337690301918883e-08,9.536258449571733e-10,1.1920322862124522e-07
1999,3.427650696607998e-08,4.570201161957499e-10,1.2568052909500693e-07
2000,4.1971297548570874e-08,0.0,1.0691636020965234e-07
2001,4.8631449089953094e-08,1.7524847129024579e-09,9.638665687816683e-08
2002,3.548789351270898e-08,0.0,9.98918494587997e-08
2003,4.3752692135967663e-08,4.1669229178253886e-10,1.0875668721155307e-07
2004,3.655976854588516e-08,4.404791253964646e-10,7.664336720836218e-08
2005,4.3686370077011816e-08,1.3511248786457486e-09,7.836523963078434e-08
2006,4.364963146485934e-08,0.0,1.0830050456434037e-07
2007,5.392547208771248e-08,7.988958938831558e-10,7.38978727099493e-08
2008,3.8316958494988285e-08,0.0,6.85447787418525e-08
2009,5.3403756083980625e-08,0.0,7.819835445843637e-08
2010,4.156937905008817e-08,0.0,1.1053676018946135e-07
2011,4.244608931003313e-08,0.0,1.093656010198174e-07
2012,4.799996489168734e-08,0.0,1.1778714537058477e-07
2013,5.4109026592641385e-08,0.0,1.285786623839158e-07
2014,5.500230670918427e-08,0.0,1.3945467003395606e-07
2015,4.0563328695952805e-08,0.0,1.2523651093943045e-07
2016,5.302630512460382e-08,2.0713400439298368e-10,1.3608703852696635e-07
2017,5.23247152273143e-08,0.0,1.5269760922365094e-07
2018,4.698269506775432e-08,0.0,1.6908606426113693e-07
2019,5.612173126223752e-08,0.0,1.4744709631031583e-07
