year,vos_DET êtres_NOUN,vos_DET maîtres_NOUN
1800,0.0,3.395697625308003e-07
1801,0.0,4.4289996958823963e-07
1802,1.3427040812530322e-08,2.8196785706313676e-07
1803,0.0,3.588624180039801e-07
1804,0.0,4.795390768919106e-07
1805,0.0,4.776034661091444e-07
1806,0.0,5.965055258627672e-07
1807,2.8469551160981155e-09,3.416346112672386e-07
1808,1.3596443970698147e-08,3.4217718303253264e-07
1809,0.0,3.162642809861893e-07
1810,7.020380277111826e-09,4.844062271303073e-07
1811,1.2535384286138651e-08,4.1366765302086606e-07
1812,2.6672082320544632e-09,2.587191914038556e-07
1813,0.0,2.243078491837025e-07
1814,0.0,3.744545846728897e-07
1815,0.0,3.937946277954296e-07
1816,0.0,2.595716406261772e-07
1817,0.0,4.7328951835456934e-07
1818,8.344824387052086e-09,4.088963949655522e-07
1819,1.035105001712111e-09,5.486056253722893e-07
1820,1.1866481131050932e-09,4.2600666727565795e-07
1821,3.94459531705138e-09,5.502710229698948e-07
1822,3.0076847679083585e-09,5.554190920520341e-07
1823,0.0,4.7634550581765467e-07
1824,1.6842225392110777e-09,5.052667741978212e-07
1825,0.0,5.397736513312879e-07
1826,0.0,3.443921747781076e-07
1827,0.0,3.4103909951621603e-07
1828,0.0,4.5586338109915303e-07
1829,4.286587973467704e-09,3.9693804831930635e-07
1830,0.0,4.0390555167135744e-07
1831,0.0,4.505858544057162e-07
1832,6.764984572527055e-09,3.2742527011908606e-07
1833,0.0,3.289750436508143e-07
1834,0.0,4.069855386035215e-07
1835,1.5126175867408165e-09,6.012654907294745e-07
1836,1.3441500135158435e-09,3.427582548343189e-07
1837,0.0,3.0962613450924437e-07
1838,6.312161904276081e-10,3.7052390666758583e-07
1839,1.3982950353153e-09,3.3978568980685964e-07
1840,0.0,3.535177084401653e-07
1841,0.0,3.120386518062901e-07
1842,0.0,6.278935922310325e-07
1843,0.0,4.08758237036011e-07
1844,0.0,4.187772137953516e-07
1845,0.0,3.392778699096155e-07
1846,5.854501328173001e-10,3.6063727271162804e-07
1847,0.0,6.4179358982841e-07
1848,3.218088684420195e-09,3.1456816174113555e-07
1849,0.0,2.9411747815011324e-07
1850,0.0,4.684407199917473e-07
1851,6.449438760824933e-10,4.211483555227602e-07
1852,0.0,3.138082880216331e-07
1853,0.0,3.762317006827942e-07
1854,3.63696517347023e-09,5.377512688475861e-07
1855,1.0613874223963649e-09,4.245549618531186e-07
1856,2.0708756931497874e-09,4.804431581462154e-07
1857,4.881509085841174e-10,3.4317009323103775e-07
1858,1.468102750479261e-09,4.140049857381811e-07
1859,6.110608019582742e-09,3.365926586340606e-07
1860,4.577183909670879e-10,4.0691164046591233e-07
1861,0.0,4.5320412189742143e-07
1862,9.035972525772706e-10,3.1264464550595505e-07
1863,4.994620828036034e-10,3.3114336783768294e-07
1864,3.3563094525845827e-09,3.3419254719113667e-07
1865,0.0,4.4385542774527664e-07
1866,2.432806400776144e-09,4.077383586320593e-07
1867,9.7056229719783e-10,3.0718296351039953e-07
1868,0.0,3.0923610816468994e-07
1869,4.883519144627257e-10,3.12545230585215e-07
1870,2.2936195165357276e-09,3.199599278858045e-07
1871,6.37270636261178e-09,3.7174120048888426e-07
1872,6.047339295989218e-10,3.8098237620243225e-07
1873,1.7958013409646867e-09,2.4303177825757416e-07
1874,5.974609140757536e-10,2.3360721446152866e-07
1875,1.1443054281912168e-09,2.76921920061568e-07
1876,1.209202959984168e-08,2.273301564770236e-07
1877,0.0,3.3583550262950013e-07
1878,0.0,2.319010005136235e-07
1879,1.832797580370027e-09,3.1340839723448255e-07
1880,0.0,2.772509448689675e-07
1881,0.0,2.67047052915359e-07
1882,6.655385131892899e-10,2.648843242525345e-07
1883,6.319338941018771e-10,2.7678704950240274e-07
1884,0.0,2.7925177459309225e-07
1885,0.0,2.146396731461664e-07
1886,6.453463874400711e-10,3.2525458459886636e-07
1887,6.528924623161458e-10,2.7290904491827916e-07
1888,3.1703073499755874e-09,2.910342054018855e-07
1889,3.132568426877924e-09,3.2140152406157085e-07
1890,1.9663159989136147e-09,2.6545266457178585e-07
1891,1.2748440081367107e-09,2.6516755369243583e-07
1892,0.0,2.6578493006468307e-07
1893,0.0,4.822040030050267e-07
1894,1.2603078580752936e-09,1.9912863713500428e-07
1895,0.0,2.4014271926553477e-07
1896,5.89702897624278e-10,2.529825419705922e-07
1897,5.826713556089658e-10,2.1966710206378082e-07
1898,5.6583548957434e-10,2.1784667003643676e-07
1899,3.3165470370022376e-09,3.012530118695622e-07
1900,0.0,3.249599256349711e-07
1901,1.1177477832191585e-09,2.296971760018529e-07
1902,1.9641135384773634e-09,2.0083061524900359e-07
1903,1.6200660812870638e-09,2.5273031445394167e-07
1904,0.0,2.0584813764656928e-07
1905,5.160758931310738e-09,2.2036441804651474e-07
1906,0.0,2.536082874260437e-07
1907,1.028568674676933e-09,2.0725659000131458e-07
1908,4.911389073214423e-10,2.1708338970860552e-07
1909,0.0,2.156385527918303e-07
1910,3.206490406526541e-09,3.088918965055143e-07
1911,2.128149656499545e-09,2.3835276241612746e-07
1912,5.209421227725386e-10,2.578663570451667e-07
1913,3.1817937728995105e-09,2.2802856136650007e-07
1914,2.0090231700464756e-09,2.0090230457014968e-07
1915,4.712304768617059e-09,2.7566982740978574e-07
1916,2.197492410260793e-09,2.340329352534809e-07
1917,7.676497326691845e-09,2.4016468902487986e-07
1918,4.594550517822427e-09,1.8263337775437094e-07
1919,8.287063479883727e-09,2.753146680634089e-07
1920,3.786115865267448e-09,3.0440371334705674e-07
1921,0.0,1.9537688977777634e-07
1922,9.591316185719734e-09,2.2724040782406973e-07
1923,0.0,2.1656533899516717e-07
1924,0.0,2.023984979615534e-07
1925,2.1996355847875293e-09,2.6505608152760374e-07
1926,2.229227691330493e-09,1.605043981056653e-07
1927,2.2298449753321847e-09,1.817323630470824e-07
1928,0.0,1.851018740506305e-07
1929,2.2280812750352652e-09,1.838167100753907e-07
1930,4.201441416995522e-09,1.5440297929103508e-07
1931,2.2810713318222042e-09,1.3116160513249042e-07
1932,0.0,1.4466588593720076e-07
1933,3.4411986593596566e-09,1.2732435306084255e-07
1934,0.0,1.2940106408620977e-07
1935,1.196828414151696e-09,1.5199720682090856e-07
1936,0.0,1.1518478881811234e-07
1937,6.295559185076627e-09,1.8634854592747274e-07
1938,2.463390735840676e-08,1.1798344967672847e-07
1939,0.0,1.819991934937093e-07
1940,0.0,1.8257637401930538e-07
1941,0.0,3.069562848345697e-07
1942,6.068423541449874e-09,1.759842849224924e-07
1943,8.709705845433291e-09,2.032264643236914e-07
1944,6.4263723231761105e-09,1.8315161653958967e-07
1945,4.357008087652048e-09,1.6338780417513021e-07
1946,0.0,1.4060315667308032e-07
1947,1.1920870957027319e-09,1.6093176302689471e-07
1948,1.0871887834440486e-09,1.663398874196531e-07
1949,9.817008317369869e-10,1.3351131622485468e-07
1950,1.0635361480382244e-09,2.1589783227859982e-07
1951,2.1322803522849654e-09,2.0043435844385726e-07
1952,4.2179215675730575e-09,1.2970108542731396e-07
1953,2.1547654771580937e-09,9.69644499138056e-08
1954,2.9317608341017376e-09,1.1531592258862133e-07
1955,9.385607846468247e-10,1.051188047718199e-07
1956,1.3081712602058815e-08,1.0465369904011368e-07
1957,0.0,9.365140196671007e-08
1958,3.3088974338291166e-09,1.0588471743844252e-07
1959,3.875373910666724e-09,1.0308494280408809e-07
1960,2.076250060767393e-09,1.0035208319880695e-07
1961,0.0,1.1186536452711948e-07
1962,1.2683912808952869e-09,1.4142562987373708e-07
1963,2.5864212993553792e-09,1.4160656636175162e-07
1964,1.2167936658258327e-09,1.387144717979183e-07
1965,1.6416130677043839e-09,1.0506323366854531e-07
1966,5.539074976468328e-09,1.2130573656676802e-07
1967,1.9721342336964653e-09,1.281887227477796e-07
1968,4.491415683816058e-09,1.5854698165451708e-07
1969,4.087581828571274e-09,1.2262745974211953e-07
1970,1.3796175035718505e-09,1.38421618389728e-07
1971,1.541519245584766e-09,1.140724252834957e-07
1972,5.130146973897354e-09,1.3851396252206882e-07
1973,2.7566018356850464e-09,1.207391623347931e-07
1974,1.1251143128276908e-08,8.494613057408174e-08
1975,8.567219822452898e-09,8.11030189673545e-08
1976,1.085570122683066e-08,1.0455754251292859e-07
1977,6.464460078348111e-09,9.990529181713725e-08
1978,5.940591352171509e-10,1.2237618030042086e-07
1979,4.0963813452421505e-09,1.1645426967188399e-07
1980,1.1370301367108482e-09,6.879032543594121e-08
1981,1.2651099057237047e-09,1.1639011010533551e-07
1982,1.2415004579935385e-09,9.062953365557291e-08
1983,6.315316047889041e-10,9.030902192730395e-08
1984,1.1598016991243298e-09,1.0322235421966752e-07
1985,4.812446441349039e-09,8.301469800464645e-08
1986,4.795588481876223e-09,9.591176808321222e-08
1987,6.721898593298192e-09,9.716198645648433e-08
1988,3.597932174415064e-09,9.05479632939965e-08
1989,1.6464366536794728e-09,8.396827189116607e-08
1990,4.90378582185258e-09,6.538381347453992e-08
1991,2.344586080837985e-09,7.971592541622385e-08
1992,5.509944167592096e-10,6.611933023314975e-08
1993,1.661762283333701e-09,8.253418803949586e-08
1994,1.0549853213248639e-09,8.861876887866771e-08
1995,2.1689803286761844e-09,9.0012681197571e-08
1996,1.6014276571496566e-09,7.366567067457197e-08
1997,2.3974471297094624e-09,7.144392999425264e-08
1998,1.43043876743576e-09,8.24886359218624e-08
1999,4.570201106446348e-09,1.215673501864245e-07
2000,4.859834756842929e-09,9.454587601709363e-08
2001,3.943090742808408e-09,9.069108153347827e-08
2002,1.3143663935011318e-09,9.112940668742908e-08
2003,2.9168461535000745e-09,9.208899709456375e-08
2004,3.0833537945085254e-09,9.778636744783853e-08
2005,3.1526248278623825e-09,1.0628849356209003e-07
2006,3.294311934354255e-09,9.306430892586093e-08
2007,4.7933754743212376e-09,1.1064708127506151e-07
2008,5.5346713878634546e-09,1.349608325096341e-07
2009,8.582746735541491e-09,9.822476321197371e-08
2010,1.511613750837526e-08,1.1951196388082508e-07
2011,7.265546830836911e-09,1.070712161155285e-07
2012,2.893614869936556e-08,1.4876583698253398e-07
2013,1.952387562731417e-08,1.3499364781566214e-07
2014,1.5158116456470694e-08,1.5482932780308545e-07
2015,2.371735591255586e-08,1.7422282505563658e-07
2016,2.5477481901958754e-08,2.0361272223823335e-07
2017,2.81748466779419e-08,1.5521322116462954e-07
2018,2.0651733212417867e-08,1.4456213737190637e-07
2019,2.346908689609961e-08,1.9055878341944776e-07
