year,excellents_ADJ archers_NOUN,excellents_ADJ marchés_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,0.0
1818,1.7881765401739358e-08,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,1.0025615893027862e-09,0.0
1823,5.929612356680991e-09,0.0
1824,0.0,0.0
1825,8.805443041381977e-10,8.805443041381977e-10
1826,2.6423952803611428e-08,0.0
1827,1.8434546333878643e-08,0.0
1828,0.0,0.0
1829,1.714635211591542e-09,0.0
1830,1.6698937344017395e-08,0.0
1831,0.0,0.0
1832,1.3529969367098715e-09,9.470978667991403e-09
1833,1.1583628500844156e-09,0.0
1834,7.467624740797874e-09,0.0
1835,3.781543966852041e-09,0.0
1836,6.048674894287842e-09,6.720750067579218e-10
1837,6.957890930081589e-10,3.478945576063097e-09
1838,6.312161904276081e-09,1.8936485712828244e-09
1839,2.7965900706306e-09,4.894032734625853e-09
1840,6.3696887764308485e-09,6.369688665408546e-10
1841,6.420548537278137e-09,1.926164561183441e-09
1842,6.708265054555795e-10,0.0
1843,4.7255288571079745e-09,1.1813821920725331e-08
1844,6.586273748609983e-09,4.390849017710252e-09
1845,1.897277535078956e-08,1.2276501593078137e-08
1846,1.1709002656346001e-08,3.5127007969038004e-09
1847,4.314578916364553e-09,5.393223645455691e-10
1848,1.6090443422100975e-09,8.045221711050488e-10
1849,1.005529792763582e-08,1.6758829879393033e-09
1850,8.146795238417326e-09,2.7155984128057753e-09
1851,5.159551008659946e-09,2.579775504329973e-09
1852,1.4323200403509873e-08,7.812654523320361e-09
1853,1.2541057081705276e-08,7.166318205520383e-09
1854,6.234797567117312e-09,1.558699391779328e-09
1855,9.021793090369101e-09,9.552486801567284e-09
1856,1.1907535402144731e-08,5.177189232874468e-10
1857,1.6597130780837688e-08,1.0251168802710708e-08
1858,6.8511463169329545e-09,9.787352039936081e-10
1859,7.129042689513199e-09,5.601390462572908e-09
1860,8.696649622663699e-09,0.0
1861,9.431927461278633e-10,1.8863854922557266e-09
1862,3.6143890103090826e-09,3.162590411776023e-09
1863,9.989241656072068e-10,3.995696662428827e-09
1864,1.102787461348953e-08,2.8768367688059016e-09
1865,1.1767110841276462e-08,6.589582213223366e-09
1866,1.0217787504984699e-08,2.919367858567057e-09
1867,4.367530337390235e-09,7.279217228983725e-09
1868,0.0,9.87974813071446e-10
1869,1.12320943657096e-08,1.4650557433881772e-09
1870,8.601073631098188e-09,5.734048791339319e-10
1871,6.37270636261178e-09,0.0
1872,3.628403577593531e-09,7.861540751719076e-09
1873,6.584604861359367e-09,1.7958012854535355e-09
1874,1.7923826867161097e-09,1.7923826867161097e-09
1875,8.58229043387837e-09,3.432916173551348e-09
1876,1.0882827083946722e-08,1.209202959984168e-09
1877,1.0514186854493346e-08,1.8554447978047506e-09
1878,4.22736201599605e-09,0.0
1879,6.10932526790009e-10,6.10932526790009e-10
1880,1.2835692508872398e-09,3.2089231272180996e-09
1881,4.183504653809678e-09,7.669758161910067e-09
1882,3.9932310791357395e-09,3.9932310791357395e-09
1883,6.951272890631799e-09,1.2638677882037541e-09
1884,2.6406787867472303e-09,6.601696966868076e-10
1885,2.5782542767416317e-09,5.156508553483263e-09
1886,6.453463874400711e-10,1.2906927748801422e-09
1887,0.0,3.264462256069578e-09
1888,3.804368819970705e-09,6.974675947901687e-09
1889,1.2530273485467092e-09,6.265136742733546e-10
1890,7.209825181320184e-09,7.209825181320184e-09
1891,0.0,0.0
1892,6.268512375839919e-10,6.268512375839919e-10
1893,2.463366621796581e-09,4.926733243593162e-09
1894,6.301539290376468e-10,6.301539290376468e-09
1895,3.611168697403855e-09,6.018614495673091e-10
1896,5.89702897624278e-10,5.89702897624278e-10
1897,4.661370844871726e-09,0.0
1898,3.3950129374460403e-09,0.0
1899,2.2110313580014918e-09,2.2110313580014918e-09
1900,5.19105292084987e-09,0.0
1901,2.235495566438317e-09,0.0
1902,4.910283846193408e-10,5.4013122863239005e-09
1903,1.6200660812870638e-09,2.7001101354784396e-09
1904,1.0749250378694342e-09,1.0749250378694342e-09
1905,1.0321518084666081e-09,2.580379465655369e-09
1906,5.144184522798412e-10,0.0
1907,5.142843484406967e-09,1.5428529565042481e-09
1908,1.964555629285769e-09,2.4556945366072114e-09
1909,1.6502950117569526e-09,1.6502950117569526e-09
1910,5.344150677544235e-10,1.6032452032632705e-09
1911,0.0,5.320374141248863e-10
1912,5.209421227725386e-10,4.688478938419394e-09
1913,5.302989602995467e-09,2.6514948014977335e-09
1914,1.3393487430235496e-09,1.3393487430235496e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,5.483212106582869e-09,9.869782324756216e-09
1918,0.0,0.0
1919,7.366278698128781e-09,4.603924352863942e-09
1920,1.514446346106979e-09,2.2716695191604686e-09
1921,0.0,7.572747429129834e-10
1922,0.0,0.0
1923,3.1847844361720945e-09,2.1231896241147297e-09
1924,0.0,1.289162443462999e-09
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,1.1146138456652466e-09,0.0
1927,7.804457524684949e-09,1.1149224876660924e-09
1928,0.0,3.4278122562625413e-09
1929,0.0,7.798284684668033e-09
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,0.0,2.1919073223131136e-09
1933,5.735331320977366e-09,5.735331320977366e-09
1934,0.0,0.0
1935,1.196828414151696e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,0.0,1.2591118148108649e-09
1938,2.5930428915188486e-09,0.0
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,0.0
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,1.4005975934594517e-08,0.0
1954,6.840775057526116e-09,0.0
1955,0.0,1.8771215692936494e-09
1956,0.0,8.72114158667614e-10
1957,8.835037701437898e-10,8.835037701437898e-10
1958,2.4816730892496253e-09,8.272243445794913e-10
1959,3.100299128533379e-09,0.0
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,6.948159270159238e-10,6.94815938118154e-09
1962,4.43936931660005e-09,2.5367825617905737e-09
1963,1.2932106496776896e-09,6.466053248388448e-10
1964,0.0,0.0
1965,1.6416130677043839e-09,2.73602163147757e-09
1966,5.539074754423723e-10,1.1078149508847446e-09
1967,6.409436092980059e-09,0.0
1968,4.940557296606585e-09,2.6948494546985557e-09
1969,2.2708788183223305e-09,4.5417578031781147e-10
1970,1.3796175313274261e-09,0.0
1971,4.624557625731995e-09,0.0
1972,0.0,5.130146862875051e-10
1973,5.513203782392395e-10,2.205281512956958e-09
1974,3.937900228123681e-09,1.1251143350321513e-09
1975,0.0,0.0
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,5.876781838942691e-10,2.3507127355770763e-09
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,5.851973350345929e-10,0.0
1980,0.0,1.1370301367108482e-09
1981,1.2651099057237047e-09,0.0
1982,1.8622506869903077e-09,2.483000915987077e-09
1983,1.2630632095778083e-09,4.4207211225000265e-09
1984,1.739702604197646e-09,4.639206796497319e-09
1985,0.0,6.015558051686298e-10
1986,1.1988970927134801e-09,0.0
1987,6.110816852533674e-10,1.2221633705067347e-09
1988,2.99827696004229e-09,2.99827696004229e-09
1989,5.488121956886971e-09,5.488122178931576e-10
1990,2.179460389939436e-09,0.0
1991,2.344586080837985e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,1.1019888335184191e-09
1993,5.539207426075166e-10,1.1078414852150331e-09
1994,1.5824779264761446e-09,1.5824779264761446e-09
1995,5.422450821690461e-10,5.422450821690461e-10
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,2.876936688878118e-09,4.79489448146353e-10
1998,1.43043876743576e-09,4.768129224785866e-10
1999,1.8280804647829996e-09,1.8280804647829996e-09
2000,2.2090156370779823e-09,0.0
2001,3.943090742808408e-09,0.0
2002,2.1906108038649563e-09,1.3143663935011318e-09
2003,1.6667691671301554e-09,4.1669229178253886e-10
2004,3.9643119897903034e-09,0.0
2005,9.007499190971657e-10,0.0
2006,1.6471559671771274e-09,0.0
2007,2.3966877371606188e-09,0.0
2008,2.9802078582719105e-09,4.257439678578834e-10
2009,1.907277002999308e-09,9.53638501499654e-10
2010,4.2514138876015295e-09,9.447586046817946e-10
2011,2.2943831279320648e-09,3.823971805871906e-09
2012,3.063827413996023e-09,5.7872298064864935e-09
2013,8.646287241731443e-09,1.3945624655065103e-09
2014,6.9294245896855955e-09,2.815078836704288e-09
2015,6.64972610309178e-09,2.659890530054554e-09
2016,4.764082017771898e-09,5.3854840587064245e-09
2017,5.282783988036499e-09,1.0062445321423752e-09
2018,6.195520096952123e-09,2.8396134332808742e-09
2019,4.3366790158927415e-09,3.826481798085979e-09
