year,des_DET âges_NOUN,des_DET ages_NOUN,des_DET mages_NOUN
1828,3.558852768037468e-07,5.503380751115117e-09,1.6234973010398335e-07
1829,3.6435998440609296e-07,6.001223296081548e-09,1.6974887789844573e-07
1830,3.266729482476194e-07,8.349468894053302e-09,1.7533884388853949e-07
1831,3.3365182083855416e-07,4.677361831184612e-09,2.385454513920138e-07
1832,3.5177920232332127e-07,2.705993873419743e-09,1.5153565868786245e-07
1833,4.4133624044206954e-07,1.50587168290528e-08,1.3321172842584161e-07
1834,4.648596432232921e-07,1.4001796166951408e-08,1.5028594568811116e-07
1835,3.335321636654953e-07,5.294161553592858e-09,1.8680827196249083e-07
1836,2.6748584325275715e-07,8.064900081095061e-09,1.6936289970459484e-07
1837,3.6250612289734363e-07,3.478945576063097e-09,1.2454624875868348e-07
1838,3.18764162177132e-07,1.0730675015224733e-08,1.2624324208232451e-07
1839,3.523703604457751e-07,9.78806569129631e-09,2.0694766800222197e-07
1840,3.216692761043305e-07,4.45878195476368e-09,1.1274349054346544e-07
1841,2.959872906771466e-07,3.852329122366882e-09,1.226324810588153e-07
1842,2.321059748844334e-07,2.0124795163667386e-09,1.2209042887789678e-07
1843,3.9340026725120936e-07,1.1813822142769936e-09,1.7189111334303675e-07
1844,2.5631581213048094e-07,1.0977122766320235e-08,1.4544687476636398e-07
1845,3.242112533996533e-07,7.81231901392232e-09,1.4843406637155e-07
1846,2.657943625195003e-07,4.0981509297211005e-09,1.3055537539941042e-07
1847,2.944699986073829e-07,2.6966118227278457e-09,1.0516785842185072e-07
1848,3.8938873714311484e-07,1.2872354626658478e-08,1.536637361798654e-07
1849,4.2399840882723083e-07,8.379414939696517e-09,6.619737846769169e-08
1850,2.9871581475049425e-07,9.504594444820214e-09,1.4867901398929462e-07
1851,3.250517224273608e-07,3.8696632564949596e-09,8.126292749821573e-08
1852,4.140706788557935e-07,1.9531636308300904e-09,1.3086196259948224e-07
1853,3.6906537914660476e-07,7.166318205520383e-09,1.2123021475574092e-07
1854,3.746073944377315e-07,7.793496625829732e-09,1.5119383500739048e-07
1855,4.2614705364485417e-07,5.837630823180007e-09,1.411645307314302e-07
1856,3.240920398717151e-07,6.212627079449362e-09,1.387486739945487e-07
1857,3.2510851433187327e-07,9.76301828270465e-09,9.958278512911534e-08
1858,3.1025905933290687e-07,3.9149408159744326e-09,1.1891632967220289e-07
1859,3.3048206304897576e-07,2.5460866748261424e-09,1.278135492999155e-07
1860,4.2979756376126943e-07,1.098524138321011e-08,1.0619066645456421e-07
1861,3.4285055017235777e-07,8.488734604128467e-09,9.573406134499862e-08
1862,3.835770244764447e-07,3.162590467287174e-09,1.0481728418554326e-07
1863,3.241508897966483e-07,4.495158911765884e-09,1.0488703472422145e-07
1864,4.5406074455911494e-07,8.63051052846231e-09,1.7692546561143274e-07
1865,4.2596942773087676e-07,6.589582213223366e-09,9.413688450976565e-08
1866,3.712462679494877e-07,3.8924903300596725e-09,1.5618617554835623e-07
1867,4.624729292856955e-07,5.338092634588065e-09,1.285995008259988e-07
1868,3.986478418482875e-07,7.409810987013543e-09,1.1213514150565373e-07
1869,4.0728549510760104e-07,1.3673853382911716e-08,1.7336493318698132e-07
1870,4.4553559774840323e-07,1.4335121978348297e-08,1.0034585340434887e-07
1871,3.621821509369738e-07,1.3807530674370128e-08,6.372706340407319e-08
1872,4.4871257975920287e-07,7.861540973763681e-09,1.0401423633510376e-07
1873,4.830705586655881e-07,1.0176207598799891e-08,6.105724636995546e-08
1874,3.6385369295288683e-07,8.364452408482492e-09,6.990292539255094e-08
1875,3.432916315659895e-07,9.154443536552037e-09,8.525075290144457e-08
1876,3.9117715733283376e-07,1.3301232559825849e-08,1.0822366491858304e-07
1877,3.469681831846927e-07,6.80329748092845e-09,1.1998543048008514e-07
1878,2.711550890488468e-07,7.246906463809211e-09,1.3467167714331651e-07
1879,3.683923210928697e-07,1.3440515811424802e-08,1.2218650780049245e-07
1880,2.868777224662722e-07,4.492492378105339e-09,9.562590652656411e-08
1881,3.806989061772015e-07,6.972507737845746e-09,8.645909532756235e-08
1882,3.8601234564339393e-07,1.0648616211028639e-08,9.384092902742225e-08
1883,3.090156823759571e-07,9.479008467039307e-09,9.352621344049794e-08
1884,2.9245518362586154e-07,9.242375753615306e-09,5.149323722974941e-08
1885,3.551545315616522e-07,4.511944928786704e-09,5.543246661687817e-08
1886,2.9298726733628655e-07,6.453463763378409e-09,5.098236527389943e-08
1887,3.009834221856522e-07,3.2644623670918804e-09,4.374379436455911e-08
1888,2.929364084636177e-07,6.34061447790657e-09,6.023584009362537e-08
1889,3.3455829218098643e-07,5.012109283164534e-09,7.580815353236403e-08
1890,2.7659509638233715e-07,3.932631886804927e-09,6.751018111206264e-08
1891,2.9576381299634136e-07,5.099376032546843e-09,7.585321659675515e-08
1892,2.676654853317473e-07,1.1283322276511853e-08,7.020733661100564e-08
1893,3.362495424319434e-07,9.237624998270633e-09,6.589505657794703e-08
1894,2.659249460634783e-07,6.301539290376468e-09,4.6631390970830466e-08
1895,3.189865669384062e-07,7.824199066419624e-09,8.606618595585758e-08
1896,3.3731006898740645e-07,5.897029087265082e-09,6.66364267654096e-08
1897,2.9716237870403006e-07,9.322741911788057e-09,8.157398845298758e-08
1898,3.4006713267586974e-07,6.790025763869778e-09,6.90319306162479e-08
1899,3.211522976442893e-07,7.738609753005221e-09,4.8089930260175606e-08
1900,3.1976888603679754e-07,1.1420316803345543e-08,6.644548178336152e-08
1901,3.302944586724976e-07,8.941982154730965e-09,4.359216498883711e-08
1902,2.2439996483214486e-07,1.0311596132517309e-08,6.088751991484287e-08
1903,3.2671333904943367e-07,1.1880484818149739e-08,4.050165181013199e-08
1904,3.4720078723182723e-07,6.449550227216605e-09,5.858341278752732e-08
1905,3.4731907172513843e-07,9.289366387221776e-09,1.2643860031191778e-07
1906,3.786119856519221e-07,1.7490227210981146e-08,7.973486138013186e-08
1907,3.5382762630931097e-07,9.771402353919711e-09,7.045695238350191e-08
1908,3.2120485471409665e-07,7.858222517143076e-09,1.0608599976258404e-07
1909,3.7351679410546623e-07,9.901770570142077e-09,7.591357298331047e-08
1910,4.216534925660653e-07,8.550641084070776e-09,7.855901318354341e-08
1911,3.15498193348418e-07,5.852411444351446e-09,6.06522639889917e-08
1912,3.8132964652604073e-07,6.772247651554153e-09,6.095022919705428e-08
1913,2.8901293358529756e-07,9.545381318698531e-09,6.734797075580445e-08
1914,3.7769634042561506e-07,1.1384464482233625e-08,5.759199395161119e-08
1915,2.6035485234388034e-07,1.2958838002674611e-08,5.419150461705158e-08
1916,2.8347653202587253e-07,6.592477230782379e-09,4.285110244417467e-08
1917,3.761483471365068e-07,1.3159709322252411e-08,2.7416060532914344e-08
1918,3.411453679547094e-07,9.189101035644853e-09,4.709414369585829e-08
1919,3.5173981416392053e-07,8.287063535394878e-09,6.905886273944617e-08
1920,3.47565449754228e-07,1.2115570768855832e-08,8.32945512563299e-08
1921,3.407736244298576e-07,4.5436484574779e-09,4.013556204052193e-08
1922,3.1872682515476924e-07,5.902348332309515e-09,7.968170123717755e-08
1923,3.2378640835162287e-07,3.1847844361720945e-09,7.006525803987529e-08
1924,3.9319455380493196e-07,1.2891624212585384e-08,9.153053603938588e-08
1925,3.5304151979609344e-07,5.499088961968823e-09,7.258797363185465e-08
1926,3.6224949173657706e-07,7.802296919656726e-09,5.3501464591931835e-08
1927,4.058317810695655e-07,6.689534925996554e-09,8.584903021802148e-08
1928,3.5192205749545735e-07,0.0,7.312666383541e-08
1929,3.21957735138767e-07,6.684243825105796e-09,7.686880554302888e-08
1930,3.613239645261501e-07,5.2518018822667045e-09,6.722306267192835e-08
1931,3.3759855355697255e-07,1.0264820993199919e-08,6.72916034005766e-08
1932,3.934473569167096e-07,5.479768305782784e-09,7.123698964051073e-08
1933,3.257668148570758e-07,5.735331098932761e-09,5.735330965705998e-08
1934,2.9354871422526685e-07,4.7926320689839486e-09,9.106000931069502e-08
1935,2.7646736544539863e-07,1.196828414151696e-08,5.744776299110299e-08
1936,3.72228728728885e-07,6.0623572828433225e-09,7.274828561776303e-08
1937,3.4877397103727503e-07,6.295559185076627e-09,4.9105361443757545e-08
1938,3.202407965474663e-07,1.0372171899142302e-08,7.519824407609121e-08
1939,3.945864932575205e-07,1.5294050470515685e-08,8.105847015826839e-08
1940,4.0826105673907875e-07,1.01431314458722e-08,6.593035761781607e-08
1941,3.3056829140676314e-07,5.9030051957620344e-09,7.378756494702543e-08
1942,4.09618593266714e-07,3.034211770724937e-09,3.641054191483306e-08
1943,4.877435237915506e-07,0.0,1.0741970535299572e-07
1944,3.66303225973752e-07,1.6065930807940276e-08,1.0924832771763704e-07
1945,3.376681263489445e-07,8.714016175304096e-09,1.1546071254642243e-07
1946,4.2877001238394996e-07,4.1763312808029696e-09,9.327139860459965e-08
1947,3.3616855454887684e-07,3.5762612871081956e-09,9.179070659115496e-08
1948,4.18567668525327e-07,6.523132700664291e-09,1.0110855952483178e-07
1949,4.0151565072754636e-07,8.83530737461058e-09,5.7920350959861366e-08
1950,4.2541446898525237e-07,6.381216888229346e-09,8.295582043515992e-08
1951,4.872260674915196e-07,4.264560704569931e-09,7.24975307564435e-08
1952,4.333914336296374e-07,1.687168627029223e-08,9.279427304331733e-08
1953,4.4172691504584805e-07,3.2321482157371406e-09,7.541679025724335e-08
1954,4.5930919156944583e-07,1.07497895029951e-08,8.111204685690154e-08
1955,4.833587965435981e-07,7.508486277174597e-09,8.822471508906915e-08
1956,4.779185491798899e-07,7.849027205963921e-09,6.540856323233868e-08
1957,4.823930681574495e-07,4.417518850718949e-09,8.216585034581669e-08
1958,4.773084563147734e-07,7.4450192122377246e-09,7.031406923374561e-08
1959,4.789962222417898e-07,7.750748154400355e-09,7.053180406391135e-08
1960,4.75461239712871e-07,7.612916630428401e-09,7.612916674837322e-08
1961,4.988778501413549e-07,5.558527582660844e-09,9.380015092430583e-08
1962,5.511160132698478e-07,3.805173953708163e-09,7.737186691336717e-08
1963,4.784879434893696e-07,1.0992290189193454e-08,9.56975867438814e-08
1964,5.195708929761622e-07,1.216793676928063e-08,8.091678066479702e-08
1965,5.203913504558955e-07,7.66086077907957e-09,8.262785522461513e-08
1966,5.649855978617779e-07,5.5390746434014204e-09,6.037591715468693e-08
1967,4.496466043946157e-07,7.395503209828291e-09,7.937840473815072e-08
1968,5.120214208176321e-07,7.186265277292492e-09,9.02774557332009e-08
1969,4.977766669966854e-07,7.2668123463071055e-09,6.721801490416901e-08
1970,4.3595913856719903e-07,4.1388523719376735e-09,7.449934669168101e-08
1971,6.24315299901923e-07,6.166076871316761e-09,7.913132082926211e-08
1972,6.186957293152773e-07,7.182205385980467e-09,8.413440782950588e-08
1973,5.882588371974862e-07,9.923766808306311e-09,8.765993914083836e-08
1974,5.653699677310442e-07,1.0688586071783135e-08,8.494613212839397e-08
1975,4.6662791675089466e-07,1.1422959911300268e-08,6.282628373099897e-08
1976,6.239171250754794e-07,1.714058084356651e-08,6.570556054796839e-08
1977,6.993370149643852e-07,1.2928920212207373e-08,5.876781711267043e-08
1978,5.661383726263125e-07,7.128709511583509e-09,7.128709766934804e-08
1979,5.266775877643681e-07,6.437170685380522e-09,7.139407465217573e-08
1980,8.482244613361445e-07,1.3644361529507876e-08,5.8557052651231345e-08
1981,5.579134603195257e-07,9.488324403950088e-09,7.970192283934807e-08
1982,6.126804512618378e-07,6.828252518964462e-09,6.331652380175967e-08
1983,6.991054863902946e-07,1.0104505787644769e-08,5.052252838311233e-08
1984,6.175944289310564e-07,5.2191077015706355e-09,5.3930778953770186e-08
1985,5.738842236979735e-07,2.4062232206745193e-09,5.835091210215637e-08
1986,6.108380539160407e-07,1.3187867908825979e-08,7.193382467463039e-08
1987,5.304188768207041e-07,7.944061963804927e-09,7.394088435974666e-08
1988,5.864629439855662e-07,7.195864681897035e-09,7.3157955082781e-08
1989,5.444216952810166e-07,1.2073868793649467e-08,7.848014726974384e-08
1990,5.290640325839036e-07,1.3621627437121475e-08,5.448651052564202e-08
1991,5.187396574513059e-07,9.378344267840788e-09,5.0408602625395815e-08
1992,5.779931546712191e-07,8.815910834680807e-09,5.675242598091046e-08
1993,5.566903613640761e-07,9.416652735350084e-09,7.754890596345376e-08
1994,6.034515811492724e-07,4.747433890450736e-09,6.804655217074185e-08
1995,5.15132850154032e-07,9.218166452384935e-09,8.187900846223783e-08
1996,4.6815069154604316e-07,5.33809241254346e-09,5.231330302279957e-08
1997,4.363353935943337e-07,6.233362603857984e-09,7.096443854770484e-08
1998,5.311696016363499e-07,3.814503379828693e-09,6.675381047926976e-08
1999,5.470530903828319e-07,4.1131810180061734e-09,8.272063950487407e-08
2000,4.3119988113460295e-07,2.2090157481002848e-09,8.084997638047042e-08
2001,4.937625499579212e-07,3.5049694258049158e-09,7.097562848557004e-08
2002,4.7010505888067655e-07,7.448076544402937e-09,8.149071895058313e-08
2003,4.308598207103387e-07,3.333538389771462e-09,6.958761222808363e-08
2004,4.770388866148778e-07,2.6428747801343633e-09,6.29885156533394e-08
2005,5.652205476991412e-07,2.251874686720612e-09,6.260211937725302e-08
2006,4.5832115258548356e-07,4.941468012553685e-09,8.482853064428753e-08
2007,4.31803228728711e-07,1.5977918155218873e-09,8.588130850917253e-08
2008,3.857240251647909e-07,2.9802077194940324e-09,9.025771818826911e-08
2009,3.8765404219986976e-07,4.291373478793048e-09,1.1777435560134109e-07
2010,4.138042708490275e-07,0.0,1.0864723964942868e-07
2011,3.8430918758436405e-07,7.64794394481072e-10,1.8087387487764062e-07
2012,3.577869631676833e-07,2.382976926895708e-09,1.9948920726431396e-07
2013,3.168445954493393e-07,1.3945625210176615e-09,1.7292575243965658e-07
2014,3.0532776129632566e-07,1.7323561474213989e-09,2.1632797986281815e-07
2015,3.1342375672593903e-07,1.1082876977264178e-09,1.3277286559087997e-07
2016,3.044869969492936e-07,2.0713400716854125e-09,1.6653573342573225e-07
2017,3.041373997092478e-07,1.7609279590047322e-09,1.9747549018234167e-07
2018,2.808635861661912e-07,1.8070266949443692e-09,2.0290329000305363e-07
2019,2.831596424002214e-07,5.1019755087367e-10,2.071402041003978e-07
