year,mêmes_ADJ airs_NOUN,mêmes_ADJ mères_NOUN
1858,1.8106600663259087e-08,4.893676019968041e-10
1859,3.971895168319861e-08,4.582956236731661e-09
1860,2.746310379109218e-08,2.746310290291376e-09
1861,1.744906619194353e-08,4.715963730639317e-10
1862,1.9879140111811466e-08,1.3553959066214816e-09
1863,3.346395871517416e-08,1.9978483312144135e-09
1864,2.3973639073915365e-08,9.109982990196386e-09
1865,4.047886292823932e-08,6.589581991178761e-09
1866,2.4814625021463144e-08,1.4596839292835284e-09
1867,1.747012134956094e-08,1.455843445796745e-09
1868,3.359114231216154e-08,2.4699371437009177e-09
1869,1.8069020057964735e-08,1.953407657850903e-09
1870,2.752343419842873e-08,0.0
1871,4.991953161948004e-08,2.1242354542039266e-09
1872,3.084143074261192e-08,2.4189357183956872e-09
1873,2.8134220286801792e-08,2.3944017879529156e-09
1874,2.8080663128093875e-08,2.9873046258899194e-09
1875,1.716458086775674e-08,1.1443054281912168e-09
1876,2.5997863417615008e-08,1.3905833817773328e-08
1877,2.8450154232473324e-08,1.8554447978047506e-09
1878,1.8117265909722846e-08,1.8117265465633636e-09
1879,2.6270098985037293e-08,1.221865053580018e-09
1880,1.9895322722618403e-08,6.417846254436199e-10
1881,2.1614773970668466e-08,6.972507571312292e-10
1882,3.5939081044489285e-08,2.6621540527571597e-09
1883,2.0853818227806187e-08,5.687405213450347e-09
1884,2.442627788923346e-08,1.3203393933736152e-08
1885,2.7716232864349877e-08,4.511945039809007e-09
1886,4.130216879616455e-08,5.1627709884982664e-09
1887,1.566941953967671e-08,1.9586774424595887e-09
1888,1.9655905347804037e-08,1.9021844099853524e-09
1889,2.8193115397812107e-08,0.0
1890,2.1629475099871343e-08,2.6217545912032847e-09
1891,1.9122660788184476e-08,3.824531802365527e-09
1892,5.014809900671935e-09,6.268512375839919e-10
1893,1.3548516086814288e-08,6.158416554491453e-10
1894,1.5753848003896564e-08,6.301539290376468e-10
1895,1.5046536461227333e-08,7.22233739480771e-09
1896,2.240870955461105e-08,2.94851448812139e-09
1897,2.3889525024856084e-08,5.826713556089658e-10
1898,1.6975064909274806e-08,2.26334195829736e-09
1899,1.9899282222013426e-08,2.2110313580014918e-09
1900,1.5054054003371675e-08,1.038210628578895e-09
1901,1.2295225282343836e-08,2.235495566438317e-09
1902,1.5712908307818907e-08,2.9461704187383475e-09
1903,2.052083658554693e-08,4.320176216765503e-09
1904,3.439760121182189e-08,1.6123875568041512e-09
1905,2.4255568220610257e-08,2.580379465655369e-09
1906,1.2346042410626978e-08,2.0576738091193647e-09
1907,1.697138252154673e-08,7.199980611716228e-09
1908,1.4734167663732478e-08,4.911389073214423e-09
1909,1.5402754627302784e-08,2.7504918342913243e-09
1910,1.60324518105881e-08,4.809735609789811e-09
1911,6.916486494645824e-09,2.6601870706244313e-09
1912,1.927485904218429e-08,3.646594803896619e-09
1913,6.363587878865928e-09,5.30298971401777e-10
1914,2.0090231700464756e-08,6.696743715117748e-10
1915,2.0027295377644805e-08,7.068456930880984e-09
1916,1.538244731591476e-08,0.0
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,1.722956355365568e-08,0.0
1919,3.222746869369075e-08,1.8415696745321952e-09
1920,2.1959472462640406e-08,0.0
1921,2.0446417892117097e-08,2.27182422873895e-09
1922,4.131644004701229e-08,7.377935484775833e-10
1923,2.441668023323018e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,2.8979959765251806e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,2.170947865920425e-08,6.8556245125250825e-09
1929,1.2254447234738564e-08,2.2280812750352652e-09
1930,3.2561171536826805e-08,2.100720708497761e-09
1931,2.737285598186645e-08,1.1405356659111021e-09
1932,3.1782654730250215e-08,0.0
1933,2.523545639121494e-08,5.735331320977366e-09
1934,3.2350264689284813e-08,2.3963160344919743e-09
1935,3.111753699158726e-08,3.590485242455088e-09
1936,2.182448710641438e-08,0.0
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,2.9819993585533666e-08,3.8895642262559704e-09
1939,1.070583532936098e-08,7.647025235257843e-09
1940,1.0143131667916805e-08,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,1.8205270180260413e-08
1943,8.709705845433291e-09,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.5313215584455975e-08,5.568441707737293e-09
1947,1.3112957830685446e-08,3.5762612871081956e-09
1948,1.6307831529616124e-08,2.174377566888097e-09
1949,2.5524220959027843e-08,4.908504269707237e-09
1950,1.701657836861159e-08,9.571825554388624e-09
1951,3.4116485636559446e-08,5.330700769690111e-09
1952,1.0544804140977249e-08,4.2179215675730575e-09
1953,2.3702419582605216e-08,6.464296653518886e-09
1954,1.7590565448699635e-08,5.863521668203475e-09
1955,4.129667274810345e-08,1.8771215692936494e-09
1956,2.3547082506070183e-08,4.360570571293465e-09
1957,1.0602045463770082e-08,6.184526224473075e-09
1958,2.9780077070995503e-08,4.9633461784992505e-09
1959,1.6276571201956358e-08,5.425523585955716e-09
1960,1.591791587429725e-08,4.152500121534786e-09
1961,1.876002997391879e-08,1.3896318540318475e-09
1962,1.77574772664002e-08,5.7077609305622445e-09
1963,2.133797494252576e-08,6.466053470433053e-09
1964,2.981144575642247e-08,6.083968384640315e-09
1965,2.5718604135249734e-08,4.924839203113152e-09
1966,1.5509408868297214e-08,7.200797402795445e-09
1967,2.3172576746333107e-08,4.930335584241163e-10
1968,2.380450325745187e-08,1.7965663401398047e-09
1969,2.4071315607443466e-08,5.450109252791435e-09
1970,1.4256047897731605e-08,3.6789800095249348e-09
1971,2.8775026805760717e-08,3.0830383801472294e-09
1972,1.846852804021637e-08,2.0520587451500205e-09
1973,2.0950174928202614e-08,1.102640756478479e-09
1974,5.06301445213353e-09,2.812785782069227e-09
1975,1.770558810676448e-08,1.7134440533084216e-09
1976,1.2569759455516305e-08,7.427584769459372e-09
1977,1.3516598507123945e-08,4.7014254711541525e-09
1978,1.9603952239322098e-08,8.316828115084718e-09
1979,1.404473604083023e-08,1.7555920051037788e-09
1980,1.6486936260662333e-08,1.7055452605774235e-09
1981,1.9609203150139365e-08,8.223214109648325e-09
1982,1.4277254933858785e-08,1.0552754226011984e-08
1983,9.47297440490047e-09,5.052252838311233e-09
1984,1.275781880138993e-08,2.8995041922996734e-09
1985,1.2632671797518924e-08,6.015557829641693e-09
1986,2.038125046510686e-08,3.5966913891627428e-09
1987,2.199894133525504e-08,2.4443267410134695e-09
1988,5.396898483667201e-09,1.798966087207532e-09
1989,1.4269117443177493e-08,3.2928733073589456e-09
1990,1.4166492867673242e-08,4.358920779878872e-09
1991,1.4067516929117119e-08,1.2895223555631219e-08
1992,1.4876849085965205e-08,9.91789939064347e-09
1993,2.1048988330107932e-08,3.323524566667402e-09
1994,1.635227242502424e-08,2.637463358823311e-09
1995,1.843633334885908e-08,5.964695848348356e-09
1996,1.2277611816102763e-08,6.4057106285986265e-09
1997,1.8700088588730068e-08,8.630809844589749e-09
1998,1.144351013948608e-08,3.337690568372409e-09
1999,1.3253583119876566e-08,8.226361730701015e-09
2000,1.7230322058026104e-08,3.97622823555821e-09
2001,1.9277331730904734e-08,4.381211837767296e-09
2002,1.1829298429688606e-08,7.448076377869484e-09
2003,1.583430631058036e-08,1.12506919336397e-08
2004,1.3214373595360485e-08,7.928623979580607e-09
2005,1.6663873836364473e-08,7.205999352777326e-09
2006,1.4412615101377924e-08,5.353256948836815e-09
2007,1.5179022483380322e-08,1.3181781888249589e-08
2008,1.4901038625225738e-08,9.366367237362283e-09
2009,1.8119131084404216e-08,2.384096253749135e-09
2010,1.369900015646408e-08,6.140930874920514e-09
2011,1.3766299211681599e-08,6.883149605840799e-09
2012,1.3617010630184723e-08,6.468080293586809e-09
2013,1.7292574483462886e-08,7.530637446961919e-09
2014,2.7284610126798725e-08,7.145969149746634e-09
2015,1.9727520950141297e-08,4.654808538617772e-09
2016,2.6720286427917017e-08,7.042556315894899e-09
2017,1.282961736848165e-08,5.534345121072093e-09
2018,1.884470712809616e-08,4.64663996169179e-09
2019,1.811201322254874e-08,7.1427654901867754e-09
