year,seuls_ADJ arbres_NOUN,seuls_ADJ marbres_NOUN
1800,6.60274537267469e-08,0.0
1801,1.904946067554647e-08,0.0
1802,2.4616241489638924e-08,0.0
1803,1.4042441875972145e-07,0.0
1804,1.1864884186252311e-07,0.0
1805,1.2224374756897305e-07,0.0
1806,1.4408345627714425e-08,0.0
1807,7.971474502710407e-08,0.0
1808,7.024829073998262e-08,9.064295980465431e-09
1809,6.09938268780752e-08,0.0
1810,4.680253340438867e-08,2.3401267590372754e-09
1811,4.763445815569867e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,7.764502640839055e-08,0.0
1814,6.293354459785405e-08,0.0
1815,4.8550024445148665e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,5.60474440192138e-08,0.0
1818,5.364529798157491e-08,0.0
1819,1.6561680027393777e-08,0.0
1820,5.102586797534059e-08,0.0
1821,7.297501269931672e-08,0.0
1822,1.804610860745015e-08,1.0025615893027862e-08
1823,3.261286707356703e-08,0.0
1824,2.3579115548955087e-08,0.0
1825,3.434122675116669e-08,0.0
1826,2.6423952803611428e-08,0.0
1827,3.871254605769536e-08,0.0
1828,2.109629271274116e-08,0.0
1829,2.743416338546467e-08,0.0
1830,2.5048406016026092e-08,0.0
1831,1.7150327380477393e-08,0.0
1832,4.329590197471589e-08,0.0
1833,7.761030929032131e-08,0.0
1834,5.974099792638299e-08,0.0
1835,6.201732105637348e-08,0.0
1836,4.5029025841358816e-08,0.0
1837,3.5485243188304594e-08,0.0
1838,4.670999942391063e-08,0.0
1839,5.8029243632518046e-08,0.0
1840,6.17859825524647e-08,4.458782232319436e-09
1841,5.6500827128047604e-08,0.0
1842,5.2995293486901573e-08,0.0
1843,4.252975926988256e-08,0.0
1844,3.732221642849254e-08,0.0
1845,4.296775557577348e-08,0.0
1846,4.859236213405893e-08,0.0
1847,1.77976389181822e-08,2.1572894581822766e-09
1848,3.620349886546137e-08,0.0
1849,6.535943697372204e-08,0.0
1850,4.277067588986938e-08,0.0
1851,3.031236062156495e-08,0.0
1852,3.6459056218518526e-08,0.0
1853,3.642878354526147e-08,0.0
1854,1.8704392701351935e-08,0.0
1855,2.5473298137512757e-08,1.0613874223963649e-09
1856,4.34883880018333e-08,0.0
1857,2.245494101771328e-08,0.0
1858,2.300027723833864e-08,0.0
1859,3.106225676674512e-08,0.0
1860,3.570203332969868e-08,0.0
1861,2.9238975685075275e-08,0.0
1862,1.0843167252971853e-08,9.035972525772706e-10
1863,3.1965573299430616e-08,0.0
1864,3.787835112234461e-08,0.0
1865,2.6358328852893465e-08,0.0
1866,3.113992264047738e-08,0.0
1867,6.308654931785895e-09,0.0
1868,2.0253484223076157e-08,0.0
1869,3.662639258550371e-08,3.906815315701806e-09
1870,2.0069171213776826e-08,0.0
1871,5.098165090089424e-08,0.0
1872,1.5118347462816928e-08,0.0
1873,3.412022664406322e-08,0.0
1874,1.0754296120296658e-08,0.0
1875,1.716458086775674e-08,0.0
1876,2.5997863417615008e-08,1.1487427897804992e-08
1877,2.5976227391311113e-08,0.0
1878,2.0532901601200138e-08,1.2078177569208037e-08
1879,1.8938909107646396e-08,7.94212251520321e-09
1880,3.273101611966922e-08,3.8507077526617195e-09
1881,2.9284532132578533e-08,0.0
1882,2.1962771157291172e-08,0.0
1883,5.181857787306399e-08,0.0
1884,2.5746619058963915e-08,0.0
1885,1.4824961702686323e-08,0.0
1886,3.355801325710672e-08,0.0
1887,3.133883907935342e-08,0.0
1888,3.804368731152863e-08,6.340614699951175e-10
1889,1.8168895721260014e-08,0.0
1890,2.5562107097698572e-08,6.554386478008212e-10
1891,2.4859458491732767e-08,0.0
1892,3.447681962143179e-08,5.641661360300532e-09
1893,1.847524977449666e-08,0.0
1894,2.3945849747519787e-08,0.0
1895,3.310238128051424e-08,0.0
1896,3.4792471126365854e-08,0.0
1897,3.1464253424928756e-08,0.0
1898,1.9804241802034994e-08,0.0
1899,2.2110313580014918e-08,0.0
1900,2.6474371139784125e-08,0.0
1901,2.5708198236884527e-08,0.0
1902,1.9641134940684424e-08,1.4730852093691738e-09
1903,1.8900770726304472e-08,2.7001101354784396e-09
1904,5.535864033845428e-08,0.0
1905,1.8062657147766004e-08,2.0643036169332163e-09
1906,2.0576738535282857e-08,0.0
1907,1.0285686968813934e-08,0.0
1908,2.0627833663411366e-08,4.911389073214423e-10
1909,2.7504917454734823e-08,1.1001967115120692e-09
1910,1.1222716089775986e-08,0.0
1911,1.9685383989553884e-08,0.0
1912,2.031674206648404e-08,0.0
1913,1.856046338843953e-08,5.30298971401777e-10
1914,2.8126324380650658e-08,0.0
1915,1.6493066468115103e-08,1.1780761921542648e-09
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,6.57985488317081e-09,0.0
1918,2.2972752589112133e-08,0.0
1919,2.762354434082681e-08,0.0
1920,9.086678076641874e-09,0.0
1921,1.5902768879527684e-08,0.0
1922,1.475587119159627e-08,1.4755870969551665e-09
1923,1.5923921736771263e-08,0.0
1924,3.351822286390416e-08,0.0
1925,2.1996356736053713e-08,1.0998177923937646e-09
1926,2.6750733184144337e-08,0.0
1927,2.5643217327342427e-08,5.574612327308159e-09
1928,3.5420729460611255e-08,0.0
1929,1.893869061575515e-08,1.1140406375176326e-09
1930,1.2604324695075775e-08,0.0
1931,2.5091784650044247e-08,1.1405356659111021e-09
1932,6.575722188983946e-09,0.0
1933,2.867665571670841e-08,0.0
1934,2.516131836216573e-08,4.7926320689839486e-09
1935,1.555876849579363e-08,1.196828414151696e-09
1936,1.8187071404440758e-08,4.849885826274658e-09
1937,2.2664012888640173e-08,0.0
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,5.325144059042941e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,2.178504132643866e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,2.5033829231801974e-08,0.0
1948,3.261566305923225e-08,0.0
1949,2.0615717133409817e-08,2.945102384188658e-09
1950,1.701657836861159e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,2.1089608281954497e-08,0.0
1953,9.69644453618912e-09,0.0
1954,2.052232517257835e-08,0.0
1955,3.660387193349379e-08,0.0
1956,3.0523995775411095e-08,0.0
1957,2.03205861026845e-08,0.0
