year,trois_DET ondes_NOUN,trois_DET mondes_NOUN
1921,6.058198054326169e-09,1.5145495302348877e-08
1922,1.4755870636484758e-08,2.877394766898078e-08
1923,8.492758496458919e-09,2.3355084977083607e-08
1924,1.5469948877466777e-08,2.1915761649893284e-08
1925,1.9796720707176974e-08,3.959344119230934e-08
1926,1.3375366592072169e-08,3.1209187678626904e-08
1927,1.3379070296082318e-08,5.797596835943608e-08
1928,2.8565102283550914e-08,2.399468668201621e-08
1929,1.6710609340719884e-08,3.7877380121287274e-08
1930,3.046045193855207e-08,2.941009036305786e-08
1931,1.0264820993199919e-08,2.737285687004487e-08
1932,2.520693342944469e-08,2.8494796078248896e-08
1933,2.0647192178202545e-08,2.7529590163055673e-08
1934,4.912448048344231e-08,3.474658250013363e-08
1935,2.154291145473053e-08,3.351119381989065e-08
1936,4.001155806676593e-08,3.031178508194898e-08
1937,3.399601833375954e-08,2.7700460591972842e-08
1938,2.9819993585533666e-08,4.408172937786503e-08
1939,2.141167065872196e-08,1.6823455517567254e-08
1940,3.550096039361961e-08,1.2678914806940611e-08
1941,8.854508237732261e-09,4.427253985639368e-08
1942,0.0,3.034211704111556e-08
1943,1.7419411690866582e-08,2.3225881884414434e-08
1944,1.6065930807940276e-08,4.819779420017767e-08
1945,1.9606536838523425e-08,8.278315100085365e-08
1946,4.454753455007676e-08,5.568441885372977e-08
1947,1.907339353124371e-08,3.457052599742383e-08
1948,3.044128504825494e-08,4.8923495921116e-08
1949,2.6505922789965553e-08,5.104844436054634e-08
1950,2.1270722072586068e-08,4.785912466331865e-08
1951,5.330700769690111e-09,5.010858927789741e-08
1952,1.8980646387944944e-08,5.0615057700653665e-08
1953,1.6160740301529586e-08,5.171437267303958e-08
1954,3.127211556375187e-08,6.254423179363755e-08
1955,1.407841132561316e-08,2.9095384768140775e-08
1956,3.0523995775411095e-08,2.8779767902165077e-08
1957,2.208759364297208e-08,5.9194753987412696e-08
1958,4.2188442794799386e-08,2.5643954515430778e-08
1959,2.0151944668533872e-08,4.0303887560710905e-08
1960,2.4914999841030294e-08,4.63695845054346e-08
1961,1.8065213658324808e-08,4.724748148277058e-08
1962,2.219684702708946e-08,4.375949852475358e-08
1963,1.681173822376536e-08,6.918677142309093e-08
1964,2.494427053800763e-08,6.874884345142718e-08
1965,1.2038495811328431e-08,2.4076991622656863e-08
1966,3.1572724878969893e-08,4.431259692516676e-08
1967,1.3804939413830652e-08,5.275459036280239e-08
1968,2.380450325745187e-08,4.715986579029163e-08
1969,4.042164414297389e-08,4.22383468479115e-08
1970,3.5870053954889514e-08,4.73668693712348e-08
1971,2.466430815140086e-08,5.549469273002927e-08
1972,3.437198259348406e-08,6.00227180735935e-08
1973,2.866865994599621e-08,4.190034869067105e-08
1974,1.4063929631991101e-08,6.019361603604167e-08
1975,4.3407247574123176e-08,5.140331982289581e-08
1976,3.0853046284473606e-08,7.027638149192938e-08
1977,1.7630345183761165e-08,6.934602547747915e-08
1978,1.1881182260253809e-08,1.5801972685913768e-07
1979,3.5111838769807946e-08,1.0826150775855581e-07
1980,1.6486937204351904e-08,7.845507732362478e-08
1981,2.213942412732095e-08,8.033447718158726e-08
1982,8.069752865935698e-09,9.43540383602226e-08
1983,1.4525227243211702e-08,9.536127432152597e-08
1984,1.8556827463545034e-08,7.132780566188046e-08
1985,1.2031115659283387e-08,8.181158772657682e-08
1986,1.3187867686781374e-08,9.471287026885378e-08
1987,1.0999470501094066e-08,7.760737102957549e-08
1988,2.5785181934079304e-08,7.495692111447738e-08
1989,1.2622680900520322e-08,7.848014649258772e-08
1990,1.5801088437683575e-08,9.099247377797326e-08
1991,1.2895223555631219e-08,6.975143318488364e-08
1992,8.264915862810085e-09,9.477103901645023e-08
1993,1.0524493831987058e-08,8.973515730481552e-08
1994,1.582477948680605e-08,8.492631881074075e-08
1995,7.591431483433553e-09,8.079451463416376e-08
1996,4.80428297144897e-09,8.380804916718887e-08
1997,3.835915474148521e-09,9.9254317209585e-08
1998,2.86087753487152e-09,9.726983318802951e-08
1999,8.226361813967742e-09,9.917336663001208e-08
2000,5.301637906462986e-09,8.924423744449683e-08
2001,3.94309060403053e-09,9.112920762444077e-08
2002,1.4019908511908596e-08,1.1128302940255352e-07
2003,6.667076668520622e-09,9.333907025066424e-08
2004,7.488145131739898e-09,9.866732059160555e-08
2005,1.1709749059285457e-08,8.422011710251809e-08
2006,1.2353670086895363e-08,9.759399022257753e-08
2007,4.793375391054511e-09,1.0345701967340304e-07
2008,5.108927586539025e-09,7.791114725597126e-08
2009,4.291373478793048e-09,8.439700538431794e-08
2010,5.196172381261022e-09,8.739017381964587e-08
2011,6.118355155848576e-09,7.992101441756105e-08
2012,1.1234034036355922e-08,1.1438289282406089e-07
2013,7.530637446961919e-09,7.64220284832362e-08
2014,4.114345752981308e-09,1.0589027055196709e-07
2015,3.9898357534484674e-09,7.824511386034239e-08
2016,5.592618201877286e-09,7.249690237021156e-08
2017,6.28902854793445e-09,6.439964966853395e-08
2018,7.744400343234759e-09,7.202292240382491e-08
2019,3.061185249730869e-09,5.867271857251666e-08
