year,véritables_ADJ auteurs_NOUN,véritables_ADJ moteurs_NOUN
1898,9.336285700101143e-08,1.1882545614128048e-08
1899,1.0502398595235718e-07,2.7637891975018647e-09
1900,9.60344834766147e-08,4.15284251431558e-09
1901,1.1959900803049095e-07,5.58873880507349e-09
1902,9.084025265337914e-08,8.838511256215043e-09
1903,1.0800440719549442e-07,8.640352433531007e-09
1904,9.56683265940228e-08,1.9348650681649815e-08
1905,9.702227288244103e-08,6.708986699521802e-09
1906,1.2860461140462576e-07,4.115347618238729e-09
1907,9.565688685597706e-08,2.5714217422034835e-09
1908,1.1639992436585089e-07,7.858222517143076e-09
1909,1.3477409765982884e-07,3.300590023513905e-09
1910,7.80245983378336e-08,2.67207544979442e-09
1911,8.140172269577306e-08,1.5961122423746588e-09
1912,9.793711797101423e-08,2.6047106693738442e-09
1913,1.0552949447628635e-07,2.6514948014977335e-09
1914,1.0781757708855366e-07,5.357394972094198e-09
1915,1.0249262771822032e-07,0.0
1916,1.0657838345196069e-07,0.0
1917,1.1734073979141613e-07,1.7546279096336548e-08
1918,7.006689628497043e-08,1.4932290071101306e-08
1919,6.537572261322566e-08,4.603924352863942e-09
1920,1.1206903138827329e-07,6.057785384427916e-09
1921,8.178567156846839e-08,9.844571380313027e-09
1922,8.92730227519678e-08,2.2133805899215986e-09
1923,9.872831441271046e-08,4.246379248229459e-09
1924,6.316896161706609e-08,0.0
1925,7.91868828287079e-08,0.0
1926,8.916910587686289e-08,4.458455382660986e-09
1927,7.024011949852138e-08,1.0034302277972529e-08
1928,5.5987602110008083e-08,1.4853853258500749e-08
1929,4.233354289340241e-08,3.342121912552898e-09
1930,7.982738736700412e-08,6.302162347537887e-09
1931,7.413481739604322e-08,6.843213995466613e-09
1932,5.8085543486186e-08,3.287861094491973e-09
1933,6.079451253526713e-08,2.064719240024715e-08
1934,5.870974462141021e-08,3.5944740517379614e-09
1935,6.941604624444153e-08,2.393656828303392e-09
1936,6.30485175179274e-08,8.487299751891442e-09
1937,3.903246792447135e-08,5.0364472592434595e-09
1938,4.019216603978748e-08,7.779128452511941e-09
1939,6.270560959364957e-08,0.0
1940,6.339457314652464e-08,2.5357829169792012e-09
1941,7.083606590185809e-08,1.1806010391524069e-08
1942,4.247896612241675e-08,0.0
1943,1.1322617154974068e-07,0.0
1944,8.032965581605822e-08,3.2131861615880553e-09
1945,7.62476446425353e-08,6.535512131478072e-09
1946,5.290019799986112e-08,2.7842208538686464e-09
1947,6.198852986472048e-08,1.3112957830685446e-08
1948,5.109787437618252e-08,4.348755133776194e-09
1949,7.264586088240321e-08,8.835307596655184e-09
1950,7.551106762093696e-08,2.1270722960764488e-09
1951,9.915103760249622e-08,2.1322803522849654e-09
1952,4.5342655852209646e-08,4.2179215675730575e-09
1953,5.710128547775639e-08,3.232148326759443e-09
1954,5.863521579385633e-08,2.9317608341017376e-09
1955,5.162084448784299e-08,3.754243138587299e-09
1956,5.843164885277474e-08,3.488456634670456e-09
1957,6.007825703591152e-08,4.417518795207798e-09
1958,4.9633460008635666e-08,9.099467845885556e-09
1959,5.8905683886223414e-08,6.200598257066758e-09
1960,5.329041741219953e-08,4.152500121534786e-09
1961,6.600751589758147e-08,5.55852741612739e-09
1962,5.580921680348183e-08,3.805173953708163e-09
1963,5.496145405459174e-08,4.526237162849611e-09
1964,6.266487417860844e-08,1.4601523545820783e-08
1965,7.168376470190196e-08,4.924839203113152e-09
1966,5.4836839069594134e-08,1.163205709531212e-08
1967,8.726694034066895e-08,9.860671390526932e-09
1968,6.647295691664112e-08,1.122853987567396e-08
1969,8.402251694406004e-08,5.904285060864822e-09
1970,6.760125614846402e-08,9.657322941336588e-09
1971,5.241165368374823e-08,1.644287195290417e-08
1972,6.156176368676824e-08,8.208234980600082e-09
1973,6.064524171733865e-08,5.513203671370093e-09
1974,5.344293185771676e-08,5.06301445213353e-09
1975,4.683413834527528e-08,5.711480177694739e-09
1976,4.056603941648973e-08,1.1427053969725876e-08
1977,3.996211717094411e-08,1.2928920156696222e-08
1978,6.356432891152508e-08,6.534650598410963e-09
1979,6.027532606367458e-08,6.437170796402825e-09
1980,5.1166356485055076e-08,1.5349906234973787e-08
1981,4.680906684484398e-08,1.2018544381930951e-08
1982,4.717701784784367e-08,1.4898005495922462e-08
1983,6.820541642582612e-08,1.326216381158929e-08
1984,5.3930779841948606e-08,9.858314165001048e-09
1985,5.233535560478231e-08,1.3234227935754461e-08
1986,5.6947612847579876e-08,1.2588419195935785e-08
1987,5.988600548789691e-08,1.2832715334809564e-08
1988,5.217001941559829e-08,1.8589316752581908e-08
1989,6.091815407671675e-08,1.8659616074501173e-08
1990,6.048002632041971e-08,1.0352437129768077e-08
1991,5.2167038688821776e-08,1.4653663171770859e-08
1992,7.107828281505135e-08,1.2121876835635703e-08
1993,7.256361556073898e-08,1.550978012687665e-08
1994,4.9056819051429557e-08,2.320967773528082e-08
1995,7.3203082706641e-08,1.7894087989134277e-08
1996,6.138805730415697e-08,1.4946657245218375e-08
1997,5.897720356529135e-08,2.157702461147437e-08
1998,6.00784275661681e-08,3.433052953027982e-08
1999,5.4385392189715276e-08,2.6507166239753133e-08
2000,6.141063835229943e-08,2.385736941334926e-08
2001,5.3888904005816585e-08,2.015357480900093e-08
2002,6.615644565499679e-08,1.8839251936242363e-08
2003,5.0419767916309866e-08,3.708561280291178e-08
2004,5.329797403419434e-08,2.642874719072097e-08
2005,6.170137112349039e-08,2.38698731891418e-08
2006,5.229720301258567e-08,1.93540827808647e-08
2007,5.7121056329378916e-08,2.915970043204652e-08
2008,5.151501980549256e-08,2.171294255504108e-08
2009,4.291373301157364e-08,2.145686650578682e-08
2010,4.440365586333428e-08,2.3618964561933353e-08
2011,3.8622115283715175e-08,2.2943831723409858e-08
2012,5.446804252073889e-08,2.3148919225945974e-08
2013,4.54627375745531e-08,2.091843853690989e-08
2014,4.2659269894329555e-08,1.3209215943277286e-08
2015,4.43315073539452e-08,1.9505863591007255e-08
2016,5.468337604952467e-08,1.5120782848043746e-08
2017,3.471543763566842e-08,1.3081178806828575e-08
2018,3.639868140226099e-08,1.3939920329164579e-08
2019,3.239754420292229e-08,1.4795729086358733e-08
