year,plusieurs_DET oies_NOUN,plusieurs_DET mois_NOUN
1895,1.8055843487019274e-09,6.333388199664114e-06
1896,1.179405795248556e-09,6.099297252148972e-06
1897,0.0,6.336551038543803e-06
1898,5.6583548957434e-10,6.298315028629986e-06
1899,0.0,6.172646671132043e-06
1900,1.038210628578895e-09,5.750648519153856e-06
1901,0.0,5.896678587191673e-06
1902,6.874397495693074e-09,5.512284765529785e-06
1903,0.0,5.860318843531331e-06
1904,0.0,6.378604965107115e-06
1905,5.160759042333041e-10,6.146980069843266e-06
1906,0.0,6.1097478365468305e-06
1907,0.0,5.954384199924334e-06
1908,0.0,6.173616192484133e-06
1909,1.1001967115120692e-09,6.3365828637529376e-06
1910,0.0,6.1569962142016266e-06
1911,1.0640748282497725e-09,6.120558573741164e-06
1912,2.0837684910901544e-09,6.211714037362981e-06
1913,1.590896969716482e-09,6.37101173595056e-06
1914,0.0,6.242704643000252e-06
1915,0.0,7.98499998211355e-06
1916,2.197492410260793e-09,8.827327448557298e-06
1917,0.0,7.751068693551133e-06
1918,0.0,7.413307216097564e-06
1919,0.0,6.7944714530199235e-06
1920,7.572231730534895e-10,6.524992173240207e-06
1921,0.0,6.745046235323571e-06
1922,1.4755870969551665e-09,6.556033504523384e-06
1923,0.0,5.435365615369392e-06
1924,0.0,5.906942334377163e-06
1925,0.0,5.738849317538097e-06
1926,0.0,5.722427317778056e-06
1927,1.1149224876660924e-09,5.653771978586519e-06
1928,1.1426041224282812e-09,5.8889816756391156e-06
1929,0.0,5.832002678118897e-06
1930,0.0,5.834751675592997e-06
1931,0.0,5.805326345864614e-06
1932,0.0,5.999250543453627e-06
1933,4.588264879146209e-09,5.978508923476511e-06
1934,3.5944740517379614e-09,5.714015699709307e-06
1935,0.0,5.874034073372059e-06
1936,1.2124714565686645e-09,5.926560540103765e-06
1937,0.0,5.71762678447385e-06
1938,0.0,5.672281339741403e-06
1939,0.0,5.833150680700783e-06
1940,0.0,5.347965974067392e-06
1941,2.9515025978810172e-09,5.321559271465048e-06
1942,3.034211770724937e-09,5.683078818208287e-06
1943,0.0,5.6555023562054885e-06
1944,0.0,5.700192161839368e-06
1945,0.0,5.905924645333016e-06
1946,1.3921104269343232e-09,5.998603938905944e-06
1947,1.1920870957027319e-09,6.036728862568452e-06
1948,1.0871887834440486e-09,6.2741666084775716e-06
1949,0.0,5.903948718355423e-06
1950,0.0,5.525070498890727e-06
1951,4.264560704569931e-09,5.4895557255463245e-06
1952,0.0,5.571874574172853e-06
1953,0.0,5.827563171578731e-06
1954,9.772536113672459e-10,5.358281342182636e-06
1955,0.0,5.312254089062662e-06
1956,0.0,5.255359937450521e-06
1957,8.835037701437898e-10,5.3160422694986664e-06
1958,8.272243445794913e-10,5.198277847284771e-06
1959,7.750747821333448e-10,5.028685038155345e-06
1960,1.3841666701708277e-09,5.021756763312624e-06
1961,6.948159270159238e-10,5.115234955610504e-06
1962,6.341956404476434e-10,5.0887857696579886e-06
1963,0.0,5.001492411338404e-06
1964,6.083968329129164e-10,4.9310561536231035e-06
1965,1.0944086747954884e-09,5.020052441295775e-06
1966,0.0,4.845028890088088e-06
1967,4.930335584241163e-10,4.82088225339794e-06
1968,0.0,4.89205019249539e-06
1969,1.3625273131978588e-09,5.048618106684444e-06
1970,1.3796175313274261e-09,4.866370893807925e-06
1971,1.0276794970565106e-09,4.669775734100767e-06
1972,3.0780880067027283e-09,4.780783775970576e-06
1973,5.513203782392395e-10,4.86429951251921e-06
1974,5.625571675160757e-10,5.100143091851805e-06
1975,0.0,4.933576455812272e-06
1976,5.713526873840635e-10,4.956484694673691e-06
1977,0.0,4.855984741425345e-06
1978,1.7821774056514528e-09,4.695443308833092e-06
1979,1.1703946700691858e-09,4.809736992683611e-06
1980,0.0,4.679447428657113e-06
1981,6.325549528618524e-10,4.895342705424355e-06
1982,0.0,4.83936860717904e-06
1983,0.0,4.797114222299115e-06
1984,0.0,4.493071557476469e-06
1985,0.0,4.778157730811472e-06
1986,5.994485463567401e-10,4.935859408305987e-06
1987,0.0,4.759715366731143e-06
1988,1.1993107618124554e-09,4.99392983499547e-06
1989,1.0976244357863152e-09,4.891014384611481e-06
1990,1.6345953479657283e-09,5.039457057876007e-06
1991,5.861465202094962e-10,5.07954558770507e-06
1992,0.0,5.087331615527546e-06
1993,5.539207426075166e-10,5.194114926609927e-06
1994,1.5824779264761446e-09,5.242221931212043e-06
1995,5.422450821690461e-10,5.305325686322249e-06
1996,0.0,5.042895587337171e-06
1997,4.79489448146353e-10,5.10176780466054e-06
1998,0.0,5.2606768008445215e-06
1999,1.3710603763428253e-09,5.385067872509808e-06
2000,0.0,5.243319847636485e-06
2001,0.0,5.258768666749347e-06
2002,2.6287327870022636e-09,5.3266891768544156e-06
2003,8.333845835650777e-10,5.531590375085216e-06
2004,4.404791253964646e-10,5.5971683536881756e-06
2005,4.5037495954858286e-10,5.362164287703308e-06
2006,8.235779835885637e-10,5.683923461674567e-06
2007,1.1983438685803094e-09,5.727284587919712e-06
2008,8.514879357157668e-10,5.971484881683864e-06
2009,4.76819250749827e-10,5.804797424957542e-06
2010,2.3618964561933353e-09,6.232100247416383e-06
2011,1.529588788962144e-09,6.553905492978629e-06
2012,6.808505426114664e-10,6.9742927450988645e-06
2013,1.6734750252211938e-09,6.595722780389224e-06
2014,1.0827225782605865e-09,6.960173891457089e-06
2015,2.21657536769726e-09,6.557294923936752e-06
2016,2.4856081637381067e-09,6.417218401111313e-06
2017,2.0124890642847504e-09,6.646245367392112e-06
2018,1.5488800242380307e-09,7.032431511788673e-06
2019,2.806086474294034e-09,7.116745422308668e-06
