year,deux_DET égaux_NOUN,deux_DET egaux_NOUN,deux_DET mégots_NOUN
1800,9.432493897065797e-09,3.144164484325529e-09,0.0
1801,5.714838380299625e-08,2.3811825844433088e-09,0.0
1802,2.6854081625060644e-08,1.5664880947952042e-08,0.0
1803,1.5602713787643552e-08,0.0,0.0
1804,4.943701892301533e-09,0.0,0.0
1805,1.051864728651708e-07,0.0,0.0
1806,8.645007376628655e-09,0.0,0.0
1807,3.9857372513552036e-08,0.0,0.0
1808,1.8128591960930862e-08,0.0,0.0
1809,1.8072244145628247e-08,0.0,0.0
1810,4.680253340438867e-08,2.3401267590372754e-09,0.0
1811,4.011322829455821e-08,0.0,0.0
1812,1.0668832928217853e-08,0.0,0.0
1813,4.3136125782439194e-08,0.0,0.0
1814,3.1466771410748606e-09,0.0,0.0
1815,2.4275012222574333e-08,0.0,0.0
1816,1.3905622608945123e-07,0.0,0.0
1817,1.5568733857662664e-08,0.0,0.0
1818,2.6226590676969863e-08,0.0,0.0
1819,1.2421260464634543e-08,5.175524897538253e-09,0.0
1820,4.390598107306687e-08,0.0,0.0
1821,3.944595405869222e-08,1.97229765852569e-09,0.0
1822,2.90742860897808e-08,0.0,0.0
1823,2.9648060007048116e-08,0.0,0.0
1824,4.378978601948802e-08,0.0,0.0
1825,2.0252519661312363e-08,0.0,0.0
1826,3.963592831723872e-08,0.0,0.0
1827,5.530363722527909e-09,0.0,0.0
1828,4.769596628761974e-08,0.0,0.0
1829,2.5719527840806222e-08,0.0,0.0
1830,3.1310506187764986e-08,0.0,0.0
1831,3.1182413096075834e-08,0.0,0.0
1832,1.488296597074168e-08,0.0,0.0
1833,3.59092489077284e-08,3.4750886612755494e-09,0.0
1834,2.8003592333902816e-08,0.0,0.0
1835,3.327758690829796e-08,0.0,0.0
1836,3.49478987970997e-08,4.704525213838906e-09,0.0
1837,4.244313345225237e-08,0.0,0.0
1838,4.102905393210676e-08,0.0,0.0
1839,2.307186797168015e-08,2.7965900706306e-09,0.0
1840,3.184844388215424e-08,0.0,0.0
1841,2.247191943638427e-08,0.0,0.0
1842,4.360372329870188e-08,0.0,0.0
1843,2.1855571574747046e-08,0.0,0.0
1844,4.281077892187568e-08,0.0,0.0
1845,2.5669049108500985e-08,0.0,0.0
1846,2.0490753982471688e-08,0.0,0.0
1847,3.55952778363644e-08,0.0,0.0
1848,4.183515400768556e-08,0.0,0.0
1849,8.379414495607307e-09,8.379414939696517e-10,0.0
1850,3.733947906425783e-08,0.0,0.0
1851,1.3543821175687754e-08,0.0,0.0
1852,1.4974254725075298e-08,0.0,0.0
1853,2.3290534612030456e-08,0.0,0.0
1854,3.273268556203135e-08,1.0391328908454511e-09,0.0
1855,4.2986190607052777e-08,5.306937111981824e-10,0.0
1856,3.31340110903966e-08,1.0354378465748937e-09,0.0
1857,3.075350651915443e-08,9.763018171682347e-10,0.0
1858,4.795802643897673e-08,9.787352039936081e-10,0.0
1859,1.2221216039165483e-08,0.0,0.0
