year,dix_DET eaux_NOUN,dix_DET mots_NOUN
1907,8.228549397415463e-09,6.685696385400064e-08
1908,6.875944702500192e-09,6.679489050753773e-08
1909,5.500983557560346e-09,4.950885301724384e-08
1910,3.2064905175488434e-09,5.611358278034828e-08
1911,1.0108711201439746e-08,8.778617699434221e-08
1912,7.814131564032323e-09,4.428007960299851e-08
1913,1.1136278676993072e-08,6.946916564221084e-08
1914,6.696743715117748e-10,8.571832266213164e-08
1915,0.0,4.712304835230441e-08
1916,2.197492410260793e-09,7.91097249930317e-08
1917,5.483212106582869e-09,7.018511816170303e-08
1918,9.189101035644853e-09,6.202643554331644e-08
1919,9.207848372660976e-10,4.419767196672808e-08
1920,7.572231730534895e-10,6.284952336343963e-08
1921,6.058197998815018e-09,6.361108184638198e-08
1922,1.2542490157585462e-08,7.009038505145782e-08
1923,5.307974060286824e-09,5.4141336747193236e-08
1924,7.734974771800296e-09,6.703644883643278e-08
1925,5.499088961968823e-09,6.378943306906137e-08
1926,1.114613823460786e-08,8.248142613354048e-08
1927,1.1149225098705529e-08,7.024011794420915e-08
1928,1.82816659588525e-08,7.198406304365079e-08
1929,2.116677211283502e-08,6.461435875237953e-08
1930,1.7856125911208665e-08,4.411513510049758e-08
1931,1.4826963656844327e-08,9.466445938244306e-08
1932,4.38381475564853e-09,3.9454333244925976e-08
1933,3.4411986593596566e-09,6.079450853846424e-08
1934,3.5944740517379614e-09,6.709684718941844e-08
1935,5.98414207075848e-09,6.343190506186147e-08
1936,4.849885826274658e-09,6.183604739362636e-08
1937,2.5182236296217297e-09,4.9105361443757545e-08
1938,1.2965214457594243e-09,5.7046944390570786e-08
1939,3.058810094103137e-09,4.7411558234955464e-08
1940,0.0,4.817987586669403e-08
1941,8.854508237732261e-09,5.9030050625352715e-08
1942,2.4273694165799498e-08,5.76500234217292e-08
1943,5.806470415592457e-09,3.774205858952939e-08
1944,3.2131861615880553e-09,4.177142187700156e-08
1945,2.178504043826024e-09,8.714015953259491e-08
1946,8.352662561605939e-09,1.4060315223218822e-07
1947,8.344609669919123e-09,6.67568782475314e-08
1948,1.0871888278529696e-08,6.08825712067329e-08
1949,3.9268033269479474e-09,3.8286334103077024e-08
1950,0.0,7.444753036267571e-08
1951,2.1322803522849654e-09,9.168805648052114e-08
1952,8.435843135146115e-09,8.646739235729228e-08
1953,1.0773827385790469e-09,5.0636989268326715e-08
1954,1.9545072227344917e-09,6.352148784749545e-08
1955,1.8771215692936494e-09,6.006789154966441e-08
1956,1.4825940475304833e-08,6.366433336069122e-08
1957,2.6505113659425206e-09,5.301022776293962e-08
1958,5.790570523078742e-09,5.21151335419745e-08
1959,4.650448914844674e-09,7.518225086933228e-08
1960,2.076250060767393e-09,5.190624868811611e-08
1961,2.779263708063695e-09,7.5040121672032e-08
1962,0.0,8.244543625579581e-08
1963,1.0345685086399214e-08,6.789356232772548e-08
1964,4.867174552281028e-09,6.935723773082714e-08
1965,4.924839036579698e-09,4.81539821350907e-08
1966,6.092982340888398e-09,6.646890038375375e-08
1967,6.902469928959931e-09,7.001076651746985e-08
1968,7.63540675130514e-09,6.961694509755034e-08
1969,7.720988071113766e-09,1.3216514749281316e-07
1970,2.2993624781975086e-09,9.519360455456649e-08
1971,9.762955333059153e-09,6.217461123725343e-08
1972,9.747278983951446e-09,4.976242562459987e-08
1973,3.859242758696979e-09,7.828749515326194e-08
1974,9.56347201430674e-09,3.544109988817823e-08
1975,9.138368284311582e-09,3.940921455836133e-08
1976,9.712995630017929e-09,6.170608890521123e-08
1977,9.40285116435291e-09,6.346924230626882e-08
1978,1.425741957827853e-08,4.93069070017782e-08
1979,1.1703946478647254e-08,4.7400983138601305e-08
1980,1.0233271230397634e-08,6.765329296776201e-08
1981,1.9609203594228575e-08,4.6809066067687866e-08
1982,4.966001831974154e-09,8.380128213580917e-08
1983,5.052252616266628e-09,5.9363969739933964e-08
1984,2.3196033982486597e-09,5.103127370675864e-08
1985,2.045289804186723e-08,5.293691107688403e-08
1986,6.593933954412989e-09,5.8146509940293356e-08
1987,1.1610551853280526e-08,5.8052761264804076e-08
1988,7.195864570874733e-09,8.09534765888742e-08
1989,3.841685636274406e-09,5.6527657221749905e-08
1990,3.8140557934163155e-09,5.230704913650186e-08
1991,8.206051171910644e-09,6.095923615889731e-08
1992,7.713921945651236e-09,4.683452659026699e-08
1993,6.64704896680135e-09,5.0960707043135045e-08
1994,4.747434001473039e-09,7.121150913391716e-08
1995,3.79571546416102e-09,5.9104713123758756e-08
1996,5.871901187504136e-09,7.473329244334082e-08
1997,8.630810177656656e-09,4.7469456365689666e-08
1998,3.814503268806391e-09,6.389293227826442e-08
1999,6.8553016596695215e-09,6.809599706336655e-08
2000,4.859834423776022e-09,7.157211001640462e-08
2001,1.007678718245586e-08,7.228999443498196e-08
2002,2.190610748353805e-09,6.747081204849792e-08
2003,9.16723019717125e-09,6.41706137116671e-08
2004,5.285749615779878e-09,6.51909122240113e-08
2005,5.854874474131577e-09,6.530436813534379e-08
2006,5.765045940631097e-09,5.682688009045478e-08
2007,3.994479552682506e-09,7.309897753771111e-08
2008,3.831695793987677e-09,7.450519756702079e-08
2009,1.907277002999308e-09,6.484741810197647e-08
2010,8.975206911010503e-09,7.935972168304772e-08
2011,2.6767803529281764e-09,1.0974799891094733e-07
2012,2.042551627834399e-09,1.1880842265554747e-07
2013,3.0680376017500066e-09,1.1240173769522244e-07
2014,2.815078753437561e-09,1.236469189258571e-07
2015,1.9949178142741886e-09,1.0506567083012897e-07
2016,1.0356699942093428e-09,1.0066712441414438e-07
2017,1.0062445321423752e-09,1.1521500020705844e-07
2018,1.0325866828253538e-09,1.122938027009468e-07
2019,5.1019755087367e-10,1.010191121864068e-07
