year,moins_ADV uni_VERB,moins_ADV muni_VERB
1865,1.5061901947888146e-08,6.118897832863013e-09
1866,8.271541673821048e-09,7.784980660119345e-09
1867,1.2132028714972876e-08,3.396968040192405e-09
1868,2.4699369660652337e-08,1.975949626142892e-09
1869,2.3440891894210836e-08,0.0
1870,8.027668307875047e-09,5.734048791339319e-10
1871,7.434824311758348e-09,7.434824311758348e-09
1872,6.652073114565837e-09,3.0236697590169115e-09
1873,9.577607151811662e-09,2.3944017879529156e-09
1874,2.3898436563030145e-09,4.182226565063729e-09
1875,2.5174719198162165e-08,2.8607636259891933e-09
1876,1.6928840551599933e-08,1.209202959984168e-09
1877,3.0924081073635534e-09,1.2369631985365004e-09
1878,6.6429977074733415e-09,3.0195443923020093e-09
1879,1.5273313280772527e-08,6.10932526790009e-10
1880,5.134277003548959e-09,0.0
1881,1.4642266066289267e-08,1.3945015142624584e-09
1882,1.9300616216355593e-08,3.3276925659464496e-09
1883,1.2006744043446815e-08,1.8958017378167824e-09
1884,6.601696966868076e-09,3.300848483434038e-09
1885,1.2891271161663553e-08,6.445635580831777e-09
1886,5.808117542471791e-09,2.5813855497602844e-09
1887,1.1752064210668323e-08,0.0
1888,1.8387781963724592e-08,6.340614699951175e-10
1889,1.4409814674820609e-08,6.265136853755848e-09
1890,7.209825181320184e-09,0.0
1891,3.824531802365527e-09,1.9122659011827636e-09
1892,6.268512375839919e-09,1.8805537127519756e-09
1893,1.9091091374434654e-08,3.079208221734575e-09
1894,5.671385139294216e-09,3.150769645188234e-09
1895,1.6852119699706236e-08,6.018614495673091e-10
1896,8.845543852942228e-09,4.717623180994224e-09
1897,2.505486840220783e-08,0.0
1898,1.0185038590293516e-08,4.52668391659472e-09
1899,1.5477219506010442e-08,2.7637891975018647e-09
1900,1.142031713641245e-08,4.15284251431558e-09
1901,1.0059729937950124e-08,5.588738916095792e-10
1902,3.928227076954727e-09,9.820567692386817e-10
1903,9.1803746826713e-09,3.7801539676252105e-09
1904,1.7736262236667244e-08,5.912087708281888e-09
1905,7.741138396966107e-09,5.676835002077496e-09
1906,7.716276506641861e-09,1.5432553013283723e-09
1907,9.771402353919711e-09,5.142843484406967e-09
1908,6.384805573134145e-09,5.40252820258047e-09
1909,7.151278680339601e-09,5.500983557560346e-10
1910,7.481810726517324e-09,0.0
1911,8.51259862599818e-09,2.6601871816467337e-09
1912,7.814131564032323e-09,2.0837684910901544e-09
1913,1.484837142129436e-08,7.42418571064718e-09
1914,8.705766774141921e-09,4.018046340092951e-09
1915,5.890381071793627e-09,5.890381071793627e-09
1916,3.2962386153911893e-09,0.0
1917,1.4256351654751143e-08,1.0966424435210342e-09
1918,1.1486376294556067e-08,1.1486376294556067e-09
1919,1.1970202606903513e-08,0.0
1920,2.2716695191604686e-09,1.514446346106979e-09
1921,1.060184651180407e-08,3.0290989716519334e-09
1922,1.1066902949607993e-08,1.4755870969551665e-09
1923,1.0615948120573648e-08,2.1231896241147297e-09
1924,1.0313299547703991e-08,2.578324886925998e-09
1925,1.0998178368026856e-08,4.399271169575059e-09
1926,5.57306911730393e-09,0.0
1927,3.3447675740205796e-09,0.0
1928,7.998228745975666e-09,2.2852082448565625e-09
1929,5.570202965543558e-09,5.570202965543558e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,1.596749932275543e-08,1.1405356659111021e-09
1932,7.6716757391182e-09,1.0959536389520963e-08
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,8.38710612072191e-09,0.0
1935,1.196828414151696e-09,3.590485242455088e-09
1936,1.4549657478823974e-08,3.6374143697059935e-09
1937,0.0,0.0
1938,6.482607339819424e-09,0.0
1939,3.058810094103137e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,1.2136847082899749e-08,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,1.522064252412747e-08,0.0
1949,4.908504269707237e-09,9.817008317369869e-10
1950,5.317680518146517e-09,0.0
1951,3.1984206394497505e-09,7.462981344019681e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,5.386913581872932e-09,3.232148326759443e-09
1954,1.07497895029951e-08,0.0
1955,8.447047505910632e-09,0.0
1956,1.3953826538681824e-08,5.232684952005684e-09
1957,1.236905244894615e-08,0.0
1958,8.272243334772611e-09,0.0
1959,1.0851047171911432e-08,0.0
1960,3.460416619915918e-09,0.0
1961,8.33779090214648e-09,0.0
1962,1.0781326054143392e-08,3.805173953708163e-09
1963,1.0992290633282664e-08,0.0
1964,4.867174663303331e-09,4.867174663303331e-09
1965,8.755269398363907e-09,5.47204326295514e-09
1966,8.308612464702492e-09,1.1078149508847446e-09
1967,2.9582012395223956e-09,9.860671168482327e-10
1968,8.084548142051062e-09,0.0
1969,6.358460868938209e-09,9.083515606356229e-10
1970,4.598724956395017e-09,9.197450023812337e-10
1971,1.3359833239690033e-08,2.569198631618974e-09
1972,6.669190977248718e-09,1.5390440033513642e-09
1973,7.1671650836435674e-09,1.102640756478479e-09
1974,7.313243344242437e-09,2.2502286700643026e-09
1975,5.140332159925265e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,4.11374712072643e-09,0.0
1978,6.534650598410963e-09,0.0
1979,4.096381456264453e-09,2.3407893401383717e-09
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,3.795329828193417e-09,0.0
1982,1.1794254461960918e-08,0.0
1983,8.209910973278056e-09,1.89459470334441e-09
1984,1.2177918229383522e-08,2.8995041922996734e-09
1985,1.0828004270990732e-08,5.414002135495366e-09
1986,6.593933843390687e-09,5.994485463567401e-10
1987,3.6664902225425067e-09,2.4443267410134695e-09
1988,8.395175221664886e-09,2.398621523624911e-09
1989,3.841685636274406e-09,1.0976244357863152e-09
1990,2.179460389939436e-09,1.089730194969718e-09
1991,2.9307325455363298e-09,4.10302547493302e-09
1992,7.162927584403178e-09,2.7549720282848966e-09
1993,3.323524566667402e-09,2.7696036575264316e-09
1994,7.912389854425328e-09,0.0
1995,8.133675954979935e-09,1.0844901643380922e-09
1996,2.135236876199542e-09,1.067618438099771e-09
1997,8.151320507465698e-09,4.79489448146353e-10
1998,5.72175506974304e-09,9.536258449571733e-10
1999,4.570201106446348e-09,1.8280804647829996e-09
2000,7.510653432518666e-09,1.7672125984802278e-09
2001,4.8193329327261836e-09,8.762423564512289e-10
2002,3.066854992184176e-09,2.1906108038649563e-09
2003,5.8336921959778465e-09,1.2500769308587678e-09
2004,1.3214374039449694e-09,0.0
2005,4.954124666056714e-09,9.007499190971657e-10
2006,2.8825228870488218e-09,0.0
2007,6.7906151812735516e-09,0.0
2008,2.554463751636149e-09,8.514879357157668e-10
2009,3.814554005998616e-09,1.430457752249481e-09
2010,4.723792912386671e-09,0.0
2011,1.911985902935953e-09,3.82397197240536e-10
2012,8.510632198976964e-09,0.0
2013,3.904775169871755e-09,2.789125042035323e-10
2014,4.980523993225461e-09,8.661780737106994e-10
2015,4.43315073539452e-09,1.5516027351836215e-09
2016,4.142679976837371e-09,2.0713400439298368e-10
2017,2.5156112748447867e-09,5.031222660711876e-10
2018,4.130346731301415e-09,7.744400121190154e-10
2019,3.5713827450933877e-09,2.55098775436835e-10
