year,voulais_VERB être_VERB,voulais_VERB etre_VERB,voulais_VERB mettre_VERB
1841,1.3932590547938162e-07,1.2841097074556274e-09,5.714288064950779e-08
1842,1.6166919181159756e-07,0.0,3.085801836277824e-08
1843,1.1813822453632383e-07,0.0,4.4892523476391943e-08
1844,1.1965063606567128e-07,5.488561272137815e-10,3.1284798751585186e-08
1845,1.439698849026172e-07,5.580227946389016e-10,4.073566373108406e-08
1846,1.042101231973902e-07,0.0,4.8006910446929396e-08
1847,1.5047093882003537e-07,0.0,2.3730184040005042e-08
1848,1.3998685233218566e-07,0.0,4.183515400768556e-08
1849,1.3993623326769011e-07,0.0,4.776266493422554e-08
1850,1.0455053711666551e-07,0.0,3.2587180953669304e-08
1851,9.738652551050109e-08,0.0,4.70809027319774e-08
1852,9.179868953879122e-08,0.0,3.5156944022674e-08
1853,1.2541056548798224e-07,0.0,3.523439673358553e-08
1854,1.413220758195166e-07,5.195664454227256e-10,1.9223959313308114e-08
1855,1.4116452007328917e-07,0.0,3.502578493908004e-08
1856,9.474256046360097e-08,0.0,2.692138423299184e-08
1857,1.2887184652754513e-07,4.881509085841174e-10,2.4407546206361985e-08
1858,1.5708700118466368e-07,0.0,3.572383633354548e-08
1859,2.057238077668444e-07,0.0,3.055303920973529e-08
1860,1.510470752918991e-07,4.577183909670879e-10,4.027921818305913e-08
1861,1.891101391038319e-07,0.0,2.87673795895671e-08
1862,1.1114246234456004e-07,0.0,4.292087041335435e-08
1863,1.3185798763970524e-07,0.0,3.096664968893492e-08
1864,1.8603545015594136e-07,9.589455896019672e-10,2.445311331200628e-08
1865,1.2708480312539905e-07,0.0,3.671338433264282e-08
1866,1.3575059654158395e-07,4.865612912574591e-10,3.3572728597164314e-08
1867,1.2132028359701508e-07,0.0,3.736664666575962e-08
1868,1.1608704397758629e-07,0.0,2.4699369660652337e-08
1869,1.3576183732766367e-07,9.767038289254515e-10,4.199826619810665e-08
1870,1.2213523348236777e-07,1.1468097582678638e-09,3.612450782952692e-08
1871,1.901190671560471e-07,0.0,7.859671313781291e-08
1872,1.3122726727488043e-07,0.0,4.898344840853497e-08
1873,1.2810049554445868e-07,0.0,3.352162636360845e-08
1874,1.505601545659374e-07,0.0,3.883495836021211e-08
1875,1.9109900506464328e-07,0.0,4.63443683429432e-08
1876,1.0701446484517874e-07,0.0,4.232210315535667e-08
1877,1.3359202455376362e-07,6.184815992682502e-10,4.4530676035492434e-08
1878,1.2742476940275083e-07,6.039088673581716e-10,3.2611080058586595e-08
1879,1.2279743089038675e-07,6.10932526790009e-10,2.3826368433788048e-08
1880,1.354165561906484e-07,6.417846254436199e-10,3.4656370218044685e-08
1881,1.3596390147085913e-07,0.0,5.856906426515707e-08
1882,1.2844893149122072e-07,6.655385131892899e-10,4.2594464844114555e-08
1883,1.0742876099811838e-07,6.319338941018771e-10,4.2339571848515334e-08
1884,1.293932569979006e-07,0.0,3.300848305798354e-08
1885,1.1344318551209653e-07,6.445635691854079e-10,2.2559724754955823e-08
1886,1.0002869288427974e-07,0.0,1.4842966855610484e-08
1887,1.351487384226857e-07,0.0,2.4809914123125054e-08
1888,9.193891514769348e-08,6.340614699951175e-10,3.360525724360741e-08
1889,9.961567570826446e-08,6.265136742733546e-10,3.132568338060082e-08
1890,1.1208000927354078e-07,0.0,3.8015443237782165e-08
1891,1.032623657692966e-07,6.374220040683554e-10,3.059625441892422e-08
1892,8.462491507543746e-08,0.0,3.2596265242545996e-08
1893,1.1577822789377024e-07,0.0,1.1700991287000306e-08
1894,1.3548309141242498e-07,1.8904617871129403e-09,2.2685540557176864e-08
1895,1.1736297977904542e-07,6.018614495673091e-10,4.814891596538473e-08
1896,1.0909503345146732e-07,0.0,3.3023361822870356e-08
1897,9.147940005505006e-08,0.0,2.5637540090883704e-08
1898,8.996784117698553e-08,1.13167097914868e-09,2.8857609635224435e-08
1899,1.4924461311238701e-07,0.0,3.205995469102163e-08
1900,1.2250885106368514e-07,5.191053142894475e-10,3.5818267463127995e-08
1901,8.327221223680681e-08,0.0,3.856229824350521e-08
1902,1.0704418684781558e-07,0.0,3.5845072687834545e-08
1903,1.1826482193555421e-07,0.0,2.214090244478939e-08
1904,1.0319280363546568e-07,0.0,3.3860139581065596e-08
1905,9.4957968599374e-08,5.160759042333041e-10,2.7352022868853965e-08
1906,9.61962527412652e-08,0.0,3.343719967574543e-08
1907,1.1005684541487426e-07,0.0,2.7771354993433306e-08
1908,1.345720619383428e-07,9.822778146428846e-10,2.504808449543816e-08
1909,1.1992143811312417e-07,0.0,3.4106097501762633e-08
1910,1.78494630631576e-07,0.0,4.1684376839157267e-08
1911,9.204246964600316e-08,0.0,2.553779587799454e-08
1912,1.0366748171009021e-07,0.0,3.125652625612929e-08
1913,1.431807277185726e-07,5.30298971401777e-10,3.181793672979438e-08
1914,1.1987171433247568e-07,0.0,3.147469485043075e-08
1915,6.008188790929125e-08,1.1780761921542648e-09,1.4136913861761968e-08
1916,1.087758718654186e-07,0.0,2.0876177231343718e-08
1917,1.1843738434436091e-07,0.0,2.631941953268324e-08
1918,1.1945832056881045e-07,0.0,3.9053681177847466e-08
1919,1.5377106876712787e-07,0.0,2.6702760891339494e-08
1920,1.4841573658941343e-07,0.0,2.7260034229925623e-08
1921,9.996026761882604e-08,0.0,1.741731914250977e-08
1922,1.2837607243909588e-07,0.0,2.2133805899215986e-08
1923,1.0509788950230359e-07,0.0,3.715581797791856e-08
1924,1.2633792323413218e-07,0.0,3.480738541838946e-08
1925,1.671723026674954e-07,0.0,2.5295809891190402e-08
1926,1.5827517074740172e-07,0.0,3.4553028882555736e-08
1927,1.5274437714651867e-07,0.0,5.4631200896437804e-08
1928,1.165456211538185e-07,0.0,3.999114284169991e-08
1929,1.9161498698849755e-07,0.0,3.676334259239411e-08
1930,1.523022490346193e-07,1.0503603542488804e-09,2.941009036305786e-08
1931,1.1861570925475462e-07,0.0,3.307553342324354e-08
1932,1.1069131744534388e-07,0.0,2.301502632917618e-08
1933,1.2273608263058122e-07,0.0,2.1794258842078307e-08
1934,1.3299553813794773e-07,0.0,2.995395220750652e-08
1935,1.3643844454236387e-07,0.0,2.992070946561398e-08
1936,1.2488456491155375e-07,0.0,2.3036957230715416e-08
1937,1.2087473066912935e-07,0.0,1.3850230295986421e-08
1938,1.1150084588962272e-07,0.0,2.2040865133021725e-08
1939,1.2847002039961808e-07,0.0,2.141167065872196e-08
1940,1.0903866609623947e-07,0.0,3.0429394115571995e-08
1941,1.328176182369134e-07,0.0,2.6563522936839945e-08
1942,1.9115533689273434e-07,0.0,6.371844563091145e-08
1943,1.82903818313207e-07,0.0,2.9032351633873077e-08
1944,1.767252371109862e-07,0.0,1.6065930807940276e-08
1945,2.2002890887051763e-07,2.178504043826024e-09,2.832055301382752e-08
1946,2.43619325601685e-07,0.0,4.1763314584386535e-08
1947,2.0384689491947938e-07,0.0,2.0265479960812627e-08
1948,1.9134522233343887e-07,0.0,2.2830963786191205e-08
1949,1.8652315247891238e-07,0.0,2.0615717133409817e-08
1950,2.0313540005645336e-07,0.0,2.9779013033248702e-08
1951,2.1322803434031812e-07,0.0,2.8785784422780125e-08
1952,2.2354984707817493e-07,1.0544803918932644e-09,2.003512733494972e-08
1953,1.6483956244428555e-07,0.0,3.663101466599983e-08
1954,1.807919147722714e-07,0.0,3.518113089739927e-08
1955,1.9334352430178114e-07,0.0,2.815682265122632e-08
1956,1.953535786469729e-07,0.0,5.4943193106282706e-08
1957,2.27060468205309e-07,0.0,1.5903067307476704e-08
1958,1.745443398704083e-07,1.6544486891589827e-09,3.9706769427994004e-08
1959,1.945437730910271e-07,0.0,3.332821663093455e-08
1960,2.2492707785204402e-07,0.0,4.014083287984249e-08
1961,2.0636032616039302e-07,0.0,3.682524507553353e-08
1962,2.4162852696463233e-07,0.0,4.6296282363300634e-08
1963,2.5346929533043294e-07,0.0,4.138274078968607e-08
1964,2.1598087585061876e-07,0.0,4.258777863697105e-08
1965,1.9918238081118034e-07,2.73602163147757e-09,2.7360217202954118e-08
1966,2.104848420003691e-07,0.0,3.9881339120029224e-08
1967,2.2087903062129044e-07,0.0,3.451235031093347e-08
1968,2.2322336690194788e-07,0.0,3.907531720415136e-08
1969,2.207294329537035e-07,0.0,3.5425710365188934e-08
1970,1.7751078473793314e-07,0.0,3.311081897550139e-08
1971,1.9423141850438697e-07,5.138397485282553e-10,3.7510300643361916e-08
1972,1.969976324289746e-07,0.0,3.283293992240033e-08
1973,1.9847533394568018e-07,0.0,3.859242525550144e-08
1974,1.755178402618185e-07,1.1251143350321513e-09,2.193973003272731e-08
1975,1.9704606302184402e-07,0.0,3.1413140533231854e-08
1976,2.0225884611591027e-07,5.713526873840635e-10,2.285410793945175e-08
1977,2.1920396875430015e-07,5.876781838942691e-10,2.8796231177352638e-08
1978,2.2039593261524715e-07,0.0,3.029701645118621e-08
1979,2.393457236848917e-07,5.851973350345929e-10,3.5111838769807946e-08
1980,2.455984997595806e-07,5.685150683554241e-10,2.6720208268216084e-08
1981,2.511243053504586e-07,0.0,4.491140259688109e-08
1982,2.4767933837210876e-07,6.207502289967692e-10,3.041676066573018e-08
1983,2.3556128780910512e-07,6.315316047889041e-10,3.157657957331139e-08
1984,2.940097374448669e-07,5.799008495621649e-10,3.827345551599137e-08
1985,2.5987210960920493e-07,1.2031116103372597e-09,3.368712597762169e-08
1986,2.5416619564566645e-07,1.1988970927134801e-09,5.155257554179116e-08
1987,2.2304482172330609e-07,1.2221633705067347e-09,3.116516467116526e-08
1988,3.0762319624955126e-07,0.0,5.097070854276353e-08
1989,2.9306571036613605e-07,1.0976244357863152e-09,4.664903840989609e-08
1990,2.5172766981995665e-07,5.44865097484859e-10,4.631353434092489e-08
1991,2.9190096029196866e-07,0.0,3.692722927439718e-08
1992,2.754972001639544e-07,0.0,3.4161654838271716e-08
1993,2.991172038946388e-07,5.539207426075166e-10,4.3205819366676224e-08
1994,2.9170342941142735e-07,1.5824779264761446e-09,4.114442830882581e-08
1995,2.841364334926766e-07,0.0,4.0126135303353294e-08
1996,2.9519648592213343e-07,1.067618438099771e-09,4.056949975961288e-08
1997,2.680345971839415e-07,0.0,3.260528202986279e-08
1998,2.770283060726797e-07,0.0,3.194646680526603e-08
1999,3.450501822044316e-07,0.0,3.93037282719888e-08
2000,3.282597447196167e-07,0.0,3.887867805474343e-08
2001,3.2902900670706003e-07,0.0,4.249775287235025e-08
2002,3.4129715231756563e-07,4.38122149670761e-10,4.4250338504525644e-08
2003,3.812734519215155e-07,0.0,4.750292248445476e-08
2004,3.7837156696696184e-07,0.0,5.5059889092490266e-08
2005,3.918262052593491e-07,4.5037495954858286e-10,4.593824698417848e-08
2006,4.257898069681687e-07,0.0,5.229720301258567e-08
2007,5.544337682295009e-07,0.0,6.071608993352129e-08
2008,5.61556305456179e-07,1.2772318758180745e-09,6.343584857404494e-08
2009,6.055604444554774e-07,0.0,6.055604728771868e-08
2010,8.049343591665092e-07,0.0,7.038451599328255e-08
2011,8.81425535226299e-07,7.64794394481072e-10,7.915622290965985e-08
2012,9.97105644273688e-07,0.0,1.0417013385222162e-07
2013,1.146888166658755e-06,0.0,1.068234922740885e-07
2014,1.2284571084819618e-06,0.0,1.0805571548644366e-07
2015,1.197837377731048e-06,4.433150790905671e-10,1.0994214250104051e-07
2016,1.31633657929342e-06,0.0,1.1640931063539028e-07
2017,1.5191776583378669e-06,0.0,1.2905086066439253e-07
2018,1.6165143961188733e-06,2.5814667070633845e-10,1.3062221171367128e-07
2019,1.5020216324046487e-06,5.1019755087367e-10,1.2397801185670687e-07
