year,ses_DET effets_NOUN,ses_DET méfaits_NOUN
1878,5.828324560752662e-06,2.753824532852889e-07
1879,5.58331218769581e-06,2.223794363098719e-07
1880,5.661182200356052e-06,1.9189360345173156e-07
1881,5.972649944396835e-06,2.0917522647323494e-07
1882,5.325639094166945e-06,2.4691478905936037e-07
1883,5.947761962943332e-06,2.2623233331131587e-07
1884,5.670857476047786e-06,2.3568057816447663e-07
1885,5.512952412800587e-06,2.371993930161409e-07
1886,5.486089477813039e-06,2.7104548161460684e-07
1887,5.740230577089278e-06,2.2394211418585996e-07
1888,5.581009290267502e-06,2.58063018732102e-07
1889,5.74262432451178e-06,2.167737278568893e-07
1890,5.659712940087047e-06,2.477558096458665e-07
1891,5.842609951400846e-06,1.861272309611195e-07
1892,5.68742142093015e-06,2.150099742692646e-07
1893,5.841873999656855e-06,2.648119172832253e-07
1894,5.824512626873002e-06,2.4954095612095273e-07
1895,5.924724206352039e-06,2.2329060422876523e-07
1896,5.804445549983939e-06,2.7833977433999735e-07
1897,5.791753096673347e-06,2.3656457148746313e-07
1898,5.656091516925699e-06,2.749960543724228e-07
1899,5.871393710776829e-06,2.537158358961733e-07
1900,5.591283368744371e-06,3.0315750754184023e-07
1901,5.693248169791332e-06,3.414719440542058e-07
1902,5.148432812518422e-06,2.7939516256125785e-07
1903,5.779855683840651e-06,2.9215191510445493e-07
1904,5.6702294273236475e-06,2.515324686314102e-07
1905,5.7898555780866445e-06,3.4680301341794006e-07
1906,5.618992972244996e-06,2.849878169008946e-07
1907,6.203812091598593e-06,2.9931349665446305e-07
1908,5.622558219897655e-06,3.275896469645545e-07
1909,5.290846104344382e-06,2.354420951533598e-07
1910,5.623649727226621e-06,2.640010348109456e-07
1911,5.203326097102945e-06,3.2028652441340455e-07
1912,5.806420716680805e-06,2.7714121042521356e-07
1913,5.612154097889288e-06,2.7363425658677443e-07
1914,5.813443010538322e-06,2.9867477380207674e-07
1915,5.542848285244872e-06,3.2514901704416843e-07
1916,5.566248049149181e-06,3.7027747801232636e-07
1917,5.131190150109433e-06,3.5421550492742426e-07
1918,5.367583810311771e-06,3.285103522543409e-07
1919,5.262285199592043e-06,2.9188880112940296e-07
1920,5.8238034910118586e-06,2.4534030629297376e-07
1921,5.79845274728541e-06,2.809489210164884e-07
1922,5.39769756358055e-06,3.13562265485956e-07
1923,5.2750643959598165e-06,2.7070667307782514e-07
1924,5.244312774266291e-06,2.44940874249977e-07
1925,5.981909140473363e-06,2.7055516493845744e-07
1926,5.8026795670684805e-06,2.942580543674467e-07
1927,5.67495537495688e-06,2.5308741258278644e-07
1928,6.180345636153106e-06,2.422320690698143e-07
1929,6.435812707650257e-06,2.1278176376426927e-07
1930,6.301111980633323e-06,2.5838863759730657e-07
1931,6.049401335417315e-06,2.8741499669138193e-07
1932,5.507167315954575e-06,2.356300417005741e-07
1933,5.895920224929796e-06,2.603840254522538e-07
1934,5.715213745816072e-06,2.444242497290361e-07
1935,5.968583337789823e-06,2.968134502623343e-07
1936,5.540994450825565e-06,2.582564313513558e-07
1937,5.727699743829362e-06,2.493041320050793e-07
1938,5.853794206700513e-06,3.176477569866165e-07
1939,5.450799704931342e-06,2.2788135289886213e-07
1940,5.287107569529326e-06,1.9271950346677613e-07
1941,4.707646795054643e-06,2.8334425028475607e-07
1942,4.5179415266716205e-06,3.155580117208956e-07
1943,5.5306629320739376e-06,2.758073387454374e-07
1944,4.974012135505745e-06,3.309581799726402e-07
1945,4.8188509822466585e-06,3.485606412390041e-07
1946,5.454288725559309e-06,2.742457603233106e-07
1947,6.097525627524192e-06,2.8967715159922136e-07
1948,5.319614601262401e-06,2.815819044599266e-07
1949,6.017826194693043e-06,2.2775459818102917e-07
1950,5.454876841781697e-06,2.2759674234151817e-07
1951,6.079131495084766e-06,2.1322803966938864e-07
1952,6.236196938402827e-06,2.362036020109315e-07
1953,5.924527812339875e-06,2.2301822610870659e-07
1954,6.220219191277465e-06,2.5799495029232844e-07
1955,5.515921571941362e-06,2.7499830546062753e-07
1956,6.057705050466211e-06,1.7180648481662786e-07
1957,5.598763436864829e-06,2.3059448184259423e-07
1958,5.8517852039585705e-06,2.3245003744065684e-07
1959,6.123865730955913e-06,2.0927018784533402e-07
1960,5.516596317534095e-06,2.1662208582462483e-07
1961,5.96360519011796e-06,2.807056289633181e-07
1962,5.807963873394328e-06,2.1118714954582174e-07
1963,5.35647856736432e-06,2.256652527066194e-07
1964,5.4992990357050076e-06,2.0868011807451126e-07
1965,6.1708231839929795e-06,2.0465441963324338e-07
1966,5.567323924537959e-06,2.0993093707843968e-07
1967,5.680239638650164e-06,2.263024061477381e-07
1968,5.663675480604979e-06,2.456804562012138e-07
1969,5.930627494876717e-06,1.9802064676888165e-07
1970,6.764724616914464e-06,2.0464325922731064e-07
1971,5.6866646360731465e-06,1.9628678504801655e-07
1972,6.186443982869605e-06,2.1751822876225901e-07
1973,5.672535195344608e-06,2.0619381491115973e-07
1974,6.200504884645852e-06,2.368365725757826e-07
1975,6.348310350290376e-06,2.158939453877906e-07
1976,5.4261365249885785e-06,2.4225354477991345e-07
1977,5.665217486239271e-06,2.2625609741311337e-07
1978,5.47425486274733e-06,2.4594047509651773e-07
1979,5.743126848756219e-06,2.100858411679951e-07
1980,6.2735639971833734e-06,2.365022671035888e-07
1981,5.7701662683484756e-06,2.397383322971791e-07
1982,6.263990599109093e-06,2.2036633096078617e-07
1983,6.336787961913615e-06,2.1156308616099295e-07
1984,6.322658961721572e-06,2.3775935398262504e-07
1985,6.626137206922067e-06,2.4723942182447445e-07
1986,5.975902737986871e-06,2.2119650999741225e-07
1987,6.104094936176807e-06,2.1448966469606034e-07
1988,6.0235382619566735e-06,2.5425389038602475e-07
1989,6.1499898151851085e-06,2.3873331533863507e-07
1990,7.101226799477445e-06,2.3810604488083698e-07
1991,6.357931212619405e-06,2.5321530028321604e-07
1992,6.442777873871819e-06,2.732932418147982e-07
1993,6.334083536785329e-06,2.3153887607207935e-07
1994,6.2201936259498325e-06,2.368442006961402e-07
1995,6.4077103161253035e-06,2.4672150056304076e-07
1996,6.4526859944180615e-06,2.508903280684649e-07
1997,6.516261578326521e-06,2.632396940427384e-07
1998,6.786001563341415e-06,2.689224989360639e-07
1999,6.5550394481306284e-06,2.682708051260363e-07
2000,6.761797394005953e-06,2.743597615761928e-07
2001,6.731731687636966e-06,2.4184288771600393e-07
2002,6.5534311772808e-06,2.729500883091873e-07
2003,6.599155696562775e-06,2.641829066618584e-07
2004,6.736687808484021e-06,2.642874759040126e-07
2005,6.590787336335779e-06,2.598663551012237e-07
2006,6.646685974942557e-06,2.7054536833048815e-07
2007,6.1435094096395915e-06,3.067760125929908e-07
2008,6.088990346597711e-06,2.5800085712290866e-07
2009,5.927816843609435e-06,2.5033010153663326e-07
2010,5.966622936171007e-06,3.141322286737136e-07
2011,5.448013041586819e-06,2.9521064837112476e-07
2012,5.058719366957121e-06,2.90382768941555e-07
2013,5.748944559513802e-06,2.948105208844254e-07
2014,5.1758469794549455e-06,3.0381194759954155e-07
2015,5.567150694218981e-06,2.950261888123862e-07
2016,5.267417733989532e-06,3.1090814189838056e-07
2017,5.467429801342405e-06,2.8099377535895087e-07
2018,4.9295686892492085e-06,2.937709182582182e-07
2019,4.869070480140181e-06,3.0025125319355084e-07
