year,nos_DET amants_NOUN,nos_DET mamans_NOUN
1858,7.095830145686932e-08,3.4255732694887797e-09
1859,6.110608197218426e-08,1.018434669930457e-09
1860,5.1722179428281834e-08,3.204028820036342e-09
1861,2.8295783494058924e-08,3.3011746669586728e-09
1862,5.421583582077005e-08,1.1294965851504912e-08
1863,7.242200261714515e-08,3.995696662428827e-09
1864,4.1234661907196823e-08,0.0
1865,4.2361600005591526e-08,4.23615986733239e-09
1866,5.3035182467908726e-08,9.24466486695863e-09
1867,2.232293283555009e-08,4.85281148598915e-09
1868,5.0386717020955984e-08,2.9639244392143382e-09
1869,4.785848606303489e-08,3.4184632902167778e-09
1870,4.816601029133949e-08,3.4404292748035914e-09
1871,3.080141386391233e-08,3.18635318130589e-09
1872,4.051717361619467e-08,6.652073114565837e-09
1873,5.6268441905871214e-08,0.0
1874,4.958925714504403e-08,4.779687312606029e-09
1875,4.920513418937844e-08,1.716458086775674e-09
1876,7.497058440719684e-08,4.836811839936672e-09
1877,5.318941909138175e-08,3.0924081073635534e-09
1878,4.7708800909873617e-08,1.8117265465633636e-09
1879,5.498392896541304e-08,2.443730107160036e-09
1880,9.626769514881062e-08,2.5671385017744797e-09
1881,8.0881088715401e-08,7.669758161910067e-09
1882,4.1928925442746845e-08,3.9932310791357395e-09
1883,3.917990198942789e-08,1.895801682305631e-09
1884,5.149323722974941e-08,2.6406787867472303e-09
1885,2.4493415351489745e-08,1.933690763067375e-09
1886,1.8715044847184004e-08,1.9360391623202133e-09
1887,2.350412819929204e-08,1.9586774424595887e-09
1888,3.9311810251518864e-08,8.242799331981132e-09
1889,6.327787982485233e-08,4.385595886446936e-09
1890,2.0318598359381213e-08,3.2771931834929546e-09
1891,3.059625530710264e-08,1.2748440081367107e-09
1892,5.5162908907391284e-08,1.002961980134387e-08
1893,2.0322775018399852e-08,6.158416554491453e-10
1894,2.8356926362604895e-08,1.0712616793639995e-08
1895,2.347259675516966e-08,2.4074457982692365e-09
1896,2.122930353731789e-08,1.0024948871034667e-08
1897,1.8645483379486905e-08,3.496028022631492e-09
1898,2.6594267232837865e-08,1.0185038590293516e-08
1899,2.8743407654019393e-08,4.9748205555033564e-09
1900,2.0245107812399965e-08,1.038210628578895e-09
1901,1.2854099173953415e-08,6.14761275219422e-09
1902,1.7185994183321895e-08,3.928227132465878e-09
1903,4.104167405927228e-08,4.320176216765503e-09
1904,2.418581424024069e-08,4.837162670412454e-09
1905,2.4255567332431838e-08,7.741138619010712e-09
1906,2.3663248915894997e-08,9.773950870872739e-09
1907,4.4742736626801616e-08,8.742833457198174e-09
1908,2.995947379069719e-08,1.620758460774141e-08
1909,2.640472107628966e-08,8.251475058784763e-09
1910,5.878565723094198e-08,1.068830179917768e-08
1911,1.9153347796674325e-08,1.755723522123276e-08
1912,3.6986891771562114e-08,7.293189607793238e-09
1913,2.9166443038519674e-08,1.1666577037772186e-08
1914,1.808120764223986e-08,1.2723813114234872e-08
1915,5.890381071793627e-09,3.769843803791417e-08
1916,2.307367052978293e-08,1.977743147030253e-08
1917,1.5352994098272177e-08,2.7416061976204276e-08
1918,1.4932289182922887e-08,4.020231880730307e-08
1919,2.9465114792515124e-08,2.1178051312631396e-08
1920,2.2716696079783105e-08,1.8173356597372958e-08
1921,6.96692730173254e-08,1.060184651180407e-08
1922,3.246291679914748e-08,1.8444838933984187e-08
1923,4.140219900250486e-08,1.0615948120573648e-08
1924,5.9301473509520974e-08,1.418078698911529e-08
1925,3.299453421590215e-08,6.598906976407193e-09
1926,5.127223712264595e-08,1.114613823460786e-08
1927,5.4631201784616223e-08,8.919379901328739e-09
1928,3.08503116386305e-08,4.570416489713125e-09
1929,3.78773812315103e-08,1.4482528287729224e-08
1930,2.4158288924880367e-08,8.402882945013346e-09
1931,1.7108034988666532e-08,1.0264820993199919e-08
1932,2.1919073667220346e-08,3.287861094491973e-09
1933,1.261772819560747e-08,8.02946331646126e-09
1934,1.0783422155213884e-08,1.677421224144382e-08
1935,4.7873134789711e-08,9.574627313213568e-09
1936,1.4549657034734764e-08,1.33371855781661e-08
1937,8.813782481631449e-09,1.5109341666708076e-08
1938,1.9447822019458272e-08,2.5930429359277696e-08
1939,3.058810182920979e-08,1.070583532936098e-08
1940,1.2678914584896006e-08,2.2822046474857416e-08
1941,2.6563523825018365e-08,1.4757512545315876e-08
1942,4.8547389663866625e-08,3.034211837338319e-08
1943,2.9032351633873077e-08,2.322588210645904e-08
1944,9.639558484764166e-09,3.213186161588055e-08
1945,2.178504088234945e-08,3.703456785686399e-08
1946,2.645009811175214e-08,8.352662561605939e-09
1947,2.26496545963073e-08,1.4305045148432782e-08
1948,2.8266909257723682e-08,6.523132700664291e-09
1949,3.9268034157657894e-08,5.890204768377316e-09
1950,1.808011518278363e-08,1.1698897850465073e-08
1951,4.051332691545895e-08,5.3307008807124134e-09
1952,8.43584291310151e-09,6.326882129314981e-09
1953,1.2928592529881655e-08,6.464296320451979e-09
1954,4.0067397399923266e-08,1.0749790169128914e-08
1955,2.1586898490966178e-08,1.220129064449793e-08
1956,1.9186511046598298e-08,1.7442283395396885e-08
1957,1.855357933955304e-08,9.718541360559385e-09
1958,7.031407012192403e-08,5.790570523078742e-09
1959,3.1778065512355624e-08,1.162612162097787e-08
1960,2.5607083176115708e-08,9.689166580173492e-09
1961,5.141637782202224e-08,1.1117055165321688e-08
1962,3.361236844412474e-08,8.244543714397423e-09
1963,4.9142005131841415e-08,7.759264120110743e-09
1964,3.346182664287767e-08,1.0951143103454797e-08
1965,4.596516411936591e-08,1.0396882466068291e-08
1966,3.877352228176534e-08,8.308612242657887e-09
1967,2.9582013727491585e-08,6.409436426046966e-09
1968,4.8058148571783477e-08,1.077939770777192e-08
1969,1.4533624748125362e-08,5.90428494984252e-09
1970,3.219107558294354e-08,8.27770485489765e-09
1971,3.339958309922508e-08,9.249115584530898e-09
1972,3.745007060018679e-08,6.15617617993891e-09
1973,2.7566018412361615e-08,6.615844760915479e-09
1974,1.800182936051442e-08,6.750685843659454e-09
1975,2.1132477101559743e-08,8.567220266542108e-09
1976,1.1427053969725876e-08,1.2569759400005154e-08
1977,2.2331771099004527e-08,1.5867311020656416e-08
1978,1.900989188285962e-08,5.940591352171509e-09
1979,2.750427441355896e-08,1.287434159280565e-08
1980,2.785723784981542e-08,5.68515062804309e-09
1981,2.213942273954217e-08,1.7078983838292316e-08
1982,2.7933759971787708e-08,1.8001756196817098e-08
1983,1.7682884490000106e-08,1.3893695083311286e-08
1984,1.797692661398287e-08,1.5657323382267663e-08
1985,2.1656008986070674e-08,1.1429560076159362e-08
1986,3.05718761417495e-08,1.079007377891017e-08
1987,2.5665430225529917e-08,1.7721369705014922e-08
1988,2.0987938442740273e-08,1.4391729141749465e-08
1989,2.305011370662413e-08,2.030605239511374e-08
1990,1.5256222729576052e-08,1.3621627825699534e-08
1991,3.69272301625756e-08,9.378343990285032e-09
1992,1.1019888335184191e-08,2.4794748920697884e-08
1993,1.0524493720964756e-08,1.8279384450536895e-08
1994,1.3714809288245533e-08,2.5319648100374792e-08
1995,2.982347968583099e-08,2.1147558482148554e-08
1996,2.882569782869382e-08,1.3879039917341629e-08
1997,2.2536004284923195e-08,1.6782130796144656e-08
1998,2.0502954778400806e-08,2.4794271080708086e-08
1999,3.062034781287082e-08,2.193696496677333e-08
2000,2.8275402463862065e-08,2.3415567262929926e-08
2001,1.4896119671092833e-08,2.322042211289066e-08
2002,3.9430993581390794e-08,2.1906106706381934e-08
2003,2.4584844826591734e-08,3.6668920178062336e-08
2004,3.039305962460048e-08,4.096455996638326e-08
2005,2.3869872078918775e-08,5.044199413717365e-08
2006,2.1001239414175643e-08,3.870816445150638e-08
2007,2.7162460281004996e-08,5.152878523873028e-08
2008,1.873273425267996e-08,5.364374072724942e-08
2009,1.8119132416671846e-08,4.9112384381544416e-08
2010,2.409134469694152e-08,5.668551761317531e-08
2011,3.7857323054169e-08,4.1681294360440546e-08
2012,5.48084702067797e-08,6.025527124475794e-08
2013,3.1517113141532604e-08,6.833356369639887e-08
2014,4.309235857036242e-08,5.3486497855748105e-08
2015,5.231117983228728e-08,4.543979566229428e-08
2016,6.400440533127494e-08,4.2462471094850684e-08
2017,2.5910797507577854e-08,5.6098131168136334e-08
2018,5.498524124902815e-08,4.801527886399981e-08
2019,4.0560707015302455e-08,5.969311317466364e-08
